normalized_record_id,evidence_route,municipality,state,reason,detail
B4X2500NORM-fc67d484ef472df5bacd04a1,source_reported_growth_rate,Social Circle,GA,insufficient_context_to_confirm_recurring_wage_growth,Budgeted expenditures are projected to increase by 52% or $11.9M to $18.1M in FY2024.
B4X2500NORM-531950bf52ff8fcc788007ae,source_reported_growth_rate,Early,IA,insufficient_context_to_confirm_recurring_wage_growth,Pickhinke and seconded by Councilor Langner to increase full time staff by 3.5% increase
B4X2500NORM-4be8f89abdf5cb09745c57c0,source_reported_growth_rate,Fontanelle,IA,insufficient_context_to_confirm_recurring_wage_growth,"Motion by Walker to give 5% raises to city employees back dated to July 1st with another review in December, 2nd by Sickles."
B4X2500NORM-d946bd1810cf611c07b4ea20,source_reported_growth_rate,Gilmore City,IA,insufficient_context_to_confirm_recurring_wage_growth,"for Fiscal Year 2023-24, with a 6% increase."
B4X2500NORM-fd82691ba68b1f4204970064,source_reported_growth_rate,Mechanicsville,IA,prior_audit_exception_police_officer_expressly_excluded,calculate a 10% pay increase for the full time employees except for the police officer
B4X2500NORM-498d59ba3bd045aa3e81ea1f,source_reported_growth_rate,East Dundee,IL,insufficient_context_to_confirm_recurring_wage_growth,the-board shall increase by 2.5%.
B4X2500NORM-8a7f3801082108bb0f292b68,source_reported_growth_rate,Flora,IL,insufficient_context_to_confirm_recurring_wage_growth,"Effective March 7, 2008, the City will pay fifty percent (50%) of the difference between the Employee"
B4X2500NORM-a00dc183c7c3989f6a45b113,source_reported_growth_rate,Flossmoor,IL,insufficient_context_to_confirm_recurring_wage_growth,"any degree and if the Village’s offer of a 3.25% increase effective May 1, 2020 for the fourth year of the"
B4X2500NORM-481deef1b4802973f783c354,source_reported_growth_rate,Geneseo,IL,insufficient_context_to_confirm_recurring_wage_growth,50% of longevity pay.
B4X2500NORM-42b128553ba61fe12d6d9cc2,source_reported_growth_rate,Kildeer,IL,insufficient_context_to_confirm_recurring_wage_growth,2.5% increase.
B4X2500NORM-8db16480f443b5f5a3a75770,source_reported_growth_rate,Tolono,IL,insufficient_context_to_confirm_recurring_wage_growth,"After some analysis was done, it is not going to be an increase of 5% like he"
B4X2500NORM-00af1a96ddcd4b8590d7f2e1,source_reported_growth_rate,Wilmington,IL,insufficient_context_to_confirm_recurring_wage_growth,2.5% increase 2.75% increase 2.5% increase
B4X2500NORM-247d47a0e8e7a29e539c2c77,source_reported_growth_rate,Ligonier,IN,insufficient_context_to_confirm_recurring_wage_growth,Council approved a 1.5% increase in the Perry Township Fire Contract at its last meeting.
B4X2500NORM-514aef659ea8873d4b7e750a,source_reported_growth_rate,Ligonier,IN,insufficient_context_to_confirm_recurring_wage_growth,A 3.5% increase results in the following costs
B4X2500NORM-2ea3c6148b5f14c4ed35a636,source_reported_growth_rate,Mankato,KS,insufficient_context_to_confirm_recurring_wage_growth,Council member Becker moved and Dauner seconded the motion to approve a 2.8% raise for the
B4X2500NORM-b82258b28c4f3556ecb6027b,source_reported_growth_rate,Solomon,KS,insufficient_context_to_confirm_recurring_wage_growth,"Boyer, Britt, Eye, Glavin, Shank: 4% increase"
B4X2500NORM-9eb95dfc3802bb51d3305c61,source_reported_growth_rate,Bloomfield,KY,insufficient_context_to_confirm_recurring_wage_growth,and The City of Bloomfield (after completing a year of service) will receive a 4 or 5% increase
B4X2500NORM-67244e614eb6a7ec3fe549c2,source_reported_growth_rate,Goshen,KY,insufficient_context_to_confirm_recurring_wage_growth,Thacker reported the hourly rate for sheriff deputies will increase by 25% on July 1 st.
B4X2500NORM-54e0d57c0ac6421ae4555cd5,source_reported_growth_rate,Blandford,MA,insufficient_context_to_confirm_recurring_wage_growth,"placed within the range that provides for an increase of a minimum of 2% effective July 1, 2022."
B4X2500NORM-571145424798aa8ad8ee8f56,source_reported_growth_rate,Groton,MA,insufficient_context_to_confirm_recurring_wage_growth,in 2018) and state mandated inspections (6% increase).
B4X2500NORM-c177ad362676eb7452870f90,source_reported_growth_rate,Groton,MA,insufficient_context_to_confirm_recurring_wage_growth,"This new hourly rate would then be increased by 2.5% effective July 1, 2018."
B4X2500NORM-ae155410b4da189b1d7950da,source_reported_growth_rate,Raynham,MA,insufficient_context_to_confirm_recurring_wage_growth,the step which provides him/her with at least a 3% increase.
B4X2500NORM-861392d8e6059fc5a65f8f63,source_reported_growth_rate,West Bridgewater,MA,insufficient_context_to_confirm_recurring_wage_growth,Addition seventh step occurs at completion of fifteen years with a 2% increase
B4X2500NORM-a10fcd2c82e09ccbe019b57e,source_reported_growth_rate,West Bridgewater,MA,insufficient_context_to_confirm_recurring_wage_growth,Addition sixth step occurs at completion often years with a 2% increase
B4X2500NORM-421dfc00ce289a983d50283f,source_reported_growth_rate,Beaver Cove,ME,insufficient_context_to_confirm_recurring_wage_growth,"LUPC ASSESSMENT $ 18,691.00 (ESTIMATE 11% increase)"
B4X2500NORM-1c322d30254d29361e3a7ae6,source_reported_growth_rate,Hiram,ME,insufficient_context_to_confirm_recurring_wage_growth,2024 saw a 15.9% increase in our dispatched call volume.
B4X2500NORM-e27d6ad93447397b2cf28122,source_reported_growth_rate,Ogunquit,ME,insufficient_context_to_confirm_recurring_wage_growth,"Section 4: Unit Employees will receive a 4% increase starting on July 1st, 2022 and will be placed"
B4X2500NORM-1bb428913b88f00af60f6f1c,source_reported_growth_rate,Phippsburg,ME,insufficient_context_to_confirm_recurring_wage_growth,19.54% increase.
B4X2500NORM-6d5ff77386ba5962b2641e18,source_reported_growth_rate,Phippsburg,ME,insufficient_context_to_confirm_recurring_wage_growth,"The FY24 budget, combined operating, capital, and debt service is $10,312,285, an increase of 7.42% over"
B4X2500NORM-aa4ce97c371a2e7cab4a4fb3,source_reported_growth_rate,Phippsburg,ME,insufficient_context_to_confirm_recurring_wage_growth,The cost-of- living increase of 3.2% was recommended by the Select Board and Budget Committee
B4X2500NORM-b922edec69e4aa7ba292c436,source_reported_growth_rate,Phippsburg,ME,insufficient_context_to_confirm_recurring_wage_growth,RSU #1 - 5.14% increase in the amount to be raised for the RSU #1 School Budget (from
B4X2500NORM-f618c5318dc59a9ae217e65c,source_reported_growth_rate,Phippsburg,ME,insufficient_context_to_confirm_recurring_wage_growth,County - 12.52 % increase in the amount to be raised for Phippsburg’s share of the
B4X2500NORM-44641668b2c44d0a5dde8689,source_reported_growth_rate,Solon,ME,insufficient_context_to_confirm_recurring_wage_growth,This represents a 0.22% increase from 2022.
B4X2500NORM-55cdcbb60162defaf60c6217,source_reported_growth_rate,Solon,ME,insufficient_context_to_confirm_recurring_wage_growth,"1,278 total bookings, a 21% increase from 2022."
B4X2500NORM-7a1906002f8ff61148cbfec2,source_reported_growth_rate,Solon,ME,insufficient_context_to_confirm_recurring_wage_growth,"of Solon, which is a 47% increase from 2022."
B4X2500NORM-21222d2f8cafc2e386800dac,source_reported_growth_rate,Augusta charter,MI,insufficient_context_to_confirm_recurring_wage_growth,39% increase for Paid-on-Call.
B4X2500NORM-608fecb29d7c61dfabf5c98a,source_reported_growth_rate,Augusta charter,MI,insufficient_context_to_confirm_recurring_wage_growth,"3% increase effective April 1, 2022."
B4X2500NORM-681e4d126625ade8259a0040,source_reported_growth_rate,Augusta charter,MI,insufficient_context_to_confirm_recurring_wage_growth,"3% increase effective April 1, 2021."
B4X2500NORM-6e655337310368f763cd5523,source_reported_growth_rate,Augusta charter,MI,insufficient_context_to_confirm_recurring_wage_growth,"3% increase effective April 1, 2023."
B4X2500NORM-dac653a5a512451cdd611ab1,source_reported_growth_rate,Augusta charter,MI,insufficient_context_to_confirm_recurring_wage_growth,23% increase for full-time Fire Fighters.
B4X2500NORM-eafe8fbc8dcfe9e8f0913618,source_reported_growth_rate,Augusta charter,MI,insufficient_context_to_confirm_recurring_wage_growth,17% increase for Captains.
B4X2500NORM-b2eb6307a3749e5d6bcb14ef,source_reported_growth_rate,Cassopolis,MI,insufficient_context_to_confirm_recurring_wage_growth,"2% increase for 4 years, 2017, 2018;"
B4X2500NORM-844ae92e73a1527811b23045,source_reported_growth_rate,Delta charter,MI,percentage_or_amount_is_not_recurring_wage_growth,ESTIMATED 2022 REVENUE WITH 9% INCREASE
B4X2500NORM-2df876da951cb2f6d2fb4364,source_reported_growth_rate,Evart,MI,insufficient_context_to_confirm_recurring_wage_growth,Table reflects a 3% change between steps and 2% increase annually with proposed
B4X2500NORM-8c122749ae2662cef25a5eec,source_reported_growth_rate,Evart,MI,insufficient_context_to_confirm_recurring_wage_growth,to a 3% increase each year.
B4X2500NORM-dc8146b9b259a9b0d6eb218a,source_reported_growth_rate,Evart,MI,insufficient_context_to_confirm_recurring_wage_growth,an increase of 2%.
B4X2500NORM-be8375f5c39a79e83fe18222,source_reported_growth_rate,Goodrich,MI,insufficient_context_to_confirm_recurring_wage_growth,"increase of 3% for Rachael Cushman, Village Treasurer, Financial Investment"
B4X2500NORM-e9aefb730a9089a81f76b193,source_reported_growth_rate,Goodrich,MI,insufficient_context_to_confirm_recurring_wage_growth,"increase of 3% for Sheri Wilkerson, Village Administrator/Clerk, Zoning"
B4X2500NORM-ed77ce901c768429d96a2102,source_reported_growth_rate,Goodrich,MI,insufficient_context_to_confirm_recurring_wage_growth,"Financial Officer will increase by 3% ($2,038.40 total) beginning July 1, 2023."
B4X2500NORM-0ab82aea30d094a0f9eb05a1,source_reported_growth_rate,Grand Blanc charter,MI,insufficient_context_to_confirm_recurring_wage_growth,"15% increase effective July 1, 2024."
B4X2500NORM-bd20f995e156bdb94c33da92,source_reported_growth_rate,Grand Rapids charter,MI,insufficient_context_to_confirm_recurring_wage_growth,Consider approval of the 10% increase in the Lakes Special Assessment Districts.
B4X2500NORM-564cf152f67fa66e0606d50e,source_reported_growth_rate,Harbor Beach,MI,insufficient_context_to_confirm_recurring_wage_growth,"The Employer shall give all Union employees a 1% pay increase on May 1, 2023 which was given to all other City"
B4X2500NORM-e967f36582862534559d2635,source_reported_growth_rate,Imlay City,MI,insufficient_context_to_confirm_recurring_wage_growth,"City Manager, in accordance with current contract to receive a 4% pay increase."
B4X2500NORM-a1f16800b02f70db5e1d4ebe,source_reported_growth_rate,Ithaca,MI,insufficient_context_to_confirm_recurring_wage_growth,The rates will incur an increase of 15% - 20% for the 2024-25
B4X2500NORM-cfd4d47aea08f669b019db79,source_reported_growth_rate,Ithaca,MI,insufficient_context_to_confirm_recurring_wage_growth,The proposed alternatives would affect the sewer rate increase of 15% or 5%.
B4X2500NORM-7485e0b1f3a7fa312632d12f,source_reported_growth_rate,Lathrup Village,MI,insufficient_context_to_confirm_recurring_wage_growth,"basis effective January 1, 2021 2025 if the premium increase is at least 10% over the prior year’s"
B4X2500NORM-8fb6b9045f3af5456cf0cec0,source_reported_growth_rate,Lathrup Village,MI,insufficient_context_to_confirm_recurring_wage_growth,"basis effective January 1, 2021 if the premium increase is at least ten (10%) percent over the"
B4X2500NORM-9c190e47a4fdc087d18b4cda,source_reported_growth_rate,Pleasant Ridge,MI,insufficient_context_to_confirm_recurring_wage_growth,"Fiscal Year beginning July 1, 2023: 3% increase"
B4X2500NORM-c09965286a4d59aa2bcd012b,source_reported_growth_rate,Pleasant Ridge,MI,insufficient_context_to_confirm_recurring_wage_growth,"Fiscal Year beginning July 1, 2024: 3% increase"
B4X2500NORM-307c22fa3b3626184e901289,source_reported_growth_rate,Shelby,MI,insufficient_context_to_confirm_recurring_wage_growth,"Then, a yearly inflationary increase of 3.00% to the Village’s ready-to-serve and commodity"
B4X2500NORM-eba5a84741747b2ad1e6e0bc,source_reported_growth_rate,Sparta,MI,insufficient_context_to_confirm_recurring_wage_growth,"45,748 website, a 10% increase from 2022"
B4X2500NORM-8600ca1869006ff84b7bae29,source_reported_growth_rate,Union charter,MI,insufficient_context_to_confirm_recurring_wage_growth,"Employees hired before January 1, 2015 will receive thea 5.5% pay increases"
B4X2500NORM-d1c62049c8b78f662c7ab93b,source_reported_growth_rate,Union charter,MI,insufficient_context_to_confirm_recurring_wage_growth,"Agreement and a 3% pay increase effective on January 1, 2019."
B4X2500NORM-3e8b4ff42c0bdfed692d3f36,source_reported_growth_rate,Braham,MN,insufficient_context_to_confirm_recurring_wage_growth,that the schedule did not reflect a 3% increase in all pay.
B4X2500NORM-a32f899d1560ab04348edb2c,source_reported_growth_rate,Elysian,MN,insufficient_context_to_confirm_recurring_wage_growth,"Total Final Levy $873,039 $802,483 ( 8.8% increase)"
B4X2500NORM-d994a552b301b9aff47ff3de,source_reported_growth_rate,Hawley,MN,insufficient_context_to_confirm_recurring_wage_growth,living adjustment of 3.75% will be applied for the first payroll in 2024;
B4X2500NORM-83ff26f09055ee2237cba8a1,source_reported_growth_rate,Isle,MN,insufficient_context_to_confirm_recurring_wage_growth,Work Comp coverage increase by 3% as
B4X2500NORM-9f4a0f1df1e97500924bc81b,source_reported_growth_rate,Isle,MN,insufficient_context_to_confirm_recurring_wage_growth,Discussed overall increase of 30% on property and liability policies.
B4X2500NORM-fe80a611e472581716d24375,source_reported_growth_rate,Karlstad,MN,insufficient_context_to_confirm_recurring_wage_growth,"5% increase to water and sewer rates: $9,750 annual increase"
B4X2500NORM-314a7ed4de9b6996cdb3d344,source_reported_growth_rate,Lake Benton,MN,proposal_or_bargaining_context_not_confirmed_implemented_growth,"The proposal for the 2022 audit will not exceed $11,750.00 which is a 6.82% increase over"
B4X2500NORM-8d804b1361b9a3718c42952e,source_reported_growth_rate,Mayer,MN,insufficient_context_to_confirm_recurring_wage_growth,2025 Step System (Effective 1/1/2025 reflects 3.0% increase)
B4X2500NORM-2f114e46886a48dfc754e4a9,source_reported_growth_rate,Medford,MN,insufficient_context_to_confirm_recurring_wage_growth,"2022 and all other city employees receive a 3% raise effective January 1, 2023."
B4X2500NORM-9e344983eb4cf86e49ad6715,source_reported_growth_rate,Medford,MN,insufficient_context_to_confirm_recurring_wage_growth,The renewal rate from PEIP was an increase of 50%.
B4X2500NORM-b3a31eec038c26474eebf09c,source_reported_growth_rate,Medford,MN,insufficient_context_to_confirm_recurring_wage_growth,"other city employees receive a 3% raise January 1, 2023 and a possible step increase based on"
B4X2500NORM-ddd289ab4c732280306cfbb1,source_reported_growth_rate,Medford,MN,insufficient_context_to_confirm_recurring_wage_growth,This is a 6.0% increase over the 2022 overall levy.
B4X2500NORM-09b47430b9c9b0d02a2dc0b9,source_reported_growth_rate,Sandstone,MN,percentage_or_amount_is_not_recurring_wage_growth,Health and welfare insurance monthly premium contributions will increase by 4% in 2020 and another 4%
B4X2500NORM-1691af639e359ddbd589aabd,source_reported_growth_rate,Sandstone,MN,insufficient_context_to_confirm_recurring_wage_growth,Option (3) would be a three-year contract with a 3% increase each year.
B4X2500NORM-3de935be3a7e71d1fbdcd975,source_reported_growth_rate,Sandstone,MN,percentage_or_amount_is_not_recurring_wage_growth,Health and welfare insurance monthly premium contributions will increase by 4% in 2020 and another 4% increase in 2021.
B4X2500NORM-43bf301f9e262eb12ef7b65a,source_reported_growth_rate,Sandstone,MN,insufficient_context_to_confirm_recurring_wage_growth,1/1/2023 (3% increase per contract) $27.92
B4X2500NORM-7b65251d1055faa1fa17cfd6,source_reported_growth_rate,Sandstone,MN,insufficient_context_to_confirm_recurring_wage_growth,The 2022 12-month CPI is 7%.
B4X2500NORM-dd964d837186c0bfe0bce066,source_reported_growth_rate,Sandstone,MN,insufficient_context_to_confirm_recurring_wage_growth,1/1/2022 (4% increase per contract) $26.11 (authorize back pay)
B4X2500NORM-eaa3b9d32505a89ffd12e58e,source_reported_growth_rate,Sandstone,MN,insufficient_context_to_confirm_recurring_wage_growth,the consensus was to set an annual increase of 0.5% on the water fixed rate and 1.5% on the water volume
B4X2500NORM-e44a017a8bd0c03ebd8f8e70,source_reported_growth_rate,Trimont,MN,growth_value_not_a_plausible_percentage_rate,approve water rate increase of $1.50/1000-gallon effective January 2025.
B4X2500NORM-7163fe63cf1934150471820f,source_reported_growth_rate,Bladenboro,NC,insufficient_context_to_confirm_recurring_wage_growth,SANITATION 5% Increase
B4X2500NORM-37885df7df86b7bc999d20f3,source_reported_growth_rate,Blowing Rock,NC,insufficient_context_to_confirm_recurring_wage_growth,7.14% increase.
B4X2500NORM-947182607b05630f737e498d,source_reported_growth_rate,Blowing Rock,NC,insufficient_context_to_confirm_recurring_wage_growth,"Referencing the Water and Wastewater Fund, the budget includes a 3.5% increase in both water and sewer fees."
B4X2500NORM-a96757a26996c3cc5e45c189,source_reported_growth_rate,Broadway,NC,insufficient_context_to_confirm_recurring_wage_growth,"supporting as required by the state, there is a recommendation for a 7% increase in"
B4X2500NORM-2ee080b9070cc9cba3f6f74f,source_reported_growth_rate,Duck,NC,insufficient_context_to_confirm_recurring_wage_growth,This budget reflects an increase of 1% over the anticipated receipts in FY 2023-24 for the
B4X2500NORM-53e982873618eebe48ea5ee5,source_reported_growth_rate,Duck,NC,percentage_or_amount_is_not_recurring_wage_growth,Finance Officer is predicting this revenue to increase by 1% over the current fiscal year.
B4X2500NORM-a04f444d6c8bc6a45a4e6b87,source_reported_growth_rate,Jamestown,NC,insufficient_context_to_confirm_recurring_wage_growth,This followed a 1.6% increase in
B4X2500NORM-a837a29115ed9c8db9f46020,source_reported_growth_rate,Jamestown,NC,insufficient_context_to_confirm_recurring_wage_growth,12.9% increase in 2021.
B4X2500NORM-c0a7c7c7ef30d8b3ae495848,source_reported_growth_rate,Jamestown,NC,insufficient_context_to_confirm_recurring_wage_growth,North Carolina saw an increase of 13.6%.
B4X2500NORM-d88e66ac72f54d06831bee0d,source_reported_growth_rate,Jamestown,NC,percentage_or_amount_is_not_recurring_wage_growth,"million Juniors played golf on a course in 2021, remaining steady after a 24% increase in 2020 that"
B4X2500NORM-2f078db757e4edafaaa89c36,source_reported_growth_rate,Kitty Hawk,NC,insufficient_context_to_confirm_recurring_wage_growth,"Based on a positive claims history, the Town will only experience a 3.99% increase in Health"
B4X2500NORM-9a40133af0c6c5003a6aeb65,source_reported_growth_rate,Kitty Hawk,NC,percentage_or_amount_is_not_recurring_wage_growth,Insurance premiums against a budgeted 10% increase.
B4X2500NORM-7e1d3370234f053993d8b840,source_reported_growth_rate,La Grange,NC,insufficient_context_to_confirm_recurring_wage_growth,"receive a pay increase of 5% or an increase to the hiring rate of the new pay range, whichever is higher,"
B4X2500NORM-f14afa7550baf3a3278b87ca,source_reported_growth_rate,La Grange,NC,insufficient_context_to_confirm_recurring_wage_growth,an increase of 2.5%.
B4X2500NORM-fe190b088af1fc9f8586736c,source_reported_growth_rate,La Grange,NC,insufficient_context_to_confirm_recurring_wage_growth,"entry level (Hiring rate) of the job in which the employee is acting or an increase of 10%, whichever is"
B4X2500NORM-90f933970311a7d23b5adcae,source_reported_growth_rate,Landis,NC,insufficient_context_to_confirm_recurring_wage_growth,"receive a pay increase of 5%, or to the hiring rate of the new range, whichever is higher."
B4X2500NORM-e4ae66c37d076734c14dd44c,source_reported_growth_rate,Landis,NC,insufficient_context_to_confirm_recurring_wage_growth,"range shall receive a pay increase of 5% or an increase to the hiring rate of the new pay range,"
B4X2500NORM-325234169b781537933867ea,source_reported_growth_rate,Middlesex,NC,insufficient_context_to_confirm_recurring_wage_growth,disability had a 2.3% increase in the Dental coverage only from last year.
B4X2500NORM-40963e41412cd6b2ee7b5aa5,source_reported_growth_rate,Middlesex,NC,insufficient_context_to_confirm_recurring_wage_growth,"as the town’s ORC, however an anticipated 2% increase is included in this budget for"
B4X2500NORM-f23d2ff72c0dccf408cd5197,source_reported_growth_rate,Middlesex,NC,insufficient_context_to_confirm_recurring_wage_growth,Waste Industries contract will increase by 3% and we will have to have our waste yard
B4X2500NORM-9432f3e04fd0402aa4a3e81c,source_reported_growth_rate,New London,NC,insufficient_context_to_confirm_recurring_wage_growth,• Sewer rates- the Board reviewed the proposed sewer rates which are based on the projected 8% increase from the City of Albemarle.
B4X2500NORM-29d361b71ac97502afecd320,source_reported_growth_rate,Ramseur,NC,insufficient_context_to_confirm_recurring_wage_growth,"Republic Services wit h 3.6% increase $136,540"
B4X2500NORM-eeb27bb69460bcd0b8eb1bf6,source_reported_growth_rate,Red Springs,NC,insufficient_context_to_confirm_recurring_wage_growth,Promotion to proper grade level guarantees an employee for a minimum 3% increase.
B4X2500NORM-5171d9243933ba28e2c9d674,source_reported_growth_rate,Valdese,NC,insufficient_context_to_confirm_recurring_wage_growth,"increase of 5% or an increase to the minimum rate of the new pay range, whichever is higher."
B4X2500NORM-6e4ea9e5c0bdbbb94d085fcb,source_reported_growth_rate,Valdese,NC,insufficient_context_to_confirm_recurring_wage_growth,"range, employees in that class shall receive a pay increase of 5%, or to the minimum rate of the new"
B4X2500NORM-f3077212ee325d64d1b1a46e,source_reported_growth_rate,Valdese,NC,insufficient_context_to_confirm_recurring_wage_growth,"which the employee is performing or an increase of 5%, whichever is greater."
B4X2500NORM-0473c61d714d710effbef2bf,source_reported_growth_rate,Wadesboro,NC,insufficient_context_to_confirm_recurring_wage_growth,"FY 2017-18, a 0.4% increase from the previous year."
B4X2500NORM-0fa8e4727338a7fcfd68cbe7,source_reported_growth_rate,Wadesboro,NC,insufficient_context_to_confirm_recurring_wage_growth,The League projects the statewide annual distribution will increase by 2.5% in FY
B4X2500NORM-26cea2a765bd438c747cc8b4,source_reported_growth_rate,Wadesboro,NC,insufficient_context_to_confirm_recurring_wage_growth,"Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY"
B4X2500NORM-5751430f8aba953101132c0d,source_reported_growth_rate,Wadesboro,NC,insufficient_context_to_confirm_recurring_wage_growth,average - 3% increase.
B4X2500NORM-ea4f9da4d511380cebea081c,source_reported_growth_rate,Wadesboro,NC,insufficient_context_to_confirm_recurring_wage_growth,"Budgeted expenditures for FY 2017-18 are proposed to increase by 0.5% ($14,548) in comparison to the FY"
B4X2500NORM-f33b12ef72cb16e989f5d73c,source_reported_growth_rate,Wadesboro,NC,proposal_or_bargaining_context_not_confirmed_implemented_growth,This proposal includes a 3% increase to employees making more than
B4X2500NORM-a55fe75c462c8fceb4116f9c,source_reported_growth_rate,Williamston,NC,insufficient_context_to_confirm_recurring_wage_growth,"Ahoskie offered $45,000 with a 5% increase after probation."
B4X2500NORM-bc7e1a4ef74b8874b58aadb4,source_reported_growth_rate,Williamston,NC,insufficient_context_to_confirm_recurring_wage_growth,The Town Administrator requested the Board to approve the 2% increase
B4X2500NORM-d67117bbc8cd7b380dbacbd9,source_reported_growth_rate,Williamston,NC,insufficient_context_to_confirm_recurring_wage_growth,"a 2% increase, and their ½% merit increase."
B4X2500NORM-90e6beaf18874d58a22cb558,source_reported_growth_rate,Yadkinville,NC,insufficient_context_to_confirm_recurring_wage_growth,o 11% increase
B4X2500NORM-bfef50ca7db9c97193decfdb,source_reported_growth_rate,Yadkinville,NC,percentage_or_amount_is_not_recurring_wage_growth,• The Fiscal Year 2023-2024 estimates a 15% increase in revenue.
B4X2500NORM-c33b9516e2d2b172eecfd3ed,source_reported_growth_rate,Fairmount,ND,percentage_or_amount_is_not_recurring_wage_growth,and Tornado Fund that there will be a 30% increase to our Fire and Tornado insurance premium for 2024-25.
B4X2500NORM-d0026831a4fcfd175e8a7727,source_reported_growth_rate,Cortland,NE,insufficient_context_to_confirm_recurring_wage_growth,1% Increase in Restricted Funds Authority
B4X2500NORM-5f36dcd4f9a3c7a667736fc4,source_reported_growth_rate,Duncan,NE,insufficient_context_to_confirm_recurring_wage_growth,"After the Board discusses and reviews each Board members’ opinion, a motion to approve a 4% raise"
B4X2500NORM-021e12aed81c0607c8da1d26,source_reported_growth_rate,Kenesaw,NE,insufficient_context_to_confirm_recurring_wage_growth,to approve the proposed additional 1% increase.
B4X2500NORM-844b4828853910c8e2da799c,source_reported_growth_rate,Union,NE,insufficient_context_to_confirm_recurring_wage_growth,Vidlak motioned to pass allowable growth increase of 1% for a total of 3.5%.
B4X2500NORM-5bc7b44bebba5f9b5abd7d0c,source_reported_growth_rate,Bennington,NH,insufficient_context_to_confirm_recurring_wage_growth,projected 6% increase in assessment for towns/taxpayers for the Operating Budget and an additional 3% increase to towns/taxpayers if the Collective Bargaining Agreement is approved.
B4X2500NORM-f90e70493b61fb04a9460a31,source_reported_growth_rate,Bennington,NH,insufficient_context_to_confirm_recurring_wage_growth,projected 6% increase in assessment for towns/taxpayers for the Operating Budget and an additional 3%
B4X2500NORM-4315a19251758b7cf2c0fb92,source_reported_growth_rate,Eaton,NH,insufficient_context_to_confirm_recurring_wage_growth,employees a 5% raise.
B4X2500NORM-155d8a1261271b088f93f3d1,source_reported_growth_rate,Goshen,NH,insufficient_context_to_confirm_recurring_wage_growth,budget down to an even 10% increase.
B4X2500NORM-6db4433e0384d520c4201111,source_reported_growth_rate,Berlin,NJ,insufficient_context_to_confirm_recurring_wage_growth,"$217,398.63, a 0.72 % increase in the amount of $1,555.00;"
B4X2500NORM-ffc95258203e15596a465b72,source_reported_growth_rate,Berlin,NJ,insufficient_context_to_confirm_recurring_wage_growth,"$217,398.63, a 0.72% increase in the amount of $1,555.00;"
B4X2500NORM-47f590d4b8eb34b2f7af489c,source_reported_growth_rate,Gloucester,NJ,insufficient_context_to_confirm_recurring_wage_growth,B) The pay rates set forth in Appendix C – Part Time Schedule shall represent an increase of 2%
B4X2500NORM-acae2cd713888436aab53c5d,source_reported_growth_rate,Gloucester,NJ,insufficient_context_to_confirm_recurring_wage_growth,"1) The pay rates set forth in Appendix A-1 shall represent an increase of $350, plus 2% effective January 1, 2017, 2% effective January 1, 2018, and 2% effective January 1, 2019."
B4X2500NORM-d7ea4d4247c72b43b6fcc052,source_reported_growth_rate,Kingwood,NJ,percentage_or_amount_is_not_recurring_wage_growth,"The contribution rate was 7.50% of base salary effective July 1, 2018."
B4X2500NORM-3638e4aacb717798a353f00c,source_reported_growth_rate,Mendham,NJ,insufficient_context_to_confirm_recurring_wage_growth,"Effective January 1,202I -2.5% Increase"
B4X2500NORM-4f03648cb816399765f92607,source_reported_growth_rate,Mendham,NJ,insufficient_context_to_confirm_recurring_wage_growth,"Effective January 1,2024 -2.5% Increase"
B4X2500NORM-d1a39cf5ed0f360fbb441e14,source_reported_growth_rate,Mendham,NJ,insufficient_context_to_confirm_recurring_wage_growth,"L Effective January 1,2020 - 2.5% Increase"
B4X2500NORM-0793bc04b445ae4a3a596a03,source_reported_growth_rate,North Brunswick,NJ,insufficient_context_to_confirm_recurring_wage_growth,"Employees over Year 25 shall receive a 2% increase for 2022, 2% increase for 2023, 2% increase for 2024 and 2% for 2025."
B4X2500NORM-439ec14739d52fd3d9f855d9,source_reported_growth_rate,North Brunswick,NJ,insufficient_context_to_confirm_recurring_wage_growth,"Employees over Year 25 shall receive a 2% increase for 2022, 2% increase for 2023, 2%"
B4X2500NORM-16e1b0a0be11d4cc980c2107,source_reported_growth_rate,Ballston,NY,insufficient_context_to_confirm_recurring_wage_growth,along with a 3% raise over the 2023 pay rate for the year 2024 and further authorizes the
B4X2500NORM-d8945e9f6aa7dfd89d4f21bf,source_reported_growth_rate,Ballston,NY,insufficient_context_to_confirm_recurring_wage_growth,"BEGINNING JANUARY 1, 2024 ALONG WITH A 3% RAISE OVER THE 2023 PAY"
B4X2500NORM-275889a868e747d918c84596,source_reported_growth_rate,Buchanan,NY,insufficient_context_to_confirm_recurring_wage_growth,"The cap is set at 2% or at the Consumer Price Index (CPI),"
B4X2500NORM-a8abb311afc4f643d560f489,source_reported_growth_rate,Chester,NY,insufficient_context_to_confirm_recurring_wage_growth,"least 10 years of continuous service with the Town, shall be eligible for a one-time lump sum payment of twenty five percent( 25%) of the employee' s final years income, exclusive of"
