state,municipality,span_queue_source_count,sources_with_positive_spans,positive_exact_span_count,no_span_or_weak_source_count,ambiguous_source_count,extraction_error_source_count
NJ,Park Ridge,2,2,7,0,0,0
NJ,Paulsboro,1,1,1,0,0,0
NJ,Pompton Lakes,1,1,6,0,0,0
NJ,Ramsey,1,1,4,0,0,0
NJ,River Edge,1,1,2,0,0,0
NJ,Rockaway,2,2,20,0,0,0
NJ,Runnemede,2,2,4,0,0,0
NJ,Saddle Brook,2,1,4,0,1,0
NJ,Salem,1,0,0,0,1,0
NJ,South Amboy,1,0,0,0,1,0
NJ,Stratford,2,2,6,0,0,0
NJ,Toms River,1,1,8,0,0,0
NJ,Trenton,1,1,11,0,0,0
NJ,Ventnor City,1,1,15,0,0,0
NJ,Vernon,1,1,1,0,0,0
NJ,Verona,1,1,12,0,0,0
NJ,Waldwick,1,1,4,0,0,0
NJ,Washington,2,2,9,0,0,0
NJ,Watchung,2,2,10,0,0,0
NJ,West Deptford,1,0,0,0,1,0
NJ,West Long Branch,1,1,2,0,0,0
NJ,Wharton,2,2,7,0,0,0
NJ,Wood-Ridge,2,1,2,0,1,0
NJ,Woodbury,2,1,4,0,1,0
NJ,Woolwich,1,1,4,0,0,0
NJ,Wyckoff,1,1,10,0,0,0
NM,Albuquerque,1,1,12,0,0,0
NM,Angel Fire,1,1,14,0,0,0
NM,Aztec,2,2,13,0,0,0
NM,Bayard,1,1,4,0,0,0
NM,Carrizozo,1,0,0,0,1,0
NM,Cimarron,1,1,13,0,0,0
NM,Cloudcroft,3,0,0,0,3,0
NM,Columbus,2,2,3,0,0,0
NM,Cuba,1,1,1,0,0,0
NM,Eunice,2,0,0,0,2,0
NM,Hatch,2,2,7,0,0,0
NM,Hurley,2,0,0,0,2,0
NM,Kirtland,1,1,2,0,0,0
NM,Mesilla,2,0,0,1,1,0
NM,Moriarty,1,1,5,0,0,0
NM,Mosquero,2,0,0,0,2,0
NM,Mountainair,1,1,7,0,0,0
NM,Raton,2,2,2,0,0,0
NM,Ruidoso Downs,1,1,4,0,0,0
NM,San Ysidro,1,0,0,0,1,0
NM,Taos Ski Valley,2,2,20,0,0,0
NM,Tijeras,2,1,2,0,1,0
NM,Tucumcari,2,1,2,0,1,0
NM,Tularosa,1,1,3,0,0,0
NM,Williamsburg,3,0,0,3,0,0
NV,Caliente,1,1,1,0,0,0
NV,Carlin,3,3,47,0,0,0
NV,Ely,2,2,29,0,0,0
NV,Las Vegas,3,3,48,0,0,0
NV,Lovelock,1,1,10,0,0,0
NV,Wells,1,1,6,0,0,0
NV,West Wendover,2,2,31,0,0,0
NV,Yerington,2,2,17,0,0,0
NY,Airmont,1,1,1,0,0,0
NY,Albion,2,2,22,0,0,0
NY,Amherst,3,3,43,0,0,0
NY,Amityville,1,1,10,0,0,0
NY,Babylon,2,2,11,0,0,0
NY,Bath,1,1,8,0,0,0
NY,Beekman,1,1,5,0,0,0
NY,Briarcliff Manor,2,2,4,0,0,0
NY,Brockport,2,2,19,0,0,0
NY,Brookhaven,2,2,32,0,0,0
NY,Camillus,3,3,32,0,0,0
NY,Canandaigua,2,2,23,0,0,0
NY,Cicero,1,0,0,0,1,0
NY,Croton-on-Hudson,1,1,16,0,0,0
NY,De Witt,3,3,37,0,0,0
NY,Dobbs Ferry,1,1,9,0,0,0
NY,Dunkirk,1,1,14,0,0,0
NY,East Aurora,1,1,7,0,0,0
NY,East Rochester,1,1,2,0,0,0
NY,Fairport,1,1,9,0,0,0
NY,Farmingdale,1,0,0,0,1,0
NY,Goshen,5,3,18,0,2,0
NY,Grand Island,1,1,4,0,0,0
NY,Great Neck,2,0,0,0,2,0
NY,Hamburg,1,1,4,0,0,0
NY,Hastings-on-Hudson,1,0,0,0,1,0
NY,Herkimer,1,1,1,0,0,0
NY,Hilton,3,2,19,0,1,0
NY,Horseheads,2,2,14,0,0,0
NY,Hudson,2,2,12,0,0,0
NY,Hudson Falls,1,1,16,0,0,0
NY,Johnstown,3,3,32,0,0,0
NY,Lancaster,1,1,16,0,0,0
NY,Lewiston,2,2,5,0,0,0
NY,Lysander,1,1,16,0,0,0
NY,Malone,1,1,8,0,0,0
NY,Malverne,1,1,13,0,0,0
NY,Manorhaven,1,0,0,0,1,0
NY,Massena,1,1,12,0,0,0
NY,Medina,2,2,29,0,0,0
NY,Milton,1,1,1,0,0,0
NY,Monroe,3,3,11,0,0,0
NY,Monticello,1,1,4,0,0,0
NY,Mount Kisco,2,2,15,0,0,0
NY,New Hyde Park,1,0,0,0,1,0
NY,New Paltz,2,2,4,0,0,0
NY,Newark,1,1,14,0,0,0
NY,Niagara Falls,1,1,2,0,0,0
NY,North Hempstead,1,0,0,0,1,0
NY,North Syracuse,1,1,6,0,0,0
NY,Nyack,2,2,18,0,0,0
NY,Ogdensburg,1,1,13,0,0,0
NY,Oneida,5,5,13,0,0,0
NY,Onondaga,2,2,30,0,0,0
NY,Pelham,3,3,8,0,0,0
NY,Port Jefferson,1,1,3,0,0,0
NY,Port Jervis,4,3,38,0,1,0
NY,Potsdam,1,1,6,0,0,0
NY,Rensselaer,2,2,21,0,0,0
NY,Salamanca,3,2,20,0,1,0
NY,Saranac Lake,2,2,25,0,0,0
NY,Scotia,1,1,1,0,0,0
NY,Smithtown,1,1,1,0,0,0
NY,Solvay,1,1,13,0,0,0
NY,Somers,1,1,3,0,0,0
NY,Suffern,4,4,27,0,0,0
NY,Sullivan,1,1,9,0,0,0
NY,Tarrytown,2,2,21,0,0,0
NY,Tuckahoe,1,1,7,0,0,0
NY,Victor,2,1,8,0,1,0
NY,Wappingers Falls,2,1,1,0,1,0
NY,Watervliet,2,2,24,0,0,0
NY,Wheatfield,1,0,0,0,1,0
OH,American,1,1,12,0,0,0
OH,Anderson,4,4,38,0,0,0
OH,Arcanum,2,1,3,0,1,0
OH,Athens,1,1,9,0,0,0
OH,Austintown,4,4,54,0,0,0
OH,Baltimore,2,1,3,0,1,0
OH,Batavia,2,2,25,0,0,0
OH,Bath,4,4,48,0,0,0
OH,Beavercreek,1,1,13,0,0,0
OH,Bethel,2,1,1,0,1,0
OH,Blue Ash,2,2,18,0,0,0
OH,Boardman,3,3,42,0,0,0
OH,Bradford,2,0,0,0,2,0
OH,Bucyrus,1,1,12,0,0,0
OH,Canfield,2,2,22,0,0,0
OH,Chagrin Falls,2,2,10,0,0,0
OH,Cincinnati,3,3,48,0,0,0
OH,Cleveland,2,2,32,0,0,0
OH,Colerain,1,1,13,0,0,0
OH,Columbus Grove,1,0,0,1,0,0
OH,Concord,2,2,24,0,0,0
OH,Covington,2,1,3,1,0,0
OH,Creston,1,1,4,0,0,0
OH,Defiance,1,1,14,0,0,0
OH,Dublin,1,1,1,0,0,0
OH,Fairfield,1,1,4,0,0,0
OH,Franklin,1,1,15,0,0,0
OH,Fredericktown,1,1,5,0,0,0
OH,Genoa,4,3,48,1,0,0
OH,Gibsonburg,1,1,2,0,0,0
OH,Goshen,2,2,20,0,0,0
OH,Greenville,1,1,12,0,0,0
OH,Hamilton,1,1,16,0,0,0
OH,Harrison,3,3,33,0,0,0
OH,Hebron,1,1,2,0,0,0
OH,Jackson,4,4,38,0,0,0
OH,Jefferson,2,2,31,0,0,0
OH,Lake,4,4,25,0,0,0
OH,Lawrence,1,1,5,0,0,0
OH,Leipsic,2,1,1,0,1,0
OH,Lemon,1,1,2,0,0,0
OH,Liberty,3,3,26,0,0,0
OH,Lisbon,2,0,0,1,1,0
OH,Lynchburg,1,0,0,0,1,0
OH,Mayfield,4,4,41,0,0,0
OH,Miami,2,2,21,0,0,0
OH,Middlefield,1,1,8,0,0,0
OH,Mifflin,2,2,15,0,0,0
OH,Monclova,3,3,25,0,0,0
OH,Moreland Hills,2,1,2,0,1,0
OH,Mount Healthy,1,1,15,0,0,0
OH,New Concord,2,0,0,0,2,0
OH,New Lebanon,1,0,0,0,1,0
OH,New London,1,0,0,0,1,0
OH,Newark,3,3,45,0,0,0
OH,Norwich,2,2,28,0,0,0
OH,Oakwood,1,1,12,0,0,0
OH,Olmsted,2,2,23,0,0,0
OH,Orange,1,1,16,0,0,0
OH,Painesville,1,1,7,0,0,0
OH,Paris,1,0,0,0,1,0
OH,Perry,4,4,42,0,0,0
OH,Perrysburg,1,1,9,0,0,0
OH,Pierce,3,3,35,0,0,0
OH,Piketon,1,0,0,0,1,0
OH,Plymouth,3,2,6,0,1,0
OH,Poland,2,2,32,0,0,0
OH,Prairie,1,1,16,0,0,0
OH,Richland,3,3,41,0,0,0
OH,Roseville,1,1,10,0,0,0
OH,Scioto,4,4,53,0,0,0
OH,Seville,1,0,0,0,1,0
OH,Sharon,1,1,9,0,0,0
OH,Shelby,3,3,39,0,0,0
OH,Spencerville,2,0,0,0,2,0
OH,Symmes,1,0,0,0,1,0
OH,Toledo,5,5,74,0,0,0
OH,Twinsburg,6,6,69,0,0,0
OH,Versailles,4,1,3,0,3,0
OH,Washington,2,2,18,0,0,0
OH,Waynesville,3,1,1,1,1,0
OH,Weathersfield,2,2,14,0,0,0
OH,West Lafayette,1,1,8,0,0,0
OH,Williamsburg,1,0,0,0,1,0
OH,Woodsfield,2,1,2,0,1,0
OK,Alva,3,2,2,0,1,0
OK,Bristow,3,2,5,0,1,0
OK,Chickasha,1,1,6,0,0,0
OK,Claremore,3,3,13,0,0,0
OK,Cleveland,1,1,2,0,0,0
OK,Collinsville,3,0,0,0,3,0
OK,Del City,2,2,4,0,0,0
OK,Durant,1,0,0,0,1,0
OK,Elgin,3,1,2,0,2,0
OK,Harrah,1,1,4,0,0,0
OK,Henryetta,2,1,1,0,1,0
OK,Hinton,1,0,0,0,1,0
OK,Holdenville,1,0,0,1,0,0
OK,Hugo,1,1,2,0,0,0
OK,Jenks,1,1,16,0,0,0
OK,Mannford,2,0,0,0,2,0
OK,Marlow,2,2,2,0,0,0
OK,McAlester,2,2,18,0,0,0
OK,Mustang,2,1,2,0,1,0
OK,Newcastle,2,2,18,0,0,0
OK,Noble,3,3,3,0,0,0
OK,Okemah,1,1,1,0,0,0
OK,Okmulgee,2,2,2,0,0,0
OK,Perry,2,2,4,0,0,0
OK,Pocola,2,2,5,0,0,0
OK,Ponca City,2,2,3,0,0,0
OK,Purcell,2,1,1,0,1,0
OK,Skiatook,1,1,2,0,0,0
OK,Stilwell,2,1,5,1,0,0
OK,Sulphur,1,0,0,0,1,0
OK,Tahlequah,2,2,7,0,0,0
OK,Tuttle,1,0,0,0,1,0
OK,Warr Acres,1,0,0,0,1,0
OK,Weatherford,4,3,10,0,1,0
OK,Woodward,4,4,6,0,0,0
OK,Yukon,1,1,16,0,0,0
OR,Amity,1,1,3,0,0,0
OR,Athena,2,0,0,0,2,0
OR,Aumsville,1,1,1,0,0,0
OR,Banks,2,2,7,0,0,0
OR,Beaverton,1,1,2,0,0,0
OR,Boardman,2,1,7,0,1,0
OR,Canyonville,1,1,1,0,0,0
OR,Clatskanie,2,2,7,0,0,0
OR,Coburg,1,1,1,0,0,0
OR,Coquille,1,1,6,0,0,0
OR,Corvallis,1,0,0,0,1,0
OR,Culver,1,1,1,0,0,0
OR,Donald,2,1,8,1,0,0
OR,Dundee,1,1,16,0,0,0
OR,Elgin,4,2,5,0,2,0
OR,Gearhart,1,0,0,0,1,0
OR,Gold Beach,1,1,6,0,0,0
OR,Junction City,2,2,14,0,0,0
OR,La Pine,1,1,15,0,0,0
OR,Lafayette,2,2,19,0,0,0
OR,Lakeview,1,1,1,0,0,0
OR,Lyons,1,1,3,0,0,0
OR,Millersburg,2,2,8,0,0,0
OR,Mount Angel,2,2,23,0,0,0
OR,Myrtle Creek,2,2,27,0,0,0
OR,North Plains,1,1,9,0,0,0
OR,Nyssa,1,0,0,0,1,0
OR,Oakridge,2,2,28,0,0,0
OR,Phoenix,1,1,16,0,0,0
OR,Port Orford,2,2,4,0,0,0
OR,Rainier,1,1,16,0,0,0
OR,Rockaway Beach,1,0,0,1,0,0
OR,Rogue River,2,1,2,0,1,0
OR,Shady Cove,1,0,0,0,1,0
OR,Sheridan,1,1,11,0,0,0
OR,Vale,2,0,0,1,1,0
OR,Wallowa,2,0,0,1,1,0
OR,Willamina,1,1,12,0,0,0
OR,Winston,1,0,0,0,1,0
OR,Yamhill,1,1,5,0,0,0
PA,Adams,3,1,5,0,2,0
PA,Ambler,1,1,2,0,0,0
PA,Amity,1,0,0,0,1,0
PA,Beaver Falls,1,0,0,1,0,0
PA,Bellefonte,1,1,14,0,0,0
PA,Bradford,2,2,5,0,0,0
PA,Brentwood,1,1,1,0,0,0
PA,Brookhaven,1,1,8,0,0,0
PA,Buckingham,1,0,0,0,1,0
PA,Butler,3,2,2,0,1,0
PA,Camp Hill,1,1,3,0,0,0
PA,Carnegie,2,2,2,0,0,0
PA,Cecil,3,3,6,0,0,0
PA,Clifton Heights,1,1,2,0,0,0
PA,Collingdale,2,1,2,0,1,0
PA,Concord,2,0,0,0,2,0
PA,Connellsville,3,3,9,0,0,0
PA,Conshohocken,1,1,2,0,0,0
PA,Coolbaugh,1,1,1,0,0,0
PA,Corry,2,2,4,0,0,0
PA,Derry,1,1,6,0,0,0
PA,Dickson City,1,0,0,1,0,0
PA,Dormont,2,2,26,0,0,0
PA,Doylestown,2,2,4,0,0,0
PA,East Goshen,3,3,10,0,0,0
PA,East Hempfield,2,1,1,0,1,0
PA,East Whiteland,2,2,10,0,0,0
PA,Economy,1,1,1,0,0,0
PA,Edinboro,2,0,0,0,2,0
PA,Exeter,1,1,2,0,0,0
PA,Folcroft,1,0,0,0,1,0
PA,Forest Hills,2,2,3,0,0,0
PA,Forks,2,2,5,0,0,0
PA,Franklin,2,2,3,0,0,0
PA,Grove City,2,1,2,0,1,0
PA,Hellertown,3,3,6,0,0,0
PA,Hilltown,1,1,6,0,0,0
PA,Jeannette,2,2,21,0,0,0
PA,Latrobe,4,2,12,0,2,0
PA,Lewistown,2,1,3,0,1,0
PA,Lock Haven,4,3,26,0,1,0
PA,Lower Moreland,1,1,2,0,0,0
PA,Lower Paxton,1,1,16,0,0,0
PA,Lower Salford,2,2,3,0,0,0
PA,Manchester,1,0,0,0,1,0
PA,Manor,1,1,3,0,0,0
PA,Marple,1,0,0,1,0,0
PA,Millersville,4,1,2,2,1,0
PA,Milton,4,4,6,0,0,0
PA,Monaca,1,1,11,0,0,0
PA,Monessen,4,3,11,0,1,0
PA,Mount Carmel,1,0,0,1,0,0
PA,Mount Joy,2,2,10,0,0,0
PA,Nazareth,2,2,4,0,0,0
PA,New Brighton,3,3,32,0,0,0
PA,North Whitehall,2,2,7,0,0,0
PA,Oakmont,2,1,3,0,1,0
PA,Palmerton,2,2,2,0,0,0
PA,Pittston,2,2,2,0,0,0
PA,Plumstead,1,1,2,0,0,0
PA,Plymouth,2,2,6,0,0,0
PA,Red Lion,2,2,4,0,0,0
PA,Ridley,1,1,1,0,0,0
PA,Ridley Park,1,0,0,1,0,0
PA,Salisbury,1,1,1,0,0,0
PA,Sayre,1,1,5,0,0,0
PA,Scott,1,1,1,0,0,0
PA,Selinsgrove,2,2,6,0,0,0
PA,Sharon Hill,1,0,0,0,1,0
PA,Shippensburg,2,1,1,0,1,0
PA,Somerset,3,3,4,0,0,0
PA,Souderton,1,1,2,0,0,0
PA,South Park,3,3,5,0,0,0
PA,Spring Garden,2,2,6,0,0,0
PA,Springfield,1,1,6,0,0,0
PA,Steelton,1,1,4,0,0,0
PA,Stroudsburg,2,2,7,0,0,0
PA,Swissvale,1,1,1,0,0,0
PA,Tamaqua,3,3,13,0,0,0
PA,Taylor,2,2,6,0,0,0
PA,Towamencin,2,2,5,0,0,0
PA,Upper Chichester,1,1,2,0,0,0
PA,Upper Gwynedd,1,1,16,0,0,0
PA,Upper Providence,1,0,0,0,1,0
PA,Upper Saucon,1,1,2,0,0,0
PA,Upper St. Clair,1,1,14,0,0,0
PA,Warren,3,2,3,0,1,0
PA,Washington,1,1,5,0,0,0
PA,West Manchester,1,1,2,0,0,0
PA,West View,1,0,0,1,0,0
PA,White Oak,3,1,1,0,2,0
RI,Coventry,2,2,29,0,0,0
RI,East Greenwich,3,3,38,0,0,0
RI,Foster,1,1,6,0,0,0
RI,Glocester,2,2,24,0,0,0
RI,Hopkinton,1,1,15,0,0,0
RI,Jamestown,1,1,11,0,0,0
RI,Narragansett,2,2,29,0,0,0
RI,North Providence,1,1,3,0,0,0
RI,Richmond,1,1,3,0,0,0
RI,Scituate,1,1,3,0,0,0
RI,Smithfield,1,1,15,0,0,0
RI,Tiverton,1,1,16,0,0,0
RI,West Greenwich,1,1,7,0,0,0
RI,Westerly,1,1,13,0,0,0
SC,Abbeville,2,0,0,0,2,0
SC,Allendale,2,1,10,1,0,0
SC,Anderson,1,1,16,0,0,0
SC,Andrews,1,0,0,0,1,0
SC,Barnwell,1,0,0,1,0,0
SC,Beaufort,1,1,16,0,0,0
SC,Bennettsville,3,2,3,0,1,0
SC,Cayce,1,1,5,0,0,0
SC,Clemson,1,0,0,0,1,0
SC,Clinton,2,0,0,0,2,0
SC,Clover,1,1,2,0,0,0
SC,Conway,1,1,6,0,0,0
SC,Florence,1,1,1,0,0,0
SC,Forest Acres,1,1,1,0,0,0
SC,Fort Mill,2,1,1,0,1,0
SC,Gaffney,1,0,0,0,1,0
SC,Honea Path,1,0,0,0,1,0
SC,Inman,1,1,8,0,0,0
SC,Isle of Palms,2,1,9,0,1,0
SC,James Island,1,1,2,0,0,0
SC,Kingstree,1,0,0,0,1,0
SC,Lake City,1,0,0,0,1,0
SC,Lancaster,2,2,7,0,0,0
SC,Landrum,1,0,0,0,1,0
SC,Laurens,1,0,0,0,1,0
SC,Marion,1,0,0,1,0,0
SC,Mauldin,2,1,4,0,1,0
SC,Myrtle Beach,2,2,10,0,0,0
SC,Orangeburg,5,3,11,0,2,0
SC,Pickens,1,1,5,0,0,0
SC,Ridgeland,2,0,0,0,2,0
SC,South Congaree,2,0,0,0,2,0
SC,Spartanburg,2,0,0,0,2,0
SC,Springdale,2,0,0,0,2,0
SC,Sumter,2,1,2,0,1,0
SC,Surfside Beach,1,1,4,0,0,0
SC,Tega Cay,1,0,0,0,1,0
SC,Walterboro,1,0,0,1,0,0
SC,West Columbia,5,3,5,2,0,0
SC,Westminster,1,1,1,0,0,0
SC,Williston,3,1,6,0,2,0
SD,Alcester,1,1,3,0,0,0
SD,Armour,1,0,0,1,0,0
SD,Beresford,1,1,3,0,0,0
SD,Britton,1,1,7,0,0,0
SD,Castlewood,4,1,1,2,1,0
SD,Centerville,1,1,1,0,0,0
SD,Clark,1,1,3,0,0,0
SD,Clear Lake,1,1,2,0,0,0
SD,Colton,1,0,0,1,0,0
SD,Crooks,2,2,8,0,0,0
SD,De Smet,1,1,2,0,0,0
SD,Deadwood,2,2,15,0,0,0
SD,Dell Rapids,2,2,3,0,0,0
SD,Edgemont,1,1,2,0,0,0
SD,Elkton,2,0,0,0,2,0
SD,Faulkton,2,0,0,0,2,0
SD,Flandreau,3,1,2,0,2,0
SD,Fort Pierre,2,2,5,0,0,0
SD,Freeman,1,1,3,0,0,0
SD,Garretson,2,2,13,0,0,0
SD,Gregory,2,1,2,0,1,0
SD,Hartford,1,1,6,0,0,0
SD,Howard,1,0,0,1,0,0
SD,Ipswich,1,0,0,1,0,0
SD,Kadoka,4,3,4,1,0,0
SD,Lake Norden,1,1,3,0,0,0
SD,Lead,1,0,0,0,1,0
SD,Lemmon,1,1,3,0,0,0
SD,Lennox,1,0,0,1,0,0
SD,Marion,2,2,3,0,0,0
SD,Menno,1,1,2,0,0,0
SD,Milbank,2,2,2,0,0,0
SD,Mobridge,2,2,18,0,0,0
SD,North Sioux City,1,0,0,0,1,0
SD,Onida,1,0,0,1,0,0
SD,Parkston,2,0,0,1,1,0
SD,Philip,2,0,0,0,2,0
SD,Plankinton,2,1,2,0,1,0
SD,Redfield,2,1,2,0,1,0
SD,Sisseton,1,1,3,0,0,0
SD,Timber Lake,1,1,1,0,0,0
SD,Valley Springs,2,0,0,0,2,0
SD,Viborg,3,1,1,0,2,0
SD,Wagner,1,1,2,0,0,0
SD,Webster,1,1,2,0,0,0
SD,Wessington Springs,2,0,0,0,2,0
SD,Whitewood,1,1,2,0,0,0
SD,Worthing,1,1,2,0,0,0
TN,Alcoa,1,0,0,0,1,0
TN,Ashland City,1,1,12,0,0,0
TN,Athens,2,2,5,0,0,0
TN,Bolivar,2,1,6,0,1,0
TN,Brownsville,1,0,0,0,1,0
TN,Church Hill,1,1,2,0,0,0
TN,Columbia,1,1,9,0,0,0
TN,Dayton,1,1,5,0,0,0
TN,Dickson,1,1,4,0,0,0
TN,East Ridge,2,1,9,0,1,0
TN,Elizabethton,2,2,3,0,0,0
TN,Fairview,1,1,7,0,0,0
TN,Fayetteville,1,1,2,0,0,0
TN,Goodlettsville,2,2,4,0,0,0
TN,Harriman,1,1,15,0,0,0
TN,Henderson,2,2,8,0,0,0
TN,Huntingdon,2,2,12,0,0,0
TN,Jefferson City,2,2,7,0,0,0
TN,Lenoir City,1,1,2,0,0,0
TN,Lewisburg,4,1,1,0,3,0
TN,Lexington,2,1,1,0,1,0
TN,Loudon,3,3,14,0,0,0
TN,McKenzie,1,1,2,0,0,0
TN,McMinnville,2,1,16,0,1,0
TN,Medina,2,2,6,0,0,0
TN,Millington,1,0,0,0,1,0
TN,Mount Carmel,1,1,8,0,0,0
TN,Munford,2,0,0,0,2,0
TN,Newport,1,1,7,0,0,0
TN,Nolensville,1,1,1,0,0,0
TN,Oak Hill,1,0,0,0,1,0
TN,Oliver Springs,1,0,0,0,1,0
TN,Paris,2,1,2,0,1,0
TN,Pigeon Forge,3,0,0,2,1,0
TN,Portland,1,1,1,0,0,0
TN,Rockwood,1,1,3,0,0,0
TN,Savannah,1,0,0,0,1,0
TN,Selmer,3,0,0,1,2,0
TN,Sevierville,1,1,1,0,0,0
TN,Signal Mountain,1,1,14,0,0,0
TN,Smithville,1,1,7,0,0,0
TN,Soddy-Daisy,5,2,4,0,3,0
TN,Sparta,1,0,0,0,1,0
TN,Sweetwater,2,1,1,0,1,0
TN,White Bluff,1,1,2,0,0,0
TN,White House,1,1,7,0,0,0
TX,Abilene,1,0,0,0,1,0
TX,Alamo,1,0,0,0,1,0
TX,Alice,1,1,7,0,0,0
TX,Alton,2,2,14,0,0,0
TX,Alvin,3,3,43,0,0,0
TX,Andrews,1,1,11,0,0,0
TX,Angleton,1,1,8,0,0,0
TX,Anna,1,0,0,0,1,0
TX,Athens,2,2,14,0,0,0
TX,Azle,4,4,37,0,0,0
TX,Beeville,3,3,17,0,0,0
TX,Belton,3,3,26,0,0,0
TX,Benbrook,1,1,10,0,0,0
TX,Big Spring,1,1,6,0,0,0
TX,Boerne,1,1,2,0,0,0
TX,Brenham,2,2,27,0,0,0
TX,Brownwood,2,2,7,0,0,0
TX,Cleveland,1,0,0,0,1,0
TX,Corsicana,2,2,4,0,0,0
TX,Dalhart,1,1,1,0,0,0
TX,Del Rio,1,1,4,0,0,0
TX,Denison,1,1,1,0,0,0
TX,Dickinson,3,3,30,0,0,0
TX,Donna,3,3,23,0,0,0
TX,Ennis,4,3,7,0,1,0
TX,Fair Oaks Ranch,1,1,9,0,0,0
TX,Fate,1,0,0,0,1,0
TX,Forney,3,2,4,0,1,0
TX,Gainesville,1,0,0,0,1,0
TX,Gatesville,1,1,4,0,0,0
TX,Granbury,2,2,5,0,0,0
TX,Humble,1,1,1,0,0,0
TX,Hutto,2,1,4,1,0,0
TX,Jacksonville,1,1,1,0,0,0
TX,Kilgore,2,1,6,0,1,0
TX,Kingsville,1,1,7,0,0,0
TX,Lake Jackson,2,2,19,0,0,0
TX,Lakeway,1,1,16,0,0,0
TX,Leander,1,1,2,0,0,0
TX,Live Oak,3,2,15,0,1,0
TX,Lufkin,1,1,3,0,0,0
TX,Lumberton,2,0,0,1,1,0
TX,Manor,1,1,4,0,0,0
TX,Mont Belvieu,1,1,1,0,0,0
TX,Mount Pleasant,1,0,0,1,0,0
TX,Orange,1,0,0,0,1,0
TX,Palestine,3,2,4,0,1,0
TX,Palmview,1,1,2,0,0,0
TX,Pampa,1,1,8,0,0,0
TX,Plainview,5,4,15,0,1,0
TX,Port Neches,2,2,6,0,0,0
TX,Rio Grande City,1,1,3,0,0,0
TX,Robinson,1,1,3,0,0,0
TX,Rosenberg,1,1,10,0,0,0
TX,Royse City,1,1,8,0,0,0
TX,Saginaw,2,2,5,0,0,0
TX,Selma,2,2,8,0,0,0
TX,Southlake,3,3,13,0,0,0
TX,Stafford,3,0,0,0,3,0
TX,Stephenville,1,1,1,0,0,0
TX,Sulphur Springs,2,2,12,0,0,0
TX,Tomball,3,2,4,0,1,0
TX,Trophy Club,1,0,0,0,1,0
TX,Uvalde,4,2,7,0,2,0
TX,Waco,1,0,0,0,1,0
TX,West University Place,1,1,8,0,0,0
UT,Castle Dale,1,0,0,1,0,0
UT,Enterprise,1,1,1,0,0,0
UT,Ferron,1,1,2,0,0,0
UT,Fillmore,1,0,0,1,0,0
UT,Francis,1,1,3,0,0,0
UT,Fruit Heights,1,1,5,0,0,0
UT,Grantsville,2,2,22,0,0,0
UT,Heber,1,0,0,0,1,0
UT,Hyrum,1,1,1,0,0,0
UT,Kanab,1,1,1,0,0,0
UT,Mapleton,2,2,10,0,0,0
UT,Midway,2,2,20,0,0,0
UT,Millville,2,1,4,0,1,0
UT,Mona,1,1,3,0,0,0
UT,Naples,3,1,6,0,2,0
UT,Nephi,1,1,2,0,0,0
UT,Nibley,1,1,3,0,0,0
UT,North Ogden,1,1,1,0,0,0
UT,Panguitch,2,2,3,0,0,0
UT,Parowan,2,1,2,0,1,0
UT,Plain City,2,0,0,0,2,0
UT,Pleasant View,2,1,1,0,1,0
UT,River Heights,1,0,0,0,1,0
UT,South Ogden,1,1,2,0,0,0
UT,South Weber,2,2,10,0,0,0
UT,Tremonton,1,1,9,0,0,0
UT,Vineyard,1,0,0,0,1,0
UT,Washington Terrace,1,1,5,0,0,0
UT,West Bountiful,1,1,2,0,0,0
UT,West Point,1,0,0,0,1,0
UT,White City metro,1,1,8,0,0,0
UT,Willard,2,0,0,0,2,0
VA,Altavista,1,1,3,0,0,0
VA,Amherst,2,2,13,0,0,0
VA,Appomattox,2,1,1,0,1,0
VA,Big Stone Gap,1,0,0,0,1,0
VA,Bridgewater,3,0,0,0,3,0
VA,Buena Vista,3,3,7,0,0,0
VA,Chilhowie,2,1,1,0,1,0
VA,Chincoteague,2,2,12,0,0,0
VA,Christiansburg,2,1,3,0,1,0
VA,Clifton Forge,2,1,1,0,1,0
VA,Covington,2,2,6,0,0,0
VA,Culpeper,3,2,11,0,1,0
VA,Dumfries,1,1,5,0,0,0
VA,Emporia,1,1,2,0,0,0
VA,Exmore,2,1,2,0,1,0
VA,Front Royal,2,1,2,0,1,0
VA,Gate City,1,0,0,0,1,0
VA,Glade Spring,1,0,0,0,1,0
VA,Gordonsville,2,1,7,0,1,0
VA,Gretna,3,0,0,1,2,0
VA,Grottoes,3,2,4,0,1,0
VA,Haymarket,1,0,0,1,0,0
VA,Louisa,1,1,6,0,0,0
VA,Lovettsville,2,2,21,0,0,0
VA,Luray,5,2,6,1,2,0
VA,Manassas Park,1,1,9,0,0,0
VA,Martinsville,1,1,1,0,0,0
VA,Narrows,2,0,0,0,2,0
VA,Poquoson,1,0,0,0,1,0
VA,Purcellville,2,2,31,0,0,0
VA,Radford,1,0,0,0,1,0
VA,Smithfield,1,1,11,0,0,0
VA,South Hill,1,1,12,0,0,0
VA,Timberville,2,1,2,0,1,0
VA,Warrenton,1,0,0,0,1,0
VA,Waverly,1,0,0,0,1,0
VA,Waynesboro,1,1,6,0,0,0
VA,Woodstock,1,1,4,0,0,0
VA,Wytheville,1,1,9,0,0,0
VT,Alburgh,2,1,1,0,1,0
