MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,html_bounded_inspection,html_bytes_inspected,html_diagnostic_text_persisted,html_encoding,html_form_count,html_link_count,html_navigation_density,html_payload_bytes,html_row_element_count,html_script_count,html_structured_data_script_count,html_table_count,html_valid_html_structure,html_visible_text_characters
text/html; charset=utf-8,279feb0f219bf5907e4f0d1f21e1c68ebdf8284e337e34e87db1a16bc7c1544d,payroll_roster,0,26872,1,EXTPAYLOAD-f0966b17fab1917f367183d8,EXTSOURCE-f0966b17fab1917f367183d8,1,EXTREADYQ-338743ac2995d22df08724ec,5,,non_safety,html,False,"{""bounded_inspection"":false,""bytes_inspected"":26872,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":98,""navigation_density"":0.151468,""payload_bytes"":26872,""row_element_count"":0,""script_count"":8,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4087}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:06:49.260279+00:00,0.000951,EXTCAND-f3c3f08b547c57b9cf16ccb7,,MECHEXP-5432f8a91286dad8b18a6eea|MECHEXP-5da1d830c45348ab06409af0|MECHEXP-b7df8dc5e8680ca9d8934da8|MECHEXP-c98e11d406db6caf5fdf1e43|MECHEXP-ded5338e9116a71f0e070178,ROOTCOMP-5ad4fd192685f64d48a26036,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/279feb0f219bf5907e4f0d1f21e1c68ebdf8284e337e34e87db1a16bc7c1544d.html,Vergas,False,ctas,current_30_gib_store,undated,html_text_extraction_queue,,readiness_lane_005,1686,substantive_visible_html_text,EXTREADINESS-e1886de003683007042aaab2,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,non_safety,multi_family_administrative_source,official_administrative_summary,MN,,False,26872,False,utf-8,0,98,0.151468,26872,0,8,0,0,True,4087
text/html,c1a85d9282925a3c332b5f8a159da1d5d27f9fe4249a0a8002db5de143c6947f,ordinance_or_resolution,0,50606,1,EXTPAYLOAD-f09af9ca92e03846d0f3da48,EXTSOURCE-f09af9ca92e03846d0f3da48,1,EXTREADYQ-cdfd68e4d16a94a71e7f8b1a,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":50606,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":207,""navigation_density"":0.251214,""payload_bytes"":50606,""row_element_count"":0,""script_count"":17,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":6018}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:57:49.129831+00:00,0.004056,RESCAND-31d1e714b739f8d375ab9311,,MECHEXP-3256b05eb9dcb057447dd872|MECHEXP-b9e46790fc72cb8a8226b138|MECHEXP-bd4245513d8e581c3abc545c|MECHEXP-c94d95846acd2754ed4c42d0,ROOTCOMP-d91205c854f41c1c17409455,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/c1a85d9282925a3c332b5f8a159da1d5d27f9fe4249a0a8002db5de143c6947f.html,Cable,False,committees,current_30_gib_store,2020,html_text_extraction_queue,,readiness_lane_002,1690,substantive_visible_html_text,EXTREADINESS-85d655732c2d0af2f25ccf98,html_text_ready,high,,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,unclear,implementation_confirmation,official_administrative_summary,WI,,False,50606,False,UTF-8,2,207,0.251214,50606,0,17,0,0,True,6018
text/html; charset=utf-8,352ac91dd1ee2aaa2460216f7d06afb88788510cbb59e78ac59c7716169d9d0e,payroll_roster,0,105554,1,EXTPAYLOAD-f09c9e47c2f42cb959a18443,EXTSOURCE-f09c9e47c2f42cb959a18443,1,EXTREADYQ-04a351f3b1f97dae66152730,3,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":105554,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":265,""navigation_density"":0.316986,""payload_bytes"":105554,""row_element_count"":0,""script_count"":49,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":6130}",,6,upgrades_growth_analysis|upgrades_local_wage_comparison|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:49.132158+00:00,0.001943,EXTCAND-e3f5a1fe60b85f354eda3077,,MECHEXP-31f6def17ecd14723db05dc8|MECHEXP-38a2606384a092909555fcef|MECHEXP-583d73754bbe31622d7b4bb2|MECHEXP-5a16b9850ebb5ccaf764cd74|MECHEXP-b25821eaa68820e0adf8a7f9,ROOTCOMP-9b5145c0820afbd2a6937977,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/352ac91dd1ee2aaa2460216f7d06afb88788510cbb59e78ac59c7716169d9d0e.html,Bedford,False,default.aspx,current_30_gib_store,2021,html_text_extraction_queue,,readiness_lane_002,1691,substantive_visible_html_text,EXTREADINESS-70c1dc7df7601f6aaee4bfca,html_text_ready,high,,benefits_and_total_compensation,all_units,payroll_and_earnings,official_administrative_summary,KY,,False,105554,False,utf-8,1,265,0.316986,105554,0,49,0,0,True,6130
text/html; charset=utf-8,aac61cba2f740e09f2296e561bb7a9a387b4fd93e2fe8714b00d7d10266cffb5,payroll_roster,0,68702,1,EXTPAYLOAD-f0a02e895999807f80c6cf9b,EXTSOURCE-f0a02e895999807f80c6cf9b,1,EXTREADYQ-23bda6794aae6a8088c05505,5,,mixed,html,False,"{""bounded_inspection"":false,""bytes_inspected"":68702,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":3,""link_count"":148,""navigation_density"":0.215116,""payload_bytes"":68702,""row_element_count"":0,""script_count"":16,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4856}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:03:48.656418+00:00,0.001602,RESCAND-e55bb07f5277331f9827b89f,,MECHEXP-0f58d61332bf5909804cce53|MECHEXP-29ef03eb1dbd0310dd92c1e8|MECHEXP-4ef95623a5ddc3e60802bae3|MECHEXP-e9c8d3214e9248ec21c5cbad,ROOTCOMP-ab1bd13b8d59a11f749796d6,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/aac61cba2f740e09f2296e561bb7a9a387b4fd93e2fe8714b00d7d10266cffb5.html,Brighton,False,current-audits,current_30_gib_store,2024,html_text_extraction_queue,,readiness_lane_004,1688,substantive_visible_html_text,EXTREADINESS-1122d53fe30ebd9c4bcead1b,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,mixed,multi_family_administrative_source,official_administrative_summary,PA,,False,68702,False,utf-8,3,148,0.215116,68702,0,16,0,0,True,4856
text/html; charset=UTF-8,9ee95c9d339780e371f68fa697428fc285c43b42f4966cdb3d7335e9e0ca361a,ordinance_or_resolution,0,127222,1,EXTPAYLOAD-f0a7b82c996d1d5dd10521b7,EXTSOURCE-f0a7b82c996d1d5dd10521b7,1,EXTREADYQ-68718b38508a85523d8d3ac9,5,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":127222,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":3,""link_count"":190,""navigation_density"":0.275362,""payload_bytes"":127222,""row_element_count"":0,""script_count"":27,""structured_data_script_count"":2,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":4733}",,10,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:48.855120+00:00,0.001813,EXTCAND-9464543bff0837f3ad4602c7,,MECHEXP-236deb2b12dc1020fb3d6f6f|MECHEXP-23cd2bae64b5ec5e8eed6653|MECHEXP-2e185db27b7d183901afefb0|MECHEXP-374d7a3cc5d6388f3cd025ed|MECHEXP-44fd95f23ac4ed6c71d0e328|MECHEXP-7abda084ecdeec3d0b35f205|MECHEXP-9cdd8a6a5222b33c3947ed28|MECHEXP-a5fb2fd333602eaea5afeaf9,ROOTCOMP-054b7abcbbdea7498c06e0db|ROOTCOMP-17520a30bd451aacb4cb8a94,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/9ee95c9d339780e371f68fa697428fc285c43b42f4966cdb3d7335e9e0ca361a.html,Foley,False,city-code,current_30_gib_store,2016,html_table_candidate_queue,,readiness_lane_003,1686,structured_data_or_dataset_signal,EXTREADINESS-a712dfe5c52382369fd7917c,html_structured_data_candidate,high,table_candidate,payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,implementation_confirmation,official_administrative_summary,MN,,False,127222,False,UTF-8,3,190,0.275362,127222,0,27,2,0,True,4733
text/html; charset=UTF-8,864340da8d6fe9c6a42d395e0a602dc26f5db40b343edc7109d5e8332d9647c7,salary_schedule,0,35079,1,EXTPAYLOAD-f0b3c5103e6f50bdd5ef7af0,EXTSOURCE-f0b3c5103e6f50bdd5ef7af0,1,EXTREADYQ-be8996a09e104f525b237ce5,6,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":35079,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":69,""navigation_density"":0.236301,""payload_bytes"":35079,""row_element_count"":0,""script_count"":62,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2285}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:49.133512+00:00,0.00099,EXTCAND-e2d7564193b6bcbc54011da0,,MECHEXP-3eb54bda86592fd01edfb020|MECHEXP-4f3fa4f92c39f32ac998a9c7|MECHEXP-570f27d98adf03cc5367303a|MECHEXP-74fd7e6d2da16cfaefcae318|MECHEXP-8b321366cc9a77f7c3e583fc|MECHEXP-da648e8d113216cdc9331656|MECHEXP-e58bc4d2202d36bdc5827382,ROOTCOMP-31c49161575e2d47445e374f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/864340da8d6fe9c6a42d395e0a602dc26f5db40b343edc7109d5e8332d9647c7.html,Chittenango,False,labor-relations,current_30_gib_store,2024,html_table_candidate_queue,,readiness_lane_002,1692,structured_data_or_dataset_signal,EXTREADINESS-f0566ed42cd3d6899af2f271,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,implementation_confirmation,official_administrative_summary,NY,,False,35079,False,utf-8,0,69,0.236301,35079,0,62,1,0,True,2285
text/html; charset=utf-8,81a2c23d9c86c367555ab229095eed7dc96fee9ac520690bd5cf03cbbabe9d7c,payroll_roster,0,109618,1,EXTPAYLOAD-f0b424b02f3644b4e0bce54c,EXTSOURCE-f0b424b02f3644b4e0bce54c,1,EXTREADYQ-c89a8b48b3d689cdb04d5424,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":109618,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":2,""link_count"":115,""navigation_density"":0.075758,""payload_bytes"":109618,""row_element_count"":80,""script_count"":17,""structured_data_script_count"":1,""table_count"":4,""valid_html_structure"":true,""visible_text_characters"":10038}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:54:48.603745+00:00,0.002434,RESCAND-3cd029e80f8340e7af82a4fe,,MECHEXP-31fe79a32d4326a56d60d487|MECHEXP-7331e1ef1f63f84422083ebf|MECHEXP-9d64db4d71fd01e03d5697f3|MECHEXP-af7c19c7ffcabd33ce9a9152,ROOTCOMP-ffa5630e793c05a937fef9aa,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/81a2c23d9c86c367555ab229095eed7dc96fee9ac520690bd5cf03cbbabe9d7c.html,Antigo,False,COM100224,current_30_gib_store,undated-source-BRMGRS-20260802-600ff16a39893dcc2a8c2f63,html_table_candidate_queue,,readiness_lane_001,1688,structured_data_or_dataset_signal,EXTREADINESS-10da733e242bba5c3dd28374,html_structured_data_candidate,high,table_candidate,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,unclear,contextual_controls,official_administrative_summary,WI,,False,109618,False,utf-8,2,115,0.075758,109618,80,17,1,4,True,10038
text/html; charset=UTF-8,d0e37aee25b0f4364ed57c5229c4a002023fd2e70f7c4851963bf4e179b873f4,payroll_roster,0,169708,1,EXTPAYLOAD-f0b8c560973e238101de3bfb,EXTSOURCE-f0b8c560973e238101de3bfb,1,EXTREADYQ-c74bccc32ae850956357e649,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":169708,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":324,""navigation_density"":0.192628,""payload_bytes"":169708,""row_element_count"":0,""script_count"":121,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":11360}",,15,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:00:48.858340+00:00,0.002875,EXTCAND-49559a64b015999f50b5309a,,MECHEXP-023f308ae018d9e08e42c119|MECHEXP-213317744701c1ae953766a7|MECHEXP-43d16315296c35646225b14a|MECHEXP-471efa8231aab0a62c90245d|MECHEXP-64096c09714b56d0b2a46781|MECHEXP-8e61f0e40bca8ce27471971b|MECHEXP-9480ba3237ff1b81e7343e97|MECHEXP-9cfe3b07cdb2b1fa0cec8343|MECHEXP-ba6e7c69fd6abeba29604243|MECHEXP-c2fb49c509f711aa5766b7bd|MECHEXP-e88610eff33c148c1d0fd061|MECHEXP-f94106158dba2bde8d9318ea,ROOTCOMP-2d56ff997e4a034f93c565ba|ROOTCOMP-dcc8889168c45771bf5140b8|ROOTCOMP-fc57e257ca434cbff83f505d,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/d0e37aee25b0f4364ed57c5229c4a002023fd2e70f7c4851963bf4e179b873f4.html,West Bridgewater,False,hiring_process.php,current_30_gib_store,2023,html_text_extraction_queue,,readiness_lane_003,1687,substantive_visible_html_text,EXTREADINESS-a3d1e1a15c2db6002cd2e003,html_text_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,official_administrative_summary,MA,,False,169708,False,utf-8,1,324,0.192628,169708,0,121,0,0,True,11360
text/html; charset=utf-8,196d03ee86e1c1f3ef9f1516ebb07b3faeb01230159259571373eeb15b824046,payroll_roster,0,102841,1,EXTPAYLOAD-f0c0a3472b79d0ee8c4d31cb,EXTSOURCE-f0c0a3472b79d0ee8c4d31cb,1,EXTREADYQ-38e9ff2e1f76e4cc56e46004,5,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":102841,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":2,""link_count"":109,""navigation_density"":0.260143,""payload_bytes"":102841,""row_element_count"":0,""script_count"":39,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":2956}",,9,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:57:49.135797+00:00,0.001936,EXTCAND-ef9c15cbb3d17f713b5ea265,,MECHEXP-0d7d47b5f252fb58d759fd22|MECHEXP-3043a3b1983d515fe46e09e1|MECHEXP-460fb57161564a1511e43033|MECHEXP-85e0c789d67258c8d8f47541|MECHEXP-df5053f99bf3b5adf13879d8|MECHEXP-f0fe17e617adfb6c8bd4f46a|MECHEXP-f291b9b7edd592391688371f,ROOTCOMP-2cf7cc654b11bfd6c4befd28|ROOTCOMP-7f033dbbe0a9a94d6e45f686,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/196d03ee86e1c1f3ef9f1516ebb07b3faeb01230159259571373eeb15b824046.html,Southold,False,Accounting-Personnel,current_30_gib_store,2026,html_text_extraction_queue,,readiness_lane_002,1693,substantive_visible_html_text,EXTREADINESS-f6968d1629447028e0f7462d,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,all_units,multi_family_administrative_source,official_administrative_summary,NY,,False,102841,False,UTF-8,2,109,0.260143,102841,0,39,0,0,True,2956
text/html; charset=UTF-8,bea0fe2a0b4c523639625e6931fe18ac851ae08907d432b9320557a0395bedd6,payroll_roster,0,62154,1,EXTPAYLOAD-f0cb379ab091adbd9db227ff,EXTSOURCE-f0cb379ab091adbd9db227ff,1,EXTREADYQ-c830c4c83742d0dfae3edcac,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":62154,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":140,""navigation_density"":0.202899,""payload_bytes"":62154,""row_element_count"":0,""script_count"":20,""structured_data_script_count"":1,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":5033}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:00:48.860338+00:00,0.001592,RESCAND-2aa1f1a7177a71c360ea329b,,MECHEXP-15e4a4be7f947b0c9b09d394|MECHEXP-32d2f05135c7243e64813773|MECHEXP-661b51d28c6002ccc31fc7cf|MECHEXP-b3ebc18b99c529604547e878,ROOTCOMP-8ead1466d3fd43ada309f3dc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/bea0fe2a0b4c523639625e6931fe18ac851ae08907d432b9320557a0395bedd6.html,Butler,False,local-police-departments-personnel-2020,current_30_gib_store,2020,html_table_candidate_queue,,readiness_lane_003,1688,structured_data_or_dataset_signal,EXTREADINESS-02188905073d17b0afe90da9,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,multi_family_administrative_source,official_administrative_summary,OH,EXTVERSION-f07f69c41b0a643524f328ef,False,62154,False,utf-8,0,140,0.202899,62154,0,20,1,0,True,5033
text/html; charset=UTF-8,7f2eb5a258a7cd7a3d5365f7c02fcde6a5de58977ed4643c76a2749d6b5593e3,payroll_roster,0,73061,1,EXTPAYLOAD-f0d2bed207d841669cf4d841,EXTSOURCE-f0d2bed207d841669cf4d841,1,EXTREADYQ-a334ac9252e95a2400c94e00,5,,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":73061,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":1,""link_count"":107,""navigation_density"":0.111227,""payload_bytes"":73061,""row_element_count"":174,""script_count"":5,""structured_data_script_count"":1,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":6560}",,19,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:48.658551+00:00,0.001755,RESCAND-0cccdb9254243983be6928e9,,MECHEXP-1713b8166b684d501b1d77ca|MECHEXP-1897b61ecc65ee98d7d11208|MECHEXP-20410f06e577c5ba3ccf5b56|MECHEXP-3bfacfa67226c4650c0c5f54|MECHEXP-4fab7e4be39eb9fe9162001d|MECHEXP-5144f38be3f31cebb87aaa11|MECHEXP-70949c7b8a5eb72c4c3a6bbf|MECHEXP-98069d60c3c8c887483e51a7|MECHEXP-9d904302326f904be2f8a7d4|MECHEXP-bedc0ef8873f554eb26b661e|MECHEXP-c74e2d811315aa774a33a9f7|MECHEXP-d31fd69de5fee5ff08bf082a|MECHEXP-e58131d8c0cc594bf0d6bb96|MECHEXP-e7347b1bb8f503a448a67dc5|MECHEXP-fd51ec460b9d219156abf552,ROOTCOMP-2711bda1675974b47791e063|ROOTCOMP-2e127a1b05ec5065b479cc04|ROOTCOMP-6613b197d5559ecc9aca9d52|ROOTCOMP-c760518e85d2dfed3f5fb38c,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7f2eb5a258a7cd7a3d5365f7c02fcde6a5de58977ed4643c76a2749d6b5593e3.html,Butler,False,gasb-75-local-employers-participating,current_30_gib_store,2023,html_table_candidate_queue,,readiness_lane_004,1689,structured_data_or_dataset_signal,EXTREADINESS-c624192262eaeb20f0e687b7,html_structured_data_candidate,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,police,multi_family_administrative_source,official_administrative_summary,WI,,False,73061,False,utf-8,1,107,0.111227,73061,174,5,1,1,True,6560
text/html; charset=utf-8,7c2f2d145a3a5d67af6e8cab243cf71182b0bcae5fcf873f6a6a30451c45b09a,staffing_table,0,82350,1,EXTPAYLOAD-f0d39477bd38df421858ed50,EXTSOURCE-f0d39477bd38df421858ed50,1,EXTREADYQ-6aa590e6c4412167bd50ece6,4,,all_units,html,False,"{""bounded_inspection"":false,""bytes_inspected"":82350,""diagnostic_text_persisted"":false,""encoding"":""utf-8"",""form_count"":0,""link_count"":29,""navigation_density"":0.305263,""payload_bytes"":82350,""row_element_count"":1,""script_count"":17,""structured_data_script_count"":0,""table_count"":1,""valid_html_structure"":true,""visible_text_characters"":734}",,6,upgrades_implementation_confirmation|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:03:48.659717+00:00,0.000825,EXTCAND-aba62021edb0fa78674d106c,,MECHEXP-464ed973d4918e6fc40f801c|MECHEXP-56a5e10f7deaef6042a01a84|MECHEXP-7e63d432a1f74d36e7e98b51|MECHEXP-892ce1302c22710930d5d5ca|MECHEXP-989e2933e01c4b6a5bc24a8c,ROOTCOMP-c06f457c22f56f555bd20a1c,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/7c2f2d145a3a5d67af6e8cab243cf71182b0bcae5fcf873f6a6a30451c45b09a.html,Union,False,Title_16Subtitle_16-2Section_16-2-8h,current_30_gib_store,2026,html_table_candidate_queue,,readiness_lane_004,1690,html_table_structure_present,EXTREADINESS-a2ff9ca1b83f69dbe9797e90,html_table_candidate_ready,high,table_candidate,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,official_administrative_summary,CT,,False,82350,False,utf-8,0,29,0.305263,82350,1,17,0,1,True,734
text/html;charset=utf-8,f343cc233e73dc0826b4126142f6eed29dc13c2096dd1c210f8cf6ed93b8874b,payroll_roster,0,209641,1,EXTPAYLOAD-f0d593857f7c729d35903cd1,EXTSOURCE-f0d593857f7c729d35903cd1,1,EXTREADYQ-028e792f29347586e1d0e483,5,shell_or_navigation_only_queue,police,html,False,"{""bounded_inspection"":false,""bytes_inspected"":209641,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":0,""link_count"":0,""navigation_density"":0.0,""payload_bytes"":209641,""row_element_count"":0,""script_count"":14,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":9}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,False,2026-08-05T19:03:48.660723+00:00,0.000685,EXTCAND-737cdecd2361bc08268dd910,,MECHEXP-0eb7026f04c2896a0c560385|MECHEXP-1371393dffb983cfbaf09348|MECHEXP-1cceca6793db0d4e88203192|MECHEXP-3315fda4840856e2443affe5|MECHEXP-aafbbb290271c0fd168fdf16|MECHEXP-da6645327dad9291d81cb289,ROOTCOMP-02c294b80d15adae8dc8260a,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/f343cc233e73dc0826b4126142f6eed29dc13c2096dd1c210f8cf6ed93b8874b.html,Eufaula,False,726708,current_30_gib_store,2025,,,readiness_lane_004,1691,script_shell_with_minimal_visible_text,EXTREADINESS-f06cf40e6e543632451ad4ee,shell_or_navigation_only,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,official_administrative_summary,OK,,False,209641,False,UTF-8,0,0,0.0,209641,0,14,0,0,True,9
text/html; charset=utf-8,e3dcbef8c4f11933dfa8e8a1608dc31160276aed0a4f42b42968725ac37abaff,payroll_roster,0,100160,1,EXTPAYLOAD-f0e8961f83ed1e8b687d3112,EXTSOURCE-f0e8961f83ed1e8b687d3112,1,EXTREADYQ-6ed2fe603d676e67c676ffe3,5,,unclear,html,False,"{""bounded_inspection"":false,""bytes_inspected"":100160,""diagnostic_text_persisted"":false,""encoding"":""UTF-8"",""form_count"":4,""link_count"":41,""navigation_density"":0.218085,""payload_bytes"":100160,""row_element_count"":0,""script_count"":48,""structured_data_script_count"":0,""table_count"":0,""valid_html_structure"":true,""visible_text_characters"":1226}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:06:49.262475+00:00,0.001809,RESCAND-04fe4cbdc502788bf5804ef2,,MECHEXP-16d886112c67b46e35a2b8f6|MECHEXP-39a299b353c34394fc566f54|MECHEXP-66824722e9fda28ae66487ac|MECHEXP-954de6ba14bd1f527e2aae42,ROOTCOMP-be3f8bc52d9e95497717b34f,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/e3dcbef8c4f11933dfa8e8a1608dc31160276aed0a4f42b42968725ac37abaff.html,Bloomer,False,Calendar.aspx,current_30_gib_store,undated-source-BRMGRS-20260802-6205b83d86ec617a0b8fd483,html_text_extraction_queue,,readiness_lane_005,1687,substantive_visible_html_text,EXTREADINESS-9f4d8a0041d1396fb0f5ac7e,html_text_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,multi_family_administrative_source,official_administrative_summary,WI,,False,100160,False,UTF-8,4,41,0.218085,100160,0,48,0,0,True,1226
