raw_row_number,raw_target_id,classification,prior_compacted_target_id,raw_resolution,terminal_without_search
12752,EXTTARGET-46ee5f11dec94a3146f6a68c,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12753,EXTTARGET-79e61c2e11d1395c0b4e93bb,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12754,EXTTARGET-e3fc9a888a47fc55c8b0951e,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12755,EXTTARGET-71ee401f6b2ffcf541cf939b,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12756,EXTTARGET-de070507162653a260e5f8a4,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12757,EXTTARGET-50880bdca4f9f3ff0a12eb57,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12758,EXTTARGET-3663d639a75f549b5154d4b5,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12759,EXTTARGET-4f2c53e57d4740f0d0225b07,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12760,EXTTARGET-b0be2ade8b8f54ff6e128e87,residual,EXTSEARCH-a161158c660f6e0e210618c2,linked_to_compacted_live_target,
12761,EXTTARGET-c352af18e034cedceea09a8b,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12762,EXTTARGET-f3557cf9f71ab70a5fead736,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12763,EXTTARGET-e4b910d05b48b545004ead7a,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12764,EXTTARGET-a1f3da4f77cd83d1c5bb3982,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12765,EXTTARGET-c495c5c482cd586f6b0812c3,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12766,EXTTARGET-ed7b0ab35b9ead1459100cd6,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12767,EXTTARGET-95fc59fa7063d0f956870525,canonical_primary_representative,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,prior_wave_primary_representative
12768,EXTTARGET-8ff2102fec3633d0cc5af152,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12769,EXTTARGET-f3557cf9f71ab70a5fead736,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12770,EXTTARGET-e4b910d05b48b545004ead7a,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12771,EXTTARGET-a1f3da4f77cd83d1c5bb3982,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12772,EXTTARGET-c495c5c482cd586f6b0812c3,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12773,EXTTARGET-ed7b0ab35b9ead1459100cd6,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12774,EXTTARGET-95fc59fa7063d0f956870525,residual,EXTSEARCH-e2d4cbb89d3cb85a2ab5abbb,linked_to_compacted_live_target,
12775,EXTTARGET-8ff2102fec3633d0cc5af152,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12776,EXTTARGET-322f8782834319c81e96fff4,canonical_primary_representative,EXTSEARCH-03ed41af8a9301a1359601cb,linked_to_compacted_live_target,prior_wave_primary_representative
12777,EXTTARGET-9145a95c6a2d183bb2098302,residual,EXTSEARCH-03ed41af8a9301a1359601cb,linked_to_compacted_live_target,
12778,EXTTARGET-da7b48f9d46baec61ae6204c,residual,EXTSEARCH-03ed41af8a9301a1359601cb,linked_to_compacted_live_target,
12779,EXTTARGET-aa2d1244fffba80523ff380c,residual,EXTSEARCH-03ed41af8a9301a1359601cb,linked_to_compacted_live_target,
12780,EXTTARGET-de04eae08c49a8641264e5b4,residual,EXTSEARCH-03ed41af8a9301a1359601cb,linked_to_compacted_live_target,
12781,EXTTARGET-3fbfdb6cfdf16dcb0855d9d3,residual,EXTSEARCH-03ed41af8a9301a1359601cb,linked_to_compacted_live_target,
12782,EXTTARGET-0f1b9b8f641d9283949ef5f9,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12783,EXTTARGET-9cc763c85af6d1762ab651c6,residual,EXTSEARCH-1b825726c4fec913a8238f34,linked_to_compacted_live_target,
12784,EXTTARGET-49e0d1fd9f8650fa0f375b0e,canonical_primary_representative,EXTSEARCH-1b825726c4fec913a8238f34,linked_to_compacted_live_target,prior_wave_primary_representative
12785,EXTTARGET-7dfdd9f9d18e0e5ff11368a9,residual,EXTSEARCH-1b825726c4fec913a8238f34,linked_to_compacted_live_target,
12786,EXTTARGET-ff009161ed658ae939b769f2,residual,EXTSEARCH-1b825726c4fec913a8238f34,linked_to_compacted_live_target,
12787,EXTTARGET-b8a3c8a66981f1e307245201,residual,EXTSEARCH-1b825726c4fec913a8238f34,linked_to_compacted_live_target,
12788,EXTTARGET-d57f73308667c59a40bced11,residual,EXTSEARCH-1b825726c4fec913a8238f34,linked_to_compacted_live_target,
12789,EXTTARGET-49ab30d28b9f8ac341fd58b3,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12790,EXTTARGET-d5d80a96e2f61f86ea85da2a,residual,EXTSEARCH-cc2b12cb17a744ecbc88ecb6,linked_to_compacted_live_target,
12791,EXTTARGET-3aed39497299968006e36cd6,residual,EXTSEARCH-cc2b12cb17a744ecbc88ecb6,linked_to_compacted_live_target,
12792,EXTTARGET-27cd55b83c04ea4d914f4cb4,canonical_primary_representative,EXTSEARCH-cc2b12cb17a744ecbc88ecb6,linked_to_compacted_live_target,prior_wave_primary_representative
12793,EXTTARGET-9a07dcf2b161c30a3059a96b,residual,EXTSEARCH-cc2b12cb17a744ecbc88ecb6,linked_to_compacted_live_target,
12794,EXTTARGET-7dd22f57ffd03540f0e567f6,residual,EXTSEARCH-cc2b12cb17a744ecbc88ecb6,linked_to_compacted_live_target,
12795,EXTTARGET-f12ef1ef6cc61ee950d9136d,residual,EXTSEARCH-cc2b12cb17a744ecbc88ecb6,linked_to_compacted_live_target,
12796,EXTTARGET-c72740325659187074ce2a0a,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12797,EXTTARGET-bdf1f47e8409ab76f5fb4973,residual,EXTSEARCH-99c9332198e6f1fc9e70241e,linked_to_compacted_live_target,
12798,EXTTARGET-c895ba1bb8f4e3538b9fbcbc,residual,EXTSEARCH-99c9332198e6f1fc9e70241e,linked_to_compacted_live_target,
12799,EXTTARGET-9ae050f30f1cedfd7b5d1da2,residual,EXTSEARCH-99c9332198e6f1fc9e70241e,linked_to_compacted_live_target,
12800,EXTTARGET-bbff49860eac1804e06f4a8c,residual,EXTSEARCH-99c9332198e6f1fc9e70241e,linked_to_compacted_live_target,
12801,EXTTARGET-70fffafe86de1e8362d70e75,residual,EXTSEARCH-99c9332198e6f1fc9e70241e,linked_to_compacted_live_target,
12802,EXTTARGET-4056b361f63bddb56a3c4cee,canonical_primary_representative,EXTSEARCH-99c9332198e6f1fc9e70241e,linked_to_compacted_live_target,prior_wave_primary_representative
12803,EXTTARGET-4470281a620f74c84fbaffb8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12804,EXTTARGET-ec855b86cbd86c81936e1563,residual,EXTSEARCH-9b95d5c5effa3f1ca031ca06,linked_to_compacted_live_target,
12805,EXTTARGET-9c6540054c8714177f9b90c2,residual,EXTSEARCH-9b95d5c5effa3f1ca031ca06,linked_to_compacted_live_target,
12806,EXTTARGET-654131dd056af115d19e539f,residual,EXTSEARCH-9b95d5c5effa3f1ca031ca06,linked_to_compacted_live_target,
12807,EXTTARGET-450ce2370bb183bfae784afa,residual,EXTSEARCH-9b95d5c5effa3f1ca031ca06,linked_to_compacted_live_target,
12808,EXTTARGET-24400a7db44c3aac39145dda,residual,EXTSEARCH-9b95d5c5effa3f1ca031ca06,linked_to_compacted_live_target,
12809,EXTTARGET-23d836b36a93d4af6fb61bf7,canonical_primary_representative,EXTSEARCH-9b95d5c5effa3f1ca031ca06,linked_to_compacted_live_target,prior_wave_primary_representative
12810,EXTTARGET-3aa719294a2d21fa2c06a598,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12811,EXTTARGET-373a3d11938d86a9e83cc580,residual,EXTSEARCH-f0675ff4ac9b660381ffd9f4,linked_to_compacted_live_target,
12812,EXTTARGET-b246c8db1c9fab49c2b3a4a2,residual,EXTSEARCH-f0675ff4ac9b660381ffd9f4,linked_to_compacted_live_target,
12813,EXTTARGET-7295eabfda5b0fc23ca651e9,residual,EXTSEARCH-f0675ff4ac9b660381ffd9f4,linked_to_compacted_live_target,
12814,EXTTARGET-70010bab3c515428bc5d6e15,residual,EXTSEARCH-f0675ff4ac9b660381ffd9f4,linked_to_compacted_live_target,
12815,EXTTARGET-891cbda5c4dca5404683811f,residual,EXTSEARCH-f0675ff4ac9b660381ffd9f4,linked_to_compacted_live_target,
12816,EXTTARGET-3432fc915c156510ace14d5a,canonical_primary_representative,EXTSEARCH-f0675ff4ac9b660381ffd9f4,linked_to_compacted_live_target,prior_wave_primary_representative
12817,EXTTARGET-168a9272a355f0e159adcdbb,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12818,EXTTARGET-8f9d8d9627138a0cee211573,residual,EXTSEARCH-3908eb23e3262a399618e4e1,linked_to_compacted_live_target,
12819,EXTTARGET-90763d3c8ca6785b4ac543fb,residual,EXTSEARCH-3908eb23e3262a399618e4e1,linked_to_compacted_live_target,
12820,EXTTARGET-c1118adbe4a24dc291750f92,residual,EXTSEARCH-3908eb23e3262a399618e4e1,linked_to_compacted_live_target,
12821,EXTTARGET-333ef9d7d74db11f7e794b62,residual,EXTSEARCH-3908eb23e3262a399618e4e1,linked_to_compacted_live_target,
12822,EXTTARGET-0201fa7781e12993fb5b8590,canonical_primary_representative,EXTSEARCH-3908eb23e3262a399618e4e1,linked_to_compacted_live_target,prior_wave_primary_representative
12823,EXTTARGET-45052e9ff956e350c555f410,residual,EXTSEARCH-3908eb23e3262a399618e4e1,linked_to_compacted_live_target,
12824,EXTTARGET-403bf27757ed609b02b7c1a6,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12825,EXTTARGET-31b45c3c6c31a3809f081dcd,residual,EXTSEARCH-d20bb832e4504ca899117c78,linked_to_compacted_live_target,
12826,EXTTARGET-ee7e1cac52ae8893c4de67aa,residual,EXTSEARCH-d20bb832e4504ca899117c78,linked_to_compacted_live_target,
12827,EXTTARGET-69dd667f0ea38c9f0739c49a,residual,EXTSEARCH-d20bb832e4504ca899117c78,linked_to_compacted_live_target,
12828,EXTTARGET-df9ef28bc14c850d75e4c57a,residual,EXTSEARCH-d20bb832e4504ca899117c78,linked_to_compacted_live_target,
12829,EXTTARGET-2547b91194085785f51da2e4,canonical_primary_representative,EXTSEARCH-d20bb832e4504ca899117c78,linked_to_compacted_live_target,prior_wave_primary_representative
12830,EXTTARGET-f94280f6ce5c46b7d5298922,residual,EXTSEARCH-d20bb832e4504ca899117c78,linked_to_compacted_live_target,
12831,EXTTARGET-c1a27b3da239f2cde4126757,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12832,EXTTARGET-ea11918dfd43d085ecb2d1e4,residual,EXTSEARCH-c9a831310b17f8ef8a529041,linked_to_compacted_live_target,
12833,EXTTARGET-cf8c0cf07098b1a25dd1bfe3,residual,EXTSEARCH-c9a831310b17f8ef8a529041,linked_to_compacted_live_target,
12834,EXTTARGET-df449374fc282ff5a6c2a934,residual,EXTSEARCH-c9a831310b17f8ef8a529041,linked_to_compacted_live_target,
12835,EXTTARGET-266dc621666d08f5383f75f1,canonical_primary_representative,EXTSEARCH-c9a831310b17f8ef8a529041,linked_to_compacted_live_target,prior_wave_primary_representative
12836,EXTTARGET-d40da2cd3b54720b103a9653,residual,EXTSEARCH-c9a831310b17f8ef8a529041,linked_to_compacted_live_target,
12837,EXTTARGET-dd71095a37fc3363d84519f8,residual,EXTSEARCH-c9a831310b17f8ef8a529041,linked_to_compacted_live_target,
12838,EXTTARGET-b4f7fe04eeaf1d49c5d4cbe3,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12839,EXTTARGET-7dc380b9686dae3bea86f83d,residual,EXTSEARCH-25c9a3724aca8e6e10702956,linked_to_compacted_live_target,
12840,EXTTARGET-89fae25f2a009f486764105c,residual,EXTSEARCH-25c9a3724aca8e6e10702956,linked_to_compacted_live_target,
12841,EXTTARGET-850c1160d12fa70c3ac9ad50,residual,EXTSEARCH-25c9a3724aca8e6e10702956,linked_to_compacted_live_target,
12842,EXTTARGET-4de96cf6927060b10bcf1113,residual,EXTSEARCH-25c9a3724aca8e6e10702956,linked_to_compacted_live_target,
12843,EXTTARGET-a185de370879f1fb665468a9,residual,EXTSEARCH-25c9a3724aca8e6e10702956,linked_to_compacted_live_target,
12844,EXTTARGET-12aabebd8e867d5466b5cf62,canonical_primary_representative,EXTSEARCH-25c9a3724aca8e6e10702956,linked_to_compacted_live_target,prior_wave_primary_representative
12845,EXTTARGET-bebd49b0212967134a60ac5d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12846,EXTTARGET-9ebf518ed715d4ac1ca280e6,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12847,EXTTARGET-256a65fff5b33661431905c6,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12848,EXTTARGET-14a55c0dff8898f6b935a1f6,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12849,EXTTARGET-f254c3dab6b00a169303cc26,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12850,EXTTARGET-4cca15c4de9333a43df12415,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12851,EXTTARGET-dc9e12556b66b1172104b909,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12852,EXTTARGET-f3a4538f7a9ccb710e959e58,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12853,EXTTARGET-282cc17300b8c478d8cfe541,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12854,EXTTARGET-72a27266da53bf0cff100682,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12855,EXTTARGET-126123228c3ccb18e283f1e7,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12856,EXTTARGET-07f29d45319263c92c3d031b,canonical_primary_representative,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,prior_wave_primary_representative
12857,EXTTARGET-acb4e5e66406e80e94262df9,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12858,EXTTARGET-6765c88513a75bf29bdcbe18,residual,EXTSEARCH-a5ef3cfdcd8dcaf0daf6c002,linked_to_compacted_live_target,
12859,EXTTARGET-0eb94bab1ab642319388d2c5,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12860,EXTTARGET-5c1cb7cacc46af5d7fe91443,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12861,EXTTARGET-de5114ff5d8d525c6a1a05f8,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12862,EXTTARGET-881fbd2872210d432d9ee6c6,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12863,EXTTARGET-f912d3f1bca2a42aedeefe73,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12864,EXTTARGET-51223143f58f05618b5ccf07,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12865,EXTTARGET-c11db79e3bfb6255c5922759,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12866,EXTTARGET-76dbc5b6d046d46d02a9b2c9,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12867,EXTTARGET-49cb0d9b5e9878d5605e6667,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12868,EXTTARGET-c18f93c128d6470ba120bfd3,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12869,EXTTARGET-a09f0cc19e74f515146526a6,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12870,EXTTARGET-85a994e50095ccd2fb7f2f68,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12871,EXTTARGET-3aa3c1f41de874471468af72,residual,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,
12872,EXTTARGET-10d39da8bdf687b7e7f401e6,canonical_primary_representative,EXTSEARCH-f4d89e6b7d8fb7457e45b5dd,linked_to_compacted_live_target,prior_wave_primary_representative
12873,EXTTARGET-a0bcfef64ac9521d5f98f831,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12874,EXTTARGET-260c21021ce3346dd8b96df3,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12875,EXTTARGET-0fc5de246f54a1361cdd8ce4,canonical_primary_representative,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,prior_wave_primary_representative
12876,EXTTARGET-7667bab9342f614d5de3c5f4,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12877,EXTTARGET-2af6253505f8b0d97fba6859,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12878,EXTTARGET-373b260345ee0bbcc1f76c62,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12879,EXTTARGET-89a6b1f1363349c9b1e74c9b,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12880,EXTTARGET-4cc90e42c12dc9897f543ec2,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12881,EXTTARGET-260c21021ce3346dd8b96df3,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12882,EXTTARGET-0fc5de246f54a1361cdd8ce4,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12883,EXTTARGET-7667bab9342f614d5de3c5f4,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12884,EXTTARGET-2af6253505f8b0d97fba6859,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12885,EXTTARGET-373b260345ee0bbcc1f76c62,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12886,EXTTARGET-89a6b1f1363349c9b1e74c9b,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12887,EXTTARGET-4cc90e42c12dc9897f543ec2,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12888,EXTTARGET-7d2305b2c1baab307a15ae8c,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12889,EXTTARGET-be2b2e111dfccf30a17cfbad,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12890,EXTTARGET-2c56918302c63415a6c20d8a,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12891,EXTTARGET-77f6ec2561b195b273da6ec6,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12892,EXTTARGET-5b69ed9618ec64b4bc3249ca,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12893,EXTTARGET-a28987edad309abb54d42d83,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12894,EXTTARGET-124df3904353d597f6cdc3fb,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12895,EXTTARGET-3a322c451c49eb18fae416a6,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12896,EXTTARGET-46fa959a9747bad48660d597,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12897,EXTTARGET-32857a15bf1e619d5d8cf6cb,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12898,EXTTARGET-3675fc475852eea26bc2453a,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12899,EXTTARGET-5ebc71664a690d402f6751f3,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12900,EXTTARGET-9dc4b2713f902bab9c81d9e5,residual,EXTSEARCH-9685828369f02946c2147c55,linked_to_compacted_live_target,
12901,EXTTARGET-b8e93fbde24b7c70c6b594e8,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12902,EXTTARGET-cc3ed6091385047145fe05d2,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12903,EXTTARGET-f0782fd511943f742656a700,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12904,EXTTARGET-fabc71557eade106263db4ba,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12905,EXTTARGET-f657f9a8965033a9c11ddc73,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12906,EXTTARGET-7a4efe014d7fbd0d4977c8b9,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12907,EXTTARGET-6b7d78c54c76a418d92a5ab5,canonical_primary_representative,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,prior_wave_primary_representative
12908,EXTTARGET-100442a7b7a2e974954a4dd3,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12909,EXTTARGET-cc3ed6091385047145fe05d2,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12910,EXTTARGET-f0782fd511943f742656a700,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12911,EXTTARGET-fabc71557eade106263db4ba,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12912,EXTTARGET-f657f9a8965033a9c11ddc73,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12913,EXTTARGET-7a4efe014d7fbd0d4977c8b9,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12914,EXTTARGET-6b7d78c54c76a418d92a5ab5,residual,EXTSEARCH-0c8d931118638160126c9ebb,linked_to_compacted_live_target,
12915,EXTTARGET-100442a7b7a2e974954a4dd3,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12916,EXTTARGET-ea1456b99ae3e6382e4f4632,residual,EXTSEARCH-2ab93a16cfa55781a6899bf2,linked_to_compacted_live_target,
12917,EXTTARGET-bba2a71836767cec1995a72b,residual,EXTSEARCH-2ab93a16cfa55781a6899bf2,linked_to_compacted_live_target,
12918,EXTTARGET-3057f933d55eb2f72b838d17,residual,EXTSEARCH-2ab93a16cfa55781a6899bf2,linked_to_compacted_live_target,
12919,EXTTARGET-4d2260c8b0d09e53b0ba6aa9,residual,EXTSEARCH-2ab93a16cfa55781a6899bf2,linked_to_compacted_live_target,
12920,EXTTARGET-b6b7aeb079f5b6d07db955ff,residual,EXTSEARCH-2ab93a16cfa55781a6899bf2,linked_to_compacted_live_target,
12921,EXTTARGET-24afc3b085ad892d7a4fa291,canonical_primary_representative,EXTSEARCH-2ab93a16cfa55781a6899bf2,linked_to_compacted_live_target,prior_wave_primary_representative
12922,EXTTARGET-74ac36011fa455c5b368b84a,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12923,EXTTARGET-b58d0fc8fdc75451f1911927,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12924,EXTTARGET-8001ef4231b1dcd16601ce4d,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12925,EXTTARGET-569eb1515d17b8494ef8d83c,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12926,EXTTARGET-b2e58ac0ef8c8d7a1cbf4da4,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12927,EXTTARGET-4eeabb8bdf75513e2299c0a2,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12928,EXTTARGET-a903f80341303eab56d67544,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12929,EXTTARGET-58a1a4b72bed80c7fe316d4c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12930,EXTTARGET-b58d0fc8fdc75451f1911927,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12931,EXTTARGET-8001ef4231b1dcd16601ce4d,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12932,EXTTARGET-569eb1515d17b8494ef8d83c,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12933,EXTTARGET-b2e58ac0ef8c8d7a1cbf4da4,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12934,EXTTARGET-4eeabb8bdf75513e2299c0a2,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12935,EXTTARGET-a903f80341303eab56d67544,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12936,EXTTARGET-58a1a4b72bed80c7fe316d4c,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12937,EXTTARGET-c7d3d65942964d44f5f1e5d4,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12938,EXTTARGET-68be3aaf89e6e87c356d143f,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12939,EXTTARGET-fc78b46fc278ed7818d1c6fe,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12940,EXTTARGET-aa7d9ffb38692e161b645ed1,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12941,EXTTARGET-c4618737b998b7d339e6d915,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12942,EXTTARGET-8581f4de244cafb2ae46f23b,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
12943,EXTTARGET-1a56371d6783a64da8cf0c3d,residual,,target_resolved_by_authoritative_bulk_join,resolved_by_authoritative_bulk_join
12944,EXTTARGET-70b61ccb6dc654c006676540,residual,EXTSEARCH-84529bca42fdc9c45189cb91,linked_to_compacted_live_target,
