residual_target_id,raw_target_id,raw_row_number,search_wave,prior_compacted_target_id,municipality,state,period,side_scope,department_scope,external_data_family,missingness_id,missing_external_variable,current_claim_family,current_evidence_status,likely_source_family,expected_claim_upgrade,search_priority,linked_root_event_id,linked_mechanism_exposure_event_ids,query_primary,query_repair,terminal_without_search,lane_id,lane_sequence,raw_resolution,superseded_terminal_status,resume_reason,resume_required,resume_precondition
RESIDUAL-f97cb40dd1e4d8e9e9b562ad,EXTTARGET-39706da09149e3e2a0c0a799,12241,external_search_wave_002_exhaustive_residual,EXTSEARCH-8801e47e30fd2174de208d7a,Meeme,WI,2026,unclear,unclear,implementation,EXTMISS-f7234f163fbc3123dce34d10,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-b928be1f82b2284f41b10f4e,MECHEXP-2f7215c67683ff3d86fe39da|MECHEXP-3044cc078c94436f8e25451a|MECHEXP-6e18decd1aad1260448724ca|MECHEXP-a465f6434bb68d6dd2aeddba,"""Meeme"" ""WI"" ""2026"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Meeme"" ""WI"" 2026 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,2181,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f98488c8f3ef13682eda0aae,EXTTARGET-900c975b93c38bb44e467924,7468,external_search_wave_002_exhaustive_residual,EXTSEARCH-36c9748e5e9f12d935ceef73,Grand Haven charter,MI,2024,fire,fire,benefits_and_total_compensation,EXTMISS-646d20af6c83b1b1f67d45ea,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-a0726a56872bf925e4df244c,MECHEXP-4e2dfa76b0e4372ed990583f|MECHEXP-7495edbdf500635bd14479a8|MECHEXP-74a11da2312d8c226eb7e4de|MECHEXP-a659adb8bdffa6b920597ef5|MECHEXP-e5aee062c2c4857b77475dde,"""Grand Haven charter"" ""MI"" ""2024"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Grand Haven charter"" ""MI"" 2024 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,1328,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9889af36f5a531fabac4588,EXTTARGET-d4a032a83fef148f2991a119,18792,external_search_wave_002_exhaustive_residual,EXTSEARCH-a376b47ecfb0dadfae09346a,Trenton,TX,2024,police,police,tenure_and_progression,EXTMISS-90189915ca7fdb45470dcdf2,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-e9d8332d9fc87a88aa885a1b,MECHEXP-3fbab8d4886bb3540aa9cef5|MECHEXP-40d6cdafdcfb0e17df284243|MECHEXP-921fbff240566294d09b0891|MECHEXP-d65a086c2bce01f629ff011b,"""Trenton"" ""TX"" ""2024"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Trenton"" ""TX"" 2024 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,3346,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f98a58ab9c0fe564c6e82e1f,EXTTARGET-7866ef832f398ed0e81c0ac5,13381,external_search_wave_002_exhaustive_residual,EXTSEARCH-859c160b31b99ea1f683ee62,Mullen,NE,2021,unclear,unclear,tenure_and_progression,EXTMISS-f043282b3d5fd91369ec45fb,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",across_the_board_raise,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-f2352352e18f18991f29be2c,MECHEXP-3b0de84f1aa3b2f0e9716b7c|MECHEXP-545ac6e7073f13a2386c2fe6|MECHEXP-6b4be79cce20e5d4edcd8a44|MECHEXP-a1d265862b8ab16dbb9f2720|MECHEXP-c8c731f4557979e2a8e593f4|MECHEXP-f5b48e8e16c4fde392cc1e2d,"""Mullen"" ""NE"" ""2021"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier across_the_board_raise municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Mullen"" ""NE"" 2021 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2386,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f98ea21a663af5d9320c07c5,EXTTARGET-7f311769420ee3cfd8ab64fc,14425,external_search_wave_002_exhaustive_residual,EXTSEARCH-88054707e149eff3bd8f08b0,Ocean Ridge,FL,2023,unclear,unclear,implementation,EXTMISS-710d3259aba880d7fd25a928,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-f9f0fed797b1980f25207b01,MECHEXP-037119bf67485993eeaba569|MECHEXP-0932b41562e6b4d98dbf7025|MECHEXP-356a8b16aa0abf4e3d2c0eeb|MECHEXP-4256dcf4ffc0d7ccb574dbef|MECHEXP-8cfff03fd44a1ac55a69f875|MECHEXP-b21ea07963b4ae619f01d2b1|MECHEXP-e40f0bab513bf8bb1e78e26d,"""Ocean Ridge"" ""FL"" ""2023"" unclear unclear payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Ocean Ridge"" ""FL"" 2023 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2569,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f992aba31b61ae004d206302,EXTTARGET-f455e01f9b3f447c9c7865a1,14661,external_search_wave_002_exhaustive_residual,EXTSEARCH-160d4667a21f0b4f0a44cfe5,Orange,MA,2022,unclear,unclear,recruitment_and_retention,EXTMISS-6dce5bc5f6b24cfd973c7815,"applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests recruitment and retention pressure with comparable administrative outcomes,Tier 1,ROOTCOMP-e6dfd39f5e8d0cd6584a47ee,MECHEXP-10b3f667333c7443a50308cc|MECHEXP-3569c535f57770bb0f7e5683|MECHEXP-67410e438e5de7fbe17bcd76|MECHEXP-8d76014906259676a852a333|MECHEXP-b5c395169409ac3856203c63|MECHEXP-ddbadc1b5eac7f9c1c584b31,"""Orange"" ""MA"" ""2022"" unclear unclear applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Orange"" ""MA"" 2022 recruitment_and_retention applicant counts, turnover, retention, vacancy duration, recruitment and compensation studies (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2611,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f99af17048c9cbd8878fc87f,EXTTARGET-8855472db2e6fdf286ed379a,7036,external_search_wave_002_exhaustive_residual,EXTSEARCH-f054f60c0f6a5c41dcaf9843,Gaylord,MI,2019,police,police,payroll_and_earnings,EXTMISS-36c7454ddce3d66ab167fe12,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-b36e5aa0d59fa72998caf2ec|ROOTCOMP-e5fa5b5befbbbc6742838f79,MECHEXP-3a14ba526a96119af6423609|MECHEXP-3b270ea9fbecf061cfafae06|MECHEXP-4d9cc9efc8e2a5f1efc41e4d|MECHEXP-69fde4cc2ceecaa1dffaf9bb|MECHEXP-8c812faddc815db3b4dc56d2|MECHEXP-9d7570afdcf1c9fbfaf04498|MECHEXP-e89868eeb3e2688776a653ae,"""Gaylord"" ""MI"" ""2019"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Gaylord"" ""MI"" 2019 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1252,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f99b73657533e3a7a0877a53,EXTTARGET-75373eaaec905f86c5ed33dd,13726,external_search_wave_002_exhaustive_residual,EXTSEARCH-9ee7c79d980a1b6d6a9c37e1,New Richmond,IN,2021,unclear,unclear,benefits_and_total_compensation,EXTMISS-e8b7b6360dbd26e53eca05f9,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",non_base_compensation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-33f2764f871f702b63bdfd4c|ROOTCOMP-ee0b1cd474140ce6e042dc94,MECHEXP-11b237196dde241ee3e4a9cd|MECHEXP-1ff1a12b9eca2f525c0e9922|MECHEXP-5888bb3e963a2e2911da169d|MECHEXP-7b9535d5b7b72efa9d1a4079|MECHEXP-d3494e32143e4975c6c2422c|MECHEXP-e27e818215886424a43d5a3f|MECHEXP-fc7f5a39f5d3e8f9532b4c02,"""New Richmond"" ""IN"" ""2021"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects non_base_compensation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""New Richmond"" ""IN"" 2021 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2446,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f99c18ff5f618d56066fb1cf,EXTTARGET-cf79b4b7dadef523d56cc423,8768,external_search_wave_002_exhaustive_residual,EXTSEARCH-d790bceff1530a49c2db952a,Highspire,PA,2022,unclear,unclear,tenure_and_progression,EXTMISS-5bcc8910c79ebc631a2225d4,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-57cbfeb99753c04dd8c4ef20,MECHEXP-1aeaf7fd2012c5d64f909cdc|MECHEXP-5698ad1f4a2f61d4f7c76bf1|MECHEXP-654ca23a96482360441169ad|MECHEXP-d9d33bccf6840f3aabbf058b|MECHEXP-e857b4d3dd5c6cf2240001bf,"""Highspire"" ""PA"" ""2022"" unclear unclear employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Highspire"" ""PA"" 2022 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_001,1562,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9a571089eeea4d6f8af5e5d,EXTTARGET-d75e7260d89dea3352be12ea,6150,external_search_wave_002_exhaustive_residual,EXTSEARCH-459a52336706d31a63699855,Ferdinand,IN,2026,fire,fire,tenure_and_progression,EXTMISS-88ec0f03a36a7e0650843d1d,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-f69706728f9124461a913729,MECHEXP-53b33c27760f35891265ce01|MECHEXP-6a265811d0d6d3c7a6a1f597|MECHEXP-92b902e12975936f7a6d6fa5|MECHEXP-cf6a970af4ef59afc96eed64|MECHEXP-d7700f870a55a0cfb7224c6e|MECHEXP-e68396468df2dbff77ed17a9,"""Ferdinand"" ""IN"" ""2026"" fire fire employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Ferdinand"" ""IN"" 2026 tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_005,1093,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9a92b9d207fbb206015fb3f,EXTTARGET-e5f9c855d86a7c4aab726332,9636,external_search_wave_002_exhaustive_residual,EXTSEARCH-2e816333db46979d9cdebbf7,Jefferson,WI,undated-source-BRMGRS-20260802-0bce5c22ecaea5b317c6730e,police,police,tenure_and_progression,EXTMISS-111f0b594e9eb9b339e15db5,"employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",distinguishes contractual progression from compositional or tenure differences,Tier 2,ROOTCOMP-56b0714c63c7f6813c1a3669|ROOTCOMP-8b5dd73fbbe325cfe5069b7f|ROOTCOMP-9860db1aefdbfb1426a381c5|ROOTCOMP-efe872c93eea53daaf7b6533,MECHEXP-05dc08e5e14542d3ec716000|MECHEXP-1be92bb3ae6b6f7a9530e0e1|MECHEXP-1d21fe5b595af09903a9c8f8|MECHEXP-311efd371182a991eee6d7ba|MECHEXP-3e81981f601687de58122b2e|MECHEXP-5d0140f6a26ae13810878e7d|MECHEXP-954ef02169595eb9d417bbf1|MECHEXP-9918c2b43f93c7e53d65a4e3|MECHEXP-ab92c2ee0caec1e441b4ca2c|MECHEXP-de20da81a8391fa535ca3731|MECHEXP-e44a44ccd722c3f7839e6356|MECHEXP-eb980c11c348b804ae7f16e2|MECHEXP-ebbc549be8f7af2b57492f34|MECHEXP-f7354cc8edc19b3f84b4b078|MECHEXP-f8e154341309f71c34392e13,"""Jefferson"" ""WI"" ""undated-source-BRMGRS-20260802-0bce5c22ecaea5b317c6730e"" police police employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Jefferson"" ""WI"" undated-source-BRMGRS-20260802-0bce5c22ecaea5b317c6730e tenure_and_progression employee tenure, step placement, rank progression, promotion timing, incumbent and new-hire tier (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1717,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9aaf19a3e197fef7fb60e4a,EXTTARGET-285efbbe3267531beab5db3b,7631,external_search_wave_002_exhaustive_residual,EXTSEARCH-608c7966fa31ece98090076f,Greece,NY,2024,police,police,payroll_and_earnings,EXTMISS-5446f5435035d57e7c57ea4d,"actual wages paid, total earnings, overtime, premiums, retroactive payments",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-2c8876bfe3258dade39756b4|ROOTCOMP-cbc524f9cc45a70fa8e69982,MECHEXP-21041f2cbc2afb57c9716f11|MECHEXP-5837bb3cc2d12b9764917320|MECHEXP-b59df8bc8f1851d6cfcd313f|MECHEXP-c2b9a28d97a6b5e973ab4ad2|MECHEXP-dea13af393de62192445bcdf|MECHEXP-eb23235447519a871ebc10f7|MECHEXP-edbdbbba7a72ca607a925cc9,"""Greece"" ""NY"" ""2024"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Greece"" ""NY"" 2024 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,1357,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9abb1168d59cebf66544dc3,EXTTARGET-f8139bd399beb661de58fd05,8678,external_search_wave_002_exhaustive_residual,EXTSEARCH-ac720d1c55cb65693093c9e6,Hazen,AR,2023,police,police,implementation,EXTMISS-01a9184a8e913c1b68e1a20d,"payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",confirms whether negotiated or adopted terms became operative and paid,Tier 1,ROOTCOMP-e9fb536041986c9ead2da26e,MECHEXP-1180334e59e1fd5eac64b2a3|MECHEXP-320bcfb76727799e5abc4397|MECHEXP-796b2aea7a3519f3a186a6bf|MECHEXP-8b77ecebcf3d4700b4314bf9|MECHEXP-dff24c0d09f9a9b40d0c50d9,"""Hazen"" ""AR"" ""2023"" police police payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Hazen"" ""AR"" 2023 implementation payroll-effective date, ordinance adoption, budget appropriation, contract ratification, payment confirmation (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1546,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9abd98246f425f3c766fe1b,EXTTARGET-9c065b27666a809d5a190775,6665,external_search_wave_002_exhaustive_residual,EXTSEARCH-50730ffb68758172de94484a,Franklin,OH,2020,police,police,payroll_and_earnings,EXTMISS-e486497cd37b1059b11c4007,"actual wages paid, total earnings, overtime, premiums, retroactive payments",budget_pay_plan,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",upgrades implementation from documented term to paid outcome,Tier 1,ROOTCOMP-40cdbaf045de6c25a6d4b153|ROOTCOMP-db70054b6f75fc323344a2bb,MECHEXP-09893cd0006b0e8558b61a05|MECHEXP-14886cb407dff4dc05de9177|MECHEXP-14bbe3f7243377320b7f81c5|MECHEXP-221828094f5ae401ea3eba19|MECHEXP-2306c38a2a2a28c2097e0d2d|MECHEXP-40205db9ee43338b9fa8d5a5|MECHEXP-740975764638b4cad7c3c069|MECHEXP-904c9b2f680a4e129171965a,"""Franklin"" ""OH"" ""2020"" police police actual wages paid, total earnings, overtime, premiums, retroactive payments budget_pay_plan municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Franklin"" ""OH"" 2020 payroll_and_earnings actual wages paid, total earnings, overtime, premiums, retroactive payments (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,1185,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9b0d9a69d614df91e667397,EXTTARGET-693b2dcb3421f13fd9856acf,13320,external_search_wave_002_exhaustive_residual,EXTSEARCH-5cba036243bef3b3dc715c87,Mountain Village,CO,2015,unclear,unclear,benefits_and_total_compensation,EXTMISS-4dce5e53daf4981272bb521c,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-335fd8dff1cadf74ddf9810c|ROOTCOMP-9ffa0328e5791e5628bd6afe|ROOTCOMP-d8599a696a3df82a05cccbb1,MECHEXP-09f5b85ed599f54613ad04f0|MECHEXP-1ed9a92948e2dff90caa248a|MECHEXP-493db6362d037ee6ccfe6182|MECHEXP-4b6218173963f53542e4b43e|MECHEXP-59f1cfcfc587beac01e37b68|MECHEXP-71365a3bfc9318e9f7993a66|MECHEXP-9135594b0f13f2019ec0ffca|MECHEXP-b38d3603efc331af127410b3|MECHEXP-bba50ba9e1b83a27da1e8fe7|MECHEXP-c54bc57d1fc5f20847068314|MECHEXP-cb3820f127bf56d24906c944|MECHEXP-d6c1663b063aa44276f1f6b9|MECHEXP-de2b6830329c12a55bb4a6a8|MECHEXP-e4a8260ef445348e208e91a8|MECHEXP-e555bc5983aa5591b72a9dae,"""Mountain Village"" ""CO"" ""2015"" unclear unclear pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Mountain Village"" ""CO"" 2015 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,2375,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9b3073430587a73967bf3b5,EXTTARGET-ad130ba6259e038553be87f7,14118,external_search_wave_002_exhaustive_residual,EXTSEARCH-ce08d6de1e4763fed4bc585d,North Sewickley,PA,2025,police,police,benefits_and_total_compensation,EXTMISS-b054f0af26bfea1e8b2d1eb1,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",step_schedule_seniority,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-01f7edd8a3539c41f23103f7|ROOTCOMP-7a67745cf1bb049c45dc8922,MECHEXP-23a7f849bb4a463f3a30ef82|MECHEXP-28fb13ee292c8b3f588ad6d6|MECHEXP-6a111cb8e86fd05502cc2bf0|MECHEXP-725bb55cd5bf539a19ed56b8|MECHEXP-90c0dab6a9ec31f2cba30f03|MECHEXP-c67e5e5299b31d7a04915d17,"""North Sewickley"" ""PA"" ""2025"" police police pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects step_schedule_seniority municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""North Sewickley"" ""PA"" 2025 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_004,2515,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9b338eef9880b0529f96765,EXTTARGET-5de52655ffd6faeb2d3b8ba5,8388,external_search_wave_002_exhaustive_residual,EXTSEARCH-12b12683d9eaafd6f179182b,Harrison,NY,2024,police,police,staffing_and_headcount,EXTMISS-8ac0480f6553448b255cbb74,"authorized positions, filled positions, vacancy rate, layoffs, attrition",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",tests vacancy and staffing-reduction mechanisms with denominators,Tier 1,ROOTCOMP-125a7062c0abe4ead5264b8b|ROOTCOMP-79bc94c9ee57f39162a29de5,MECHEXP-04f01db7b75b980b7e1894d0|MECHEXP-550af00ee628584e66547bcf|MECHEXP-7e6cfaf5f242cc40564e5a31|MECHEXP-90467d0a8c8a4ef81a3e0824|MECHEXP-9111854867664157e93dcc19|MECHEXP-9d25e83a65a571b9f9392f24|MECHEXP-bfe971943389c7cc83cfb715|MECHEXP-d01022c7e34f8a2667670946|MECHEXP-d2c9750c3ebbae68aa2445da,"""Harrison"" ""NY"" ""2024"" police police authorized positions, filled positions, vacancy rate, layoffs, attrition retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Harrison"" ""NY"" 2024 staffing_and_headcount authorized positions, filled positions, vacancy rate, layoffs, attrition (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_003,1493,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
RESIDUAL-f9bb492536adbe17e8fe3a98,EXTTARGET-07916aa9f6281b8a8adbad46,20866,external_search_wave_002_exhaustive_residual,EXTSEARCH-44afce28590699e6c19fdc73,Wooster,OH,2021,fire,fire,benefits_and_total_compensation,EXTMISS-bd9029fd5efd350be2ac79f7,"pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects",retroactivity_implementation,implemented,"municipal payroll/open data, adopted budget, HR report, Census/USDA",separates wages from benefits and measures recurring total-compensation effects,Tier 2,ROOTCOMP-180f3edc174553f4f3c5877f|ROOTCOMP-59664aa4f94b5bdcb4e32079,MECHEXP-0ef6756bca25ce6ba79404c1|MECHEXP-330a230cfeb57b181cd10616|MECHEXP-4d0e3d9515a1aa77bc5973ca|MECHEXP-8f1a2824a40c424a7a5960e4|MECHEXP-c2b143044c68d127016128bb|MECHEXP-e63e72367e523eaa5992492c,"""Wooster"" ""OH"" ""2021"" fire fire pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects retroactivity_implementation municipal payroll/open data, adopted budget, HR report, Census/USDA official municipal administrative record","""Wooster"" ""OH"" 2021 benefits_and_total_compensation pension contributions, health-cost shares, leave, premium eligibility and take-up, minimum-staffing overtime effects (site:.gov OR site:.us) filetype:pdf",,residual_search_lane_002,3717,linked_to_compacted_live_target,zero_candidate,global_category_B_zero_source_transition,true,fresh transport preflight Category A and successful production probe
