absolute_difference,aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,duplicate_representations,formula,magnitude,mechanism,municipality,non_safety_value,pay_basis,percentage_difference,period,ratio,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,safety_value,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,staffing_review_class,staffing_type,state,stored_percentage,strict_eligibility,unique_mechanism_events,unique_municipalities,unique_root_events,unique_sources,unit_type
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_184103,,,,undated-source-B4X2500LIVE-20260729-008912,,"[""743""]",STAFF-3,,,AGGRES-193b10d50c5bcb17bf2e3170,,uphold_tier_3_directional,fire,"s largely attributed to a $4.7M favorable variance in health insurance, offset by a $2.1M unfavorable variance in other fringe benefits. • Transfers Out – no projected variance As of September 30, 2022, the vacant positions included: • City employees: 352 vacancies, or 12.8% of the budgeted 2,751 full-time equivalent (“FTE”) employees • Police: 67 vacancies, or 8.3% of the budgeted 812 FTEs • Fire: 60 vacancies, or 8.1% of the budgeted 743 FTEs The City is projecting a year-end surplus of $5.1M. • This projection includes $51.8M in ARPA funds • It is early in the year and subsequent events could have a significant impact on the City’s operations • The City is not projecting any budgetary difficulties for 2022-23 Interim Vice-Chair asked for clarification of the ARPA funds expended to date. Of the $55.4M disbursed as of June 30, 2022, $51.0M has been used as revenue r","{""character_end"": ""111458"", ""character_start"": ""111455"", ""column"": """", ""page"": ""49"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-8a9753ec6ec4d3325de1cf3a,EXTRECON-51f39d21f87642a18396e9cb,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_184103,,,,undated-source-B4X2500LIVE-20260729-008912,,"[""8.6""]",STAFF-3,,,AGGRES-8531e9b16465d6c1e144fc0c,,uphold_tier_3_directional,police,"e attributed to lower than projected staffing (i.e., vacancies) in the amount of $3.8 million, a decrease in service contracts of approximately $1.0 million, and the purchasing of supplies of approximately $0.9 million. Both the fire and police departments provide critical public health and safety functions and have minimum manning requirements. The police department is currently at 91.4 percent staffing capacity with 70 vacancies, an 8.6 percent vacancy rate. There are approximately 27 police recruits/trainees at this time; those recruits have completed their academy training and have begun their field training in February 2023. The recruits are included in the headcount but are not eligible to be deployed independently. Those recruits have recently started their field training, where they work under the supervision of a senior patrol officer. Including this count, the C","{""character_end"": ""214623"", ""character_start"": ""214620"", ""column"": """", ""page"": ""86"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-8a9753ec6ec4d3325de1cf3a,EXTRECON-93d6c000f62ceabfe0b468ea,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_171263,,,,2021,,"[""4""]",STAFF-3,,,AGGRES-f2d7c2d809c5034d4bc55f17,,uphold_tier_3_directional,police,", prosperous, innovative and unified͘ &ŝƐĐĂů>ĂŶĚƐĐĂƉĞ ^everal risŬ and opportunity areas emerged as important financial and operational factors in developing the adopted ďudget͘ dhese areas considered in the ďudget development process included the following͗ === PAGE 11 === ii • ^taff retention and recruitment͗ staffing levels continue to ďe a priority and area of concern, with the City eǆperiencing a ϭϮ͘ϭϮй vacancy rate through pril ϮϬϮ4͘ dhese vacancies are occurring in the Police sworn officers ;ϭϲ͘Ϯ4йͿ, &ire ranŬ ;ϴ͘ϭϵйͿ, Emergency Communications ;Ϯϱ͘4йͿ and dransit ;ϭϱ͘ϮϴйͿ͘ • ^ales taǆ lost revenues͗ Net loss of more than Ψϵ million from the sales taǆ agreement eƋuating to approǆimately ΨϬ͘Ϭϲϯ of ad valorem taǆes͘ • Dunicipal cost inflation͗ dhe municipal cost indeǆ has ďeen up Ϯ4͘ϭϳй since Darch ϮϬϮϬ͘ s provided ďy merican City and County, this indeǆ tracŬs the cost of g","{""character_end"": ""32397"", ""character_start"": ""32396"", ""column"": """", ""page"": ""11"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-25b9b618cd0ff3a0c5096fc5,EXTRECON-a453ec501b190e0ed5a80579,descriptive_channel_consistent,vacancy_rate_explicit,NC,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_106593,,,,2022,,"[""1,642,680.00""]",STAFF-3,,,AGGRES-3a15a24781458b941b60674b,,uphold_tier_3_directional,fire,"6011150 3 Fire Driver Engineer ($38,866 ea) 17 35,876.31 13,660.06 49,536.37 49,536.37 274035210 6011150 6 Firefighter I ($33,684 ea) 13 62,185.85 25,838.71 88,024.56 88,024.56 27403xxxx 6011150 Certifications - 15 new positions 9,600.00 734.40 10,334.40 10,334.40 15 287,037.86 287,037.86 274-03-1201 6011150 12 SAFER Grant - Heavy Rescue Unit 12 new positions 18 Firefighter from existing vacancies 1,642,680.00 1,642,680.00 33 Total Fire Department 2,345,838.42 1,929,717.86 * * ITEMS SHADED ARE INCLUDED IN PROPOSED BUDGET 4 10/18/2022 === PAGE 246 === AUGUSTA, GEORGIA 2023 NEW PERSONNEL/UPGRADES For Informational Purposes - Not Included in Proposed Budget (unless otherwise noted) Object Annual Cost Administrator Department Org Key Code Quantity Job Title Grade Salary Benefits Total Recommended Airport Security 5510","{""character_end"": ""285786"", ""character_start"": ""285774"", ""column"": """", ""page"": ""249"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-50a91f5dd2a99eae248ea3b3,EXTRECON-cb931ff5a1cee2e31fd82671,descriptive_channel_consistent,vacant_positions,MI,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_102595,,,,2023,,"[""14""]",STAFF-3,,,AGGRES-83ebe0b2e30c80c35d34b31b,,uphold_tier_3_directional,fire,"Illinois Public Labor Relations Act. 81 Page 90 of 121 === PAGE 91 === ARTICLE 47 FILLING OF VACANT POSITIONS This Article applies to the filling of a vacancy in a bargaining unit position caused by a separation from employment or promotions, provided the Village has decided to fill such vacancy. Lateral transfers covered by the Section shall proceed as follows: I. Vacancies shall be posted at each fire station for a period of fourteen (14) days. Any lateral transfer requests must be submitted to the Fire Chief or his designee within this fourteen day posting period. II. In the event more than one (1) employee submits a timely transfer request to the Fire Chief or his designee for the position, the vacancy shall be filled by granting the request submitted by the employee with the greatest departmental seniority, provided such employee is deemed qualified for such position b","{""character_end"": ""164409"", ""character_start"": ""164407"", ""column"": """", ""page"": ""92"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-fd4573cfde43056a5992276b,EXTRECON-89d1edf7a90c013e863c57db,descriptive_channel_consistent,vacant_positions,IL,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_207913,,,,2021,,"[""-25""]",STAFF-3,,,AGGRES-1741ca5ef3246df3d08ad774,,uphold_tier_3_directional,police,"d to the Union for review DISCUSSION: Using the same time frame as previously reported, as of May 1, 2026, the City of San Bruno does not exceed AB 2561’s identified 20% vacancy rate, as detailed in the data below. This information was provided to the Union representatives on May 14, 2026. Overall, the City’s concerted efforts to improve employee retention and recruitment demonstrated a significant improvement in vacancy rate from 12% in 2024-25 to 10% in 2025-26. The Police, Public Safety Mid-Management, and Miscellaneous bargaining units all experienced a reduction in the 43 of 56 Item 7a. === PAGE 44 === Honorable Mayor and Members of the City Council May 26, 2026 Page 2 of 6 number of vacancies from the prior year. The civilian Mid-Management bargaining unit remains steady at 17% vacancy and Fire had a temporary increase in the group’s vacancy rate as of May 1, 2026, due to pro","{""character_end"": ""124262"", ""character_start"": ""124259"", ""column"": """", ""page"": ""44"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-b05dea29b2ed901a12d2b209,EXTRECON-ec922325c21e9c612540f38f,descriptive_channel_consistent,vacancy_rate_explicit,IL,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170800,,,,undated,,"[""4.7%""]",STAFF-3,,,AGGRES-06d5c8b7a7541489f7e8c775,,uphold_tier_3_directional,fire,"e City. Executive Director Robe stated Corporation Counsel was invited to discuss this during executive session at today’s meeting. As of December 31, 2024, vacant positions continue to remain unfilled as budgeted full time equivalent (“FTE”) positions were 2,765 FTE and 2,470 were filled, resulting in 295 vacancies, or a 10.7% vacancy rate. The police department FTE was budgeted at 812, with 774 filled, resulting in 38 vacancies, or a 4.7% vacancy rate. The fire department FTE was budgeted at 743, with 709 filled, resulting in 34 vacancies, or a 4.6% vacancy rate. Historically the City averages between 9-12% vacancy rate at the end of the 2nd quarter. Chair Pro Tempore Floss asked if the 10% staffing cut mentioned by the Mayor at the last Board meeting is reflected in the 2nd quarter report. Principal Analyst Link confirmed the numbers do not reflect the stated cuts as t","{""character_end"": ""9164"", ""character_start"": ""9160"", ""column"": """", ""page"": ""5"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-7ab9ccc39bde28dc6deb8993,EXTRECON-ed5de41576aa2c608676a232,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170800,,,,undated,,"[""743""]",STAFF-3,,,AGGRES-341b8ad474aba91373898dc5,,uphold_tier_3_directional,fire,"ied the $3.6M is within the $12.3M assigned fund balance, the other $8.7M is for encumbrances. Robe’s comment is that those funds are designated for the subsequent years budget. As of September 30, 2024, the vacant positions included: • City employees: 267 vacancies, or 9.7% of the budgeted 2,765 full-time equivalent (“FTE”) employees • Police: 30 vacancies, or 3.7% of the budgeted 812 FTEs • Fire: 21 vacancies, or 2.8% of the budgeted 743 FTEs Chair Pro Tempore Floss asked how many officers are expected to reach retirement age. Principal Analyst Link stated the number has been declining and is approximately 20 FTEs for the police department and 32 employees for the fire department. Mayor Scanlon stated this is the closest police and fire have been to being fully staffed over the last 13 years. Executive Director Robe provided the following summary: • The adopted bud","{""character_end"": ""54280"", ""character_start"": ""54277"", ""column"": """", ""page"": ""25"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-7ab9ccc39bde28dc6deb8993,EXTRECON-7fce057ef4eefa02e031400e,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170800,,,,undated,,"[""March 31, 2025""]",STAFF-3,,,AGGRES-a06f0266e67b1e88987a2c0d,,uphold_tier_3_directional,fire,"cers, for 2025-26, an increase of $1.7 million over the 2024-25 budget amount of $11.2 million. Overtime has historically been under budgeted and has been funded largely through departmental vacancies and fund balance. The City will not have adequate resources to fund overtime in 2015-16 based on the current attrition savings built in the proposed budget. DRAFT === PAGE 59 === 22 The fire department has 56 vacant positions as of March 31, 2025, between firefighters (48) and civilian positions (8). The City does not plan on including a fire recruit class in 2025-26. The fire department's budgeted personal service costs, including firefighters and the civilian workforce, is $70.8 million, which is increasing by $1.5 million, or 2.1 percent. Annual salaries are budgeted to increase by $0.6 million to $58.5 million and overtime is increased by $1.1 million to $8.0 million. All oth","{""character_end"": ""156900"", ""character_start"": ""156886"", ""column"": """", ""page"": ""59"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-7ab9ccc39bde28dc6deb8993,EXTRECON-75218c9866085fd3703222a6,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_131402,,,,undated,,"[""March 31, 2024""]",STAFF-3,,,AGGRES-a0cd4d8374719cf84246a48b,,uphold_tier_3_directional,fire,"The City has budgeted $11.3 million for police department overtime for 2024-25. Overtime was budgeted at $9.7 million for the 2023-24 fiscal year and is projected to exceed the budget by $4.0 - $4.3 million for an approximate year-end total of $13.7 - $14.0 million. Overtime has historically been under budgeted and has been funded largely through departmental vacancies and fund balance. The fire department has 73 vacant positions as of March 31, 2024, between firefighter and civilian positions. The City plans on running at least one, possibly two, fire academy classes of 25-30 recruits in 2024-25, dependent on current employee attrition. The fire department's budgeted personal service costs, including firefighters and the civilian workforce, is $69.5 million, which is increasing by $1.5 million, or 2.2 percent. Annual salaries are budgeted to increase by $0.4 million to $58.1 million","{""character_end"": ""99176"", ""character_start"": ""99162"", ""column"": """", ""page"": ""33"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-8e8cb6d781e217e3948da9b1,EXTRECON-09b3021588b23e7bd33a75de,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_131402,,,,undated,,"[""24.8""]",STAFF-3,,,AGGRES-2ccd0e359d5465df07f7e4e8,,uphold_tier_3_directional,police,"its are expected to begin their field training in July 2024, which would place the recruits in the field under the supervision of a senior patrol officer. Total non-deployable officers and vacancies total 80 FTE’s, or 9.9 percent, as of March 31, 2024. Non-sworn police department personnel are budgeted at 208 FTE’s, with 175 filled, creating a vacancy of 33 positions, or 15.9 percent. Approximately 76 out of the 306 current vacancies, or 24.8 percent of vacancies, are in the police department. The fire department has 743 FTE uniformed officers budgeted, and currently, 679 of those positions are filled. As of March 31, 2024, there were 64 uniformed vacancies in the fire department, as well as approximately 16 employees on long-term injured-on-duty disability, for an effective vacancy of 80 FTE’s or 10.8 percent of the department’s firefighters. There are 9 non-uniform vacanc","{""character_end"": ""172963"", ""character_start"": ""172959"", ""column"": """", ""page"": ""59"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-8e8cb6d781e217e3948da9b1,EXTRECON-907e78c3e6fb14d56e5264a1,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_100234,,,,2020,,"[""39,500""]",STAFF-3,,,AGGRES-2e1201ada4a6822aaf0900d8,,uphold_tier_3_directional,police,"cally since 1987, the LEMAS survey collects data on a range of topics from a nationally representative sample of general-purpose state and local law enforcement agencies. General-purpose agencies include municipal, county, and regional police departments; most sheriffs’ offices; and primary state and highway patrol agencies. === P 76 === Highlights === LI 77 === There were 64,200 full-time sworn vacancies reported across all agency types, with 39,500 vacancies in local police departments, 16,300 in sheriffs’ offices, and 8,400 in primary state agencies. === LI 78 === Among the 55,000 full-time sworn personnel hired, 81% were entry-level hires and 16% were lateral hires. === LI 79 === Agencies employing fewer than 500 full-time equivalent (FTE) sworn personnel were more likely to have lateral hires than agencies employing 500 or more FTE sworn personnel. === LI 80 === Among the 57,400 full","{""character_end"": ""4939"", ""character_start"": ""4933"", ""column"": """", ""page"": """", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-24a9a74b320daa22f5848104,EXTRECON-de9495741d9ec23ab140ba88,descriptive_channel_consistent,vacant_positions,AK,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_161620,,,,2025,,"[""26""]",STAFF-3,,,AGGRES-74eb85a97fbbc6374a1b45bd,,uphold_tier_3_directional,police,"epend on the collec�on services will be able === PAGE 60 === Washington County Proposed Budget FY 2025-26 Questions and Answers Number Source Topic Question Answer Last updated: May 16, 2025 to con�nue to rely on the good collec�on service provide in Washington County. 9. Budget Commitee Member Melissa Laird Sheriﬀ’s Oﬃce How many Sheriﬀ’s Oﬃce posi�ons are currently open? The number of Sheriﬀ’s Oﬃce vacancies AFTER the 26 eliminated posi�ons by classiﬁca�on are as follows: 5- Admin Spec. 1-Sr Admin Spec. 2- Corporal 1-Criminal Records Asst. Manager 21-Deputy 5- Jail Deputy 2-Detec�ve (funded by DA) 1-Mental Health Spec. 2- Program Coordinator 2- Sergeant 10. Budget Commitee Member Chair Harrington Public Safety & Jus�ce Is the proposed budget chart and the slice of 41.5% on page 137 regarding requirements accurate? Yes, the grap","{""character_end"": ""104765"", ""character_start"": ""104763"", ""column"": """", ""page"": ""60"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-1aa97fc7d1bdd91d52e3264c,EXTRECON-b87849549b91742b2fe40c01,descriptive_channel_consistent,vacant_positions,FL,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_212039,,,,2026,,"[""-26,""]",STAFF-3,,,AGGRES-9a028ae06f61cb619c930976,,uphold_tier_3_directional,fire,"acancy,” even though these codes are for the Metro West Detention Center and Pretrial Detention Center, per INFORMS. 2. Over 25 Correctional Officer positions contain blank position numbers, which will limit the ability to compare the information with Position Management to confirm the existence of the position. Page 4 of 11 === PAGE 5 === ATTRITION & VACANCIES B. Fi re Rescue Miami Dade-Fire Rescue has 93 vacant positions budgeted for FY 2025-26, with 21 positions funded by the general fund ($2.22 million), per the Office of Management and Budget (OMB). C. Pa rks, Recreation and Open Spaces PROS has 258 vacant positions, for FY 2025 -26, with no positions funded by the general fund, per the Office of Management and Budget (OMB). Per the Department, the overall attrition rate considered in the FY 2025 -26 Proposed Budget is approximately 15.5%, representing $31.35 million in personne","{""character_end"": ""5783"", ""character_start"": ""5779"", ""column"": """", ""page"": ""5"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-926c6965f7dd83ff443f43ab,EXTRECON-a3cfba4199abb7c0caf26d00,descriptive_channel_consistent,vacant_positions,MI,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_176477,,,,2024,,"[""2022,""]",STAFF-3,,,AGGRES-d7983b3dd68501caa81ad61e,,uphold_tier_3_directional,police,"uring the 2022 August interim, the Legislature approved DOC repurposing certain operational savings from the new prison to provide a second phase of salary increases, equaling about a 13% average bump in salaries for correctional officers. This second adjustment brought salaries into the top quartile for sworn officers in law enforcement agencies statewide. While DOC still reports high vacancies for officers and saw record-setting turnover in FY 2022, the department is seeing recent improvement due to increased funding. Since this most recent pay increase, monthly applicants to the Department increased to 134 in August, and 171 in September, up from lows of 61 in June and 58 in July. Additionally, officers leaving the agency dropped to 5 in August and 9 in September, down from a high of 21 in May. === P 1132 === The current vacancy rate still requires mandatory overtime from officers through","{""character_end"": ""200658"", ""character_start"": ""200653"", ""column"": """", ""page"": """", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-54c07c4053732cf8b3d765b2,EXTRECON-3b41584b6852a4afd6e2d34b,descriptive_channel_consistent,vacant_positions,UT,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_131431,,,,2024,,"[""-26""]",STAFF-3,,,AGGRES-6a1523b9c80e2e04c95a0ffc,,uphold_tier_3_directional,police,"y savings to partially offset overages in overtime which have not been sufficient over the last number of years. In addition, the City has increased services by $4.4 million, utilities by $0.2 million and supplies by $0.2 million. These increases are carried forward at 2.0 percent a year over the Financial Plan. The City has experienced attrition in the police department and had over 85 vacancies at the end of the third quarter during 2025-26. The fire department is increasing by $5.5 million, or 7.6 percent, over the prior-year budget for a total departmental cost of $78.2 million. Personal service costs are increasing $2.7 million, supplies are increasing $1.6 million, and services are increasing $1.2 million. Overtime is projected to increase $6.3 million and is offset by a decrease of $4.3 in annual salary. Annual salary includes increases for step progression for both c","{""character_end"": ""131151"", ""character_start"": ""131148"", ""column"": """", ""page"": ""53"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-cf2b04622deefd4f8d2f356a,EXTRECON-f76e7d6baaa300201ddb14a5,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_166790,,,,undated-source-B4X2500LIVE-20260729-002884,,"[""-1.0""]",STAFF-3,,,AGGRES-9086b28e316603b1e4f404cc,,uphold_tier_3_directional,police,cer position (-1.0); reflect 50% funding of combined Purchasing & Personnel Coordinator position (+0.5) 04-05 Finance Eliminate vacant Accounting Supervisor position (-1.0); add Accountant position (+1.0); eliminate vacant Fiscal Assistant I position (-1.0) 04-05 Information Technology Eliminate vacant part-time Information Systems Support position (-0.7) 04-05 Police Eliminate vacant positions: Police Officer (-1.0); Police Service Assistant (-1.0); and Office Assistant II (-1.0); reflect Police Department transfer of Police Officer position from Auto Theft Prevention Fund to patrol (+1.0) 04-05 Fire Eliminate vacant Fire Fighter position (-1.0) 04-05 Community Development Eliminate vacant Office Assistant II position (-1.0); add hours to part-time CDD Aide position (+0.2) 04-05 Library Eliminate hours for part-time Branch Library Circulation Chief (-0.4) and Branch Library Assistant (-,"{""character_end"": ""652762"", ""character_start"": ""652758"", ""column"": """", ""page"": ""276"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-6cab8ebb84b7a9d6442f2bfc,EXTRECON-92c0c145f4b938e435752022,descriptive_channel_consistent,vacant_positions,MI,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170646,,,,2025,,"[""March 31, 2025""]",STAFF-3,,,AGGRES-8a5ed6b1c84854a44214f583,,uphold_tier_3_directional,police,"ere filled, leaving 48 vacancies, or a 5.9 percent vacancy rate. As previously discussed, the vacancies do not include the current class of 21 police recruits who are currently participating in field training. The recruits began their field training in February 2025, which would place the recruits in the field under the supervision of a senior patrol officer. Total non-deployable officers and vacancies total 69 FTEs, or 8.5 percent, as of March 31, 2025. Non-sworn police department personnel are budgeted at 208 FTE’s, with 166 filled, creating a vacancy of 42 positions, or 20.2 percent. Approximately 90 out of the 334 current vacancies, or 26.9 percent of vacancies, are in the police department. The fire department has 743 FTE uniformed officers budgeted, and currently, 695 of those positions are filled. As of March 31, 2025, there were 48 uniformed vacancies in the fire department,","{""character_end"": ""179927"", ""character_start"": ""179913"", ""column"": """", ""page"": ""76"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-b9f81ce3ec229666636a3c11,EXTRECON-194b4407b30660e5c2e178d2,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,MECH-06,,not_corroborated,channel_consistent,,,,,,cog_2025_170646,,,,2025,,"[""16.8""]",STAFF-3,,,AGGRES-25d6b3500aa2869f12cf950d,,uphold_tier_3_directional,fire,"partment has 743 FTE uniformed officers budgeted, and currently, 695 of those positions are filled. As of March 31, 2025, there were 48 uniformed vacancies in the fire department, as well as approximately 21 employees on long-term injured-on-duty disability, for an effective vacancy of 69 FTE’s or 9.3 percent of the department’s firefighters. There are 8 non-uniform vacancies in the fire department for 56 out of 334 city-wide vacancies, or 16.8 percent of total City vacancies. On a year-to-year basis, the City has increased the number of filled firefighter positions from 679 FTEs on March 31, 2024, to 695 FTEs on March 31, 2025, an increase of 16 FTE’s, or 2.4 percent, on an annual basis. Sworn police FTE’s have decreased over the same period from 769 FTEs to 764 FTE’s, a net decrease of 5 FTE’s or 0.7 percent. Summary BFSA originally identified $22.2 million in potentia","{""character_end"": ""180650"", ""character_start"": ""180646"", ""column"": """", ""page"": ""77"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-b9f81ce3ec229666636a3c11,EXTRECON-dbd6be32ea5820565a551fcb,descriptive_channel_consistent,vacant_positions,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_170985,,,,2023,,"[""812""]",STAFF-3,,,AGGRES-f940d05c2f619a94ca01f360,,uphold_tier_3_directional,police,"rges • $2.4M favorable variance in fringe benefits & personal services o Health insurance $4.0M favorable variance ▪ Retiree health insurance favorable $5.0M ▪ Active employee health insurance unfavorable $1.0M • Transfers Out – exceeds budget by $1.6M, attributed to ARPA funding As of December 31, 2022, budgeted City FTEs were 2,751 and filled FTEs were 2,395, resulting in a vacancy rate of 12.9%, or 356 unfilled positions. Police had 812 budgeted FTEs and 70 unfilled positions, or a vacancy rate of 9.4%. Fire had 743 budgeted FTEs and 69 unfilled positions, or a vacancy rate of 9.3%. Director SanFilippo asked how the vacancies translate into budgetary savings. Principal Analyst Link stated he has the back-up information and can provide the information at a later date. Summary • The City is projecting operations to be consistent with budget, with a minor year-end surp","{""character_end"": ""58130"", ""character_start"": ""58127"", ""column"": """", ""page"": ""28"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-2a85b990cecd1aa334e6942d,EXTRECON-487f9369755488ae033aa985,descriptive_channel_consistent,vacancy_rate_explicit,NY,,staffing_hypothesis_ready,,,,,staffing
,tier_3_directional_or_mechanism_supporting,descriptive channel evidence only; no causal effect and isolated levels are not changes,,,not_corroborated,channel_consistent,,,,,,cog_2025_170985,,,,2023,,"[""69""]",STAFF-3,,,AGGRES-ca042b093e6dbeae41b62350,,uphold_tier_3_directional,fire,"le variance ▪ Retiree health insurance favorable $5.0M ▪ Active employee health insurance unfavorable $1.0M • Transfers Out – exceeds budget by $1.6M, attributed to ARPA funding As of December 31, 2022, budgeted City FTEs were 2,751 and filled FTEs were 2,395, resulting in a vacancy rate of 12.9%, or 356 unfilled positions. Police had 812 budgeted FTEs and 70 unfilled positions, or a vacancy rate of 9.4%. Fire had 743 budgeted FTEs and 69 unfilled positions, or a vacancy rate of 9.3%. Director SanFilippo asked how the vacancies translate into budgetary savings. Principal Analyst Link stated he has the back-up information and can provide the information at a later date. Summary • The City is projecting operations to be consistent with budget, with a minor year-end surplus of $0.3M. o This projection includes $51.8M in ARPA funds for revenue replacement o Subsequent eve","{""character_end"": ""58234"", ""character_start"": ""58232"", ""column"": """", ""page"": ""28"", ""row"": """", ""table_id"": """"}",1,EXTSOURCE-2a85b990cecd1aa334e6942d,EXTRECON-528f45ca4ecfda93c2404fb2,descriptive_channel_consistent,vacancy_rate_explicit,NY,,staffing_hypothesis_ready,,,,,staffing
