cross_side_routing_id,match_id,original_missing_cross_side_flag,cleaned_analysis_use_primary_category,final_blocker_resolution,cross_side_route,source_locator_lineage
BRMCROSSROUTE-4b11a5bc24b167f9ec5898c5,BRMMATCH-20260803-73c6b25ee0439b8c60c6a38b,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06460-01\"", \""final\"": \""https://werc.wi.gov/DOAroot/interest_award_issues_index_MIA.pdf\"", \""original\"": \""https://werc.wi.gov/DOAroot/interest_award_issues_index_MIA.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06460\""}""]"
BRMCROSSROUTE-6c9b42c5830125356c7d9e2b,BRMMATCH-20260803-73cbe9234c6a04c3978d25db,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10874-02\"", \""final\"": \""https://ralphotownship.org/app/download/16768904/20251209.pdf\"", \""original\"": \""https://www.ralphotownship.org/app/download/16768904/20251209.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10874\""}""]"
BRMCROSSROUTE-bdfae3860efd0253ef671ff4,BRMMATCH-20260803-73dae23388d5e8ec0a9dbb46,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02449-02\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1165.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-10-1165.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02449\""}""]"
BRMCROSSROUTE-11aefb1d03cfb7dc3edcd70e,BRMMATCH-20260803-73db730a3925993e2a467ce6,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14423-03\"", \""final\"": \""https://pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2025/documents/pe24-42-donegal-township.pdf\"", \""original\"": \""https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/final-orders/2025/documents/pe24-42-donegal-township.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14423\""}""]"
BRMCROSSROUTE-7c3bac016aeca063a1d3ae1f,BRMMATCH-20260803-73dbef7542998f64e3afad4e,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17590-01\"", \""final\"": \""https://cityofadamswi.org/wp-content/uploads/2020/01/Personnel-Agenda-2020-01-13_-Officer-Hiring_Union.pdf\"", \""original\"": \""https://cityofadamswi.org/wp-content/uploads/2020/01/Personnel-Agenda-2020-01-13_-Officer-Hiring_Union.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17590\""}""]"
BRMCROSSROUTE-dc4ce23517de622975c3c984,BRMMATCH-20260803-73e2feba5206dca731d1a3db,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17227-01\"", \""final\"": \""https://egovlink.com/public_documents300/goshen/published_documents/Trustee%20Minutes/2005%20Trustees%20Minutes/2005_04_06%20TR%20MIN.pdf\"", \""original\"": \""https://www.egovlink.com/public_documents300/goshen/published_documents/Trustee%20Minutes/2005%20Trustees%20Minutes/2005_04_06%20TR%20MIN.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17227\""}""]"
BRMCROSSROUTE-9aa902e611125f5f53ac38f8,BRMMATCH-20260803-73e58076229bcf88d950350c,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02433-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-10-1109.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-10-1109.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02433\""}""]"
BRMCROSSROUTE-442aded9a7c60eca831c3131,BRMMATCH-20260803-73e5acf4e02f9bb8d41460b5,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16060-01\"", \""final\"": \""https://villageofellsworthmi.com/archived-meeting-minutes/january-2022\"", \""original\"": \""https://villageofellsworthmi.com/archived-meeting-minutes/january-2022/\"", \""scout_target_id\"": \""BRM5-20260731-16060\""}""]"
BRMCROSSROUTE-23fc5211a49c1584e57ff502,BRMMATCH-20260803-73e780a75b37da3ebcc3f92f,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03450-01\"", \""final\"": \""https://summitcrawford.com/wp-content/uploads/2025/04/2025-Jan-6-Organization-Minutes.pdf\"", \""original\"": \""https://summitcrawford.com/wp-content/uploads/2025/04/2025-Jan-6-Organization-Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03450\""}""]"
BRMCROSSROUTE-7eab79f89214e1dee39b31df,BRMMATCH-20260803-73eae23c1b57ff3db3ce59c9,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10774-01\"", \""final\"": \""https://lcbpcareers.com/wp-content/uploads/2022/01/2020-2022-AGREEMENT-POLICE-Final.pdf\"", \""original\"": \""https://lcbpcareers.com/wp-content/uploads/2022/01/2020-2022-AGREEMENT-POLICE-Final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10774\""}""]"
BRMCROSSROUTE-64d47147e07535f196a4b8f1,BRMMATCH-20260803-73eb65fce09bfa1f583debfe,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10397-02\"", \""final\"": \""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf\"", \""original\"": \""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10397\""}""]"
BRMCROSSROUTE-924209e169ff4c94c4ea24ce,BRMMATCH-20260803-73f0a523c270233e7e730536,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14906-01\"", \""final\"": \""https://storage.googleapis.com/proudcity/newfairviewtx/2024/04/4_15_24-Agenda-Packet.pdf\"", \""original\"": \""https://storage.googleapis.com/proudcity/newfairviewtx/2024/04/4_15_24-Agenda-Packet.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14906\""}""]"
BRMCROSSROUTE-4c39f34e5e798d32a523a205,BRMMATCH-20260803-73f97e28d2e2785e6364b2f4,true,quant_qual_mechanism_linked_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14430-01\"", \""final\"": \""https://eastfallowfield.org/2015pdf/April.28.2026.BOSmeeting.packet.compressed.pdf\"", \""original\"": \""https://eastfallowfield.org/2015pdf/April.28.2026.BOSmeeting.packet.compressed.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14430\""}""]"
BRMCROSSROUTE-833ea79a437da4ae543bb3ec,BRMMATCH-20260803-7402244601141a253412cb17,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10421-01\"", \""final\"": \""https://perb.ny.gov/system/files/documents/2024/05/m2009-118.pdf\"", \""original\"": \""https://perb.ny.gov/system/files/documents/2024/05/m2009-118.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10421\""}""]"
BRMCROSSROUTE-1571d2496b0c409de6c79a0e,BRMMATCH-20260803-740330eaae672f8ed7af8e82,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10485-02\"", \""final\"": \""https://townofleroyny.gov/wp-content/uploads/2025/10/tbm10-26-23.pdf\"", \""original\"": \""https://townofleroyny.gov/wp-content/uploads/2025/10/tbm10-26-23.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10485\""}""]"
BRMCROSSROUTE-97ca8a0ac2021f677eb0e02e,BRMMATCH-20260803-74097dc210f446bc1ec7e8d7,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02402-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-03-0319.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-03-0319.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02402\""}""]"
BRMCROSSROUTE-4ba0c15293fe9cdda2d54c4b,BRMMATCH-20260803-74098831a55157d01e0554c4,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-03048-02\"", \""final\"": \""https://newfieldny.org/wp-content/uploads/2025/06/Newfield-Employee-Handbook-11-12-20.pdf\"", \""original\"": \""https://newfieldny.org/wp-content/uploads/2025/06/Newfield-Employee-Handbook-11-12-20.pdf\"", \""scout_target_id\"": \""BRM5-20260731-03048\""}""]"
BRMCROSSROUTE-17cccb96bfcfac8d0c9a35fc,BRMMATCH-20260803-740b7e4d69c74a1699c58ee3,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12945-01\"", \""final\"": \""https://centermissouri.com/wp-content/uploads/2019/05/City-of-Center-Code-2.pdf\"", \""original\"": \""https://centermissouri.com/wp-content/uploads/2019/05/City-of-Center-Code-2.pdf\"", \""scout_target_id\"": \""BRM5-20260731-12945\""}""]"
BRMCROSSROUTE-f1dd06cafdcbc1f2455a8c65,BRMMATCH-20260803-740b9e974fafb69b2a2396bf,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17323-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-07-0847.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17323\""}""]"
BRMCROSSROUTE-c52da0c394d5a7a82da1da7f,BRMMATCH-20260803-74110dd19c4edbc3363d1239,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08515-01\"", \""final\"": \""https://cms7files.revize.com/alleganmi/document_center/Governments/Municipal%20Policy/municipalpolicy.pdf\"", \""original\"": \""https://cms7files.revize.com/alleganmi/document_center/Governments/Municipal%20Policy/municipalpolicy.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08515\""}""]"
BRMCROSSROUTE-fe561668c05150762485c9ae,BRMMATCH-20260803-7416d4231b312eb13c4ffb5b,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08811-01\"", \""final\"": \""https://callawaymn.gov/images/agendamintues/minute_21.pdf\"", \""original\"": \""https://callawaymn.gov/images/agendamintues/minute_21.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08811\""}""]"
BRMCROSSROUTE-ce6fac2fc2287bf8a0fb7983,BRMMATCH-20260803-7421a46f838de97c28569454,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16063-01\"", \""final\"": \""https://michigan.gov/leo/-/media/Project/Websites/leo/Documents/BER/MERC-meetings/2024/3-12-24-Meeting-Packet-for-Virtual-Attendees.pdf\"", \""original\"": \""https://www.michigan.gov/leo/-/media/Project/Websites/leo/Documents/BER/MERC-meetings/2024/3-12-24-Meeting-Packet-for-Virtual-Attendees.pdf?hash=8EA4916A43577F790F1A43F6112B1AC5&rev=9a8b3a8bde0f4493a626dfdc74cce7fb\"", \""scout_target_id\"": \""BRM5-20260731-16063\""}""]"
BRMCROSSROUTE-34cf21875a3d8068463ce869,BRMMATCH-20260803-74222c26151705d66662d307,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17697-02\"", \""final\"": \""https://werc.wi.gov/grievance_awards/7923.pdf\"", \""original\"": \""https://werc.wi.gov/grievance_awards/7923.pdf\"", \""scout_target_id\"": \""BRM5-20260731-17697\""}""]"
BRMCROSSROUTE-fb886e775dc6d861289dad4c,BRMMATCH-20260803-7423df45686444b14bb69319,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01221-01\"", \""final\"": \""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Agendas%20%26%20Minutes/2023/2023%20Minutes.pdf\"", \""original\"": \""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Agendas%20%26%20Minutes/2023/2023%20Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01221\""}""]"
BRMCROSSROUTE-999dba224d56930f4c4ebc98,BRMMATCH-20260803-7428513cfa33a7dbc29fdde2,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-00286-01\"", \""final\"": \""https://www2.kanecountyil.gov/Documents/Department%20of%20Human%20Resources%20Management/Union%20Contracts/KaneComm%20CBA%202023-2026.pdf\"", \""original\"": \""https://www2.kanecountyil.gov/Documents/Department%20of%20Human%20Resources%20Management/Union%20Contracts/KaneComm%20CBA%202023-2026.pdf\"", \""scout_target_id\"": \""BRM5-20260731-00286\""}""]"
BRMCROSSROUTE-570eeca0fb87a875deb6c943,BRMMATCH-20260803-7429fc128e9e447c4fd621b6,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06448-01\"", \""final\"": \""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia19790.pdf\"", \""original\"": \""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia19790.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06448\""}""]"
BRMCROSSROUTE-b1a1dc38743f998471e74184,BRMMATCH-20260803-7431954821e94e38082a2789,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-16543-03\"", \""final\"": \""https://pinecitymn.gov/vertical/sites/%7B6C78F918-835C-4B30-A7AF-EAF471BF7BB3%7D/uploads/7-5-17_regular_Minutes.pdf\"", \""original\"": \""https://pinecitymn.gov/vertical/sites/%7B6C78F918-835C-4B30-A7AF-EAF471BF7BB3%7D/uploads/7-5-17_regular_Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-16543\""}""]"
BRMCROSSROUTE-aded248e74a0fc18c11af44f,BRMMATCH-20260803-7431e65d0fda7fa0453f4e92,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-00286-01\"", \""final\"": \""https://www2.kanecountyil.gov/Documents/Department%20of%20Human%20Resources%20Management/Union%20Contracts/KaneComm%20CBA%202023-2026.pdf\"", \""original\"": \""https://www2.kanecountyil.gov/Documents/Department%20of%20Human%20Resources%20Management/Union%20Contracts/KaneComm%20CBA%202023-2026.pdf\"", \""scout_target_id\"": \""BRM5-20260731-00286\""}""]"
BRMCROSSROUTE-232caf19ccf2d76641917b5c,BRMMATCH-20260803-7432caf2413377c72ca939d2,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06803-01\"", \""final\"": \""https://townofprattsville.com/application/files/6217/7082/2011/2025_TOWN_BUDGET.pdf\"", \""original\"": \""https://www.townofprattsville.com/download_file/view/16b02951-c5b2-4e3c-be37-08ba27add470/231\"", \""scout_target_id\"": \""BRM5-20260731-06803\""}""]"
BRMCROSSROUTE-86336871a841b7d35ce72e42,BRMMATCH-20260803-743463765123934878603e7e,true,same_side_growth_evidence,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13930-01\"", \""final\"": \""https://storage.googleapis.com/juniper-media-library/416/2025/09/2024-VOE-Budget.pdf\"", \""original\"": \""https://storage.googleapis.com/juniper-media-library/416/2025/09/2024-VOE-Budget.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13930\""}""]"
BRMCROSSROUTE-626e1e2719b90a864943bb63,BRMMATCH-20260803-74370c986fcdf9fdec98c470,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-09833-03\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-05-0656.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-05-0656.pdf\"", \""scout_target_id\"": \""BRM5-20260731-09833\""}""]"
BRMCROSSROUTE-e4b21851969e0fe7e4fa8bf2,BRMMATCH-20260803-743cf2eded595d1d7a28bdc3,true,write_off_or_exclude,routed_to_write_off,write_off_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-04895-01\"", \""final\"": \""https://libertytownshipwexfordmi.gov/wp-content/uploads/2025/03/3-March-6-special-meeting-25-Minutes-FINAL.pdf\"", \""original\"": \""https://www.libertytownshipwexfordmi.gov/wp-content/uploads/2025/03/3-March-6-special-meeting-25-Minutes-FINAL.pdf\"", \""scout_target_id\"": \""BRM5-20260731-04895\""}""]"
BRMCROSSROUTE-07d9a82e4163e6648217b687,BRMMATCH-20260803-744957dbfffa3f8e3cea01b6,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-06448-03\"", \""final\"": \""https://werc.wi.gov/grievance_awards/6276.pdf\"", \""original\"": \""https://werc.wi.gov/grievance_awards/6276.pdf\"", \""scout_target_id\"": \""BRM5-20260731-06448\""}""]"
BRMCROSSROUTE-7141dc92537674d04bcccd72,BRMMATCH-20260803-74496a33ca3edecceacd70b7,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-12142-01\"", \""final\"": \""https://oberlinkansas.gov/uploads/city-code.pdf\"", \""original\"": \""https://oberlinkansas.gov/uploads/city-code.pdf\"", \""scout_target_id\"": \""BRM5-20260731-12142\""}""]"
BRMCROSSROUTE-4e8579b815da04b8b35013d7,BRMMATCH-20260803-744a64c7ede675c098856d84,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10174-01\"", \""final\"": \""https://werc.wi.gov/interest_awards/mia32360.pdf\"", \""original\"": \""https://werc.wi.gov/interest_awards/mia32360.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10174\""}""]"
BRMCROSSROUTE-bfc1fa0c76dc3f01eb2936c0,BRMMATCH-20260803-744ae7893494cd48e16ffe86,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-17927-01\"", \""final\"": \""https://erwinny.gov/AgendaCenter/ViewFile/Minutes/_01142025-17\"", \""original\"": \""https://www.erwinny.gov/AgendaCenter/ViewFile/Minutes/_01142025-17\"", \""scout_target_id\"": \""BRM5-20260731-17927\""}""]"
BRMCROSSROUTE-a8ae8c4f90b47e2e1178c4bf,BRMMATCH-20260803-744aef0229a1d5f9d61bc52d,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-18111-01\"", \""final\"": \""https://carrolltwp.org/wp-content/uploads/2026/02/01052026-Reorganization-BOS-Meeting-Minutes.pdf\"", \""original\"": \""https://carrolltwp.org/wp-content/uploads/2026/02/01052026-Reorganization-BOS-Meeting-Minutes.pdf\"", \""scout_target_id\"": \""BRM5-20260731-18111\""}""]"
BRMCROSSROUTE-20ec4b138ec9613eb90ca169,BRMMATCH-20260803-744cdd65ffadce7d8678d1e4,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-10462-01\"", \""final\"": \""https://halcottcenter.com/wp-content/uploads/2025/01/2025-organizational-meeting-final.pdf\"", \""original\"": \""https://halcottcenter.com/wp-content/uploads/2025/01/2025-organizational-meeting-final.pdf\"", \""scout_target_id\"": \""BRM5-20260731-10462\""}""]"
BRMCROSSROUTE-5f9f1a01e01c5346b6999eca,BRMMATCH-20260803-744e9563ea9fa54aaaf64006,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14254-01\"", \""final\"": \""https://townofoliveny.gov/wp-content/uploads/2023/12/Olive-Police-CBA-2024-2026.pdf\"", \""original\"": \""https://townofoliveny.gov/wp-content/uploads/2023/12/Olive-Police-CBA-2024-2026.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14254\""}""]"
BRMCROSSROUTE-73a2dad6f840ff2f6b165e88,BRMMATCH-20260803-745674c5aaa480dc410e5bee,true,national_readiness_stratum_only,routed_to_non_comparison_analysis_use,retain_for_non_comparison_analysis,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-08544-01\"", \""final\"": \""https://burttownship.com/wp-content/uploads/2023/03/23-24-Policy-Sheet-Most-up-to-date.pdf\"", \""original\"": \""https://www.burttownship.com/wp-content/uploads/2023/03/23-24-Policy-Sheet-Most-up-to-date.pdf\"", \""scout_target_id\"": \""BRM5-20260731-08544\""}""]"
BRMCROSSROUTE-68384d5ea61f025b12746e8c,BRMMATCH-20260803-74571f1c724cc071c769ebed,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02471-02\"", \""final\"": \""https://worthington.org/Archive/ViewFile/Item/5984\"", \""original\"": \""https://www.worthington.org/Archive/ViewFile/Item/5984\"", \""scout_target_id\"": \""BRM5-20260731-02471\""}""]"
BRMCROSSROUTE-c28709fc9bc2b9e080e20830,BRMMATCH-20260803-74574bfb0b6255fb1178df5b,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15626-01\"", \""final\"": \""https://portercountyin.gov/ArchiveCenter/ViewFile/Item/1844\"", \""original\"": \""https://www.portercountyin.gov/Archive.aspx?ADID=1844\"", \""scout_target_id\"": \""BRM5-20260731-15626\""}""]"
BRMCROSSROUTE-0c692af0af616cb7ac6e9023,BRMMATCH-20260803-7457bd10a78531148e8e0405,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-14041-02\"", \""final\"": \""https://reedsburgwi.gov/vertical/sites/%7B97FD82C9-9684-40B9-B39A-94ACB477F055%7D/uploads/2025.03.10_-_Employee_Handbook.pdf\"", \""original\"": \""https://www.reedsburgwi.gov/vertical/sites/%7B97FD82C9-9684-40B9-B39A-94ACB477F055%7D/uploads/2025.03.10_-_Employee_Handbook.pdf\"", \""scout_target_id\"": \""BRM5-20260731-14041\""}""]"
BRMCROSSROUTE-9cb86cd6e78d2e7043424284,BRMMATCH-20260803-7459b1f0053873571f2beb7d,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-02290-01\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2021/21-MED-05-0794.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2021/21-MED-05-0794.pdf\"", \""scout_target_id\"": \""BRM5-20260731-02290\""}""]"
BRMCROSSROUTE-502717f34666948d564c3390,BRMMATCH-20260803-745ed9fa2e39d07fd8680da6,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-11457-03\"", \""final\"": \""https://geneva.il.us/Archive/ViewFile/Item/3118\"", \""original\"": \""https://www.geneva.il.us/Archive/ViewFile/Item/3118\"", \""scout_target_id\"": \""BRM5-20260731-11457\""}""]"
BRMCROSSROUTE-92c13ddeb0a65daf195271ea,BRMMATCH-20260803-7460c56c4bad2410848def17,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-01713-01\"", \""final\"": \""https://arrowrock.org/wp-content/uploads/2020/10/Arrow-Rock-Ordinance-Guide-Updated-9.8.20.pdf\"", \""original\"": \""https://arrowrock.org/wp-content/uploads/2020/10/Arrow-Rock-Ordinance-Guide-Updated-9.8.20.pdf\"", \""scout_target_id\"": \""BRM5-20260731-01713\""}""]"
BRMCROSSROUTE-4d6d5bfc26b7e1e913ea6b5d,BRMMATCH-20260803-74647ba46cc9c8bbe781d61a,true,role_side_repair_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-13479-03\"", \""final\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-12-1492.pdf\"", \""original\"": \""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-12-1492.pdf\"", \""scout_target_id\"": \""BRM5-20260731-13479\""}""]"
BRMCROSSROUTE-34e24fcb9267a9a43e83ca93,BRMMATCH-20260803-74660e5c5721bbbc7cac41c1,true,non_scalar_structuring_needed,routed_to_repair_needed,repair_queue,"[""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15145-01\"", \""final\"": \""https://colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/Agenda_5.27.25.pdf\"", \""original\"": \""https://www.colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/Agenda_5.27.25.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15145\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15145-02\"", \""final\"": \""https://colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/Agenda_Minutes_5.27.25.pdf\"", \""original\"": \""https://www.colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/Agenda_Minutes_5.27.25.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15145\""}"",""{\""candidate_id\"": \""BRM5C-BRM5-20260731-15145-04\"", \""final\"": \""https://colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/12.22.25_Packet.pdf\"", \""original\"": \""https://www.colonail.com/vertical/sites/%7BFC142F78-E9D2-49AE-8B50-7910B5B74E0C%7D/uploads/12.22.25_Packet.pdf\"", \""scout_target_id\"": \""BRM5-20260731-15145\""}""]"
