growth_candidate_id,normalization_id,municipality,state,region,side_label,role_unit,growth_value,growth_value_candidates,growth_value_type,pay_basis,period_label,normalization_status,normalization_confidence,mechanism_class,quant_qual_link_id,growth_continuity_status,caveats,source_locator_lineage,cleaned_analysis_use_primary_category,cross_side_wage_level_comparison_forced
BRMGROWTHNORM-20260803-fc539d33d167ac0c8962453d,BRMQNORM-20260803-834a5441be936df7547445f7,New Beaver,PA,Northeast,police_direct,police_role,2.5,[2.5],percentage,percentage_raise,2024,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07091-03"", ""final"": ""https://newbeaverborough.org/wp-content/uploads/December-9-2024-Regular-Council-Meeting.pdf"", ""original"": ""https://newbeaverborough.org/wp-content/uploads/December-9-2024-Regular-Council-Meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-07091""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-dc3bc4a2d322ce141b597b4e,BRMQNORM-20260803-844de631f293807e23f140f5,Saxonburg,PA,Northeast,police_direct,police_role,4.0,[4.0],percentage,percentage_raise,2019,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03409-02"", ""final"": ""https://saxonburgpa.com/wp-content/uploads/2019/02/1.15.19-Meeting-Minutes.pdf"", ""original"": ""https://www.saxonburgpa.com/wp-content/uploads/2019/02/1.15.19-Meeting-Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-03409""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a4385b5849eda67fe1dde5fb,BRMQNORM-20260803-84a4659d16d452c2c416b5c8,Salem,PA,Northeast,non_safety_direct,non_safety_role,4.0,[4.0],percentage,hourly,2026,normalized_growth_or_percentage_only,moderate,market_recruitment_retention,BRMQLINK-20260803-a4385b5849eda67fe1dde5fb,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14632-01"", ""final"": ""https://salemtwp.org/_files/ugd/9bfdbd_58b5c83870b44f00888d9fc8fc56ada6.pdf"", ""original"": ""https://www.salemtwp.org/_files/ugd/9bfdbd_58b5c83870b44f00888d9fc8fc56ada6.pdf"", ""scout_target_id"": ""BRM5-20260731-14632""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-6a54d6be1f7d70be7b4e3e4e,BRMQNORM-20260803-85f8f706fb534753efb65ac2,Glencoe,MN,Midwest,police_direct,police_role,2.0,[2.0],percentage,percentage_raise,2006–2022,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01426-01"", ""final"": ""https://mn.gov/bms/assets/Interest%20Arbitration%20Awards%202006-2022_tcm1075-216752.pdf"", ""original"": ""https://mn.gov/bms/assets/Interest%20Arbitration%20Awards%202006-2022_tcm1075-216752.pdf"", ""scout_target_id"": ""BRM5-20260731-01426""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a8c4a87901ebcbc93c3dc69b,BRMQNORM-20260803-86caf51f428a8dfaeed9706b,Fairfield,OH,Midwest,fire_direct,fire_role,3.3,[3.3],percentage,percentage_raise,2018,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-a8c4a87901ebcbc93c3dc69b,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13479-03"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-12-1492.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2017/17-MED-12-1492.pdf"", ""scout_target_id"": ""BRM5-20260731-13479""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-0f1e489be36995254593198c,BRMQNORM-20260803-86e789786e841d1db0369d59,Chatfield,MN,Midwest,police_direct,police_role,4.0,[4.0],percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-0f1e489be36995254593198c,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05090-01"", ""final"": ""https://d3n9y02raazwpg.cloudfront.net/chatfield/0fa8240f-fb87-4115-a696-80124d33e37c-a4028e22-799e-483a-97d2-7f4b357b3951-1731083723.pdf"", ""original"": ""https://d3n9y02raazwpg.cloudfront.net/chatfield/0fa8240f-fb87-4115-a696-80124d33e37c-a4028e22-799e-483a-97d2-7f4b357b3951-1731083723.pdf"", ""scout_target_id"": ""BRM5-20260731-05090""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-fb052798486c0fd5b51b3119,BRMQNORM-20260803-874e3c8659148fc4a50ba3fb,Pendleton,NY,Northeast,non_safety_direct,non_safety_role,1.0,[1.0],percentage,budget_amount,2012,normalized_budget_context_only,moderate,collective_bargaining,BRMQLINK-20260803-fb052798486c0fd5b51b3119,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14262-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/05/m2011-024.pdf"", ""original"": ""https://perb.ny.gov/impasse-between-town-pendleton-and-teamsters-local-264-highway-water-and-sewer-departments"", ""scout_target_id"": ""BRM5-20260731-14262""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-aadb30dafe4c6379e6bd5438,BRMQNORM-20260803-8792487875daee40b945ff73,Sherman,WI,Midwest,police_direct,police_role,22.0,[22.0],percentage,budget_amount,2020,normalized_budget_context_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-aadb30dafe4c6379e6bd5438,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14062-02"", ""final"": ""https://townofshermandunn.com/assets/files/2021/10/october-15-2020-budget-planning-final.pdf"", ""original"": ""https://www.townofshermandunn.com/assets/files/2021/10/october-15-2020-budget-planning-final.pdf"", ""scout_target_id"": ""BRM5-20260731-14062""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-998b5dabbdd7d9af568ddbc2,BRMQNORM-20260803-87a032e101b60b67abd5395f,East Fallowfield,PA,Northeast,non_safety_direct,non_safety_role,3.0,[3.0],percentage,cola_cpi,2016,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-998b5dabbdd7d9af568ddbc2,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14430-02"", ""final"": ""https://eastfallowfield.org/2015pdf/5-24-16bosminutes2.pdf"", ""original"": ""https://eastfallowfield.org/2015pdf/5-24-16bosminutes2.pdf"", ""scout_target_id"": ""BRM5-20260731-14430""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a40533211c92a9c267eaa0b4,BRMQNORM-20260803-87a579c04483decfd9c39e76,Monroe,OH,Midwest,fire_direct,fire_role,2.5,[2.5],percentage,percentage_raise,2018,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02343-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02343""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-c4ead74879c8e00fc2507da9,BRMQNORM-20260803-87d748af3d5b74f64c3ba81e,Stafford,NY,Northeast,non_safety_direct,non_safety_role,250.0,[250.0],step_schedule_values,pay_grade,2025,normalized_ready,high,collective_bargaining,BRMQLINK-20260803-c4ead74879c8e00fc2507da9,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14297-01"", ""final"": ""https://townofstaffordny.gov/town-of-stafford-organizational-meeting-january-13-2025"", ""original"": ""https://townofstaffordny.gov/town-of-stafford-organizational-meeting-january-13-2025/"", ""scout_target_id"": ""BRM5-20260731-14297""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-700b730c629174018e6f5680,BRMQNORM-20260803-88435769f4ba5432d7dd17fe,Union,IN,Midwest,police_direct,police_role,,"[128.0,91.0]",percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,ordinance_council_adoption,BRMQLINK-20260803-700b730c629174018e6f5680,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-15687-01"", ""final"": ""https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4771/City_Of_Union_City_In/0c17015b-de22-4506-8ba9-93a08d5580b1/Council_Packet_2025.04.14.pdf"", ""original"": ""https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4771/City_Of_Union_City_In/0c17015b-de22-4506-8ba9-93a08d5580b1/Council_Packet_2025.04.14.pdf?disposition=inline"", ""scout_target_id"": ""BRM5-20260731-15687""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-218ae42267fe96228d236d99,BRMQNORM-20260803-886bf3a025ec88be4265595b,Moore,PA,Northeast,police_direct,police_role,29.0,[29.0],percentage,percentage_raise,2023,normalized_growth_or_percentage_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10815-02"", ""final"": ""https://mooretownship.org/minutes/25oct23.pdf"", ""original"": ""https://mooretownship.org/minutes/25oct23.pdf"", ""scout_target_id"": ""BRM5-20260731-10815""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-b6fe65a890350d541b817139,BRMQNORM-20260803-88ce568cf5de57930a6136eb,Evans Mills,NY,Northeast,non_safety_direct,non_safety_role,3.0,[3.0],percentage,percentage_raise,2026,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-b6fe65a890350d541b817139,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10447-01"", ""final"": ""https://a563717b-9cc7-4180-8fb4-c2dc95e07bf3.filesusr.com/ugd/272ab3_7a1b5cd86eb84df390d6d18de8b28e90.pdf"", ""original"": ""https://a563717b-9cc7-4180-8fb4-c2dc95e07bf3.filesusr.com/ugd/272ab3_7a1b5cd86eb84df390d6d18de8b28e90.pdf"", ""scout_target_id"": ""BRM5-20260731-10447""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-0359f1acdd605b738f2637f0,BRMQNORM-20260803-896aa52f414d804cdd0419d3,Delaware,OH,Midwest,police_direct,police_role,,"[1.9,2.0]",percentage,percentage_raise,2017–2019,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-0359f1acdd605b738f2637f0,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13468-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-03-0240.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2016/16-MED-03-0240.pdf"", ""scout_target_id"": ""BRM5-20260731-13468""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-6f49c73ee552f51fe552518d,BRMQNORM-20260803-898f9ffac6a03fdcc6516011,Monroe,OH,Midwest,fire_direct,fire_role,2.0,[2.0],percentage,percentage_raise,2019,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-6f49c73ee552f51fe552518d,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02345-04"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02345""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-3feecce196b1f2cbc59a4ee2,BRMQNORM-20260803-89d91f9fda9ca605e8dc516b,Bay,OH,Midwest,police_direct,police_role,15.0,[15.0],percentage,percentage_raise,2023,normalized_growth_or_percentage_only,moderate,other_pay_setting_mechanism,BRMQLINK-20260803-3feecce196b1f2cbc59a4ee2,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13411-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1309.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1309.pdf"", ""scout_target_id"": ""BRM5-20260731-13411""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-61743983f0b03b45bde9849c,BRMQNORM-20260803-8c357420613429bc2693c882,Circleville,OH,Midwest,police_direct,police_role,900.0,[900.0],step_schedule_values,allowance,2018–2020,normalized_non_base_only,moderate,,,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13451-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1276.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-10-1276.pdf"", ""scout_target_id"": ""BRM5-20260731-13451""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5eca13fa1e93f3bfe53f295d,BRMQNORM-20260803-8cc1469009e953014e263eb4,Middlefield,OH,Midwest,police_direct,police_role,0.0,[0.0],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-5eca13fa1e93f3bfe53f295d,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09820-01"", ""final"": ""https://middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf"", ""original"": ""https://www.middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf"", ""scout_target_id"": ""BRM5-20260731-09820""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5323b34a0df72b34f12a5595,BRMQNORM-20260803-8cd1580613e96f246ec70dc1,Jefferson,WI,Midwest,police_direct,police_role,,"[1.5,3.5]",percentage,percentage_raise,1991–1992,normalized_growth_or_percentage_only,moderate,comparability_parity,BRMQLINK-20260803-5323b34a0df72b34f12a5595,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10227-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27007.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia27007.pdf"", ""scout_target_id"": ""BRM5-20260731-10227""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-9d34a460368f58a865db9fa9,BRMQNORM-20260803-8d735b6f18c9875f7472d702,Dunn,WI,Midwest,police_direct,police_role,1.0,[1.0],percentage,percentage_raise,2010,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-9d34a460368f58a865db9fa9,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17657-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia33091.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia33091.pdf"", ""scout_target_id"": ""BRM5-20260731-17657""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-7c512bb7d2e73e58bfd1db9c,BRMQNORM-20260803-8d974440dac7a72f19fe9595,Langhorne,PA,Northeast,police_direct,police_role,3.0,[3.0],percentage,percentage_raise,2025,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-7c512bb7d2e73e58bfd1db9c,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18247-03"", ""final"": ""https://langhorneborough.com/document/council-meeting-minutes-december-10th-2025"", ""original"": ""https://langhorneborough.com/document/council-meeting-minutes-december-10th-2025/"", ""scout_target_id"": ""BRM5-20260731-18247""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-9c728cb78e669b5b470f1483,BRMQNORM-20260803-8da110bbbb96b466a0280a58,Ellsworth,WI,Midwest,police_direct,police_role,3.0,[3.0],percentage,percentage_raise,2007–2008,normalized_growth_or_percentage_only,moderate,non_base_compensation,BRMQLINK-20260803-9c728cb78e669b5b470f1483,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10174-01"", ""final"": ""https://werc.wi.gov/interest_awards/mia32360.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/mia32360.pdf"", ""scout_target_id"": ""BRM5-20260731-10174""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-ddfd9bbcdf57f7ef6c0dab4d,BRMQNORM-20260803-8da9d98c66581d3cccc8a14b,Fairfield,OH,Midwest,police_direct,police_role,5.0,[5.0],percentage,percentage_raise,2027,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-ddfd9bbcdf57f7ef6c0dab4d,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-13479-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-12-1397.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2024/24-MED-12-1397.pdf"", ""scout_target_id"": ""BRM5-20260731-13479""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-36aeae8622295e81e3425b7e,BRMQNORM-20260803-8e1b413103df84224e87c3a8,Big Rapids charter,MI,Midwest,fire_direct,fire_role,,"[10.6,3.0,3.5,4.0]",percentage,percentage_raise,2025–2026,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-36aeae8622295e81e3425b7e,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-04789-02"", ""final"": ""https://cms6.revize.com/revize/bigrapids/Document%20Center/Goverment/Boards%20And%20Commission/Agendas%20And%20Minutes/City%20Commission/Packets/2025/06-June%2016%2C%202025%20Commission%20Packet.pdf"", ""original"": ""https://cms6.revize.com/revize/bigrapids/Document%20Center/Goverment/Boards%20And%20Commission/Agendas%20And%20Minutes/City%20Commission/Packets/2025/06-June%2016%2C%202025%20Commission%20Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-04789""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-1a1995700de42a23ec3271ee,BRMQNORM-20260803-8e2c2341d965378c2e8b39b6,Vermillion,SD,Midwest,police_direct,police_role,3.0,[3.0],percentage,cola_cpi,2025–2027,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-1a1995700de42a23ec3271ee,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10094-01"", ""final"": ""https://vermillion.us/AgendaCenter/ViewFile/Minutes/_11182024-1031"", ""original"": ""https://www.vermillion.us/AgendaCenter/ViewFile/Minutes/_11182024-1031"", ""scout_target_id"": ""BRM5-20260731-10094""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5a2853a7e329e2d27f001cfa,BRMQNORM-20260803-8e5b026bad77c2d9199ef4c7,Bedford,OH,Midwest,police_direct,police_role,2.5,[2.5],percentage,percentage_raise,2016,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-5a2853a7e329e2d27f001cfa,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09677-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2013/13-MED-08-0943.pdf"", ""scout_target_id"": ""BRM5-20260731-09677""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-3e990aad3dc6fb101cc05143,BRMQNORM-20260803-8eec7e0be4de9dd4db23629e,Monroe,OH,Midwest,fire_direct,fire_role,3.0,[3.0],percentage,percentage_raise,2025–2026,normalized_growth_or_percentage_only,moderate,strike_no_strike_dispute_process,BRMQLINK-20260803-3e990aad3dc6fb101cc05143,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17305-02"", ""final"": ""https://monroefirefighters.com/wp-content/uploads/2025/10/IAFF-CBA-10-1-2025-to-9-30-2028-1.pdf"", ""original"": ""https://www.monroefirefighters.com/wp-content/uploads/2025/10/IAFF-CBA-10-1-2025-to-9-30-2028-1.pdf"", ""scout_target_id"": ""BRM5-20260731-17305""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-a521b1edf1320c7d3efdb034,BRMQNORM-20260803-8f257d22341dd01e96cef467,Moorhead,MN,Midwest,non_safety_direct,non_safety_role,6.0,[6.0],percentage,percentage_raise,2025–2027,normalized_growth_or_percentage_only,moderate,collective_bargaining,BRMQLINK-20260803-a521b1edf1320c7d3efdb034,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-16504-01"", ""final"": ""https://moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf"", ""original"": ""https://www.moorheadmn.gov/media/plfnds1z/afscme-65-2025-2027-agreement.pdf?id=9312"", ""scout_target_id"": ""BRM5-20260731-16504""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-9a6018ac6e568a5720fcd5b5,BRMQNORM-20260803-8febb2de684a5106bb744f57,Batavia,NY,Northeast,police_direct,police_role,9.0,[9.0],percentage,percentage_raise,1982–1984,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-9a6018ac6e568a5720fcd5b5,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10397-02"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-003-awards-9-24-84.pdf"", ""scout_target_id"": ""BRM5-20260731-10397""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5dda694d646aecdc4a34bcfe,BRMQNORM-20260803-901a904de03e83ab82b5f101,Jackson,OH,Midwest,fire_direct,fire_role,3.0,[3.0],percentage,percentage_raise,2023,normalized_growth_or_percentage_only,moderate,strike_no_strike_dispute_process,BRMQLINK-20260803-5dda694d646aecdc4a34bcfe,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09769-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-03-0253.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-03-0253.pdf"", ""scout_target_id"": ""BRM5-20260731-09769""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-cf1546c4c0f7c8b3f28902f4,BRMQNORM-20260803-9188e76c02eb81c18e83d8fa,Monroe,OH,Midwest,fire_direct,fire_role,4.0,[4.0],percentage,percentage_raise,2019,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-cf1546c4c0f7c8b3f28902f4,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-02343-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2019/19-MED-07-0620.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Conciliation_Awards/2019/19-MED-07-0620.pdf"", ""scout_target_id"": ""BRM5-20260731-02343""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-5f8ac64fab8dbc504c09a72b,BRMQNORM-20260803-9242a178be297bd7bffc6d6f,Middlefield,OH,Midwest,police_direct,police_role,,"[1.5,3.0]",percentage,cola_cpi,2025,normalized_growth_or_percentage_only,moderate,cola_cpi_indexing,BRMQLINK-20260803-5f8ac64fab8dbc504c09a72b,growth_partial_review,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-09820-01"", ""final"": ""https://middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf"", ""original"": ""https://www.middlefieldohio.com/wp-content/uploads/2025/03/02.13.2025.pdf"", ""scout_target_id"": ""BRM5-20260731-09820""}",same_side_growth_evidence,false
BRMGROWTHNORM-20260803-16e57342bf1971d38fa379e8,BRMQNORM-20260803-92a42e71eff5698cfcbbeef2,Upper Uwchlan,PA,Northeast,police_direct,police_role,71.5,[71.5],percentage,budget_amount,2020,normalized_budget_context_only,moderate,non_base_compensation,BRMQLINK-20260803-16e57342bf1971d38fa379e8,side_specific_growth_ready,"[""side_specific_documentary_growth_record"",""no_forced_cross_side_wage_level_comparison""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10961-01"", ""final"": ""https://upperuwchlan-pa.gov/ArchiveCenter/ViewFile/Item/1764"", ""original"": ""https://www.upperuwchlan-pa.gov/ArchiveCenter/ViewFile/Item/1764"", ""scout_target_id"": ""BRM5-20260731-10961""}",same_side_growth_evidence,false
