post_pi_wave_rank,original_priority_rank,post_pi_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_row_count,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,source_priority_file,source_priority_commit,search_hints_available,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,already_canonical_flag,candidate_positive_flag,expected_units_to_search,verification_notes,recommended_scout_status,worker_id,worker_state_scope,worker_rank_min,worker_rank_max,worker_assignment_method
274,288,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,124,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_225872,225872,WI,Wauwatosa,CITY OF WAUWATOSA,municipal,place,47038,1,no,Milwaukee County (55079; primary),74.633,Tier 1,low,23.810,10.000,16.348,10.879,8.596,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF WAUWATOSA"" WI official website","""CITY OF WAUWATOSA"" WI collective bargaining agreement","""CITY OF WAUWATOSA"" WI police union contract","""CITY OF WAUWATOSA"" WI fire union contract","""CITY OF WAUWATOSA"" WI salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WAUWATOSA (Census government ID 225872; locked municipality ID cog_2025_225872). County context: Milwaukee County (55079; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
275,289,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,125,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_128148,128148,MA,Randolph Town,CITY OF RANDOLPH TOWN,municipal,place,34487,1,no,Norfolk County (25021; primary),74.631,Tier 1,medium,23.312,10.000,16.998,11.785,7.536,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 95.9; municipal/place; state evidence medium; smoothed yield component 17.0/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF RANDOLPH TOWN"" MA official website","""CITY OF RANDOLPH TOWN"" MA collective bargaining agreement","""CITY OF RANDOLPH TOWN"" MA police union contract","""CITY OF RANDOLPH TOWN"" MA fire union contract","""CITY OF RANDOLPH TOWN"" MA salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF RANDOLPH TOWN (Census government ID 128148; locked municipality ID cog_2025_128148). County context: Norfolk County (25021; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
276,291,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,126,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_205122,205122,OH,Broadview Heights,CITY OF BROADVIEW HEIGHTS,municipal,place,19634,1,no,Cuyahoga County (39035; primary),74.630,Tier 1,low,22.309,10.000,16.670,11.977,8.673,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 92.8; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BROADVIEW HEIGHTS"" OH official website","""CITY OF BROADVIEW HEIGHTS"" OH collective bargaining agreement","""CITY OF BROADVIEW HEIGHTS"" OH police union contract","""CITY OF BROADVIEW HEIGHTS"" OH fire union contract","""CITY OF BROADVIEW HEIGHTS"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BROADVIEW HEIGHTS (Census government ID 205122; locked municipality ID cog_2025_205122). County context: Cuyahoga County (39035; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
277,292,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,127,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_172318,172318,OH,Oxford,CITY OF OXFORD,municipal,place,22340,1,no,Butler County (39017; primary),74.629,Tier 1,low,22.548,10.000,16.670,11.977,8.433,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 93.6; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF OXFORD"" OH official website","""CITY OF OXFORD"" OH collective bargaining agreement","""CITY OF OXFORD"" OH police union contract","""CITY OF OXFORD"" OH fire union contract","""CITY OF OXFORD"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF OXFORD (Census government ID 172318; locked municipality ID cog_2025_172318). County context: Butler County (39017; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
278,293,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,128,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_132494,132494,OH,Trotwood,CITY OF TROTWOOD,municipal,place,22940,1,no,Montgomery County (39113; primary),74.624,Tier 1,low,22.593,10.000,16.670,11.977,8.383,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 93.7; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TROTWOOD"" OH official website","""CITY OF TROTWOOD"" OH collective bargaining agreement","""CITY OF TROTWOOD"" OH police union contract","""CITY OF TROTWOOD"" OH fire union contract","""CITY OF TROTWOOD"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TROTWOOD (Census government ID 132494; locked municipality ID cog_2025_132494). County context: Montgomery County (39113; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
279,294,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,129,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_172535,172535,OH,Piqua,CITY OF PIQUA,municipal,place,20747,1,no,Miami County (39109; primary),74.620,Tier 1,low,22.414,10.000,16.670,11.977,8.557,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 93.2; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF PIQUA"" OH official website","""CITY OF PIQUA"" OH collective bargaining agreement","""CITY OF PIQUA"" OH police union contract","""CITY OF PIQUA"" OH fire union contract","""CITY OF PIQUA"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF PIQUA (Census government ID 172535; locked municipality ID cog_2025_172535). County context: Miami County (39109; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
280,295,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,130,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_208307,208307,MI,Eastpointe,CITY OF EASTPOINTE,municipal,place,33676,1,no,Macomb County (26099; primary),74.592,Tier 1,low,23.274,10.000,16.291,11.702,8.325,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 95.8; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF EASTPOINTE"" MI official website","""CITY OF EASTPOINTE"" MI collective bargaining agreement","""CITY OF EASTPOINTE"" MI police union contract","""CITY OF EASTPOINTE"" MI fire union contract","""CITY OF EASTPOINTE"" MI salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EASTPOINTE (Census government ID 208307; locked municipality ID cog_2025_208307). County context: Macomb County (26099; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
281,296,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,131,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_128046,128046,MD,Bowie,CITY OF BOWIE,municipal,place,57254,1,no,Prince George's County (24033; primary),74.591,Tier 1,low,24.102,10.000,15.807,10.787,8.895,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.7; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BOWIE"" MD official website","""CITY OF BOWIE"" MD collective bargaining agreement","""CITY OF BOWIE"" MD police union contract","""CITY OF BOWIE"" MD fire union contract","""CITY OF BOWIE"" MD salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BOWIE (Census government ID 128046; locked municipality ID cog_2025_128046). County context: Prince George's County (24033; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
282,297,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,132,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194851,194851,OH,Forest Park,CITY OF FOREST PARK,municipal,place,19839,1,no,Hamilton County (39061; primary),74.589,Tier 1,low,22.329,10.000,16.670,11.977,8.613,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 92.9; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF FOREST PARK"" OH official website","""CITY OF FOREST PARK"" OH collective bargaining agreement","""CITY OF FOREST PARK"" OH police union contract","""CITY OF FOREST PARK"" OH fire union contract","""CITY OF FOREST PARK"" OH salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FOREST PARK (Census government ID 194851; locked municipality ID cog_2025_194851). County context: Hamilton County (39061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
283,298,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,133,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_211708,211708,IN,Bloomington,CITY OF BLOOMINGTON,municipal,place,78840,1,no,Monroe County (18105; primary),74.588,Tier 1,low,24.562,10.000,15.734,10.457,8.835,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 98.5; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BLOOMINGTON"" IN official website","""CITY OF BLOOMINGTON"" IN collective bargaining agreement","""CITY OF BLOOMINGTON"" IN police union contract","""CITY OF BLOOMINGTON"" IN fire union contract","""CITY OF BLOOMINGTON"" IN salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BLOOMINGTON (Census government ID 211708; locked municipality ID cog_2025_211708). County context: Monroe County (18105; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
284,299,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,134,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_184749,184749,FL,Temple Terrace,CITY OF TEMPLE TERRACE,municipal,place,26972,1,no,Hillsborough County (12057; primary),74.584,Tier 1,medium,22.891,10.000,17.089,11.950,7.654,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.7; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF TEMPLE TERRACE"" FL official website","""CITY OF TEMPLE TERRACE"" FL collective bargaining agreement","""CITY OF TEMPLE TERRACE"" FL police union contract","""CITY OF TEMPLE TERRACE"" FL fire union contract","""CITY OF TEMPLE TERRACE"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF TEMPLE TERRACE (Census government ID 184749; locked municipality ID cog_2025_184749). County context: Hillsborough County (12057; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
285,300,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,135,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_208292,208292,MI,Burton,CITY OF BURTON,municipal,place,29376,1,no,Genesee County (26049; primary),74.583,Tier 1,low,23.044,10.000,16.291,11.702,8.548,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 95.1; municipal/place; state evidence low; smoothed yield component 16.3/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF BURTON"" MI official website","""CITY OF BURTON"" MI collective bargaining agreement","""CITY OF BURTON"" MI police union contract","""CITY OF BURTON"" MI fire union contract","""CITY OF BURTON"" MI salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BURTON (Census government ID 208292; locked municipality ID cog_2025_208292). County context: Genesee County (26049; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
286,301,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,136,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_208664,208664,MT,Great Falls,CITY OF GREAT FALLS,municipal,place,60422,1,no,Cascade County (30013; primary),74.581,Tier 1,low,24.186,10.000,15.710,10.741,8.944,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.9; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF GREAT FALLS"" MT official website","""CITY OF GREAT FALLS"" MT collective bargaining agreement","""CITY OF GREAT FALLS"" MT police union contract","""CITY OF GREAT FALLS"" MT fire union contract","""CITY OF GREAT FALLS"" MT salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF GREAT FALLS (Census government ID 208664; locked municipality ID cog_2025_208664). County context: Cascade County (30013; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
287,302,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,137,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_194772,194772,FL,Fort Pierce,CITY OF FORT PIERCE,municipal,place,49374,1,no,St. Lucie County (12111; primary),74.578,Tier 1,medium,23.885,10.000,17.089,11.950,6.654,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 97.3; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF FORT PIERCE"" FL official website","""CITY OF FORT PIERCE"" FL collective bargaining agreement","""CITY OF FORT PIERCE"" FL police union contract","""CITY OF FORT PIERCE"" FL fire union contract","""CITY OF FORT PIERCE"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF FORT PIERCE (Census government ID 194772; locked municipality ID cog_2025_194772). County context: St. Lucie County (12111; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
288,303,POST-PI-PARALLEL-ROUND1-2026-07-23,parallel_lane_2,138,POST-PI-PARALLEL-ROUND1-2026-07-23-LANE2,cog_2025_207668,207668,FL,Sebastian,CITY OF SEBASTIAN,municipal,place,26846,1,no,Indian River County (12061; primary),74.576,Tier 1,medium,22.883,10.000,17.089,11.950,7.654,0.000,no,no,not_scouted,0,yes,eligible_new_scout,population percentile 94.6; municipal/place; state evidence medium; smoothed yield component 17.1/20; 2 county relationship(s); unscouted,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,3f2f815f4ca4b4e90f6ca1bff769bd300843d703,true,"""CITY OF SEBASTIAN"" FL official website","""CITY OF SEBASTIAN"" FL collective bargaining agreement","""CITY OF SEBASTIAN"" FL police union contract","""CITY OF SEBASTIAN"" FL fire union contract","""CITY OF SEBASTIAN"" FL salary schedule employee compensation plan",no,no,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SEBASTIAN (Census government ID 207668; locked municipality ID cog_2025_207668). County context: Indian River County (12061; primary). Do not substitute counties, schools, transit/port/airport/housing authorities, special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return no candidates if no qualifying exact-employer source is found. Distinguish blocked from dead links, suppress duplicates, do not make or recommend public-records requests, and keep results unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_post-pi-parallel-round1-2026-07-23_lane_2,lane_2,CROSS_STATE_PARALLEL_SCOUT_ROUND,151,300,rank_ordered_disjoint_parallel_lane
