mechanism_prep_id,span_rating_id,source_rating_id,span_id,side_label,mechanism_class,source_family,municipality,state,source_ids,span_ids,claim_readiness_bucket,downstream_use_bucket,mechanism_strength,clear_side_confidence,attachable_to_quantitative_cluster_flag,attachable_to_growth_cluster_flag,attachable_to_comparison_cluster_flag,recommended_use,reconciliation_reason_codes,source_locator_lineage
BRMMECHPREP-20260803-c59b40fdf7731e0e7b1ecfa3,BRMGRT-20260802-891170372ff483ee73ca60b7,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-3bf43b269b1ca6e8e4519648,police_direct,non_base_compensation,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-3bf43b269b1ca6e8e4519648""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-513116d2b571656867fd34ac,BRMGRT-20260802-fb2c7d1b3706eb00648a86d1,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-4b3020b0993a02e3f941d83a,police_direct,market_recruitment_retention,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-4b3020b0993a02e3f941d83a""]",qualitative_mechanism_claim_ready,manual_review_candidate,weak,high,true,true,false,defer,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-0dce9568ef8f90d4a44e50fb,BRMGRT-20260802-3912ed01299128d441dffe72,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-4f4ec2d5c9be694b9d4ebc60,police_direct,non_base_compensation,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-4f4ec2d5c9be694b9d4ebc60""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-73c4c1a9def7fc27dcab11b5,BRMGRT-20260802-688808e871229fdaa1050afc,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-548deba3d272762986778057,police_direct,non_base_compensation,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-548deba3d272762986778057""]",qualitative_mechanism_claim_ready,supporting_example_candidate,weak,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-13446d485efeaa485a742b7a,BRMGRT-20260802-658a329d479fed4cf07a9853,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-6bd9da00c5f088b3244c9111,police_direct,retroactivity_implementation,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-6bd9da00c5f088b3244c9111""]",qualitative_mechanism_claim_ready,manual_review_candidate,weak,high,true,true,false,defer,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-d58fd9141edcdc72c5b16ed1,BRMGRT-20260802-c3a29be8cd6ff998aa851786,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-82095a2e9078f4f4ca353a0f,police_direct,other_pay_setting_mechanism,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-82095a2e9078f4f4ca353a0f""]",qualitative_mechanism_claim_ready,supporting_example_candidate,weak,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-039e46a60ebcc5910e1f3a29,BRMGRT-20260802-d03a6d350b3c391a8c98f7eb,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-a661826229efb8eca8fefd85,police_direct,other_pay_setting_mechanism,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-a661826229efb8eca8fefd85""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-d0f1a9798a9e4a5837b144da,BRMGRT-20260802-17ce3d363c898bbbe45383e4,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-d3a0fe1240eebd3a6f4f2604,police_direct,non_base_compensation,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-d3a0fe1240eebd3a6f4f2604""]",quantitative_direct_text_claim_ready,core_finding_candidate,none,high,true,true,false,core,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-58618944703e3bf525e0b0b4,BRMGRT-20260802-82a5d9576f3d6129f3534651,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-d9ee58212dc42f2e05abacfa,police_direct,other_pay_setting_mechanism,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-d9ee58212dc42f2e05abacfa""]",qualitative_mechanism_claim_ready,manual_review_candidate,weak,high,true,true,false,defer,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-e323a8b2c7ee576439057785,BRMGRT-20260802-49bb3a54ec81b9e4490467b4,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-e8a6503b9dfd8d57ab41a08b,police_direct,other_pay_setting_mechanism,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-e8a6503b9dfd8d57ab41a08b""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,high,true,true,false,mechanism summary,"[""primary_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-792b0700c8af849e6fcf76e6,BRMGRT-20260802-0cefbd7fe08d58eac9fc250c,BRMGRS-20260802-44505dca40f6c5853dea1791,BRMSPAN-20260802-faad8c74dbeebf83289e9191,police_direct,non_base_compensation,wage_schedule,Chester,OH,"[""BRMGRS-20260802-44505dca40f6c5853dea1791""]","[""BRMSPAN-20260802-faad8c74dbeebf83289e9191""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-05964-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1207.pdf"", ""scout_target_id"": ""BRM5-20260731-05964""}"
BRMMECHPREP-20260803-4be3fcc37e15959182b93b40,BRMGRT-20260802-a443d48e2092132270622a4d,BRMGRS-20260802-249a8f92ce053fe5b683dded,BRMSPAN-20260802-6f1e8c8e6eba995537400de4,police_direct,other_pay_setting_mechanism,agenda_packet_or_minutes,East Fallowfield,PA,"[""BRMGRS-20260802-249a8f92ce053fe5b683dded""]","[""BRMSPAN-20260802-6f1e8c8e6eba995537400de4""]",weak_or_not_supported,manual_review_candidate,none,original_rating_preserved,true,true,true,defer,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14430-01"", ""final"": ""https://eastfallowfield.org/2015pdf/April.28.2026.BOSmeeting.packet.compressed.pdf"", ""original"": ""https://eastfallowfield.org/2015pdf/April.28.2026.BOSmeeting.packet.compressed.pdf"", ""scout_target_id"": ""BRM5-20260731-14430""}"
BRMMECHPREP-20260803-d0a99dcd0efd7c4744460acf,BRMGRT-20260802-503dd017ab6109edf0457dfe,BRMGRS-20260802-249a8f92ce053fe5b683dded,BRMSPAN-20260802-b688dfebde37e9f56c59f15d,police_direct,other_pay_setting_mechanism,agenda_packet_or_minutes,East Fallowfield,PA,"[""BRMGRS-20260802-249a8f92ce053fe5b683dded""]","[""BRMSPAN-20260802-b688dfebde37e9f56c59f15d""]",source_navigation_or_reference_only,local_context_candidate,weak,original_rating_preserved,true,true,true,local context,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14430-01"", ""final"": ""https://eastfallowfield.org/2015pdf/April.28.2026.BOSmeeting.packet.compressed.pdf"", ""original"": ""https://eastfallowfield.org/2015pdf/April.28.2026.BOSmeeting.packet.compressed.pdf"", ""scout_target_id"": ""BRM5-20260731-14430""}"
BRMMECHPREP-20260803-f8444731ad0a8e98353135ac,BRMGRT-20260802-fc314698e2c7c9c62c9007d9,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-11981d968352863c98b5c739,police_direct,non_base_compensation,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-11981d968352863c98b5c739""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,weak,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-d319f346a35a2f14b7ee2ddb,BRMGRT-20260802-2bb5a92f6e240db81393a0ab,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-1ed3dcb7b40e0e30cd7813a5,police_direct,retroactivity_implementation,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-1ed3dcb7b40e0e30cd7813a5""]",qualitative_mechanism_claim_ready,local_context_candidate,moderate,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-7fcb26ab1062b5ec329a6364,BRMGRT-20260802-0ab69e416161771ba660a63e,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-4d87ae8be246db0805f7e9a3,police_direct,cola_cpi_indexing,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-4d87ae8be246db0805f7e9a3""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,weak,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-0dcda24eb2d215a3918e83ea,BRMGRT-20260802-eebc137ec60d2a03980a1f08,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-70c630fca7973f9df798a492,police_direct,other_pay_setting_mechanism,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-70c630fca7973f9df798a492""]",qualitative_mechanism_claim_ready,local_context_candidate,weak,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-1cf7c532e82889aab56501c3,BRMGRT-20260802-f27628a7f28d952bbc0a4f3a,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-7f21453f32808e6f315e9a74,police_direct,other_pay_setting_mechanism,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-7f21453f32808e6f315e9a74""]",qualitative_mechanism_claim_ready,local_context_candidate,moderate,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-7035df4e636c294c1dbb4299,BRMGRT-20260802-9db33bd34666dd338f206de2,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-95ac3fc762e83bd4496454d8,police_direct,classification_civil_service,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-95ac3fc762e83bd4496454d8""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,weak,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-f7d5079570097357aa79d714,BRMGRT-20260802-5a10b9c50a983dedafcb1e54,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-c6464bdfe205fadde21e175a,police_direct,non_base_compensation,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-c6464bdfe205fadde21e175a""]",quantitative_needs_normalization,supporting_example_candidate,none,high,true,true,false,supporting,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-af28c876b1e65733029f8886,BRMGRT-20260802-7316b239fc791326e0f2e4e0,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-cd088e7511b07b215f2ef1ec,police_direct,retroactivity_implementation,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-cd088e7511b07b215f2ef1ec""]",quantitative_direct_text_claim_ready,core_finding_candidate,none,original_rating_preserved,true,true,false,core,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-9a2fa7889a7a71280e089dd7,BRMGRT-20260802-e187210a29c8dd59037e9014,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-d4893ab2805a36dab3b3368d,police_direct,retroactivity_implementation,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-d4893ab2805a36dab3b3368d""]",qualitative_mechanism_claim_ready,local_context_candidate,moderate,high,true,true,false,local context,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-f9b4f76b42b9aa4a2c1ccca9,BRMGRT-20260802-8dfb3c2384d4676307b3a121,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-dcadf56ad9e55008c2e71259,police_direct,cola_cpi_indexing,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-dcadf56ad9e55008c2e71259""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,weak,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-5819cc5c9a2e29cde947c088,BRMGRT-20260802-cf0005d989dbfe0a41a4d234,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-eb7cf78bf5dad653ea3701c6,police_direct,other_pay_setting_mechanism,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-eb7cf78bf5dad653ea3701c6""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,weak,high,true,true,false,mechanism summary,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-88aa9eb6e4c27a299e34acb6,BRMGRT-20260802-ca8287df043a2d2ca4aaa3f4,BRMGRS-20260802-b80388b3db0cc767fd9b01dc,BRMSPAN-20260802-fc6a68e9c46cac84cd2483dc,police_direct,other_pay_setting_mechanism,arbitration_award,North Castle,NY,"[""BRMGRS-20260802-b80388b3db0cc767fd9b01dc""]","[""BRMSPAN-20260802-fc6a68e9c46cac84cd2483dc""]",qualitative_mechanism_claim_ready,manual_review_candidate,weak,high,true,true,false,defer,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14247-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/03/ia84-008-award-4-22-85.pdf"", ""original"": ""https://perb.ny.gov/town-north-castle-and-police-benevolent-association-town-north-castle-inc"", ""scout_target_id"": ""BRM5-20260731-14247""}"
BRMMECHPREP-20260803-555b9e92d120727d0729bdae,BRMGRT-20260802-30765be0414cccd09aad6bcf,BRMGRS-20260802-e8b4089373f5321aeb56f670,BRMSPAN-20260802-de804ea8f25bc2e60ae68863,police_direct,non_base_compensation,cba,Casey,IL,"[""BRMGRS-20260802-e8b4089373f5321aeb56f670""]","[""BRMSPAN-20260802-de804ea8f25bc2e60ae68863""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,false,true,write_off,"[""primary_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-15128-02"", ""final"": ""https://ibew702.org/wp-content/uploads/2020/07/2019_-_2022_City_of_Casey_CBA_website.pdf"", ""original"": ""https://www.ibew702.org/wp-content/uploads/2020/07/2019_-_2022_City_of_Casey_CBA_website.pdf"", ""scout_target_id"": ""BRM5-20260731-15128""}"
BRMMECHPREP-20260803-e445d31eff47becfd44d0bc2,BRMGRT-20260802-8fd0c8a813db018ae8697096,BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01,BRMSPAN-20260802-233f3390d01cad3ab0307a88,police_direct,collective_bargaining,cba,Ovid,MI,"[""BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01""]","[""BRMSPAN-20260802-233f3390d01cad3ab0307a88""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08693-01"", ""final"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""original"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""scout_target_id"": ""BRM5-20260731-08693""}"
BRMMECHPREP-20260803-3d83aad8b25ce0cee1fe2734,BRMGRT-20260802-0c685ea873d3408e94e93c35,BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01,BRMSPAN-20260802-32b00b9627fc0f6561e8b4d2,police_direct,non_base_compensation,cba,Ovid,MI,"[""BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01""]","[""BRMSPAN-20260802-32b00b9627fc0f6561e8b4d2""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08693-01"", ""final"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""original"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""scout_target_id"": ""BRM5-20260731-08693""}"
BRMMECHPREP-20260803-9ba6d2512c026d60ac7003b8,BRMGRT-20260802-7aa560677c5942a3fda04677,BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01,BRMSPAN-20260802-38ce19927e943761976b36f0,police_direct,non_base_compensation,cba,Ovid,MI,"[""BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01""]","[""BRMSPAN-20260802-38ce19927e943761976b36f0""]",source_navigation_or_reference_only,exclude_or_write_off,none,high,true,true,false,write_off,"[""source_title_anchor:police_direct""]","{""candidate_id"": ""BRM5C-BRM5-20260731-08693-01"", ""final"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""original"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""scout_target_id"": ""BRM5-20260731-08693""}"
BRMMECHPREP-20260803-3fb8ab7880a7a2462207b060,BRMGRT-20260802-752db1e2d22b8c0c86914182,BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01,BRMSPAN-20260802-6c9edb85869abe8f71d49793,police_direct,retroactivity_implementation,cba,Ovid,MI,"[""BRMGRS-20260802-3bd2bb81c37633bdc4ce4f01""]","[""BRMSPAN-20260802-6c9edb85869abe8f71d49793""]",qualitative_mechanism_claim_ready,mechanism_summary_candidate,moderate,original_rating_preserved,true,true,false,mechanism summary,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-08693-01"", ""final"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""original"": ""https://cclp.us/wp-content/uploads/ff-a057551e81ef32942de88e1870048420-ff-Ovid-CBA-FINAL-10-01-23-12-31-24.pdf"", ""scout_target_id"": ""BRM5-20260731-08693""}"
