source_document_cluster_id,source_rating_id,retained_source_id,municipality,state,region,source_type,source_family,span_ids,span_rating_ids,span_count,side_labels_represented,clear_safety_anchor_count,clear_non_safety_anchor_count,quantitative_record_count,qualitative_mechanism_record_count,growth_continuity_record_count,comparison_seed_record_count,raw_period_anchors,pay_basis_hints,same_document_cross_side_candidate,source_locator_lineage
BRMSRCDOC-20260803-5aaf50512373e1272f30d992,BRMGRS-20260802-d50b6b0f83ae14b1c69544b9,RMSRD-20260802-7ce74e9bbadc3fdae9c1,Floodwood,MN,Midwest,pdf,mou_or_memorandum,"[""BRMSPAN-20260802-0e3fb9d02a6f3aca5d792ad8"",""BRMSPAN-20260802-1dfc694238a7961d62a016fe"",""BRMSPAN-20260802-266bd9bcacdc7befcf84da31"",""BRMSPAN-20260802-3bff5336d32ffa83fd784ce1"",""BRMSPAN-20260802-73a6be49261189866f2a5425"",""BRMSPAN-20260802-9f3f12b3ffe7b41ad3ff0c58"",""BRMSPAN-20260802-a2f3dd4e74148cf426c718a7"",""BRMSPAN-20260802-ab740304d260946bc70b047a"",""BRMSPAN-20260802-b361a0809f4fac2815a3d5df"",""BRMSPAN-20260802-c778e97b75022a9b25bd329b"",""BRMSPAN-20260802-d743be8da2f011da7ec56d65"",""BRMSPAN-20260802-ebcb4189f9903499d2d572ee"",""BRMSPAN-20260802-fbf886f75a26801c52db7c24""]","[""BRMGRT-20260802-a0d7ee326e41187663c2b867"",""BRMGRT-20260802-9a5a2207ba1c99394f04c2e4"",""BRMGRT-20260802-2a29d2d93d071adb33521f78"",""BRMGRT-20260802-74838f5810453a7c4bf746c0"",""BRMGRT-20260802-d11c5a52d05eef2b7b1baa43"",""BRMGRT-20260802-694f5a96579d96fc49166052"",""BRMGRT-20260802-17f518b4f1fb19d59a5d109a"",""BRMGRT-20260802-bbe2736563aecd89e10f1904"",""BRMGRT-20260802-42a8a0a0273a696a40b424f6"",""BRMGRT-20260802-8ddee5669fb8345716b28a66"",""BRMGRT-20260802-071d13b3b79d209d8917323c"",""BRMGRT-20260802-87f4f0b7444d49359875525f"",""BRMGRT-20260802-e13487b3842000eacd3c21de""]",13,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""2025"",""August 12, 2025""]","[""hourly"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-05154-01"", ""final"": ""https://floodwoodmn.gov/vertical/sites/%7B358D6A07-4251-44D3-9BEC-A85089CE2CD6%7D/uploads/August_12_2025_Agenda__Packet.pdf"", ""original"": ""https://floodwoodmn.gov/vertical/sites/%7B358D6A07-4251-44D3-9BEC-A85089CE2CD6%7D/uploads/August_12_2025_Agenda__Packet.pdf"", ""scout_target_id"": ""BRM5-20260731-05154""}"
BRMSRCDOC-20260803-3924670b24dc13dd826782f2,BRMGRS-20260802-d5278fab87fd90cb2f51bc8d,RMSRD-20260802-9e4d875d7dcd14714b6f,Stewart,MN,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-0ae43251710e4b02132a6cb0"",""BRMSPAN-20260802-db91ed9ade31717d7fc16be2"",""BRMSPAN-20260802-eeee3b1e914af3ed9ac61e2e""]","[""BRMGRT-20260802-70b086d83ad27bf638875ebe"",""BRMGRT-20260802-227957283ed3db89497e9042"",""BRMGRT-20260802-35c3946864d5b800b9c6a845""]",3,"[""remains_unclear""]",0,0,0,0,0,0,"[""2025-14""]","[""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-05378-01"", ""final"": ""https://cityofstewart.com/userfiles/file/01.13.25-meeting-minutes.pdf"", ""original"": ""https://www.cityofstewart.com/userfiles/file/01.13.25-meeting-minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-05378""}"
BRMSRCDOC-20260803-8768b39ea67b79641a9cb82e,BRMGRS-20260802-d53d56c29bc3ac85a2bfc373,RMSRD-20260802-3f2619061285cf1ecab6,Suttons Bay,MI,Midwest,pdf,personnel_policy,"[""BRMSPAN-20260802-01207084fb9724644b0bc245"",""BRMSPAN-20260802-368570f2a2439eaa1f198e46"",""BRMSPAN-20260802-b912e12b17235a1d989321b0"",""BRMSPAN-20260802-b9f00ba2f6176a34cf954076""]","[""BRMGRT-20260802-73c3e81f51d46124098c99c2"",""BRMGRT-20260802-6282e9b1d5472218eae97422"",""BRMGRT-20260802-b76f57702b12e3075b07800f"",""BRMGRT-20260802-ba17960d05b9e7f7293c6f8f""]",4,"[""write_off""]",0,0,0,0,0,0,"[""2023-21""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-12480-01"", ""final"": ""https://suttonsbayvillage.org/downloads/village_council_meeting_packet_51523.pdf"", ""original"": ""https://www.suttonsbayvillage.org/downloads/village_council_meeting_packet_51523.pdf"", ""scout_target_id"": ""BRM5-20260731-12480""}"
BRMSRCDOC-20260803-b869dbf4c4ac2a287824102a,BRMGRS-20260802-d564fd5f3931aee9268eb80d,RMSRD-20260802-418a8504bd56d024cc18,Ralpho,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-1121cbc0c64e00d0eacc2680"",""BRMSPAN-20260802-19bdfa452dfc41d32249a94d"",""BRMSPAN-20260802-4b4ed201aea22fdd6e9a5ecd"",""BRMSPAN-20260802-7cbe22f650d322bef9570a40"",""BRMSPAN-20260802-ad130f80fb616896afe6fa6c"",""BRMSPAN-20260802-b9e63451bfeb43b48ff33f49""]","[""BRMGRT-20260802-d767f65760ecccf3675047ac"",""BRMGRT-20260802-b09696eba49ec8a588f8c8d4"",""BRMGRT-20260802-1b4ecb1ba4289d579531a7a8"",""BRMGRT-20260802-5eac7667c5f5176dbd041460"",""BRMGRT-20260802-b49970b8bbd7d81b2dc0553a"",""BRMGRT-20260802-645084d75936350f7595250f""]",6,"[""police_direct"",""remains_unclear""]",1,0,1,0,0,0,"[""2026-12""]","[""hourly"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10874-02"", ""final"": ""https://ralphotownship.org/app/download/16768904/20251209.pdf"", ""original"": ""https://www.ralphotownship.org/app/download/16768904/20251209.pdf"", ""scout_target_id"": ""BRM5-20260731-10874""}"
BRMSRCDOC-20260803-b4041a687165a0ad86b39131,BRMGRS-20260802-d56a360b16a0d2f7bcd1753d,RMSRD-20260802-305b9380b511e7bd526a,Pembroke,NY,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-7096ef5e4c3a2097a81e37ea"",""BRMSPAN-20260802-e49e90689c427dfeec7acfa4""]","[""BRMGRT-20260802-f2e9955f25b6f64f45dc785b"",""BRMGRT-20260802-4dbdcf6d7e8c64737b959ed2""]",2,"[""not_applicable""]",0,0,0,0,0,0,"[""2024""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10527-01"", ""final"": ""https://cms8.revize.com/revize/pembrokeny/01-04-24%20ORG%20Meeting%20for%20Web.pdf"", ""original"": ""https://cms8.revize.com/revize/pembrokeny/01-04-24%20ORG%20Meeting%20for%20Web.pdf"", ""scout_target_id"": ""BRM5-20260731-10527""}"
BRMSRCDOC-20260803-921fc87c5234ad67805b33e7,BRMGRS-20260802-d57912d68bf63687874e06e2,RMSRD-20260802-d64256270e1457f3a714,Green,OH,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-0071a4a6fd5afcfc139ed0f1"",""BRMSPAN-20260802-08690f2ab5177a4dfca832fb"",""BRMSPAN-20260802-2b42f0814c32720e3e748677"",""BRMSPAN-20260802-2b7147af9d6347a98fc3ba30"",""BRMSPAN-20260802-2e8e12fa9553644f563e6b1a"",""BRMSPAN-20260802-3b2cf6d03702083c43f5efcd"",""BRMSPAN-20260802-3c6e4b14148b316e7cc6118f"",""BRMSPAN-20260802-6dde766c27c5ea0a03b1f36b"",""BRMSPAN-20260802-796c1e70a8d41dca9453d49e"",""BRMSPAN-20260802-7fbcd3be005bff5455d70134"",""BRMSPAN-20260802-7ff9cde6b5155c49b905223c"",""BRMSPAN-20260802-89c1121d27ee9ad53c48c167"",""BRMSPAN-20260802-8b0ebc17e77d52488bcfe5f2"",""BRMSPAN-20260802-9a597e21197710344dac21da"",""BRMSPAN-20260802-9f6809aa136f274e36c3f9b9"",""BRMSPAN-20260802-bd78d783c58602b1d1520686"",""BRMSPAN-20260802-ed67577a301e750acd30eea9"",""BRMSPAN-20260802-f0a55888cccb0c312036d7d0"",""BRMSPAN-20260802-ffe4e14611feaba49e932120""]","[""BRMGRT-20260802-39987e771146bae69d2ea747"",""BRMGRT-20260802-cfdf3c656d1ae9796cbcdb86"",""BRMGRT-20260802-a2931f7b4064882092d2db7d"",""BRMGRT-20260802-3b9ba954b64fb0641580716e"",""BRMGRT-20260802-3569fa9d56f32d00df5222d1"",""BRMGRT-20260802-e0163ea2f136795b0d0ac1d5"",""BRMGRT-20260802-8dd55e1c414a5d38f7f1674f"",""BRMGRT-20260802-a1f8faa8710be8ccd2bae97e"",""BRMGRT-20260802-a958fba704be3405aeba0394"",""BRMGRT-20260802-873990e08817c14bdba1724b"",""BRMGRT-20260802-954b61c81f939ae85e0929f4"",""BRMGRT-20260802-fe4e64be75af80ee29359bd5"",""BRMGRT-20260802-d5de97f767f9c34921e23a51"",""BRMGRT-20260802-29869fbda704a8ebc3ce65d5"",""BRMGRT-20260802-1d035401b1ea3333e3c2cf06"",""BRMGRT-20260802-669aa8920a0d50d01fffce22"",""BRMGRT-20260802-aae446a904ea1cddbbd127bd"",""BRMGRT-20260802-dd02cbb2a259ad391ebab636"",""BRMGRT-20260802-fef26bf1123fc7c1a1eec23e""]",19,"[""fire_direct""]",19,0,6,13,1,0,"[""January 1, 2020"",""January 1, 2021"",""January 1, 2022""]","[""overtime_rate"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-02267-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0896.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0896.pdf"", ""scout_target_id"": ""BRM5-20260731-02267""}"
BRMSRCDOC-20260803-327ad83051ba4a031aed5242,BRMGRS-20260802-d5ee58839d567e3f84a47272,RMSRD-20260802-679d3f1a12b8d2002753,Union,OH,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-0b68b7e71edc90cdc898f0a2"",""BRMSPAN-20260802-0cc7adaf967a39091bf3b193"",""BRMSPAN-20260802-152c576219980ae207a15668"",""BRMSPAN-20260802-336fada32620602ef7d0a2f2"",""BRMSPAN-20260802-3a81fdb91f12dbf82a26983f"",""BRMSPAN-20260802-3d01fca94b89b22eb8d94f80"",""BRMSPAN-20260802-477944a8f6d336221f1582b2"",""BRMSPAN-20260802-4a535393e307b74272200227"",""BRMSPAN-20260802-5554d3ae67e108342e1f338b"",""BRMSPAN-20260802-5dff9e4644b398b319695abd"",""BRMSPAN-20260802-5f107b4cb405c307adeae86e"",""BRMSPAN-20260802-69d479871b736463fec16601"",""BRMSPAN-20260802-786ae3550248acf0fa61ac16"",""BRMSPAN-20260802-7d37279ca97c22d7913c0046"",""BRMSPAN-20260802-8cc6127a6d0fd2fdbc21c350"",""BRMSPAN-20260802-96731d1e85f65d28c02f1dac"",""BRMSPAN-20260802-a37ad1dc66559aa11fcd5426"",""BRMSPAN-20260802-ca933caeb1c02eae9a43b51a"",""BRMSPAN-20260802-e651df71150581cc06c10777"",""BRMSPAN-20260802-fbf830e9d33ac79df50899e4""]","[""BRMGRT-20260802-88297464a8d6e27f2aee8793"",""BRMGRT-20260802-1217dd562f43a5d29efedad2"",""BRMGRT-20260802-c3011e53c6159baaf29f966a"",""BRMGRT-20260802-186ffe908644df8759442c4d"",""BRMGRT-20260802-3973e4a2b898393064b3752b"",""BRMGRT-20260802-9e23f8fd96b6a405a699e097"",""BRMGRT-20260802-3847809019e1377bf48b2202"",""BRMGRT-20260802-5f616e4b4667d5e84bbf7c58"",""BRMGRT-20260802-10419a3a2d09143238853807"",""BRMGRT-20260802-1c9138eff705b80e5ef9dc51"",""BRMGRT-20260802-e2f2535d25acfb138d3a77a9"",""BRMGRT-20260802-44f0b15260048a643e27bf59"",""BRMGRT-20260802-0d04145b49606d08266cc3e6"",""BRMGRT-20260802-838906e33784b0de19f1f6cd"",""BRMGRT-20260802-a3314337480e100ba96f6a1d"",""BRMGRT-20260802-7216648a11b46b5244e6cf7c"",""BRMGRT-20260802-974fac6e7809f7fc63db0503"",""BRMGRT-20260802-db2728e46087af0944e89545"",""BRMGRT-20260802-64594a4c338d9275024aa128"",""BRMGRT-20260802-08445c55b9cfea79c965cd7c""]",20,"[""police_direct""]",20,0,6,14,2,0,"[""August 1, 2021""]","[""overtime_rate"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-13660-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1190.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1190.pdf"", ""scout_target_id"": ""BRM5-20260731-13660""}"
BRMSRCDOC-20260803-cabee1f5afc5d0a62e0ff8f7,BRMGRS-20260802-d64ac3dd57e8d53aa665c2cc,RMSRD-20260802-4535dc827088d19dea96,Bigfork,MN,Midwest,pdf,salary_ordinance,"[""BRMSPAN-20260802-176618f9964241685b1e0ad6"",""BRMSPAN-20260802-2ca2dc4296611289b9247fe9"",""BRMSPAN-20260802-3a791b3dd5e1563cf411d7e1"",""BRMSPAN-20260802-5d105d56c2c77894ab741b3e"",""BRMSPAN-20260802-6600a31c571ad486cfdedd56"",""BRMSPAN-20260802-670b1a89b0d220b4a08fdde2"",""BRMSPAN-20260802-749bd02853945717f1268744"",""BRMSPAN-20260802-8578ad186bb2aceb82887d5d"",""BRMSPAN-20260802-92c88dae61bfb128ecb8be42"",""BRMSPAN-20260802-ae25b78f676f0549232ba31c"",""BRMSPAN-20260802-b9be9ef496342b544e9faa8f"",""BRMSPAN-20260802-cfe11c316438f724a55f7ca3"",""BRMSPAN-20260802-d25dab9a4deece8416b34117"",""BRMSPAN-20260802-e5759916497d2df3dcb4f724""]","[""BRMGRT-20260802-90b93f9dec53aabeff7760ac"",""BRMGRT-20260802-57677721b5a986b5663e6e53"",""BRMGRT-20260802-c5c93ca50e8c6032cccf2963"",""BRMGRT-20260802-8925bde9a7ca143b68aa2f20"",""BRMGRT-20260802-14ae85c38616e171bc43a53d"",""BRMGRT-20260802-c3378190007fd3eb9e5ee156"",""BRMGRT-20260802-07b4986825922439cb1994f5"",""BRMGRT-20260802-d474afdbddda3fdfe2a30703"",""BRMGRT-20260802-ae17dc0ae416f9cf16b685c0"",""BRMGRT-20260802-01967663e8730dbe8613bcab"",""BRMGRT-20260802-a6383bab157ef2abeb2e6b90"",""BRMGRT-20260802-4fa41c00633e89a54a46d928"",""BRMGRT-20260802-eda6cc3b6a3d991b1a83bfc1"",""BRMGRT-20260802-a9205a5b51563b57d6a7576f""]",14,"[""not_applicable"",""remains_unclear""]",0,0,0,0,0,0,[],"[""allowance"",""percentage_raise"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-08788-01"", ""final"": ""https://cityofbigfork.com/uploads/8/6/2/0/86205214/bigfork_city_code_of_ordinances.pdf"", ""original"": ""https://www.cityofbigfork.com/uploads/8/6/2/0/86205214/bigfork_city_code_of_ordinances.pdf"", ""scout_target_id"": ""BRM5-20260731-08788""}"
BRMSRCDOC-20260803-3975b42e1d4b455b6c466833,BRMGRS-20260802-d64be542c00d64a70acab29f,RMSRD-20260802-19b858b4fca675131e7d,Taylorville,IL,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-3c6739403d7ef9ba3f491e38"",""BRMSPAN-20260802-4364565a5d04d2702fb30e0f"",""BRMSPAN-20260802-7583d744cdaffd636b43b339"",""BRMSPAN-20260802-75918bcbf49704cb2a9f5fe5"",""BRMSPAN-20260802-8bcf35d7a5be4ab65ddfadb9"",""BRMSPAN-20260802-8edf33484cb09432cd8c79c4"",""BRMSPAN-20260802-91d4ec289c807601d7a3610e"",""BRMSPAN-20260802-9356736a4e2a94cd08f1ffc5"",""BRMSPAN-20260802-9b26e9209e40475d960da452"",""BRMSPAN-20260802-ba2d2eff05b4ed092e95c00d"",""BRMSPAN-20260802-bb0b7a363f6e35e6256f5f04"",""BRMSPAN-20260802-c57ef9a30fc964de7650219c"",""BRMSPAN-20260802-cc76908f2f07dacc0152b6f5"",""BRMSPAN-20260802-df2a88c95ca242adcae28a80"",""BRMSPAN-20260802-dfcfd0f170fe14fb4ada354b"",""BRMSPAN-20260802-eaab690a91d59d9a14be7668"",""BRMSPAN-20260802-ebe4ac78ac53efe74b51f602"",""BRMSPAN-20260802-eed661610a32f617e40e47e7""]","[""BRMGRT-20260802-ff505a986ebf56e00fccd321"",""BRMGRT-20260802-0d386cbd0e2792fbab15b9e3"",""BRMGRT-20260802-443150774844e51ed0a846d2"",""BRMGRT-20260802-2295e11896ac82a5e134e499"",""BRMGRT-20260802-0293b6841978a4aa39a1767d"",""BRMGRT-20260802-a3037f14a6ac0f068721f438"",""BRMGRT-20260802-76e4fbddaecf214f29e3556e"",""BRMGRT-20260802-c9c72e8676a86f66b5eb2e66"",""BRMGRT-20260802-b8eda93ce7deb987c8739bd1"",""BRMGRT-20260802-8edfd984535d8a9551b7ece1"",""BRMGRT-20260802-a1ee42c34ae78daeaec71e7b"",""BRMGRT-20260802-df01af48125b38a0725589b1"",""BRMGRT-20260802-7d50e53afc0336935d98a50c"",""BRMGRT-20260802-7e2987a3887dc49cdba2922e"",""BRMGRT-20260802-3091b97a3e3d6495331bd07d"",""BRMGRT-20260802-24139b40cd6ec6c9586f52be"",""BRMGRT-20260802-409a46b43c0bcc59edc68da0"",""BRMGRT-20260802-1192d37b028bbd217632c310""]",18,"[""fire_direct"",""police_direct""]",18,0,11,8,3,0,"[""2021-2025"",""Dec 31, 2023""]","[""annual_salary"",""hourly"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-04223-03"", ""final"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020agen.pdf"", ""original"": ""https://taylorville.net/wp-content/uploads/COUNCIL2020agen.pdf"", ""scout_target_id"": ""BRM5-20260731-04223""}"
BRMSRCDOC-20260803-cfb53b9d9ed682f1c1d978ea,BRMGRS-20260802-d66558c4cc3e4c33f8d2b2c1,RMSRD-20260802-53c41fb80668cf0c4495,Ontelaunee,PA,Northeast,pdf,factfinding_report,"[""BRMSPAN-20260802-32616c65c615870f8cc15b58"",""BRMSPAN-20260802-4b6aa6641e0a403708a18934"",""BRMSPAN-20260802-4d9688a479825f6151e7aca3"",""BRMSPAN-20260802-707e86e7265b36cd13415a61"",""BRMSPAN-20260802-bd289379a0cece3abc5ec44e"",""BRMSPAN-20260802-c25ad43548b5ed6f03bc050f"",""BRMSPAN-20260802-f2b949be02d0ac40b2caf2b8"",""BRMSPAN-20260802-fcce8f1323a299ff868498dc""]","[""BRMGRT-20260802-6df1bb35bb6a781ce6510ea4"",""BRMGRT-20260802-ca6a7be38d24385850fe9f1a"",""BRMGRT-20260802-9b80b281a05f483634379ec5"",""BRMGRT-20260802-af6f0f569d72f867648f096a"",""BRMGRT-20260802-d354d33508219a69e779ce3c"",""BRMGRT-20260802-4df360fc537a18cfac9e11b2"",""BRMGRT-20260802-b77b3265f06b99f6ebfb1fab"",""BRMGRT-20260802-5914008030ad8f67696831ba""]",8,"[""police_direct""]",8,0,0,8,0,0,"[""January 15, 2020""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14593-01"", ""final"": ""https://pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/proposed/2020/documents/berks-co-fop-lodge-71-pf-c-19-35-e.pdf"", ""original"": ""https://www.pa.gov/content/dam/copapwp-pagov/en/dli/documents/individuals/labor-management-relations/plrb/proposed/2020/documents/berks-co-fop-lodge-71-pf-c-19-35-e.pdf"", ""scout_target_id"": ""BRM5-20260731-14593""}"
BRMSRCDOC-20260803-8c7fb65563aabf824c51f024,BRMGRS-20260802-d6946cbf9354be3a600ede48,RMSRD-20260802-e2ff10b6b36a97b1375a,Port Sanilac,MI,Midwest,pdf,other_local_government_pay_policy,"[""BRMSPAN-20260802-1575256f2e4963d110bb4352"",""BRMSPAN-20260802-ef536b763ebe8523a411bf23""]","[""BRMGRT-20260802-8c5a7b01bd6d323b899d4b99"",""BRMGRT-20260802-0cb5ff204f72133838dce020""]",2,"[""police_direct""]",2,0,0,2,0,0,"[""2024-05""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-12447-01"", ""final"": ""https://portsanilac.net/_files/ugd/94aae1_de390bfa06bf41ccb60ead4f6f101cad.pdf"", ""original"": ""https://www.portsanilac.net/_files/ugd/94aae1_de390bfa06bf41ccb60ead4f6f101cad.pdf"", ""scout_target_id"": ""BRM5-20260731-12447""}"
BRMSRCDOC-20260803-4bc3af0e8f749ca12f9b5e2d,BRMGRS-20260802-d6c28b52d36483f36d9842d2,RMSRD-20260802-725bfd6cdff2aa106a64,Stonington,IL,Midwest,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-c2936a00dc1be428e98ba63c""]","[""BRMGRT-20260802-d81227bb8817a66baa5d548b""]",1,"[""not_applicable""]",0,0,0,0,0,0,"[""March 28, 2022""]","[""hourly""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-00474-03"", ""final"": ""https://villageofstonington.com/documents/654/March_28_2022_Finance_Meeting_Minutes.pdf"", ""original"": ""https://villageofstonington.com/documents/654/March_28_2022_Finance_Meeting_Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-00474""}"
BRMSRCDOC-20260803-94ccb9a764c0970066f38687,BRMGRS-20260802-d6e53fcf61d83a6728852b66,RMSRD-20260802-57d3a8b00616ae2f70c7,Norfolk,NY,Northeast,pdf,wage_schedule,"[""BRMSPAN-20260802-40f65e1e578e0f1059e00f31"",""BRMSPAN-20260802-5a30dfaf40baee39e9b9b5d6""]","[""BRMGRT-20260802-4d9cbb24a42011f81d6a86d0"",""BRMGRT-20260802-4bfda4fcd72077d5f4c7b087""]",2,"[""remains_unclear""]",0,0,0,0,0,0,"[""2024"",""April 23, 2024""]","[""hourly"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-06777-01"", ""final"": ""https://norfolkny.com/wp-content/uploads/2025/05/Town-Board-Special-Meeting-April-23-2024.pdf"", ""original"": ""https://norfolkny.com/wp-content/uploads/2025/05/Town-Board-Special-Meeting-April-23-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-06777""}"
BRMSRCDOC-20260803-ea5b23fa153df036f20de41a,BRMGRS-20260802-d71d7044f9d486ac0e6d4596,RMSRD-20260802-d5315628097d37e02e1d,Summit,IL,Midwest,pdf,wage_schedule,"[""BRMSPAN-20260802-58fe83e8a62ae30f2640c249""]","[""BRMGRT-20260802-23229b5ce392c4e52044736a""]",1,"[""remains_unclear""]",0,0,0,0,0,0,[],"[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-00477-01"", ""final"": ""https://summit-il.org/AgendaCenter/ViewFile/Agenda/_08182025-265"", ""original"": ""https://www.summit-il.org/AgendaCenter/ViewFile/Agenda/_08182025-265"", ""scout_target_id"": ""BRM5-20260731-00477""}"
BRMSRCDOC-20260803-6b87479f01189a46820bf670,BRMGRS-20260802-d74316cc03c177919cba11a5,RMSRD-20260802-011c5533a51e3abf7eaa,Norway,MI,Midwest,pdf,mou_or_memorandum,"[""BRMSPAN-20260802-d2af38e29cdcfc0dbae14246""]","[""BRMGRT-20260802-f5e7e9b4c9c62584ee2244f8""]",1,"[""remains_unclear""]",0,0,0,0,0,0,"[""July 15, 2024""]","[""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-01208-02"", ""final"": ""https://cms3.revize.com/revize/norwayddami/7-15-2024.pdf"", ""original"": ""https://cms3.revize.com/revize/norwayddami/7-15-2024.pdf"", ""scout_target_id"": ""BRM5-20260731-01208""}"
BRMSRCDOC-20260803-ae5a67aa8d5ea23dffd0dc52,BRMGRS-20260802-d7711447b08f24eccfd289ae,RMSRD-20260802-2e5e1026b7d263721ff6,Monticello,WI,Midwest,pdf,arbitration_award,"[""BRMSPAN-20260802-224381ec781fe7499b5462f0"",""BRMSPAN-20260802-4c996abeb444a4dffe327cc3"",""BRMSPAN-20260802-60c765dd357009ac19a09a64"",""BRMSPAN-20260802-626a5f576f73b41de5a0a105"",""BRMSPAN-20260802-835bc476418b10a10b34e0e8"",""BRMSPAN-20260802-ad67cc44b1ff25b94c5e3ab9"",""BRMSPAN-20260802-c94a96da316f3a551c78972b"",""BRMSPAN-20260802-cd175c4b4360e201dc4c14a0""]","[""BRMGRT-20260802-868e00f9dc6e1c641c988346"",""BRMGRT-20260802-7005a7287f9a2ac77b6fa83f"",""BRMGRT-20260802-4c1bad4e41b3d4ebf1cb56df"",""BRMGRT-20260802-c148ff22ce0f142d22746bb2"",""BRMGRT-20260802-b5467d40795217fad1ae4a9f"",""BRMGRT-20260802-c7d8a3445c222591ba7ea7c9"",""BRMGRT-20260802-4ccdef540107b891afc592bd"",""BRMGRT-20260802-126d9438de8c47d020552966""]",8,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""1961""]","[""hourly"",""overtime_rate"",""unknown_or_mixed""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-10268-01"", ""final"": ""https://werc.wi.gov/decisions/18463-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/18463-A.pdf"", ""scout_target_id"": ""BRM5-20260731-10268""}"
BRMSRCDOC-20260803-9413b2a7ce528794f8ec02aa,BRMGRS-20260802-d77889848e5209b3699dfaad,RMSRD-20260802-ec12c2b5b59b565366e0,Westfield,PA,Northeast,pdf,agenda_packet_or_minutes,"[""BRMSPAN-20260802-39cab173da6d4174c8bb1438"",""BRMSPAN-20260802-7d57b9f785854ee8791f2b6b"",""BRMSPAN-20260802-889a4105a6e74793cdfb4aa8"",""BRMSPAN-20260802-b71a10bed4474eb5d141ec87""]","[""BRMGRT-20260802-b6b988abb39319888d359157"",""BRMGRT-20260802-f09e4bbfa6836e519007f25e"",""BRMGRT-20260802-147acadfdc858b77be565614"",""BRMGRT-20260802-d5b988d623768c3c23ac326c""]",4,"[""not_applicable"",""remains_unclear"",""write_off""]",0,0,0,0,0,0,"[""2023""]","[""allowance"",""stipend""]",false,"{""candidate_id"": ""BRM5C-BRM5-20260731-14726-01"", ""final"": ""https://westfieldborough.org/document/council-minutes-january-10th-2023"", ""original"": ""https://westfieldborough.org/document/council-minutes-january-10th-2023/"", ""scout_target_id"": ""BRM5-20260731-14726""}"
