non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,cumulative_cohort,source_seed_observation_id,qa_original_status,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_provisional_lane,source_quantitative_observation_id,source_mixed_join_key,targeted_qa_resolution_ids,targeted_qa_resolution_classification,targeted_qa_resolution_status,targeted_qa_reason_codes,targeted_qa_source_observation_id,active_in_qa_corrected_lane
nobs_4d17d823bd8f9944280c27e2,cex_559d15f981829899632be52c,doc_c8e350ed82a56730ff5ec09f,ttd_28378a3fe34f730544377cdd,sr_162aeea115aeee754d0ecd7b,NSCQ-OK-20260720-0010,OK,Norman,CITY OF NORMAN,fire,cba,,,97,longevity,Longevity Pay,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0067_sr_162aeea115aeee754d0ecd7b.pdf#page=97,medium,LONGEVITY_PAY_MENTIONED_IN_WAGES_SCOPE,provisional_unverified,corrected_500_seed,nobs_4d17d823bd8f9944280c27e2,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_4d17d823bd8f9944280c27e2,,true,,,,not_in_targeted_queue,not_applicable,,nobs_4d17d823bd8f9944280c27e2,true
nobs_f62bca185013c1b8eaf18128,cex_559d15f981829899632be52c,doc_c8e350ed82a56730ff5ec09f,ttd_28378a3fe34f730544377cdd,sr_162aeea115aeee754d0ecd7b,NSCQ-OK-20260720-0010,OK,Norman,CITY OF NORMAN,fire,cba,,,97,other,Incentive Pay,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0067_sr_162aeea115aeee754d0ecd7b.pdf#page=97,medium,INCENTIVE_PAY_MENTIONED_IN_WAGES_SCOPE,provisional_unverified,corrected_500_seed,nobs_f62bca185013c1b8eaf18128,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_f62bca185013c1b8eaf18128,,true,,,,not_in_targeted_queue,not_applicable,,nobs_f62bca185013c1b8eaf18128,true
nobs_7e4788c6ccdf6c22f4786645,cex_ba96381e5253b417468c090a,doc_04a3577a67910e7b33c250d4,ttd_a147f01b5ce620b2873c6853,sr_81abc2adbe409911ae27758a,NSCQ-OK-20260720-0009,OK,Norman,CITY OF NORMAN,police,cba,,,29,leave,Request leave of absence without pay requires written request at least five (5) working days prior to the requested date,,Request must specify the reason for leave; FOP/employee-related provisions appear around leave without pay.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0024_sr_81abc2adbe409911ae27758a.pdf#page=29,high,LEAVE_WITHOUT_PAY_REQUEST_TIMING,provisional_unverified,corrected_500_seed,nobs_7e4788c6ccdf6c22f4786645,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_7e4788c6ccdf6c22f4786645,,true,,,,not_in_targeted_queue,not_applicable,,nobs_7e4788c6ccdf6c22f4786645,true
nobs_bd520917ddcb7112f7cc3e5a,cex_ba96381e5253b417468c090a,doc_04a3577a67910e7b33c250d4,ttd_a147f01b5ce620b2873c6853,sr_81abc2adbe409911ae27758a,NSCQ-OK-20260720-0009,OK,Norman,CITY OF NORMAN,police,cba,,,29,leave,"Vacation, holiday, and sick leave benefits do not accrue during a leave of absence without pay of more than thirty (30)",,Applies when leave without pay exceeds thirty (30) calendar days.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0024_sr_81abc2adbe409911ae27758a.pdf#page=29,high,LEAVE_LENGTH_IMPACTS_VACATION_HOLIDAY_S,provisional_unverified,corrected_500_seed,nobs_bd520917ddcb7112f7cc3e5a,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_bd520917ddcb7112f7cc3e5a,,true,,,,not_in_targeted_queue,not_applicable,,nobs_bd520917ddcb7112f7cc3e5a,true
nobs_9f4a6232e82b3535bd3361a2,cex_ba96381e5253b417468c090a,doc_04a3577a67910e7b33c250d4,ttd_a147f01b5ce620b2873c6853,sr_81abc2adbe409911ae27758a,NSCQ-OK-20260720-0009,OK,Norman,CITY OF NORMAN,police,cba,,,29,longevity,Time on leave of absence without pay for more than thirty (30) calendar days does not count toward service for accruing:,,"Does not count toward service for accruing vacation, sick leave, or seniority (and is not used in computing time-in-grade for satisfactory performance increases).",tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0024_sr_81abc2adbe409911ae27758a.pdf#page=29,medium,LEAVE_WITHOUT_PAY_OVER_30_DOES_NOT_COUNT,provisional_unverified,corrected_500_seed,nobs_9f4a6232e82b3535bd3361a2,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_9f4a6232e82b3535bd3361a2,,true,,,,not_in_targeted_queue,not_applicable,,nobs_9f4a6232e82b3535bd3361a2,true
nobs_eebb2ce5e9e1cdcaf2f17669,cex_e67383f41524bf520ba74c05,doc_e5a840aa275b4beaf2ce021c,ttd_190a01bdecb3ec6d05f5d17e,sr_deb449119ea8a5e603bd489d,NSCQ-OK-20260720-0004,OK,Tulsa,CITY OF TULSA,fire,cba,,,13,education_or_certification,$50 per month,,Educational Incentive Pay for employees certified as meeting Education Incentive Pay requirements.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf#page=13,medium,EDUCATION_INCENTIVE_PAY_50_PER_MONTH,provisional_unverified,corrected_500_seed,nobs_eebb2ce5e9e1cdcaf2f17669,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_eebb2ce5e9e1cdcaf2f17669,,true,,,,not_in_targeted_queue,not_applicable,,nobs_eebb2ce5e9e1cdcaf2f17669,true
nobs_56d44c20d2f175aba03feac1,cex_e67383f41524bf520ba74c05,doc_e5a840aa275b4beaf2ce021c,ttd_190a01bdecb3ec6d05f5d17e,sr_deb449119ea8a5e603bd489d,NSCQ-OK-20260720-0004,OK,Tulsa,CITY OF TULSA,fire,cba,,,13,education_or_certification,$100 per month,,Educational Incentive Pay for employees certified as meeting Education Incentive Pay requirements (alternate amount shown).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0059_sr_deb449119ea8a5e603bd489d.pdf#page=13,medium,EDUCATION_INCENTIVE_PAY_100_PER_MONTH,provisional_unverified,corrected_500_seed,nobs_56d44c20d2f175aba03feac1,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_56d44c20d2f175aba03feac1,,true,,,,not_in_targeted_queue,not_applicable,,nobs_56d44c20d2f175aba03feac1,true
nobs_e398246a7c0317f2fe9d19e8,cex_fe9275f987a6692726af5e45,doc_945a2510099af8a255bc0783,ttd_4b983a0e2b87e4603aa298fd,sr_ec7ce2d88841d24c1779a274,NSCQ-OK-20260720-0005,OK,Tulsa,CITY OF TULSA,non_safety,cba,,,20,other,regular pay for time spent in arbitration (no loss of regular pay),,Applies if the arbitration hearing is scheduled during the Employee’s normal work period.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0094_sr_ec7ce2d88841d24c1779a274.pdf#page=20,high,REGULAR_PAY_PROTECTION_FOR_ARBITRATION_H,provisional_unverified,corrected_500_seed,nobs_e398246a7c0317f2fe9d19e8,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_e398246a7c0317f2fe9d19e8,,true,,,,not_in_targeted_queue,not_applicable,,nobs_e398246a7c0317f2fe9d19e8,true
nobs_558c2627051aa4c2f6388954,cex_2dd0f7d7e8b238d0b869d868,doc_87e77bb92165367da50c63b5,ttd_85d73c796f99a0e46cdb6236,sr_ee69ac8fe1ff11fbe6ecde89,NSCQ-OR-20260720-0127,OR,Baker City,CITY OF BAKER CITY,fire,cba,,,5,stipend,"$2,500 (one-time retention payment)",payroll period following execution of this agreement,applies to bargaining unit members employed during that payroll period,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0220_sr_ee69ac8fe1ff11fbe6ecde89.pdf#page=5,high,NB1,provisional_unverified,corrected_500_seed,nobs_558c2627051aa4c2f6388954,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_558c2627051aa4c2f6388954,,true,,,,not_in_targeted_queue,not_applicable,,nobs_558c2627051aa4c2f6388954,true
nobs_75d05299f5fe63c8dd4a6b62,cex_2dd0f7d7e8b238d0b869d868,doc_87e77bb92165367da50c63b5,ttd_85d73c796f99a0e46cdb6236,sr_ee69ac8fe1ff11fbe6ecde89,NSCQ-OR-20260720-0127,OR,Baker City,CITY OF BAKER CITY,fire,cba,,,6,overtime,1½ times the employee's regular hourly rate; overtime begins at the next half hour; full hour if overtime work is 'shall,,rate determined by dividing annual salary by 2912 hours; call-back rules include less than one hour before shift paid for one hour at overtime rate; otherwise paid for hours worked with a two hour minimum,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0220_sr_ee69ac8fe1ff11fbe6ecde89.pdf#page=6,medium,NB2,provisional_unverified,corrected_500_seed,nobs_75d05299f5fe63c8dd4a6b62,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_75d05299f5fe63c8dd4a6b62,,true,,,,not_in_targeted_queue,not_applicable,,nobs_75d05299f5fe63c8dd4a6b62,true
nobs_12744d8decb3d5913fd5c27d,cex_ba17edc93c04373253aa56b0,doc_7e495882f551c4ad8996b351,ttd_9550c1fb6104bb9522dd37c8,sr_36a74ceb961983035210ed82,NSCQ-OR-20260720-0089,OR,Central Point,CITY OF CENTRAL POINT,non_safety,cba,,,16,overtime,1½ times the regular hourly rate,,Applied to required overtime for hours worked in excess of 40 hours in the basic work week or in excess of a regular scheduled shift (more than 8 or 10 hours); includes legal holiday and compensatory time use; minimum 30 minutes at overtime,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0196_sr_36a74ceb961983035210ed82.pdf#page=16,high,OT_RATE_MULTIPLIER_AND_APPLICABILITY,provisional_unverified,corrected_500_seed,nobs_12744d8decb3d5913fd5c27d,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_12744d8decb3d5913fd5c27d,,true,,,,not_in_targeted_queue,not_applicable,,nobs_12744d8decb3d5913fd5c27d,true
nobs_af5a6bded3a5e9b0b531b09e,cex_ba17edc93c04373253aa56b0,doc_7e495882f551c4ad8996b351,ttd_9550c1fb6104bb9522dd37c8,sr_36a74ceb961983035210ed82,NSCQ-OR-20260720-0089,OR,Central Point,CITY OF CENTRAL POINT,non_safety,cba,,,17,overtime,Comp-time accrues at 1½ times the overtime hours actually worked; max 80 hours; overtime beyond 80 paid at overtime rate,,Employee election for approved overtime; comp-time paid off at City option at straight-time hourly rate at end of fiscal year; comp-time may be paid off at City option if employee changes to a higher job classification prior to changing.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0196_sr_36a74ceb961983035210ed82.pdf#page=17,medium,COMP_TIME_RATE_AND_CAP,provisional_unverified,corrected_500_seed,nobs_af5a6bded3a5e9b0b531b09e,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_af5a6bded3a5e9b0b531b09e,,true,,,,not_in_targeted_queue,not_applicable,,nobs_af5a6bded3a5e9b0b531b09e,true
nobs_f5f9a060d4121dfea535ff0f,cex_ebc6b532138739e7fbcfea9a,doc_94d6ea87bfa3622cd5f71f99,ttd_570f932307e38878206f3abd,sr_bcc4031e946b25332e791fb8,NSCQ-OR-20260720-0088,OR,Central Point,CITY OF CENTRAL POINT,police,cba,,,18,other,deferred compensation program,,Employees may participate through payroll deductions in the deferred compensation program offered through the City.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0242_sr_bcc4031e946b25332e791fb8.pdf#page=18,medium,DEF_COMP_12_6_PROGRAM_THROUGH_PAYROLL_DE,provisional_unverified,corrected_500_seed,nobs_f5f9a060d4121dfea535ff0f,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_f5f9a060d4121dfea535ff0f,,true,,,,not_in_targeted_queue,not_applicable,,nobs_f5f9a060d4121dfea535ff0f,true
nobs_7db61b6fd386c6563b837f4f,cex_ebc6b532138739e7fbcfea9a,doc_94d6ea87bfa3622cd5f71f99,ttd_570f932307e38878206f3abd,sr_bcc4031e946b25332e791fb8,NSCQ-OR-20260720-0088,OR,Central Point,CITY OF CENTRAL POINT,police,cba,,,18,other,payroll deductions,,Implementation mechanism for deferred compensation participation is payroll deductions.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0242_sr_bcc4031e946b25332e791fb8.pdf#page=18,medium,DEF_COMP_12_6_PAYROLL_DEDUCTION_MECHANIC,provisional_unverified,corrected_500_seed,nobs_7db61b6fd386c6563b837f4f,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_7db61b6fd386c6563b837f4f,,true,,,,not_in_targeted_queue,not_applicable,,nobs_7db61b6fd386c6563b837f4f,true
nobs_a6a48b3db4470c94eaeccb24,cex_ab56877276e411cf524426b4,doc_fccd8ee2f19fc7defcc76b44,ttd_7eba71ce078cbbaf7dc73a54,sr_23c4ff7fd6d18c5b56c9efce,NSCQ-OR-20260720-0119,OR,Cornelius,CITY OF CORNELIUS,fire,cba,,,11,leave,vacation accrual rate and amount of accrued vacation time adjusted via the conversion rate in Schedule C,,Upon assignment to a 40-hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0380_sr_23c4ff7fd6d18c5b56c9efce.pdf#page=11,medium,VACATION_ACCRUAL_CONVERSION_TO_40H,provisional_unverified,corrected_500_seed,nobs_a6a48b3db4470c94eaeccb24,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_a6a48b3db4470c94eaeccb24,,true,,,,not_in_targeted_queue,not_applicable,,nobs_a6a48b3db4470c94eaeccb24,true
nobs_01b332e8db2a2ee0832c4c1e,cex_ed9a2b4a19df1546cf996d8a,doc_4871c48a8c802c2d2186f996,ttd_1bb0a452e20698a51cb0e7a6,sr_e1ffd4859fe8d0caa25e3340,NSCQ-OR-20260720-0117,OR,Cornelius,CITY OF CORNELIUS,non_safety,cba,,,8,leave,vacation leave,,Job sharing employees accrue vacation leave based on a pro rate of hours worked in a month.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0078_sr_e1ffd4859fe8d0caa25e3340.pdf#page=8,high,NB1_JOB_SHARING_VACATION_LEAVE_PRORATE,provisional_unverified,corrected_500_seed,nobs_01b332e8db2a2ee0832c4c1e,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_01b332e8db2a2ee0832c4c1e,,true,,,,not_in_targeted_queue,not_applicable,,nobs_01b332e8db2a2ee0832c4c1e,true
nobs_2a0fbe986e56e76671d03792,cex_ed9a2b4a19df1546cf996d8a,doc_4871c48a8c802c2d2186f996,ttd_1bb0a452e20698a51cb0e7a6,sr_e1ffd4859fe8d0caa25e3340,NSCQ-OR-20260720-0117,OR,Cornelius,CITY OF CORNELIUS,non_safety,cba,,,8,leave,sick leave,,Job sharing employees accrue sick leave based on a pro rate of hours worked in a month.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0078_sr_e1ffd4859fe8d0caa25e3340.pdf#page=8,high,NB2_JOB_SHARING_SICK_LEAVE_PRORATE,provisional_unverified,corrected_500_seed,nobs_2a0fbe986e56e76671d03792,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_2a0fbe986e56e76671d03792,,true,,,,not_in_targeted_queue,not_applicable,,nobs_2a0fbe986e56e76671d03792,true
nobs_01cf4dde9a822739e8c3a74b,cex_ed9a2b4a19df1546cf996d8a,doc_4871c48a8c802c2d2186f996,ttd_1bb0a452e20698a51cb0e7a6,sr_e1ffd4859fe8d0caa25e3340,NSCQ-OR-20260720-0117,OR,Cornelius,CITY OF CORNELIUS,non_safety,cba,,,8,other,holiday pay,,Job sharing employees accrue holiday pay based on a pro rate of hours worked in a month.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0078_sr_e1ffd4859fe8d0caa25e3340.pdf#page=8,high,NB3_JOB_SHARING_HOLIDAY_PAY_PRORATE,provisional_unverified,corrected_500_seed,nobs_01cf4dde9a822739e8c3a74b,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_01cf4dde9a822739e8c3a74b,,true,,,,not_in_targeted_queue,not_applicable,,nobs_01cf4dde9a822739e8c3a74b,true
nobs_9f71cc84effa0d3d0fb49a3c,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,accrue prorated hours based on actual hours in paid status per pay period,,proration based on actual paid-status hours per pay period,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,medium,SMAHACCRUAL_RULE_TOKEN,provisional_unverified,corrected_500_seed,nobs_9f71cc84effa0d3d0fb49a3c,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_9f71cc84effa0d3d0fb49a3c,,true,,,,not_in_targeted_queue,not_applicable,,nobs_9f71cc84effa0d3d0fb49a3c,true
nobs_9f70de01742ee66fecb82d01,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,sick leave benefits begins after the first thirty (30) days of employment,after first thirty (30) days of employment,waiting period of thirty (30) days before sick leave benefits begin,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,high,WAITING_PERIOD_TOKEN,provisional_unverified,corrected_500_seed,nobs_9f70de01742ee66fecb82d01,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_9f70de01742ee66fecb82d01,,true,,,,not_in_targeted_queue,not_applicable,,nobs_9f70de01742ee66fecb82d01,true
nobs_a9bd79dd26722650bba1046d,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,sick leave can be used to supplement workers’ compensation for an accepted illness or disability,,only for accepted illness/disability covered by workers’ compensation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,medium,SUPPLEMENT_WS_COMP_TOKEN,provisional_unverified,corrected_500_seed,nobs_a9bd79dd26722650bba1046d,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_a9bd79dd26722650bba1046d,,true,,,,not_in_targeted_queue,not_applicable,,nobs_a9bd79dd26722650bba1046d,true
nobs_6d681408237e6c98c9d1072d,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,termination payout rate of 1 hour of pay for every 2 hours of unused sick leave deducted; deducted up to a maximum of 4 ,upon termination,deduction-based conversion applies at 1:2 (pay hours to unused sick leave hours) with a cap,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,low,TRUNCATED_CAP_TOKEN,needs_review,corrected_500_seed,nobs_6d681408237e6c98c9d1072d,needs_review,not_in_targeted_queue,not_applicable,nobs_6d681408237e6c98c9d1072d,,true,,,,not_in_targeted_queue,not_applicable,,nobs_6d681408237e6c98c9d1072d,true
nobs_b5883069edbd391e7f28199e,cex_15ffb258fee575f1cf429f2a,doc_9cc530fefa99baa11b00c007,ttd_007a01f1a41d9928d0adce85,sr_6d9b57d171fed378bff1db1a,NSCQ-OR-20260720-0041,OR,Corvallis,CITY OF CORVALLIS,non_safety,cba,,,21,leave,deducted up to a maximum of 436 hours of pay for 872 hours of sick leave deducted,upon termination,cap on converted hours: 436 hours of pay corresponding to 872 hours sick leave deducted,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_6d9b57d171fed378bff1db1a.pdf#page=21,high,CAP_AND_MAPPING_TOKEN,provisional_unverified,corrected_500_seed,nobs_b5883069edbd391e7f28199e,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_b5883069edbd391e7f28199e,,true,,,,not_in_targeted_queue,not_applicable,,nobs_b5883069edbd391e7f28199e,true
nobs_28c7ce0c59b41e337c47283a,cex_94eca1be458d3acd471c2557,doc_ac61d3c34c92c8d26ce0722b,ttd_f11c80887df208781a4b531d,sr_4e720083c463417f2d6f96a6,NSCQ-OR-20260720-0010,OR,Eugene,CITY OF EUGENE,fire,cba,,,39,leave,124.5 hours of Paid Time Off at beginning of assignment; additional 124.5 hours at each six month increment; 98 hours of,,Applies to 24 hour shift operations LD workback employees upon rehire.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=39,medium,E39_LWORKBACK_24H_PTO_124_5_AND_98_UNPA,provisional_unverified,corrected_500_seed,nobs_28c7ce0c59b41e337c47283a,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_28c7ce0c59b41e337c47283a,,true,,,,not_in_targeted_queue,not_applicable,,nobs_28c7ce0c59b41e337c47283a,true
nobs_0cf42a3c9837cbbde76681c3,cex_94eca1be458d3acd471c2557,doc_ac61d3c34c92c8d26ce0722b,ttd_f11c80887df208781a4b531d,sr_4e720083c463417f2d6f96a6,NSCQ-OR-20260720-0010,OR,Eugene,CITY OF EUGENE,fire,cba,,,39,leave,60 hours of Paid Time Off (supervisor approval); Holiday pay applicable to the position,,Applies to 40 hour assignment LD workback employees upon rehire.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=39,medium,E39_LWORKBACK_40H_PTO_60_AND_HOLIDAY_PAY,provisional_unverified,corrected_500_seed,nobs_0cf42a3c9837cbbde76681c3,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_0cf42a3c9837cbbde76681c3,,true,,,,not_in_targeted_queue,not_applicable,,nobs_0cf42a3c9837cbbde76681c3,true
nobs_d7f53dee77e357d1521fb1c0,cex_94eca1be458d3acd471c2557,doc_ac61d3c34c92c8d26ce0722b,ttd_f11c80887df208781a4b531d,sr_4e720083c463417f2d6f96a6,NSCQ-OR-20260720-0010,OR,Eugene,CITY OF EUGENE,fire,cba,,,39,healthcare_contributions,Pay a portion of the health insurance premium,first of the month after the date of rehire,LD Work Back Employee eligible for Health Insurance effective the first of the month after rehire; required to pay a portion unless coverage is waived.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0144_sr_4e720083c463417f2d6f96a6.pdf#page=39,high,E39_HEALTH_INS_PREMIUM_PORTION_FIRST_OF,provisional_unverified,corrected_500_seed,nobs_d7f53dee77e357d1521fb1c0,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_d7f53dee77e357d1521fb1c0,,true,,,,not_in_targeted_queue,not_applicable,,nobs_d7f53dee77e357d1521fb1c0,true
nobs_07c27e0cd2900af344ee1547,cex_18c146aefb65d766aea0b2ba,doc_dc52d27088f022cc4f69a94d,ttd_a5f6a97ddb04e440500e05be,sr_98dd831c62fb2b2ac16e0774,NSCQ-OR-20260720-0011,OR,Eugene,CITY OF EUGENE,non_safety,cba,,,13,benefits,Workers' compensation benefits through the City will not be received for illnesses,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0056_sr_98dd831c62fb2b2ac16e0774.pdf#page=13,medium,NWB_WORKERS_COMP_BENEFITS_LIMITATION,provisional_unverified,corrected_500_seed,nobs_07c27e0cd2900af344ee1547,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_07c27e0cd2900af344ee1547,,true,,,,not_in_targeted_queue,not_applicable,,nobs_07c27e0cd2900af344ee1547,true
nobs_df1d4f7ab1e701ac03788bf0,cex_c51161456b9d0310a4a78a9c,doc_76a911a9e3e233c70e2e14bd,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,,,24,leave,"Holiday: City shall not require employee to take off any holidays; if holiday time exhausted, may utilize other personal",,Accrued holiday leave cannot be used until completion of the pay period in which it is earned.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf#page=24,medium,P24E5B1D8C0D7A4B9F4C2F0A1B4D6E1,provisional_unverified,corrected_500_seed,nobs_df1d4f7ab1e701ac03788bf0,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_df1d4f7ab1e701ac03788bf0,,true,,,,not_in_targeted_queue,not_applicable,,nobs_df1d4f7ab1e701ac03788bf0,true
nobs_a0c3237e1c4ac79c2a02b775,cex_c51161456b9d0310a4a78a9c,doc_76a911a9e3e233c70e2e14bd,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,,,24,leave,Vacation accrual schedule tokens: <2 years: 100 / 3.846; 2 but <5: 116 / 4.462; 5 but <10: 140 / 5.385; 10 but <15: 164-,,Vacation accrue each pay period for hours of regular work and paid leave coded; vacation accrued during first 12 months not credited until employee completes first 12 months.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0199_sr_9e228b8141763dcd5a8b9b8c.pdf#page=24,medium,P24A7C7A2B9C5D6E8F1A2B3C4D5E6F7,provisional_unverified,corrected_500_seed,nobs_a0c3237e1c4ac79c2a02b775,provisional_unverified,not_in_targeted_queue,not_applicable,nobs_a0c3237e1c4ac79c2a02b775,,true,,,,not_in_targeted_queue,not_applicable,,nobs_a0c3237e1c4ac79c2a02b775,true
