implementation_status,join_status,municipality,root_compensation_event_id,side,state,urbanicity
formally_adopted,matched,East Hampton,ROOTCOMP-94efda459e23eaa1220a3699,police,NY,urban
implemented,matched,East Hampton,ROOTCOMP-95803d9d52f0e7c96af7f38b,police,NY,urban
formally_adopted,matched,East Rochester,ROOTCOMP-3bed76c4adcb46f9fdd3d428,remains_unclear,NY,urban
formally_adopted,matched,Eastchester,ROOTCOMP-01567f637c5a6468d00bd286,fire,NY,urban
implemented,matched,Eastchester,ROOTCOMP-f95aefaabce77e91512cfbd3,remains_unclear,NY,urban
implemented,matched,Eastchester,ROOTCOMP-9afef5bfa003688bb573c71a,fire,NY,urban
implemented,matched,Eastchester,ROOTCOMP-2cff09a5e32e786f7d34cf36,remains_unclear,NY,urban
implemented,matched,Ellenville,ROOTCOMP-9246d1ea2dd0ae334dec8e28,remains_unclear,NY,unknown
implemented,matched,Ellenville,ROOTCOMP-a38075ea203c896e270c15dd,police,NY,unknown
implemented,matched,Ellicott,ROOTCOMP-88a72e2f1ffcf9632d169c34,police,NY,unknown
formally_adopted,matched,Elmira,ROOTCOMP-84e9ca11652cdb75ed18270f,side_independent,NY,unknown
implemented,matched,Enfield,ROOTCOMP-0aa91aadc78070ed6db1717c,remains_unclear,NY,rural
implemented,matched,Erwin,ROOTCOMP-7849e9513dc6e4b298bcf001,side_independent,NY,unknown
formally_adopted,matched,Esopus,ROOTCOMP-6f723f25066afdfcc9359486,side_independent,NY,unknown
formally_adopted,matched,Evans,ROOTCOMP-a63ae6fdb7145db5e8b4f1b3,police,NY,unknown
implemented,matched,Evans Mills,ROOTCOMP-3becd54a6be68483256aced4,non_safety,NY,urban
formally_adopted,matched,Fairport,ROOTCOMP-9841328ad65a88a02040b362,remains_unclear,NY,urban
formally_adopted,matched,Fishkill,ROOTCOMP-27754c6086a4719a7fd39f15,police,NY,unknown
implemented,matched,Fishkill,ROOTCOMP-bb77f34398a2aa9c696f2002,police,NY,unknown
implemented,matched,Florida,ROOTCOMP-125f47bf0b5f9d10a199e50f,remains_unclear,NY,rural
implemented,matched,Florida,ROOTCOMP-313de7da4fbb477fbad01892,remains_unclear,NY,rural
formally_adopted,matched,Fort Ann,ROOTCOMP-b2ca018a2a66415fb1335286,remains_unclear,NY,rural
implemented,matched,Fort Plain,ROOTCOMP-0cf3a6b87b37a69e3d153ac1,police,NY,urban
formally_adopted,matched,Fowler,ROOTCOMP-3aa80058209d212c649539a7,side_independent,NY,rural
implemented,matched,Frankfort,ROOTCOMP-43936fabd8bd8493f56575ff,police,NY,urban
formally_adopted,matched,Geddes,ROOTCOMP-d53eb40e146ebdcd7e54ba46,police,NY,urban
implemented,matched,Geneseo,ROOTCOMP-7284dcff6642200f245a503e,police,NY,urban
implemented,matched,Geneseo,ROOTCOMP-adba63cbd55ebe98fcc9c080,police,NY,urban
implemented,matched,Grand Island,ROOTCOMP-12f75d4e221a796d296f3a96,remains_unclear,NY,urban
implemented,matched,Grand Island,ROOTCOMP-5bf38f35c87847c7f8b293df,remains_unclear,NY,urban
implemented,matched,Grand Island,ROOTCOMP-039d0f4c03c274926a91a9c0,remains_unclear,NY,urban
implemented,matched,Grand View-on-Hudson,ROOTCOMP-5d0e621bb10d5aa7d1cc739f,police,NY,urban
implemented,matched,Granville,ROOTCOMP-f4e1a8ac9e00f9f8c2c95422,police,NY,rural
implemented,matched,Granville,ROOTCOMP-673b216c2bfddfc61e462c18,police,NY,rural
implemented,matched,Granville,ROOTCOMP-009156733bf9f67a9e2fec98,police,NY,rural
implemented,matched,Granville,ROOTCOMP-1748fa97d45b99f486667c9e,police,NY,rural
implemented,matched,Granville,ROOTCOMP-bcc3693fe8feb5d3a3f2ceba,police,NY,rural
implemented,matched,Granville,ROOTCOMP-8d95453d799aa5378f8d586b,police,NY,rural
implemented,matched,Greece,ROOTCOMP-ef8ab999c28432b8ebb1e472,police,NY,urban
implemented,matched,Greece,ROOTCOMP-2c8876bfe3258dade39756b4,police,NY,urban
implemented,matched,Greece,ROOTCOMP-cbc524f9cc45a70fa8e69982,police,NY,urban
implemented,matched,Greene,ROOTCOMP-af9543820d8eeaffcc0f3af6,fire,NY,rural
formally_adopted,matched,Greenport,ROOTCOMP-9a939db09e2281b648089f2e,police,NY,urban
implemented,matched,Greenport,ROOTCOMP-673a3f41cfcc3381f2467c06,police,NY,urban
implemented,matched,Greenport,ROOTCOMP-899cef94879fe4103b915223,remains_unclear,NY,urban
formally_adopted,matched,Halcott,ROOTCOMP-314b750ccfe2c9f08bbdc991,remains_unclear,NY,rural
implemented,matched,Halcott,ROOTCOMP-37797cf379808f7aceb7dda7,non_safety,NY,rural
implemented,matched,Halcott,ROOTCOMP-345d4cb849f218ac04633be4,side_independent,NY,rural
implemented,matched,Hamburg,ROOTCOMP-cec80f4b33d6c122536405ee,remains_unclear,NY,urban
implemented,matched,Hamburg,ROOTCOMP-ce5aa2fd64397e9cce5e17ec,remains_unclear,NY,urban
implemented,matched,Hamburg,ROOTCOMP-6e41daab60d79e5cff44876c,remains_unclear,NY,urban
implemented,matched,Hamburg,ROOTCOMP-234b06cd4ca072b9d0cfe2f0,police,NY,urban
implemented,matched,Hamburg,ROOTCOMP-741dfb02fb155bc1bb00cccc,police,NY,urban
implemented,matched,Hamburg,ROOTCOMP-d122f1a8b20415a163f63dc1,remains_unclear,NY,urban
implemented,matched,Hamburg,ROOTCOMP-3d76e94aacc27c2580c53025,non_safety,NY,urban
implemented,matched,Hammondsport,ROOTCOMP-783230130e594bc04fbe6d3e,police,NY,urban
implemented,matched,Hancock,ROOTCOMP-ff77144c27185e26636e7b8d,side_independent,NY,rural
implemented,matched,Hanover,ROOTCOMP-688984fa0974b97c71d8e921,side_independent,NY,unknown
implemented,matched,Hardenburgh,ROOTCOMP-5e31decffb64e3db3b5da6a4,remains_unclear,NY,rural
implemented,matched,Harrietstown,ROOTCOMP-c030935fad99d83e70a791fd,remains_unclear,NY,unknown
formally_adopted,matched,Harrison,ROOTCOMP-125a7062c0abe4ead5264b8b,police,NY,urban
implemented,matched,Harrison,ROOTCOMP-79bc94c9ee57f39162a29de5,police,NY,urban
implemented,matched,Hartsville,ROOTCOMP-403643e5db9472ff1f958267,side_independent,NY,rural
formally_adopted,matched,Horseheads,ROOTCOMP-67874a64a0a08c29d9895730,remains_unclear,NY,urban
formally_adopted,matched,Hudson Falls,ROOTCOMP-8438b791e5d0e947e4b1d389,remains_unclear,NY,urban
implemented,matched,Huntington Bay,ROOTCOMP-954d008d9892088e4c1606d5,police,NY,urban
implemented,matched,Huntington Bay,ROOTCOMP-af69dfe1c482f88c180f8f7c,police,NY,urban
implemented,matched,Hyde Park,ROOTCOMP-28d12442310e17657f9bb13c,remains_unclear,NY,unknown
implemented,matched,Hyde Park,ROOTCOMP-da635d81b8796b26c471ee22,remains_unclear,NY,unknown
implemented,matched,Hyde Park,ROOTCOMP-d32c836e7db01b89e8bb1280,remains_unclear,NY,unknown
implemented,matched,Ithaca,ROOTCOMP-21839eb56764b0df8064ee4a,non_safety,NY,urban
implemented,matched,Ithaca,ROOTCOMP-efc838503340416eb6da4974,non_safety,NY,urban
implemented,matched,Ithaca,ROOTCOMP-e324188c8fd726f0c909e2a6,non_safety,NY,urban
implemented,matched,Ithaca,ROOTCOMP-f1a38025e0ed06ed07585443,non_safety,NY,urban
implemented,matched,Jerusalem,ROOTCOMP-bb4cfadf61e72232a39c945d,side_independent,NY,unknown
implemented,matched,Jerusalem,ROOTCOMP-9f4ada495afc983a2d103eeb,side_independent,NY,unknown
implemented,matched,Johnstown,ROOTCOMP-bacafd26508579174f81bce6,fire,NY,unknown
formally_adopted,matched,Johnstown,ROOTCOMP-d89099ddf373e05bafe66925,remains_unclear,NY,unknown
formally_adopted,matched,Johnstown,ROOTCOMP-d896d5a2debe8d382af2a9b1,remains_unclear,NY,unknown
formally_adopted,matched,Johnstown,ROOTCOMP-fcb148975405c057f802c31c,remains_unclear,NY,unknown
implemented,matched,Kinderhook,ROOTCOMP-fe6d73cf9de524ffe227e2be,side_independent,NY,rural
implemented,matched,Kinderhook,ROOTCOMP-93b7814df98c2897365b0e00,non_safety,NY,rural
implemented,matched,Kinderhook,ROOTCOMP-5f048d6f2220232499ed0a09,remains_unclear,NY,rural
implemented,matched,Kinderhook,ROOTCOMP-61dfba5d47796866ae538442,side_independent,NY,rural
implemented,matched,Kinderhook,ROOTCOMP-8f86e3ce66a34defc33f80c1,remains_unclear,NY,rural
implemented,matched,Kinderhook,ROOTCOMP-64bb76364028207e2cbfc94b,side_independent,NY,rural
implemented,matched,Kingston,ROOTCOMP-b7364b71712d0e39cb94c430,fire,NY,unknown
implemented,matched,Kingston,ROOTCOMP-0b83631710660f66578be715,side_independent,NY,unknown
implemented,matched,Kirkland,ROOTCOMP-1af5a11825404d0333953279,side_independent,NY,unknown
implemented,matched,Kirkwood,ROOTCOMP-8609f27861eb979504511ee9,side_independent,NY,unknown
implemented,matched,LaGrange,ROOTCOMP-58e96633e29680f90cc1a38b,remains_unclear,NY,unknown
implemented,matched,LaGrange,ROOTCOMP-6e8b7c61eeaeb32c9da8eb59,remains_unclear,NY,unknown
implemented,matched,Lake Placid,ROOTCOMP-8c160410286cee2cbdbb023a,remains_unclear,NY,urban
implemented,matched,Lake Success,ROOTCOMP-8381c42d0807d24129b03b2e,police,NY,urban
implemented,matched,Lake Success,ROOTCOMP-eab7a91ec6e1389d6f27f271,police,NY,urban
implemented,matched,Lakewood,ROOTCOMP-5923c854580c89270fdb7abf,police,NY,urban
implemented,matched,Lakewood,ROOTCOMP-a39f7dd106fa51d5835a065f,police,NY,urban
implemented,matched,Lakewood,ROOTCOMP-2c8bdd61e6db1a235e9f43a0,police,NY,urban
implemented,matched,Lakewood,ROOTCOMP-d0b14e5e06a8ab8c6d5f22c4,police,NY,urban
implemented,matched,Lakewood,ROOTCOMP-bcc5369c5bd5e5237d2e6050,mixed,NY,urban
formally_adopted,matched,Lancaster,ROOTCOMP-09884edb699391452777dfc8,police,NY,unknown
formally_adopted,matched,Lancaster,ROOTCOMP-37fd6599c5a45b911d93a82f,remains_unclear,NY,unknown
implemented,matched,Lancaster,ROOTCOMP-513d92a56b25effb2c08b3e6,police,NY,unknown
implemented,matched,Lancaster,ROOTCOMP-5912e6d58fa4478ec23ba12d,remains_unclear,NY,unknown
formally_adopted,matched,Larchmont,ROOTCOMP-2541719009643ab5577a8757,police,NY,urban
implemented,matched,Larchmont,ROOTCOMP-1e8ef8a01237a09042af204d,fire,NY,urban
implemented,matched,Larchmont,ROOTCOMP-9bbfc6d36ef4649b7028b8da,police,NY,urban
implemented,matched,Lewiston,ROOTCOMP-97d0947bcb7bb0b1d7cd03d5,remains_unclear,NY,unknown
implemented,matched,Lewiston,ROOTCOMP-005bae4da45414559df5f929,remains_unclear,NY,unknown
implemented,matched,Little Falls,ROOTCOMP-92d723e333bd6e4c01e88dad,side_independent,NY,unknown
implemented,matched,Liverpool,ROOTCOMP-1cba24252014a00afdf1d45e,police,NY,urban
implemented,matched,Liverpool,ROOTCOMP-0f3c256e31db48f4a937ee0a,police,NY,urban
implemented,matched,Liverpool,ROOTCOMP-56ac33f39a7e9ba5740b2dd9,police,NY,urban
implemented,matched,Lloyd Harbor,ROOTCOMP-b3b18989014f4ad2df091470,police,NY,unknown
implemented,matched,Lloyd Harbor,ROOTCOMP-f6f7f87a00b50e1aef12e4eb,police,NY,unknown
implemented,matched,Long Lake,ROOTCOMP-f06ee5d3d0792f4b6a4097c0,remains_unclear,NY,rural
implemented,matched,Lysander,ROOTCOMP-6d86881f2da6054782c39882,remains_unclear,NY,unknown
implemented,matched,Lysander,ROOTCOMP-4a3392290e0827a28c75d403,remains_unclear,NY,unknown
implemented,matched,Lysander,ROOTCOMP-c3604fe2485edd085f2385bf,remains_unclear,NY,unknown
implemented,matched,Lysander,ROOTCOMP-8c0ae24024bfbf5309ec71ec,remains_unclear,NY,unknown
implemented,matched,Lysander,ROOTCOMP-ef473e94f0ec3729c09a1a33,remains_unclear,NY,unknown
implemented,matched,Lysander,ROOTCOMP-41fc0244c895877b5a63f94f,remains_unclear,NY,unknown
implemented,matched,Macedon,ROOTCOMP-53f9e280201464f15543e655,side_independent,NY,unknown
implemented,matched,Macedon,ROOTCOMP-ec47ee36ee49b3fb65d3021f,side_independent,NY,unknown
implemented,matched,Malone,ROOTCOMP-04ab7a01ae8e1de8ae31afeb,remains_unclear,NY,unknown
formally_adopted,matched,Malverne,ROOTCOMP-2e1c60cb9655d32516deb394,remains_unclear,NY,urban
implemented,matched,Mamaroneck,ROOTCOMP-cc08621e7e0d1588c7d8ebd3,fire,NY,urban
implemented,matched,Mamaroneck,ROOTCOMP-7e362ad7d061614a2c355b9d,fire,NY,urban
implemented,matched,Manlius,ROOTCOMP-4b94fd456c21b41538cecc0d,police,NY,unknown
formally_adopted,matched,Medina,ROOTCOMP-985e7e60fa66072ffc1c1cb8,remains_unclear,NY,urban
formally_adopted,matched,Medina,ROOTCOMP-a7a4c7e9e50fb5258d6c43c1,remains_unclear,NY,urban
implemented,matched,Menands,ROOTCOMP-bd9bf6003d26ecf14e9f2659,police,NY,urban
implemented,matched,Menands,ROOTCOMP-ad99cb9525879511ac3871dc,police,NY,urban
implemented,matched,Menands,ROOTCOMP-5bd1a7d3b759e1164a63fc79,police,NY,urban
implemented,matched,Menands,ROOTCOMP-f9647271168e04da536f641f,police,NY,urban
implemented,matched,Menands,ROOTCOMP-842630b3cbee8fa1689e732c,police,NY,urban
implemented,matched,Mexico,ROOTCOMP-da7b233f2a3b9a3767b27d54,remains_unclear,NY,rural
implemented,matched,Middleburgh,ROOTCOMP-540f13329062cae963507382,remains_unclear,NY,rural
formally_adopted,matched,Minoa,ROOTCOMP-14705baa028bc1abb1877279,police,NY,urban
implemented,matched,Minoa,ROOTCOMP-5a50b64301b9518767d540a5,police,NY,urban
formally_adopted,matched,Monticello,ROOTCOMP-2dc0a12c28d7bad029440927,remains_unclear,NY,urban
implemented,matched,Moreau,ROOTCOMP-0d405cf0f7de0e491f4893f1,remains_unclear,NY,unknown
formally_adopted,matched,Mount Kisco,ROOTCOMP-316fb1ec107fcea48f58a025,remains_unclear,NY,urban
implemented,matched,Mount Morris,ROOTCOMP-8b5b7be80e66429e5d9c5763,police,NY,rural
implemented,matched,Mount Morris,ROOTCOMP-7275e43af1f461cfe2cc72c9,remains_unclear,NY,rural
implemented,matched,New Hartford,ROOTCOMP-92c3a2fb431e4d564566c4d1,police,NY,urban
implemented,matched,New Hartford,ROOTCOMP-3886aaa08f9ddd3b9cc76c40,police,NY,urban
implemented,matched,New Lebanon,ROOTCOMP-138c69daa2166c4f3168534d,remains_unclear,NY,rural
implemented,matched,New Scotland,ROOTCOMP-8b7d2d2f05162ed788b84832,side_independent,NY,unknown
implemented,matched,New Scotland,ROOTCOMP-dc440f52dcf2369e717ff041,side_independent,NY,unknown
implemented,matched,New Windsor,ROOTCOMP-8cdf0de636bb2d979bc1d89c,police,NY,unknown
implemented,matched,New Windsor,ROOTCOMP-a723e2218e159d8a3a5b9792,police,NY,unknown
implemented,matched,New Windsor,ROOTCOMP-2758eff715c390581f9eda7f,police,NY,unknown
implemented,matched,New York Mills,ROOTCOMP-9810151ad785b7eb221acfae,police,NY,urban
implemented,matched,New York Mills,ROOTCOMP-ceae02c685bdcb0a41e6f7d4,police,NY,urban
formally_adopted,matched,Newark,ROOTCOMP-e236b07900dff774ded06fe4,remains_unclear,NY,urban
implemented,matched,Newburgh,ROOTCOMP-0be8b1cc14447100f0f928b4,police,NY,urban
implemented,matched,Niskayuna,ROOTCOMP-40c67c6070c3ac0420801f5a,remains_unclear,NY,urban
implemented,matched,Niskayuna,ROOTCOMP-15b7954a09477251a8a89959,remains_unclear,NY,urban
implemented,matched,Niskayuna,ROOTCOMP-7ffcc9effa55a6c3f296bd90,remains_unclear,NY,urban
implemented,matched,Niskayuna,ROOTCOMP-b9c58a55b9e69ae734092f8c,remains_unclear,NY,urban
implemented,matched,Niskayuna,ROOTCOMP-72fddd13e6834375a39c26f9,remains_unclear,NY,urban
implemented,matched,North Castle,ROOTCOMP-cd2a3cdcbe1ff5024fd718ed,police,NY,unknown
implemented,matched,North Greenbush,ROOTCOMP-f4aee033bc6dd5d1ac8f2648,police,NY,urban
formally_adopted,matched,Nyack,ROOTCOMP-f2de378be542de1173d8548b,remains_unclear,NY,urban
formally_adopted,matched,Nyack,ROOTCOMP-e7e659a07f8c01c600da8c59,remains_unclear,NY,urban
formally_adopted,matched,Ogdensburg,ROOTCOMP-8f9c718cdf5a8f5892f80dba,remains_unclear,NY,urban
implemented,matched,Old Brookville,ROOTCOMP-25164b6e96f98ba27878cec6,police,NY,urban
implemented,matched,Old Brookville,ROOTCOMP-7d0026831b3524dd3a6705ed,police,NY,urban
implemented,matched,Onondaga,ROOTCOMP-211a332ca37cb331e78bfb0b,remains_unclear,NY,unknown
implemented,matched,Ontario,ROOTCOMP-ba20a16f91e903bce0762c53,remains_unclear,NY,unknown
implemented,matched,Orangetown,ROOTCOMP-f20863a9190d02c4a24e0ee7,police,NY,urban
implemented,matched,Orchard Park,ROOTCOMP-b8dc44313154b35601dd6c21,police,NY,urban
implemented,matched,Orchard Park,ROOTCOMP-392607b1c6b8c2beb54a37ae,police,NY,urban
implemented,matched,Orchard Park,ROOTCOMP-df27184ff3ac483b83b15e36,remains_unclear,NY,urban
implemented,matched,Orchard Park,ROOTCOMP-f9d33d927075cd7730f96ec5,remains_unclear,NY,urban
implemented,matched,Orchard Park,ROOTCOMP-fd6ba7c1cfc8bdfcd43901ec,remains_unclear,NY,urban
implemented,matched,Orchard Park,ROOTCOMP-299b61828be5b7ffff5fd749,remains_unclear,NY,urban
formally_adopted,matched,Ossining,ROOTCOMP-93ec9e01ac2211cd6e404db7,police,NY,urban
implemented,matched,Ossining,ROOTCOMP-a12b9dac052e4498e847538d,police,NY,urban
implemented,matched,Otisco,ROOTCOMP-1c48c9dccf747d7f0807d969,side_independent,NY,rural
implemented,matched,Owego,ROOTCOMP-f202f5015f52ec7e56a404ad,police,NY,unknown
implemented,matched,Painted Post,ROOTCOMP-6383b70d7d3b8c6a20fde19d,police,NY,urban
implemented,matched,Pelham Manor,ROOTCOMP-81ebf2f6ae6c4c7b0bdbb1a0,police,NY,urban
formally_adopted,matched,Penn Yan,ROOTCOMP-5edc84db1103726250989a21,police,NY,urban
implemented,matched,Penn Yan,ROOTCOMP-38f72a2399c39732cbfb2cde,police,NY,urban
implemented,matched,Perry,ROOTCOMP-f3e22122b0b4bd3b55b1eee8,police,NY,unknown
implemented,matched,Philipstown,ROOTCOMP-2501fed200c9bbf08b54e871,side_independent,NY,unknown
implemented,matched,Pittsford,ROOTCOMP-24d7f638db5aeba7642d7dd1,side_independent,NY,urban
implemented,matched,Plattsburgh,ROOTCOMP-e548be1bee735dddef03be23,police,NY,urban
implemented,matched,Plattsburgh,ROOTCOMP-6e3ed65a8f04fd7192b42eee,police,NY,urban
implemented,matched,Pleasant Valley,ROOTCOMP-64dcf2dd0e09a2d88525d9c1,side_independent,NY,unknown
formally_adopted,matched,Port Jervis,ROOTCOMP-2941c6f358f48954ca30c637,remains_unclear,NY,urban
formally_adopted,matched,Port Jervis,ROOTCOMP-7731540f8c507e3c2f4d82f2,remains_unclear,NY,urban
implemented,matched,Portland,ROOTCOMP-b70caa773421853a4f711def,side_independent,NY,rural
implemented,matched,Putnam Valley,ROOTCOMP-78fceeae043254fa1ff8ede0,police,NY,unknown
implemented,matched,Putnam Valley,ROOTCOMP-216aa28ae2c6debda057f783,police,NY,unknown
implemented,matched,Putnam Valley,ROOTCOMP-29a5f3bd2149b1dbdea213f7,police,NY,unknown
formally_adopted,matched,Queensbury,ROOTCOMP-96ffc9277b52c8cdaac4dfc6,police,NY,unknown
implemented,matched,Queensbury,ROOTCOMP-610742c0c00d7a329b406cfb,police,NY,unknown
implemented,matched,Quogue,ROOTCOMP-07d43ab235ea0d5f79167d93,remains_unclear,NY,urban
implemented,matched,Redfield,ROOTCOMP-3f71212a6bfed2512599730d,side_independent,NY,rural
formally_adopted,matched,Rensselaer,ROOTCOMP-35c6110157664391e6d203e0,remains_unclear,NY,urban
implemented,matched,Rockland,ROOTCOMP-58c2b7180b650e78c9772915,police,NY,rural
implemented,matched,Rosendale,ROOTCOMP-abe5fa86ba48fa182f80a4cf,police,NY,unknown
implemented,matched,Rye,ROOTCOMP-9de4482338b682cdc54de537,non_safety,NY,urban
implemented,matched,Rye,ROOTCOMP-16d013e9cba7126e7b4d824e,non_safety,NY,urban
implemented,matched,Rye,ROOTCOMP-66234edc3d84b6bd34d4b65f,non_safety,NY,urban
implemented,matched,Rye,ROOTCOMP-a893db72925e49dfe9d4da3c,police,NY,urban
implemented,matched,Sag Harbor,ROOTCOMP-a1a3d75acd6137b00942ead8,police,NY,urban
implemented,matched,Sag Harbor,ROOTCOMP-af6afc01e29de75f99f7177e,remains_unclear,NY,urban
implemented,matched,Sag Harbor,ROOTCOMP-7346087bb553c20b03cbb0f2,remains_unclear,NY,urban
formally_adopted,matched,Salamanca,ROOTCOMP-1133910bd0020eba37198cf3,remains_unclear,NY,urban
formally_adopted,matched,Salamanca,ROOTCOMP-338afa92c3afda84eb74d529,remains_unclear,NY,urban
implemented,matched,Sandy Creek,ROOTCOMP-e8798b3759f896f51e29727a,remains_unclear,NY,rural
implemented,matched,Saugerties,ROOTCOMP-6dd377a443174d37fcdf85ab,remains_unclear,NY,unknown
implemented,matched,Saugerties,ROOTCOMP-1f8b6d480dd0d148d621925a,remains_unclear,NY,unknown
implemented,matched,Shelter Island,ROOTCOMP-a78ffc2e9b4c724fb04d9dab,police,NY,rural
implemented,matched,Skaneateles,ROOTCOMP-2b1f437fd7b84a0e9f342f99,non_safety,NY,rural
implemented,matched,Skaneateles,ROOTCOMP-a4e03bba4d994e2e6284c7c7,side_independent,NY,rural
implemented,matched,Sloatsburg,ROOTCOMP-b416242e28ec4877bbdf5512,police,NY,urban
implemented,matched,Sloatsburg,ROOTCOMP-8981e87cb4225c557d14e412,police,NY,urban
paid_or_observed,matched,Sloatsburg,ROOTCOMP-587643ba55016873f60fb9f0,police,NY,urban
formally_adopted,matched,Solvay,ROOTCOMP-19212d2b51b5e30b134c8101,remains_unclear,NY,urban
implemented,matched,Somerset,ROOTCOMP-6a38463896bdaca6c4fb3a15,remains_unclear,NY,rural
implemented,matched,South Glens Falls,ROOTCOMP-72ebdeb020f8726771330d0d,police,NY,urban
implemented,matched,South Glens Falls,ROOTCOMP-8065b05fc48505949388b204,police,NY,urban
implemented,matched,South Glens Falls,ROOTCOMP-6dd66077cc20ec28c7304efc,police,NY,urban
implemented,matched,South Glens Falls,ROOTCOMP-a6db2483eecac19dfa61d43a,police,NY,urban
implemented,matched,South Glens Falls,ROOTCOMP-a163f5adc4e6bfec2fb3f7cd,police,NY,urban
implemented,matched,South Glens Falls,ROOTCOMP-40869e19718758b79a67df0b,police,NY,urban
implemented,matched,Southampton,ROOTCOMP-649c20e7dd542d01c786c50b,remains_unclear,NY,urban
formally_adopted,matched,Southampton,ROOTCOMP-aef5378638a36e4abb3048f1,remains_unclear,NY,urban
implemented,matched,Southampton,ROOTCOMP-30d13a9b71f85afc9793dde1,police,NY,urban
implemented,matched,Southampton,ROOTCOMP-15af4251f39e7d4c22b564cd,police,NY,urban
implemented,matched,Southampton,ROOTCOMP-46f047b76958374829086a56,police,NY,urban
implemented,matched,Southampton,ROOTCOMP-bc5740564e87a3d846daa557,remains_unclear,NY,urban
paid_or_observed,matched,Southold,ROOTCOMP-7f033dbbe0a9a94d6e45f686,remains_unclear,NY,urban
implemented,matched,Southold,ROOTCOMP-2cf7cc654b11bfd6c4befd28,remains_unclear,NY,urban
implemented,matched,Springville,ROOTCOMP-79f75553a236fb17e23225d1,remains_unclear,NY,rural
implemented,matched,Summerhill,ROOTCOMP-64382747abc310b0f35323c2,side_independent,NY,rural
implemented,matched,Summerhill,ROOTCOMP-908521977587cbb39b39d52f,side_independent,NY,rural
formally_adopted,matched,Tarrytown,ROOTCOMP-f989fbb3c7c88956c14e54a6,remains_unclear,NY,urban
formally_adopted,matched,Tarrytown,ROOTCOMP-aac18810472644d0c020da0d,remains_unclear,NY,urban
implemented,matched,Theresa,ROOTCOMP-d6fc25cefa250a5283eade75,side_independent,NY,rural
implemented,matched,Theresa,ROOTCOMP-e3a07a2e6933fbbdf21c2691,remains_unclear,NY,rural
implemented,matched,Theresa,ROOTCOMP-f035d652580358e5ffeed8b0,side_independent,NY,rural
implemented,matched,Ticonderoga,ROOTCOMP-51bdabbefbff403745f66e30,police,NY,rural
implemented,matched,Tioga,ROOTCOMP-fdf0dd2bef86edaf475e029d,side_independent,NY,unknown
implemented,matched,Tonawanda,ROOTCOMP-9bb5d52483fcff7fac27a331,remains_unclear,NY,urban
implemented,matched,Tonawanda,ROOTCOMP-b8899867e38c791316a8828c,remains_unclear,NY,urban
implemented,matched,Tonawanda,ROOTCOMP-95ebe6db463c5c4500709721,remains_unclear,NY,urban
formally_adopted,matched,Tuckahoe,ROOTCOMP-e5de639d0a39dfd25e712447,remains_unclear,NY,urban
formally_adopted,matched,Tupper Lake,ROOTCOMP-185165f5177a66ee6e29c348,police,NY,urban
implemented,matched,Tupper Lake,ROOTCOMP-5b3da1d15dc62f34a2a8785b,police,NY,urban
implemented,matched,Ulster,ROOTCOMP-cea1bbe9bfb458ed1920ba5c,mixed,NY,unknown
implemented,matched,Ulster,ROOTCOMP-589413fb8ec230c6882d1276,police,NY,unknown
implemented,matched,Ulster,ROOTCOMP-4769e455596f0db4c340364a,remains_unclear,NY,unknown
implemented,matched,Ulster,ROOTCOMP-a3cb7dde2a4c942afa36fc3a,police,NY,unknown
implemented,matched,Ulster,ROOTCOMP-c7b4de6e0d8cf4f22c3ccca5,remains_unclear,NY,unknown
implemented,matched,Ulster,ROOTCOMP-c7ae0b0b3ffdfd0e16964a6c,police,NY,unknown
implemented,matched,Ulster,ROOTCOMP-944a42b72cbc10dcc8a4c9b1,remains_unclear,NY,unknown
implemented,matched,Ulster,ROOTCOMP-ad752f51c43dfa38a08d6dff,remains_unclear,NY,unknown
implemented,matched,Ulysses,ROOTCOMP-926589dfbb6aeab164e47996,side_independent,NY,unknown
implemented,matched,Union,ROOTCOMP-fc785606e05a9f910345e37d,remains_unclear,NY,urban
formally_adopted,matched,Varick,ROOTCOMP-9aae4890f6a5bf19669febde,side_independent,NY,unknown
implemented,matched,Vestal,ROOTCOMP-b0f702f3f1da6eecd83f4e72,police,NY,unknown
implemented,matched,Veteran,ROOTCOMP-2a5a758dc6732d81cd0b2da8,side_independent,NY,unknown
implemented,matched,Wallkill,ROOTCOMP-cb047a5711f7c9e993aab69e,police,NY,unknown
implemented,matched,Wallkill,ROOTCOMP-10cd1e8153cecd58c21f0bdf,police,NY,unknown
implemented,matched,Wallkill,ROOTCOMP-290095389fd9315c4f26284a,remains_unclear,NY,unknown
formally_adopted,matched,Walton,ROOTCOMP-58656c84a5a23633c607024c,police,NY,rural
implemented,matched,Walton,ROOTCOMP-e19ccf861dab1ca96a717608,police,NY,rural
implemented,matched,Warsaw,ROOTCOMP-2180e3fb0e03c316dc20ddd7,remains_unclear,NY,rural
formally_adopted,matched,Warwick,ROOTCOMP-39873e8fc7e0a3980b873a41,police,NY,urban
implemented,matched,Warwick,ROOTCOMP-34efcb696b44416f95454d38,police,NY,urban
implemented,matched,Watertown,ROOTCOMP-4db407822ce506e211a2d092,non_safety,NY,urban
implemented,matched,Watertown,ROOTCOMP-48447274307ed046fc34b92e,non_safety,NY,urban
formally_adopted,matched,Watertown,ROOTCOMP-08a66c1ee67147d560198849,non_safety,NY,urban
