canonical_payload_id,lane_id,field_record_count,field_record_ledger,retained_source_ids,candidate_ids,root_event_ids,mechanism_event_ids,claim_ids,relation_scope,evidence_span_count,evidence_span_ledger
EXTPAYLOAD-5d72e0b6deb618547cb20fa5,field_span_lane_003,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5d72e0b6deb618547cb20fa5,RESCAND-b404ec5ce9ad8e9ba67709fa,ROOTCOMP-a10fb9661ca8ba6d53cd59f9,MECHEXP-317ff466bfd0d4ba338e735c|MECHEXP-ad9b24f15ba0d2478cb374ac|MECHEXP-c0cc1191a99810a179acb666|MECHEXP-c2c1ffca4794d8cf19eef74c,,all deterministic evidence spans for physical payload,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5d76ae2dc06ee71af6fe3b54,field_span_lane_003,566,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,RMSRD-20260802-2b20dfcc36ef196d9e35,EXTCAND-02f985a0f7563009912314a0,ROOTCOMP-345d4cb849f218ac04633be4,MECHEXP-130f4e8ffdcdd8918160ea7b|MECHEXP-28ddecd4294b4c7a72f69a77|MECHEXP-b50b8fbffc5a847405d62f0c|MECHEXP-e317f8e50c274ab4b63331f3,,all deterministic evidence spans for physical payload,405,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5d7bd9061de020b70efd8fb3,field_span_lane_005,138,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5d7bd9061de020b70efd8fb3,RESCAND-1fe5520dcb6782cb3fbee00f,ROOTCOMP-a3bd736deb6f4f567ca04181|ROOTCOMP-bccf67bcad76c5f9ec62e8d0,MECHEXP-04bd21559872af7193b7ca26|MECHEXP-1fcf03efad371a04442a7ca8|MECHEXP-2ce379d8e780c2a122cdf82d|MECHEXP-36cf6bbc78972b8c6455c6e3|MECHEXP-5a2393c69d29611ace1ad0cb|MECHEXP-60ebd05f8163c9371afe4939|MECHEXP-665098d92813e331b8d2b4e5|MECHEXP-f49a44f0fc966475368e3861,,all deterministic evidence spans for physical payload,153,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5d7fa5ae651d3df54f5ac56c,field_span_lane_001,717,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5d7fa5ae651d3df54f5ac56c,RESCAND-73bfe6e3bbbb065898148747,ROOTCOMP-19bcbb05aa068acd6a3d41e7,MECHEXP-0f18823a827acae9563fcf99|MECHEXP-5876fc8ea20a3487eb0e3081|MECHEXP-5f252941f5147f92663f6fb6|MECHEXP-77adfcfce160dc9c41412bab|MECHEXP-9bafbe21c8351c8388760c14,,all deterministic evidence spans for physical payload,511,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5d8075381082762ba39fb212,field_span_lane_003,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5d8075381082762ba39fb212,EXTCAND-7cc6134e8c179c7dacd8b84c,ROOTCOMP-6c2e465ff3d2d3ada6bfc6a9,MECHEXP-2a0c7be76e232622a5fcac5a|MECHEXP-8330c491271b1677670ddf70|MECHEXP-aba9df569def50d36415aa63|MECHEXP-f00b9497ca04c0d4241846b7,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5d8425cccfcfbdbf91c4b456,field_span_lane_004,178,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-5d8425cccfcfbdbf91c4b456,EXTCAND-a3fde4c28a04b748baac242a,ROOTCOMP-41ab93be9ed5f27729422dcd,MECHEXP-1cbb907bd703502deddd0821|MECHEXP-d144b7d50533d93609654062|MECHEXP-e45ba84a65aecc566dee67d9|MECHEXP-f4ac099cfced2127acd08f09,,all deterministic evidence spans for physical payload,178,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-5d96d2412924a8c4cb07d4fd,field_span_lane_005,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5d96d2412924a8c4cb07d4fd,EXTCAND-e457c51064255c3c22e524f4,ROOTCOMP-f6a5356e1966b7ce1b190a17,MECHEXP-1d18f861ab95897d6507967d|MECHEXP-2af5ee42b1ee515661efb39c|MECHEXP-7a799fefb30950d6b3770e07|MECHEXP-ab700f378f74232929f1fce7,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5d972cd60cdb938f12d302e8,field_span_lane_003,5,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5d972cd60cdb938f12d302e8,EXTCAND-c5e0650213b0d9744bdaa0f2,ROOTCOMP-ea2b9a1642875d76cdf0f766,MECHEXP-036e1bea633c3da8fe3d1745|MECHEXP-1d3ea2afa114956e972a4f01|MECHEXP-1eafbe167149c9868c0c650e|MECHEXP-91bb0968e149aadf2cb608a6|MECHEXP-d22ef030b38a2f12456b2131,,all deterministic evidence spans for physical payload,6,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5d97e56601700ac4eac82d96,field_span_lane_005,175,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5d97e56601700ac4eac82d96,RESCAND-fc3ecb273ae181a15a62f5c8,ROOTCOMP-329d0a0286521d22457aac4d,MECHEXP-3a7056b40587c5d0c94cfd9b|MECHEXP-d21164f809a1c7ea66141f4b|MECHEXP-f49a57ffb43053bf89208c76|MECHEXP-f65c8d3392d378e07464ca0f,,all deterministic evidence spans for physical payload,146,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5dab3575c3d7a947f294deb9,field_span_lane_001,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5dab3575c3d7a947f294deb9,RESCAND-55243f2f9f0e5915d35bde22,ROOTCOMP-293f731a6a5cccc6192d7b64|ROOTCOMP-5529395141ddc32cfebff5bb|ROOTCOMP-758ee478d16dece219ba50ae|ROOTCOMP-bfd6a979abc8ab1f98307b54|ROOTCOMP-c1c2bd9c90ac3a73982f690a,MECHEXP-10f4ec1b762ef65f1551a8a2|MECHEXP-2a1bfe297fc5829855d1c5b0|MECHEXP-2a50b4b60b684cea7023c6eb|MECHEXP-2b5da0808868e9717c9cb997|MECHEXP-3756afb24eca50cb2f6653fc|MECHEXP-5d7a2097ed4c7cde6ba4b98a|MECHEXP-5e1e3981a9402b5833ba7035|MECHEXP-64153d49b465edc2144bf4d3|MECHEXP-68a991ffc5fe0e60081085e8|MECHEXP-79de8f2c36b8260ea6a59dcc|MECHEXP-86661c109ab99c3c4d21c228|MECHEXP-95266e7de88f08821ff24560|MECHEXP-9fc83832b22f3fe4a5c03b14|MECHEXP-a9153295941546685be98268|MECHEXP-b9786d094e99c889ed387281|MECHEXP-b9e334a96d07e5b48fcdc3bd|MECHEXP-be06d0f85c048b53c3b29499|MECHEXP-cd216deebddfb3279b16907b|MECHEXP-e617177353145324f95b8e75|MECHEXP-f159c5b5e00c21caf832d503|MECHEXP-f2210fbaf4e308a23451fcae|MECHEXP-f8f925727e326f4accceb2d4,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5dad9f89eb52a6bd4ebc7700,field_span_lane_001,52,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5dad9f89eb52a6bd4ebc7700,EXTCAND-bc07e7596c3c69d903a9bba0,ROOTCOMP-910ae41360ba25a8da05eab1|ROOTCOMP-b76e94142a6ae22d47a8db01,MECHEXP-044a915a7ed511c2977cf471|MECHEXP-1908062eda83c274656eca19|MECHEXP-23bbe7dd50adf2a151de2642|MECHEXP-25d352aec243cd8f9bb6f580|MECHEXP-395529e64f41fc2ab3603ca2|MECHEXP-3ae0478993e6c3fd3be6b67d|MECHEXP-5ef37fb44b382d78ddc40d57|MECHEXP-639ea4a6792ae416b1597c44|MECHEXP-84c3d63857bd5422d98d7d45|MECHEXP-aaeb8ec00a79940a5cc59fe7|MECHEXP-c1a83b4aace2939bbe1b0e6e|MECHEXP-fd0a4855b6d15010a654b2d5,,all deterministic evidence spans for physical payload,45,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5daf48732f6f0a0b0c146a9a,field_span_lane_005,10816,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5daf48732f6f0a0b0c146a9a,EXTCAND-7f412673b8de5633d15c607a|EXTCAND-d05c8cda5f745d461bcda0a1,ROOTCOMP-110494cc88d947b1fb81d9bc|ROOTCOMP-9091f7c558c719f9ede6574a,MECHEXP-0112031bb62b50365bd1c28c|MECHEXP-08226f6c0ed29c60d5325b64|MECHEXP-34475f3d07fa6ee3fc0f3576|MECHEXP-4c3b94ed66c589a6658ec64c|MECHEXP-5998a6aa2669412f9002ea7c|MECHEXP-76ce551ece350737b878e4fc|MECHEXP-939bc3c61def2587b8c5d082|MECHEXP-b3a217d36dce0e8b0e35e8a5|MECHEXP-c2c99ac27f82c24f06acb870|MECHEXP-c4560068b1dac1433bdb22bf,,all deterministic evidence spans for physical payload,10801,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5db1286881295a907506bed6,field_span_lane_005,25,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5db1286881295a907506bed6,EXTCAND-7e9be8f3dd71cf09a7bbc139,ROOTCOMP-3a7101cbf0ebfe143758b4b5|ROOTCOMP-67e337110e80a6ae267ff723|ROOTCOMP-bd5670588d2f02794577a0a1,MECHEXP-0450389691e99e52203287e1|MECHEXP-07db836d21a8ed182a0e015f|MECHEXP-0f91385125b33af0c1f1aa87|MECHEXP-26ca506ec9805e6fbef96044|MECHEXP-5c5d9d03a78679c16a763127|MECHEXP-73adedee192695dbccbcd36f|MECHEXP-74c09fc3b28c043b3b2b7a88|MECHEXP-7788878eb647f5c77d2c1bbd|MECHEXP-78be05bae6e04c27e85d5438|MECHEXP-7a053adf758621abcfe6bfad|MECHEXP-88d9a350a8defc277ae68e4c|MECHEXP-a2bce630de4d7f7e9db16392|MECHEXP-a48e8561a63ded8626bab240|MECHEXP-c3f4a3204ee17a229b42f9d9|MECHEXP-ecc9478ca0d42e74998251f1|MECHEXP-faab29b9a66245bae4342490,,all deterministic evidence spans for physical payload,24,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5db2631a29a9399bafc83410,field_span_lane_005,5,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5db2631a29a9399bafc83410,EXTCAND-f56e9bbd91a1fe189b71a192,ROOTCOMP-744198c2bda638dc72e24723|ROOTCOMP-a571c34935af0851bdeaa2d0,MECHEXP-1d178e8244e43f45b556572f|MECHEXP-2d65b80a0e3e589bc5036b96|MECHEXP-383d2a7af0515b6d6b3266c3|MECHEXP-78585a67eda2170c8670817c|MECHEXP-7b6ccb79ccc9f449592762d2|MECHEXP-7f742ec03e85736463410490|MECHEXP-90f17452e9c387e986029cf0|MECHEXP-9ee0297dd36fe105b89ea5d6|MECHEXP-f132abe9ed2aabbb667599da|MECHEXP-faa97197c161ca705d4e3e84,,all deterministic evidence spans for physical payload,5,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5dbb08ec262f04cc0edb263c,field_span_lane_003,12,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5dbb08ec262f04cc0edb263c,EXTCAND-460a1a3ff06f548174ef777c|EXTCAND-916ea115ddd751abf37845a6,ROOTCOMP-01211a4502868220a7b09dcf|ROOTCOMP-1d9f8528499dc9f31ea1a7ff,MECHEXP-1e79abfddcb122ee03e59b46|MECHEXP-2dcb0eb95e67af8072688420|MECHEXP-2e1ff87e08a49d05d76336a2|MECHEXP-2f754537d43dc9b37c6df93d|MECHEXP-41d428000e2909af0f074945|MECHEXP-476c2cea664bf6571442d0c9|MECHEXP-5343cedb2b2bca4c7266a2aa|MECHEXP-727bae3c9904efc21675d0d5|MECHEXP-a8814ad2561da43b7dae19ac|MECHEXP-f2dbb8c6c37e6396ae16fe24,,all deterministic evidence spans for physical payload,12,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5dbbabb1da0f217ea90827ac,field_span_lane_001,6,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5dbbabb1da0f217ea90827ac,RESCAND-a14002e0ba8421c9b4a1253f,ROOTCOMP-50b310ccb083f249de381cc8|ROOTCOMP-55d6d7e5218640ef3a9713a4,MECHEXP-1307204c682b0d9f3b2d41c9|MECHEXP-2c5ca6fff4d022936d049211|MECHEXP-4dc4155acf4ef53fe7f9f6ba|MECHEXP-58e432aace24e5fc86a43ab2|MECHEXP-59046a56bd0e817ecdc29bfb|MECHEXP-910e8c9b62571daa788c1444|MECHEXP-a666337b45757f722b63593e|MECHEXP-cd91b66fb48a1236f8729f66|MECHEXP-d40129bc7d426ffbc7d0200a,,all deterministic evidence spans for physical payload,5,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5dbcf350aca39325dc2fa7f2,field_span_lane_003,13,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5dbcf350aca39325dc2fa7f2,RESCAND-2656e07d904122e8acdd5699,ROOTCOMP-0fe2460750437eef525e3011,MECHEXP-0f89251974a80599611e93a4|MECHEXP-17412b0d6ea67cd785e8a9d6|MECHEXP-5d04451441d1a7e69889eae6|MECHEXP-ebc63bf7bf03be7abf50b212,,all deterministic evidence spans for physical payload,14,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5dbffea26d6589bd3c5ebc25,field_span_lane_003,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5dbffea26d6589bd3c5ebc25,EXTCAND-5ccc92a8a71b8e431a2929fd,ROOTCOMP-2a5a758dc6732d81cd0b2da8,MECHEXP-1b3e60efb4944b9097f84c42|MECHEXP-46bb18ba708c9b4ecbbc0dc7|MECHEXP-a63192e46baad16016356c5d|MECHEXP-f6c877ddd36fd6fbeedb1f84,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5dbfff4f75b4b9ea576458c3,field_span_lane_002,16,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-5dbfff4f75b4b9ea576458c3,EXTCAND-524585cb3267a471d6f14e8d,ROOTCOMP-760f3ec87926e1fa4f4dee0d,MECHEXP-0d5e162a08d7826ce499f088|MECHEXP-2544448e5ec11a0b33c955c4|MECHEXP-b0c0268e362447d99230edff|MECHEXP-c058607238da7d849d588f49|MECHEXP-ec63f474841784a642b702e1,,all deterministic evidence spans for physical payload,16,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
EXTPAYLOAD-5dca1c098ee01be995f0806e,field_span_lane_001,80,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5dca1c098ee01be995f0806e,RESCAND-753fcae56f6abc955a688cce,ROOTCOMP-e0ede85e61bd4f0324d458a2,MECHEXP-158e98d5f30a86629dfe6cad|MECHEXP-7dfbc02c622f8acf2b2fe520|MECHEXP-862779b1b6307ab1b6e980c5|MECHEXP-d8ab36581f343ad6e7286b9c,,all deterministic evidence spans for physical payload,71,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5dcb38afba0b948644c8b668,field_span_lane_001,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5dcb38afba0b948644c8b668,RESCAND-7ba55481211eaae47e1ef4cd,ROOTCOMP-c3f76751fb4340f038f5eb53,MECHEXP-418b71296a2e75a7e5fe5f0e|MECHEXP-6a0c160fb8b4891b3a18ac72|MECHEXP-76999a6ea379a0ff832692eb|MECHEXP-856c2e07fe1a532fcba44f4b,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5dcfc2db89b5faf5b0276745,field_span_lane_003,6493,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/field_records.jsonl.gz,EXTSOURCE-5dcfc2db89b5faf5b0276745,RESCAND-f1cc98f2d9ba6969988f77cd,ROOTCOMP-217886081e86300a9c435339|ROOTCOMP-c52c516342745f5ffbe562c3|ROOTCOMP-d33544474155d0d46359bf6f,MECHEXP-1518828e57b604e8dd089fc0|MECHEXP-28f755abbe5245d85225518d|MECHEXP-29b6fb0498d43f55b45695b6|MECHEXP-308b8472247137bacf08caff|MECHEXP-77eccc9a11166fd1ca994261|MECHEXP-809ded7d1df5e030b71d8019|MECHEXP-9aa6064a4931c9fcad677e8c|MECHEXP-b1d1d5ed22884cfb3eedce08|MECHEXP-db55edc901bd1012d87bdc02,,all deterministic evidence spans for physical payload,2517,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_003/evidence_spans.jsonl.gz
EXTPAYLOAD-5dd56e181ccb51833da94bcb,field_span_lane_004,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-5dd56e181ccb51833da94bcb,RESCAND-a5a2fd08c24f880f05a2faee,ROOTCOMP-e697df48a231c10c69f2022a,MECHEXP-42e440a60757a4b079fcc21d|MECHEXP-abcba7f5561e8acc23c35617|MECHEXP-d0059f6a3cde3a4126d90630|MECHEXP-d98399e215538d2a41ccd891|MECHEXP-e5908d78d2a097f0453aaab9,,all deterministic evidence spans for physical payload,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-5dd8336725025b7fb2492dfb,field_span_lane_005,375,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5dd8336725025b7fb2492dfb,RESCAND-6b499b333357ac471479caf3,ROOTCOMP-f1c203e13e23584293f1c1ba,MECHEXP-27923b46b30d77f80fc125d3|MECHEXP-47f3d37c4238c124a9c2786e|MECHEXP-56e8d3db614d88feffb364eb|MECHEXP-60531b6779c05e50b080e9a3|MECHEXP-b498af9c4d2389de1d42b65e,,all deterministic evidence spans for physical payload,362,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5ddb9fece7d0859e073bad95,field_span_lane_001,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/field_records.jsonl.gz,EXTSOURCE-5ddb9fece7d0859e073bad95,RESCAND-fa1b46911df68787acb73488,ROOTCOMP-140a0e4761a7e02d60553407|ROOTCOMP-62526ea7829911f5301ac802,MECHEXP-10744486fbc7ed3298165ba7|MECHEXP-6dace73a0f76725f62825bae|MECHEXP-6e59655211954cb529796019|MECHEXP-7749ee52014bc3185d145310|MECHEXP-a85a7dfed5e155db36ecba53|MECHEXP-ccf6abf5731fb663027abdf0|MECHEXP-e3c067b8e8745d3f575050f5|MECHEXP-e84a3ed3199357ba39304087,,all deterministic evidence spans for physical payload,3,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_001/evidence_spans.jsonl.gz
EXTPAYLOAD-5de0a12156833dc39314cc99,field_span_lane_005,672,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/field_records.jsonl.gz,EXTSOURCE-5de0a12156833dc39314cc99,EXTCAND-f4ff3d7b51134e6e30d48882,ROOTCOMP-4b64b9065448bd03cc57d4fb,MECHEXP-0a43b1878edb583081008d3d|MECHEXP-0c7c6e06823ed4358ccd68b8|MECHEXP-79d6625523d61c7755767973|MECHEXP-a178a3b0ee24e084fbce670b,,all deterministic evidence spans for physical payload,288,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_005/evidence_spans.jsonl.gz
EXTPAYLOAD-5de348b6f0bd0746f185aaf0,field_span_lane_004,72,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-5de348b6f0bd0746f185aaf0,EXTCAND-cf369ce66b62f52bc1859f4d,ROOTCOMP-3e8d4530a30bd762b24679d9,MECHEXP-355f52e0849f6fb297c31c1d|MECHEXP-6daaad92cdcdccea487a0694|MECHEXP-d182280881959559b90825c2|MECHEXP-d4e143b7baa5392485c12def|MECHEXP-d4ebf84fcf07703213aa0897,,all deterministic evidence spans for physical payload,38,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-5de35106546bd7721ab7b876,field_span_lane_004,1108,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/field_records.jsonl.gz,EXTSOURCE-5de35106546bd7721ab7b876,EXTCAND-b7d4c2ccaf4c7eae42883513,ROOTCOMP-954d008d9892088e4c1606d5|ROOTCOMP-af69dfe1c482f88c180f8f7c,MECHEXP-2b263e9331ee7dfd5346b086|MECHEXP-2e4cd1049619c928e1a1e81d|MECHEXP-9fb32b17d8ce58e63c5ceb29|MECHEXP-b713226966beaa86194bc6e3|MECHEXP-c63af2d5d077edd98e4f97d9|MECHEXP-e500e87fc9df7147ce4051bd|MECHEXP-f0dc6f0ecbf61149a901cf55|MECHEXP-f3e151a689aacbb6797608b3|MECHEXP-ff4b9a9ffa761931d191c1ee,,all deterministic evidence spans for physical payload,579,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_004/evidence_spans.jsonl.gz
EXTPAYLOAD-5de4a3490ce83c90dab09f5a,field_span_lane_002,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/field_records.jsonl.gz,EXTSOURCE-5de4a3490ce83c90dab09f5a,EXTCAND-4bfc3e68136f15cdb64a8bcd,ROOTCOMP-8f714ac07b3eb24fc38a2291,MECHEXP-0319ce1a3b046197048a309c|MECHEXP-13339fd2577b918b5f718e98|MECHEXP-228ab29f027756e46ca598ce|MECHEXP-79ee9ce5a074c89dcfd40506|MECHEXP-7e70f9f7b18f0cc104671e8b|MECHEXP-db0ea17590274e1e22979554,,all deterministic evidence spans for physical payload,2,artifacts/local_structured_external_data/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/field_span_extraction/lanes/field_span_lane_002/evidence_spans.jsonl.gz
