qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,canonical_observation_id,duplicate_observation_ids,affected_quantitative_observation_ids,affected_non_base_wage_observation_ids,corrected_quantitative_action,corrected_non_base_wage_action,local_evidence_inspected,bounded_evidence_pointer,structured_basis,confidence,unresolved_flag,notes
qares_433b17e4590bb010a8d6c872,75,potential_quantitative_conflict,cex_bb3325b5f952a15943a62af6,1,quantitative,qobs_183b2015c414fee3027898e5|qobs_154a91a7063a07ac5e9c604b,2,distinct_schedule_cell,resolved,,,qobs_183b2015c414fee3027898e5|qobs_154a91a7063a07ac5e9c604b,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0468_sr_29c56b317698be3115b359f5.pdf#page=1,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_ebdd73bd0e738bd123a2dd48,76,potential_quantitative_conflict,cex_b7c0931752f786b9275c9199,15,quantitative,qobs_c3d93736456e6825a049bf36|qobs_723a08942d2ad9b95437898c|qobs_4a0fc6ba1b0b42647e4cbd2b,3,non_base_wage_misroute,resolved,,,qobs_c3d93736456e6825a049bf36|qobs_723a08942d2ad9b95437898c|qobs_4a0fc6ba1b0b42647e4cbd2b,nobsqa_64340a200a864408b32df954|nobsqa_d9d7da7504e8a97d3c711c51|nobsqa_53d9735a70a6a266a2c68f54,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0038_sr_55dc9b50d57eac90f03229bf.pdf#page=15,Structured values/reason codes identify non-base compensation: stipend,high,false,
qares_5da20f03b9e3d9484400c4ae,77,potential_quantitative_conflict,cex_44f394c9033f490c6c4cca58,1,quantitative,qobs_b9e7e5a6d8e658400fb94bb4|qobs_f5e2d18b6945a94f51087dda|qobs_1e0745e102a17d712d919fca,3,distinct_classification_or_rank,resolved,,,qobs_b9e7e5a6d8e658400fb94bb4|qobs_f5e2d18b6945a94f51087dda|qobs_1e0745e102a17d712d919fca,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0493_sr_bd6f12facdc21fba01d68893.pdf#page=1,Distinct structured reason codes identify separate schedule rows/cells.,medium,false,
qares_872e804bf0c27f8bcd43ad9c,78,potential_quantitative_conflict,cex_3e2fa308fbbb0a768ad0c2b0,25,quantitative,qobs_2fad608dbc273bb26fd34564|qobs_76ac9d3bf9e56fc14a6db28b,2,non_base_wage_misroute,resolved,,,qobs_2fad608dbc273bb26fd34564|qobs_76ac9d3bf9e56fc14a6db28b,nobsqa_62a93f50c93c3817d18475d1|nobsqa_3b5a66e72106b9b5bd9530eb,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0066_sr_cb7fb1a1f8c778e5c956f7ff.pdf#page=25,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_bd7faf5ab1d01a7e4e86b458,79,potential_quantitative_conflict,cex_204d00e2bc2b39b20a26e079,11,quantitative,qobs_ec22131a9857b219d74fecf6|qobs_f0dbeeb6f90c1772307ebb2b,2,non_base_wage_misroute,resolved,,,qobs_ec22131a9857b219d74fecf6|qobs_f0dbeeb6f90c1772307ebb2b,nobsqa_dccbb00fa65c95db251abb2d|nobsqa_030e5a578fa591894f215d2b,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0170_sr_e3c3fb68abe8820f5d18924d.pdf#page=11,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_1289b6a0f162ec23c5a49509,80,potential_quantitative_conflict,cex_2dc1cda54cffacd6dad38d5f,9,quantitative,qobs_505ba2c3d48e113066f40c7e|qobs_96116a2851122e70545a375b,2,distinct_schedule_cell,resolved,,,qobs_505ba2c3d48e113066f40c7e|qobs_96116a2851122e70545a375b,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0060_sr_4bce6f73a25e957d2bf68381.pdf#page=9,Distinct reason codes identify separate percentage components/cells.,medium,false,
qares_9d43533167100f036cf73d59,81,potential_quantitative_conflict,cex_233b9672c51f6fd20d28ed2e,18,quantitative,qobs_f644d9d5bf5249f397e052dd|qobs_6c407de76e46a579d787d43e,2,distinct_schedule_cell,resolved,,,qobs_f644d9d5bf5249f397e052dd|qobs_6c407de76e46a579d787d43e,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0409_sr_0e69f652a0e6dd375c36e1b2.pdf#page=18,Distinct reason codes identify separate structured values on the page.,medium,false,
qares_b42c41564a65669d63784fdc,82,potential_quantitative_conflict,cex_428a4513531604e90be3225f,21,quantitative,qobs_e358cfb5772df5cf1eec2a1f|qobs_fccaa642b32c214385bdbc11,2,insufficient_evidence_needs_review,unresolved,,,qobs_e358cfb5772df5cf1eec2a1f|qobs_fccaa642b32c214385bdbc11,,retain_active_flag_unresolved,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0399_sr_fc81981a4a823d0ab79e75ce.pdf#page=21,Different values share an under-specified structured key and reason code.,low,true,
qares_73d7952fd462b9c76a463775,83,potential_quantitative_conflict,cex_4303959ae15bc715fac3e898,11,quantitative,qobs_9540d91a062288fcc78a0d7c|qobs_09bc4fa10e10a8030ef010f8|qobs_e9133ab40c76068f40176259,3,non_base_wage_misroute,resolved,,,qobs_9540d91a062288fcc78a0d7c|qobs_09bc4fa10e10a8030ef010f8|qobs_e9133ab40c76068f40176259,nobsqa_2bde376211344a17bc6e0294|nobsqa_5a825541c31f1076dd985779|nobsqa_15f2164b2b5839adf54a408c,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0108_sr_6db0266452bdac3732fcab05.pdf#page=11,"Structured values/reason codes identify non-base compensation: leave, overtime",high,false,
qares_01cec74185371ea238e5880f,84,potential_quantitative_conflict,cex_843f43f826cb345797648bc1,2,quantitative,qobs_281c279ecb15bf94b9d46add|qobs_71ca0143475db66011c1e4d5,2,distinct_schedule_cell,resolved,,,qobs_281c279ecb15bf94b9d46add|qobs_71ca0143475db66011c1e4d5,,retain_distinct_active_records,no_change,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0406_sr_2fc57d8ca4e5e51a784a1ca7.pdf#page=2,Distinct reason codes identify separate structured values on the page.,medium,false,
qares_ab42145e0ef6217b0e188e5a,85,potential_quantitative_conflict,cex_843f43f826cb345797648bc1,4,quantitative,qobs_036ca274c0bac1fabb8a7892|qobs_cceb2ccf592b07b541d82398,2,non_base_wage_misroute,resolved,,,qobs_036ca274c0bac1fabb8a7892|qobs_cceb2ccf592b07b541d82398,nobsqa_f8dc988df96b3c98a2665709|nobsqa_d58927b41ade4b3ebfcd1852,deactivate_and_route_to_non_base_wage,create_corrected_non_base_records,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0406_sr_2fc57d8ca4e5e51a784a1ca7.pdf#page=4,Structured values/reason codes identify non-base compensation: overtime,high,false,
qares_2b053d7d9e5e1be363b61f35,86,possible_non_base_wage_in_quantitative_lane,cex_6967b92238ab419d9d658bb2,33,quantitative,qobs_67b0ac3d5ac5a2ea83d19275,1,route_to_non_base_wage,resolved,,,qobs_67b0ac3d5ac5a2ea83d19275,nobsqa_a8b1e8ad8b244bdc4a61e488,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf#page=33,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_ef3343f6340c035896dc0814,87,possible_non_base_wage_in_quantitative_lane,cex_6967b92238ab419d9d658bb2,32,quantitative,qobs_3927f2ce7f61932d8c996d04,1,route_to_non_base_wage,resolved,,,qobs_3927f2ce7f61932d8c996d04,nobsqa_1cd4b56cb4d808d1454066cf,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf#page=32,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_4b155b3500b5c96f138529ce,88,possible_non_base_wage_in_quantitative_lane,cex_6967b92238ab419d9d658bb2,32,quantitative,qobs_a92440905e9762cfdf93f485,1,route_to_non_base_wage,resolved,,,qobs_a92440905e9762cfdf93f485,nobsqa_b07c85bd729dbbbfd35243d6,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf#page=32,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_6cbf44ae377e2230e6fba192,89,possible_non_base_wage_in_quantitative_lane,cex_b26471f64f9e384674c41493,2,quantitative,qobs_a1a46b41b1556d96375afe6a,1,route_to_non_base_wage,resolved,,,qobs_a1a46b41b1556d96375afe6a,nobsqa_de727ff5dc8f44ac46b5f101,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0473_sr_66f1bcfc906b687ba2b5f6b1.pdf#page=2,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_c04a6907d42fc3c35534d9bf,90,possible_non_base_wage_in_quantitative_lane,cex_ab58f60853f3f470ab7b4550,3,quantitative,qobs_28d0eb2b0704b50c6dff5f04,1,route_to_non_base_wage,resolved,,,qobs_28d0eb2b0704b50c6dff5f04,nobsqa_cbe42909e4889fea765f7a84,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0242_sr_76bed5969ee1e8fe0e7e6b78.pdf#page=3,Explicit healthcare_contributions signal occurs in the structured value or reason code.,high,false,
qares_1ed494612776ffae70fe9c1e,91,possible_non_base_wage_in_quantitative_lane,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_75324086b02b5f3c320b6db7,1,route_to_non_base_wage,resolved,,,qobs_75324086b02b5f3c320b6db7,nobsqa_2a3a294448299ac62f129a29,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=12,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_150879a042977a0212cbc790,92,possible_non_base_wage_in_quantitative_lane,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_a97baf8a3d3524554ff90d1b,1,route_to_non_base_wage,resolved,,,qobs_a97baf8a3d3524554ff90d1b,nobsqa_aa2936528a76f5fc74bf943b,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=12,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_e2c709f541fb5f3ac5adb464,93,possible_non_base_wage_in_quantitative_lane,cex_8ea7a77ddd735767fff951c8,12,quantitative,qobs_c56668d221f9480553b900eb,1,route_to_non_base_wage,resolved,,,qobs_c56668d221f9480553b900eb,nobsqa_e33e1f9d0cd0ff671c412dea,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0430_sr_bc2a6e02a467586a4d77b887.pdf#page=12,Explicit longevity signal occurs in the structured value or reason code.,high,false,
qares_536d09d090ade6d1ed11c5ab,94,possible_non_base_wage_in_quantitative_lane,cex_7668baa0999dbe631fb682c9,10,quantitative,qobs_7ab567e13e301bd18f46a3cb,1,route_to_non_base_wage,resolved,,,qobs_7ab567e13e301bd18f46a3cb,nobsqa_de44ff640e073c83955fd1dc,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0178_sr_6c7f8e55645600b7b8f9d7a1.pdf#page=10,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_8f4b0d1849f6c319524c7dd1,95,possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_4e525e414c194dd35275c5f1,1,route_to_non_base_wage,resolved,,,qobs_4e525e414c194dd35275c5f1,nobsqa_2c8b80c6352ac8abfde83c39,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_643d9be575ad4573f2c48745.pdf#page=14,Explicit education_or_certification signal occurs in the structured value or reason code.,high,false,
qares_aafad087835a54599f1c0e97,96,possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_e26706861b1ea7968684c7d3,1,route_to_non_base_wage,resolved,,,qobs_e26706861b1ea7968684c7d3,nobsqa_064d2daa1eadb9d3a7fe9dea,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_643d9be575ad4573f2c48745.pdf#page=14,Explicit education_or_certification signal occurs in the structured value or reason code.,high,false,
qares_1960c793d07d78a35058eb78,97,possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_e60554fd01323af3211f0cab,1,route_to_non_base_wage,resolved,,,qobs_e60554fd01323af3211f0cab,nobsqa_2daa2331ec1e870577ae0047,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_643d9be575ad4573f2c48745.pdf#page=14,Explicit education_or_certification signal occurs in the structured value or reason code.,high,false,
qares_144c9f9827fe6e0140a5d160,98,possible_non_base_wage_in_quantitative_lane,cex_fb9bd6b64c0ce2ed4a3d933f,14,quantitative,qobs_a4e210a19ce7aa4dd2fdd918,1,route_to_non_base_wage,resolved,,,qobs_a4e210a19ce7aa4dd2fdd918,nobsqa_8ab0e5fd6086d22de822a238,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0073_sr_643d9be575ad4573f2c48745.pdf#page=14,Explicit education_or_certification signal occurs in the structured value or reason code.,high,false,
qares_1eb4634a867613f469f047e7,99,possible_non_base_wage_in_quantitative_lane,cex_cb83b81ccf52fc3fd1a7b937,46,quantitative,qobs_d63002e6c3cd0d25c08242e0,1,route_to_non_base_wage,resolved,,,qobs_d63002e6c3cd0d25c08242e0,nobsqa_d3d00af9552ff883ee13d99e,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0243_sr_c8f6017675a0a756d857a56f.pdf#page=46,Explicit education_or_certification signal occurs in the structured value or reason code.,high,false,
qares_147047f1e49660a71b6b246b,100,possible_non_base_wage_in_quantitative_lane,cex_38a5d6d6ba59bb2283411321,24,quantitative,qobs_94345e316f94376c5e7c0f3d,1,route_to_non_base_wage,resolved,,,qobs_94345e316f94376c5e7c0f3d,nobsqa_3e19916d8e0fd95f24ae5fb3,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0372_sr_6a518c030445f9161bcb7cef.pdf#page=24,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_44a6e650f5873077f81694ab,101,possible_non_base_wage_in_quantitative_lane,cex_85f4e36aa58da0a367ebc4e5,25,quantitative,qobs_8783a5579f0ff12bd5feb3eb,1,route_to_non_base_wage,resolved,,,qobs_8783a5579f0ff12bd5feb3eb,nobsqa_4aefbd906025adc2db71b504,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0054_sr_8343bdb50f8eb7195e6557ab.pdf#page=25,Explicit leave signal occurs in the structured value or reason code.,high,false,
qares_1bbadcfa63e4e6a0da3a4e1e,102,possible_non_base_wage_in_quantitative_lane,cex_85f4e36aa58da0a367ebc4e5,62,quantitative,qobs_9c5909b7b2601e2667682da6,1,route_to_non_base_wage,resolved,,,qobs_9c5909b7b2601e2667682da6,nobsqa_4b49b5b05084b2ee61490e5b,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0054_sr_8343bdb50f8eb7195e6557ab.pdf#page=62,Explicit pension signal occurs in the structured value or reason code.,high,false,
qares_26b2c8aa834d61affb584145,103,possible_non_base_wage_in_quantitative_lane,cex_431b3f8707bedfa99876517c,25,quantitative,qobs_c6d09c42445fcab7790f704f,1,route_to_non_base_wage,resolved,,,qobs_c6d09c42445fcab7790f704f,nobsqa_e471022b39f6d53e21987c8a,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0073_sr_497fda2ddc054761364e8a2a.pdf#page=25,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_9d419633610de73541969b16,104,possible_non_base_wage_in_quantitative_lane,cex_431b3f8707bedfa99876517c,25,quantitative,qobs_3738738ee16c14bd0d3e4ebd,1,route_to_non_base_wage,resolved,,,qobs_3738738ee16c14bd0d3e4ebd,nobsqa_aeac03169dd0a228b95541b4,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0073_sr_497fda2ddc054761364e8a2a.pdf#page=25,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_8f07a4e46183d32beb3fda1b,105,possible_non_base_wage_in_quantitative_lane,cex_26e433d95111114d8b776cbd,12,quantitative,qobs_fed6a696e57961b44eba8a1d,1,route_to_non_base_wage,resolved,,,qobs_fed6a696e57961b44eba8a1d,nobsqa_f76914ea05c069fa0741261d,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0036_sr_d04b42f8bb31101f258c5c63.pdf#page=12,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_2e663cbae35e221d5ebab99d,106,possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,52,quantitative,qobs_47a077b9d3a7b60babb65b99,1,route_to_non_base_wage,resolved,,,qobs_47a077b9d3a7b60babb65b99,nobsqa_eb810ae36d7da8f8d48435fa,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=52,Explicit benefits signal occurs in the structured value or reason code.,high,false,
qares_b82e10b44b4f712c7dad7908,107,possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,52,quantitative,qobs_e19e0afa8915eb9473efa8d3,1,route_to_non_base_wage,resolved,,,qobs_e19e0afa8915eb9473efa8d3,nobsqa_1555a75ced4963b0e3f2d984,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=52,Explicit benefits signal occurs in the structured value or reason code.,high,false,
qares_20ea134cd25b966aba626530,108,possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,51,quantitative,qobs_5d7d3da267389ceb19e43923,1,route_to_non_base_wage,resolved,,,qobs_5d7d3da267389ceb19e43923,nobsqa_856431ff1aa4f4d8e2859887,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=51,Explicit pension signal occurs in the structured value or reason code.,high,false,
qares_4d0fbf5e232dff3370e57818,109,possible_non_base_wage_in_quantitative_lane,cex_31574344d8c91def7c527707,51,quantitative,qobs_be8d599838d04c2a7141849c,1,route_to_non_base_wage,resolved,,,qobs_be8d599838d04c2a7141849c,nobsqa_06805ed9bc9ed2b30a3e1ab9,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0013_sr_dd4a191581c889d0a36561bb.pdf#page=51,Explicit pension signal occurs in the structured value or reason code.,high,false,
qares_d32d91a34da3799e4f2cc7da,110,possible_non_base_wage_in_quantitative_lane,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_fdebcd55032124b69f2223b6,1,route_to_non_base_wage,resolved,,,qobs_fdebcd55032124b69f2223b6,nobsqa_010dd0913c9fede7e68f82db,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=28,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_a5a7369969971fdbc046480a,111,possible_non_base_wage_in_quantitative_lane,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_e2086de2ee2da3b7b694c970,1,route_to_non_base_wage,resolved,,,qobs_e2086de2ee2da3b7b694c970,nobsqa_113f7d1e3121c410e032e730,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=28,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_190239609ba356daa795116a,112,possible_non_base_wage_in_quantitative_lane,cex_20cbd5f7d3988ffebf6f0f2e,28,quantitative,qobs_d33ac42aa2b15b535c18ccef,1,route_to_non_base_wage,resolved,,,qobs_d33ac42aa2b15b535c18ccef,nobsqa_76a3f34428a5a800ae22b5d7,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0091_sr_6c946e47f2fe6e0ab078843c.pdf#page=28,Explicit reimbursements signal occurs in the structured value or reason code.,high,false,
qares_5bd32770762262f388fb0c8f,113,possible_non_base_wage_in_quantitative_lane,cex_7411e7cfe12346a7d59e30e0,17,quantitative,qobs_73886c0047f0682031245ee5,1,route_to_non_base_wage,resolved,,,qobs_73886c0047f0682031245ee5,nobsqa_c038c407362ac407a52339c7,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0117_sr_84ece7576a945d0f12fbaa7c.pdf#page=17,Explicit reimbursements signal occurs in the structured value or reason code.,high,false,
qares_c5d7e74545748dddcb59c945,114,possible_non_base_wage_in_quantitative_lane,cex_03b2c71eb4e4270de7dbae55,4,quantitative,qobs_3145e5387aceae4bb6a5a020,1,route_to_non_base_wage,resolved,,,qobs_3145e5387aceae4bb6a5a020,nobsqa_c3e3732b7d986124b7bde4ea,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0392_sr_fbd9fb1a52a4825206da0aaf.pdf#page=4,Explicit overtime signal occurs in the structured value or reason code.,high,false,
qares_0285dbc02df82422bc35b113,115,possible_non_base_wage_in_quantitative_lane,cex_03b2c71eb4e4270de7dbae55,4,quantitative,qobs_21f550b9078232ebab411c59,1,route_to_non_base_wage,resolved,,,qobs_21f550b9078232ebab411c59,nobsqa_fbef50c0a23a7b701a60ad23,deactivate_and_route_to_non_base_wage,create_corrected_non_base_record,structured_fields_and_bounded_pointer_only,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0392_sr_fbd9fb1a52a4825206da0aaf.pdf#page=4,Explicit overtime signal occurs in the structured value or reason code.,high,false,
