administrative_source_type,downloaded_in_this_task,expected_byte_size,expected_claim_upgrade_tags,likely_claim_gaps,marginal_claim_value_per_mib,municipality,period,priority_score,recovery_recommendation,required_before_visual,side,source_family,source_review_id,state,uniqueness
payroll_roster,False,445526,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",70.607058,Shelter Island,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-fa417b246b6bbff62b1d5883,NY,637b753a84a3656bfdac147c36be1c0ac2d455f5964711250c8bc602bb9b4169
payroll_roster,False,451663,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",69.64768,Wabash,2022,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-7f244cc744cf85f256c190bb,IN,6c66e3116f1bed7ed8e3d7a32d9c693abe72f6d734f003b44aa032e24f281e84
payroll_roster,False,471753,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",66.681675,Gowrie,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-308cf6001f458259da342df2,IA,0da116dd670797488979409f616750c5a137214f4dd56aa7f61919ea57f425a0
payroll_roster,False,474772,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",66.257656,Chester,2022,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-3c00f2aa8ceb1a4277187e9b,OH,85deec38eb0c45509e6c687de0b1928aea73bda9240cab6cf6d3594dff261f84
payroll_roster,False,485738,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",64.761826,Greece,2019,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-1deb71497afeb26c00c3bc01,NY,ddc930bde41ba8cf1b59345105be4573e8eb8480b1168738916edecb0fc23c5d
payroll_roster,False,504964,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",62.296084,Union,2019,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-7e3a63e481373974c8e4499d,OH,93b284ca6a9c0afc61471593a7f9e5ef28824feab54b8e7abcb2a97d07a7a110
payroll_roster,False,505600,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",62.217722,Lakewood,2018,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-e3666c4801fc58a718606011,NY,f2b235e8b3e63c6d82375c1d6220a203f300cd1a056088096618800a29c747d3
payroll_roster,False,510567,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",61.612443,Marion,2018,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-88effb1bcce94ee5ae4bce3f,OH,8e400a7669b065fbf126ee73bdcc6f96aa019f934b39ee13abde18ad7e9efc0a
payroll_roster,False,518320,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",60.690847,Maple Plain,2024,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-8382e71d65e0a4ae18ea7b80,MN,e1b7d30b384baffc8bff97f995bb41606d594b1c742a528d9b4bd1f458ecbb14
payroll_roster,False,525606,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",59.849545,Pennington,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-bbf15caf49ae250f0e8c170d,NJ,9946b4279e40159441b4086ce05f261b4ea4b7be7bd4e0abf9b2925f71ab915a
payroll_roster,False,534433,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",58.861036,Northfield,2018,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-83a8884946f70e8d12108f2e,MI,564b19b6e662eeac64e6ff851450250019e055c060a5b1464a5917ea3055cb35
payroll_roster,False,537484,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",58.526914,South Amherst,2019,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-d06e2cbfb25a0a3ddfd89e23,OH,508d479790f088250363eca4963bc94db50fb21c46c60eb8a92482ec55e8e2aa
payroll_roster,False,538160,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",58.453397,Delaware,2021,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-7b5ce767ce0ca583e5f40f8e,OH,c536e1dd2d7db9db0d5d567d8bbc24d5ca39a25617bfc185fcefcb9712ba33d2
payroll_roster,False,549258,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",57.27232,Beaver,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-a14efeb2ecff6be8386a0a65,PA,bcad2f758c7936badf607318dd4900d6a82efec0c544f7835d511f8d497f20d6
payroll_roster,False,555382,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",56.640799,New Britain,2014,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-6f9ceb6ae56c85e03facb3b5,PA,52297d3c279ac31d3172f522584a696107c2d72f8862d03ff1d005c44c2fb4b6
payroll_roster,False,570820,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",55.108931,Ellenville,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-625a122fe204155065569a77,NY,d021ce7cadab59403db02ce2c9a402343bcf465b5a5e9532c1fb0b03c5edbff4
payroll_roster,False,577324,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",54.488086,East Fishkill,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-efd4cc65a1bcebd1a0eaa97f,NY,482e4bb1a2de311731d56465b8cb8752308cebd32421b6a172904686372d5b54
payroll_roster,False,605279,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",51.971537,Langley,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-84f9e274226fb87d3b5b9c42,WA,cb5f1f4160c194ffe1d72e4a7ba01566282bfd3a2461c53db87ed57bf29f8251
payroll_roster,False,620929,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",50.661638,Liberty,2016,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-321feba58b0929b972ac3e2b,OH,60854a71adb45f4653130b98ad53bbf4a2640d0fcba8f03b2d3043ce1081f88f
payroll_roster,False,638412,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",49.274262,Clayton charter,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-7b8eef2aa3ba73e69311660b,MI,569a9c7c6cbb0638f05ca59b3069625f09e44ad7884e23d506fceec3d960d03d
payroll_roster,False,646746,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",48.639311,Union,2019,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-44ff48b405e3b2abac49b377,OH,27e3610bad42860fd3998b4f1639ed91d7831f53e39022e204dbcb3c64ae92a2
payroll_roster,False,685748,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",45.872945,Pennington,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-c6c062c0b5e675cf58c223e5,NJ,295ae701e46117fbea8d7bebea7671f5ad52627d986516f65f8db0d57bf6d15f
payroll_roster,False,687867,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",45.731631,Ebensburg,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-9d295277282df5199c78d28b,PA,54ec8ded0cf8c179501dd814bcf903f060fa94bff6ce9c431e8d8795e0f4537f
payroll_roster,False,688821,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",45.668294,Langley,2025,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-3c1dc663cb68ed8078527d05,WA,8a2a76d25a72ea129a77ee8744071d74958180e467ce0393c97c3a391c3e8a91
payroll_roster,False,689830,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",45.601496,Greece,2019,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-b8328c2c75df97b447f03451,NY,211bc201a657f714029837097205d5c0d6d4eac3169c8219018c02f76a7441c6
payroll_roster,False,703735,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",44.700463,Darien,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-0b88837c3425a53ef4f30c63,WI,f83ccc3d453a8a9ce34f44582c84ddb01576bd6e3582f67a82e32cfbf560076f
payroll_roster,False,704480,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",44.653191,South Hackensack,2022,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-ad47d69279e453a81b7854ca,NJ,d9381c8d9aa4f9434aa6131672fcea9ae3d06142c72e0b985a2999a69d96ec50
payroll_roster,False,708313,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",44.411553,Union,2019,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-39fb546f422628a65d445c35,OH,cd2dc11f2087501df03aec529f6394684a7f081acbbae231222b4489ac8a4657
payroll_roster,False,719220,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",43.73805,Chester,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-6352fff171193fcf936ee848,NY,fed747fe0be16a28d4ba76a3429ff9f4007577bf45910189acaf5bca1cd0b971
payroll_roster,False,725654,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",43.350247,Delaware,2022,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-0d507fa602317256f1d89dd7,OH,6f91f3ebe1e350fc6505ec6836484f5a8f94205ec2e971b976638e8b0c5d81fc
payroll_roster,False,728888,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",43.157906,Butler,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-afe02664ba652321129bea92,OH,f21d1f5c9c67e82986320345e95bbe2664cbddb7a501b7ba8f483428d8495d28
payroll_roster,False,741305,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",42.435003,Delaware,2021,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-9e51f2f136e6df21a503488d,OH,5ec222ee32269185217067fca507592afb16dfa5c98adc0dd1bb7681134b6381
payroll_roster,False,755324,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",41.647399,Harrison,2019,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-a91ae35a69cdd5817941653e,OH,c96543f4b7a449c0ee8da9a8282e630de2b912b9c9f9cffb051efeefba3bd7f8
payroll_roster,False,760909,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",41.341711,Jefferson,2022,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-235aa25fcfa5ad0159a2da4b,OH,769e19074bc9fdb6e195f1717e15f03245c81bdff521d9d0cbbf57f96a5863fd
payroll_roster,False,766738,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",41.027417,Peninsula,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-91f67ad317f61e4d2c0c6fd7,OH,c30f7d284c3e43fd2d47c369230af406b4f3afb3855f06e4f9fd090308078def
payroll_roster,False,802854,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",39.181819,Coleraine,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-13984d9c07b1ac49889c22b4,MN,f60596cbb3da0dcc9f5a6a8ba65d22cac6d4cd4bb9b5b611fe97828a6f6f29fc
payroll_roster,False,812711,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",38.706601,Delaware,2024,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-84c243ab6fc727701ee376b9,OH,ad57e3783dbfb38668d1993dd37b78be681c04dee5b6bba52179787adb245bf7
payroll_roster,False,836547,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",37.603721,Madelia,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-cb15dfc8013c22572481f51c,MN,4595b2ee4bb63d12c8d065aad539585968a07b3db19294a8de24e6444c9ec4a3
payroll_roster,False,843928,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",37.274839,Belle Plaine,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-0b8621380f308bca62448b43,MN,3833bd74349fe346289fd99b83e417c0281ac36896dccab5c4cc3dcd21a36a35
payroll_roster,False,849824,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",37.016229,Walton,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-895a4633e40a1866d219a026,NY,d4625d65b346a5697b2a77ffa0f4d0037bc7c6e84abbc46767bccf312a35eae9
payroll_roster,False,857342,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",36.691635,Guttenberg,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-b68fc05b1cb2a9547376b362,NJ,659e2deb0a868d2696e15eeb200fc80720619da24e60a58420b6cc88e6e6e745
payroll_roster,False,876229,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",35.900752,Cooperstown,2017,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-618b3170b995a20f8cec2634,NY,6c96843e53f2cbd900e55eb60ca027cad0f29428cefb446cdf9ac3753ee09d21
payroll_roster,False,892003,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",35.26589,Greece,2019,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-5bfaa51c196f6d58a7c24200,NY,3a499d5407ed9527d780f6c7507364b7d46de8fd6e82cc81b401e5705d25147f
payroll_roster,False,899988,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",34.952999,River Hills,undated,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-87537a45d01b1a377b003fab,WI,fad3b3f9d59e184783da9137ea3d8307289f4aeb757362a0712fdad184675ca1
payroll_roster,False,909671,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",34.580942,Springfield,2023,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-014a2f145d96597372602d92,OH,ededd4d6c432cf1651ef3c84e314ee47f134326904868e654bea5eb2658449a8
payroll_roster,False,910288,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",34.557503,Maple Plain,2024,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-625c6355c36b069752041de3,MN,978e31052a549f5185d530bc201a77f1643eaac210c9066a35a587152ee513cf
payroll_roster,False,915726,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",34.352284,South Amherst,2019,30,defer_recovery_to_future_research,False,fire,multi_family_administrative_source,EXTSRCREV-cd2bc253399a02ee03846558,OH,4a3e1b8ac7a3d238f1ff5b9b6d021cb1f361dd9ec9246358f17fb1f70c0627f1
payroll_roster,False,942283,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",33.384111,Belle Plaine,2024,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-9af4e9e715f67cae2bd18027,MN,c341286d028c02f6dd2e2cf81ec1201150bbc423bf6b035dc7d98774fd9e7dda
payroll_roster,False,963120,"[""upgrades_growth_analysis"", ""upgrades_implementation_confirmation"", ""upgrades_local_wage_comparison"", ""upgrades_mechanism_claim"", ""upgrades_staffing_hypothesis"", ""upgrades_total_compensation_comparison""]","[""missing compatible local comparison"", ""missing implementation confirmation"", ""missing longitudinal identity"", ""missing total-compensation structure""]",32.661849,Cooperstown,2020,30,defer_recovery_to_future_research,False,police,multi_family_administrative_source,EXTSRCREV-7ff624dcc55368440f478593,NY,41c540d580643125d561310a1bb45f73eef68ff5301e995f4301380df4858c8a
