selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank
509,cex1000_a4ae8fa6bb20888bad15883d,doc_fdf8d983f28684e6bbbfbfc8,ttd_6885330d14f77a366b737303,pr_e8724992d8a5f0ca7d937464,sr_9356c1105e3796159ea71df8,NSCQ-CA-20260720-0186,TRI-18d35b16c4e54ed4aa8c,VER-c056d39c1f8c90646820,CA,Burbank,CITY OF BURBANK,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0219_sr_9356c1105e3796159ea71df8.pdf,7b82e5c0d8d24d1f17537a315ddf9500a68d4cf56c54756419b4239e5ae329af,80,present,likely,p1,"2,27,36,41",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_5e1a9f504edddbb0bb7910d6,yes,cex1000_1f775de8bfc6ce16c76f0429,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
510,cex1000_7da9e33183e8248b80b73f66,doc_f00ec49ae3f286177b8c49e7,ttd_2125235b473b2b80c3045abc,pr_ef982fe6f71dacdd0e76273f,sr_8890920873af196689fb7bcb,NSCQ-CA-20260720-0496,TRI-aca0463e0db7c22ad74b,VER-86fe0af2685a023f7139,CA,Burlingame,CITY OF BURLINGAME,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0184_sr_8890920873af196689fb7bcb.pdf,4e372d18e7975cfb23e82f4b2ed33554349055fab84c3c6713205470d40d9f6b,55,present,possible,p2,"2,25,28,31,54",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_8497fb926ebae86f17b275f2,yes,cex1000_7da9e33183e8248b80b73f66,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
511,cex1000_7813100cc7a45785a490f6b9,doc_89c1351310f464920fd2e32c,ttd_f7d1306b8fb25c7b8744aa49,pr_a163452b32f0adc2465fb530,sr_05e49daef966cdb39ce49b6f,NSCQ-CA-20260720-0498,TRI-4f23f19e8e5da95586f4,VER-f083f2113401b00ba372,CA,Burlingame,CITY OF BURLINGAME,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf,fc3483da8b27fdc5dbdae4570168acb331904a3e2c2996c77d4688e26fb061ec,41,present,likely,p1,"2,5,10,14,19,21",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_8497fb926ebae86f17b275f2,yes,cex1000_7da9e33183e8248b80b73f66,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
512,cex1000_ab8301515bbc2e8fba0d8807,doc_25ba0d9f9212ebe940ddbe07,ttd_de084c299988ca5aeeaed85d,pr_981ac5d86757c341340fc823,sr_53ccb7e7e19353a5aa7cae0d,NSCQ-CA-20260720-0557,TRI-7b7981edd4cd0c6b5f5b,VER-deb5dcf40f35587b9f51,CA,Claremont,CITY OF CLAREMONT,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0232_sr_53ccb7e7e19353a5aa7cae0d.pdf,bafac189aa248ced453619079eb319e0cd1b1a8c9814b780efb4764a6e698ed1,43,present,likely,p1,"2,10,22,24,42,43",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_1a0e2240bf19a0e8ea56adb6,yes,cex1000_ab8301515bbc2e8fba0d8807,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
513,cex1000_00a02e8af692505a179b550e,doc_3ce8cee1e70e33d260403fa9,ttd_37adf904d9859f50f7dda052,pr_912a21087738b904fde26eb6,sr_bd0bc83fae2191b38332a3e0,NSCQ-CA-20260720-0556,TRI-7fd479c9b79070f3c2ab,VER-fd028438b7996b9cc4f1,CA,Claremont,CITY OF CLAREMONT,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0455_sr_bd0bc83fae2191b38332a3e0.pdf,8bc4feb6692a671a4cad75330140fd0e9fbd9cb21fcc09232bd7b8ef36ccb284,45,present,likely,p1,"2,6,11,16,44,45",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_1a0e2240bf19a0e8ea56adb6,yes,cex1000_ab8301515bbc2e8fba0d8807,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
514,cex1000_d0cf4b66da08568c56971806,doc_b1d0416aa97ded829ed5405d,ttd_fe0833c787805abcc3df2d18,pr_854a3bdc231ec6e8110accfd,sr_cf2b156aa7b1bd48b1a8dd9c,NSCQ-CA-20260720-0647,TRI-08dee9ebbf841d566b09,VER-4157fa4a40d793ed674f,CA,Clearlake,CITY OF CLEARLAKE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0234_sr_cf2b156aa7b1bd48b1a8dd9c.pdf,5856c40edc1bfc0458054896887d1e61a91901fb40fec84e7841e932f92d54ee,31,present,likely,p1,"2,4,8,14,31",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_470096a9d5a7cfa7dbff2563,yes,cex1000_d0cf4b66da08568c56971806,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
515,cex1000_f5c9ee9a20150452392fef15,doc_e26b6414a636589392951fc8,ttd_51f37888d490138e5fc13994,pr_8422f71ee5553394cdda791e,sr_7a7afd56893642e14437f243,NSCQ-CA-20260720-0646,TRI-3d0dfeccb757db7c2c81,VER-7732f8cad2c26cb9f2e0,CA,Clearlake,CITY OF CLEARLAKE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0223_sr_7a7afd56893642e14437f243.pdf,3e8fb19d4a5c7128f558b43fb752721cbb55668cff329bab917db8be80046c00,36,present,likely,p1,"2,9,13,17,19,20",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_470096a9d5a7cfa7dbff2563,yes,cex1000_d0cf4b66da08568c56971806,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
516,cex1000_9c51085648e831dc1b96c60b,doc_ed4a846d12c271583c87079f,ttd_08e8d808b2175f8faabaacea,pr_186a94a54672acd593fff77a,sr_c4964303004d03eea1f07801,NSCQ-CA-20260720-0118,TRI-5c3b3c965d4fdfc493ea,VER-8e839e230fc0054363d4,CA,Concord,CITY OF CONCORD,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_c4964303004d03eea1f07801.pdf,33d1cd60c7f85155ef99a8e5ed951065012dc32d4dc64ecdaa37003afac01f7d,90,present,likely,p1,"11,21,31,46,50",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_e8869406583d4a845e89f94d,yes,cex1000_9c51085648e831dc1b96c60b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
517,cex1000_f3d27d2312ffef173b9f1168,doc_bd7c79797251e8e37257a4d7,ttd_4f3855abf64e72113e45b798,pr_ea789314c65d1bb25ee29c21,sr_5d6b2de914ad7a09d85c620b,NSCQ-CA-20260720-0117,TRI-9c399b253a9156fd8e5b,VER-653b6095975f1e692485,CA,Concord,CITY OF CONCORD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0422_sr_5d6b2de914ad7a09d85c620b.pdf,e0a5058ab6d5e23e565cfbd5a0fe9b8c1e63fb5a699470b65233cebe9aaa5c57,73,partial,possible,p2,"17,33",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_e8869406583d4a845e89f94d,yes,cex1000_9c51085648e831dc1b96c60b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
518,cex1000_f1be36d33fcf1c3839e8a97b,doc_a44097b667cd267d5ec79f71,ttd_bbfde262852b72112141a3d7,pr_da9d64c9075743eece324049,sr_9061457f4f218c9f440ac688,NSCQ-CA-20260720-0435,TRI-ec3d34285fc22bf808b3,VER-b9822efdc5f3ee2ace53,CA,Covina,CITY OF COVINA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0156_sr_9061457f4f218c9f440ac688.pdf,47b89a595110cb7719b72cf5875de4df7f1ab938453c37beedbb9ee9029c206c,58,present,likely,p1,"14,20,26,58",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_63af560514e8586e5e5c9ef7,yes,cex1000_f1be36d33fcf1c3839e8a97b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
519,cex1000_5c1acdac8df4f58fa551f51e,doc_b70a98511b2b9479161bb192,ttd_48d5bed532da5590ce5b2eec,pr_ec06c8ba0ca9e7938cf24043,sr_c2319caf1e9e5754a98e222f,NSCQ-CA-20260720-0434,TRI-b5567da7a5c17e477a2f,VER-85f81b7e623e45c92fb3,CA,Covina,CITY OF COVINA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0129_sr_c2319caf1e9e5754a98e222f.pdf,1b80b1164c4868c9a17ac97b36b52fdc154d978100d2c5d6fb6cc773ab6b53f2,74,present,likely,p1,"9,17,25,42,73",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_63af560514e8586e5e5c9ef7,yes,cex1000_f1be36d33fcf1c3839e8a97b,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
520,cex1000_66fd40504285e5df2ac22a86,doc_371887d8efc4275499c67cc7,ttd_c45be24784d0db69858c4874,pr_814d78a76cba327f451db5cd,sr_3d258878af7fa51559495cdb,NSCQ-CA-20260720-0125,TRI-9e92f2d0801aced9cef5,VER-f581917156e894b386d3,CA,Davis,CITY OF DAVIS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0126_sr_3d258878af7fa51559495cdb.pdf,8ba7eaf40304a053bc4c74e93b26a792cbcf7093739e1778003f18ccf535fdc5,129,present,likely,p1,"15,129",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_664bf710c793fd3ec9dacb2c,yes,cex1000_07dbe36f564cf001de45f1a7,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
521,cex1000_07dbe36f564cf001de45f1a7,doc_1bc97a058354f481818e3f4f,ttd_4f62fbce25650c7f277b31a9,pr_573152d24e0fc342ca7650ab,sr_c0b77b4c6090201a4b1512fd,NSCQ-CA-20260720-0126,TRI-aaf843d94d47ad7bf0a0,VER-7b1da166dc8a34bfb2f4,CA,Davis,CITY OF DAVIS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0206_sr_c0b77b4c6090201a4b1512fd.pdf,c568c2aa95d198ae7fe531c5e5d9d905812c7056e758b6b84a716353e0982a40,51,present,likely,p1,"1,12,18,26,51",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_664bf710c793fd3ec9dacb2c,yes,cex1000_07dbe36f564cf001de45f1a7,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
522,cex1000_9e420138d824055aadda7c19,doc_cb72d32c6e70102f7e8d4d8d,ttd_4a02d3e5afe54c59af75b002,pr_b9fce47d8f956956b54d9ab5,sr_56b35f463d7fb78f1ee7f89e,NSCQ-CA-20260720-0752,TRI-c5a29d4d3753d9a5c039,VER-46cca072e61c55ea7b9d,CA,Dixon,CITY OF DIXON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0005_sr_56b35f463d7fb78f1ee7f89e.pdf,02f44bb04761bfdfb8d88676f97b7c4013c499ed0699e220ee9424662d8d20b1,37,partial,likely,p1,"2,17,19,21",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_b1937156db814e526c05e836,yes,cex1000_04f7742b28b0ac09d0d450a1,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
523,cex1000_04f7742b28b0ac09d0d450a1,doc_85d1ad77b054a873d8aaa643,ttd_9b7892aefca8ad253dd4dc5c,pr_df76b5f94ee381fcb4b1d86f,sr_f423f96db4a1d6e6b1127046,NSCQ-CA-20260720-0753,TRI-f69069e4d90592915e52,VER-4c10f5420e6b08cbe777,CA,Dixon,CITY OF DIXON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0418_sr_f423f96db4a1d6e6b1127046.pdf,c67d356d69dfc8e64affd9ad83a97ac9b997b891972fae6a2821324568043d17,42,partial,possible,p2,"2,15,19",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_b1937156db814e526c05e836,yes,cex1000_04f7742b28b0ac09d0d450a1,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
524,cex1000_81fc99519469e6b7197edfd5,doc_ccf20915869fb4e773bbc346,ttd_7b75483d2726654f6823affd,pr_4d10718cdc3eee1c434e3f2d,sr_9a31676b6e2b8cc2c1f02689,NSCQ-CA-20260720-0751,TRI-61f8cea8b4c422003043,VER-4e0e1818996ca486a0bf,CA,Dixon,CITY OF DIXON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0059_sr_9a31676b6e2b8cc2c1f02689.pdf,e5a1ea4a222822239f5e30e4a75c51b6d680da8116d23417392e870ab17d12a3,43,partial,likely,p1,"2,15,20,22,24",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_b1937156db814e526c05e836,yes,cex1000_04f7742b28b0ac09d0d450a1,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
525,cex1000_ffa59ff33c99c839d59a7c9c,doc_e96a8f1fd3b478b1efd6acb0,ttd_d45c90d321c46e5527be54f1,pr_0660bde1213eed64da6a71b2,sr_2e0c06def2fec35c437fb2ce,NSCQ-CA-20260720-0709,TRI-3c26e60fae206e83442d,VER-930f43e97a7b2d810361,CA,El Cerrito,CITY OF EL CERRITO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0072_sr_2e0c06def2fec35c437fb2ce.pdf,7f64ae4d9af5c8219fe0734b0760b55cf305b3a4ad93541613aaa2c087069df2,39,present,possible,p2,"5,9,14,20",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_bbfc8cbe6cf794da18837efa,yes,cex1000_ffa59ff33c99c839d59a7c9c,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
526,cex1000_7b9d3972a0a3ef7bc1c17327,doc_63810accaa95cf51c16564f9,ttd_88b898ba2598f70e1fd5d814,pr_37dc8ead5f1e1d7cdb37c641,sr_da87d04f4f9691cac856fa1f,NSCQ-CA-20260720-0708,TRI-47f51dc48f18d85996c1,VER-4ee72f442df2cded4754,CA,El Cerrito,CITY OF EL CERRITO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0002_sr_da87d04f4f9691cac856fa1f.pdf,5a70d58b19cbeb6bd27b23e1b0d7fb9451caec9d891930b9a82219a22837de82,40,present,likely,p1,"14,18,21,23,40",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_bbfc8cbe6cf794da18837efa,yes,cex1000_ffa59ff33c99c839d59a7c9c,quantitative,,,0,frozen_new_requires_api,new_500_scale,yes,
527,cex1000_c9936a8b0375adae050e6d6a,doc_09260a1e0b22fb78f68d3e3e,ttd_bb7ed6cf5bbcb31a290162b8,pr_b2c4e508d9b7f0e2ce86e2b6,sr_18f364ece4f31d0af7ea187c,NSCQ-CA-20260720-0707,TRI-ab6522a8f5ae175f18dc,VER-495c2a27a546db051892,CA,El Cerrito,CITY OF EL CERRITO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0045_sr_18f364ece4f31d0af7ea187c.pdf,dc7c6013a88ff6755592b1657dbceaf688f4790e910ce6092f58aea874bc062b,37,present,likely,p1,"2,13,17,21,37",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_bbfc8cbe6cf794da18837efa,yes,cex1000_ffa59ff33c99c839d59a7c9c,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
528,cex1000_112f0dde9973512693b27c40,doc_6186a1a3bd29296175df85f0,ttd_009dbce342c3c65762715622,pr_8d44d9fee30bf629e4fca670,sr_8daa8c15547ccb9df337396e,NSCQ-CA-20260720-0456,TRI-b29f6258fba7f6a62d5d,VER-abf3fba182d864f3e779,CA,El Paso de Robles (Paso Robles),CITY OF EL PASO DE ROBLES,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0245_sr_8daa8c15547ccb9df337396e.pdf,9842869de1bc64ee3f96ac1841788cc55b9d9327bd10b0379b9660546ee93cd3,36,present,possible,p2,"1,5,9,13,17,19,20,36",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW,match_5ba33c371e27223c14b62c6a,yes,cex1000_112f0dde9973512693b27c40,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
529,cex1000_2139099a94743615c84f3e5e,doc_b851eae40a44009928eaa404,ttd_ce2aada1b11dc71cbdc9cc27,pr_b65480f1c9c6655d3dcef29f,sr_495e6e1b596e518b95fae043,NSCQ-CA-20260720-0454,TRI-cbca87b4b508cfeefebc,VER-824a7b6dd18f9e13aa70,CA,El Paso de Robles (Paso Robles),CITY OF EL PASO DE ROBLES,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0244_sr_495e6e1b596e518b95fae043.pdf,e0fc7d45d3ba1a640f5c55a9ed41c7e80ad9e89b67bf7411db5a55ec89caf11e,57,present,likely,p1,"1,7,20,57",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_5ba33c371e27223c14b62c6a,yes,cex1000_112f0dde9973512693b27c40,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
530,cex1000_e1473f459a201cc031effd1b,doc_87df0174799ab976344bd038,ttd_316fefc1b8977fdb3612b95f,pr_e7001c7ad7ca7806531a5bd7,sr_2d5de37b660d55a8bffa06d3,NSCQ-CA-20260720-0346,TRI-feb0f6250c0b631c9102,VER-39f7dacfa36465fbace1,CA,Encinitas,CITY OF ENCINITAS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0452_sr_2d5de37b660d55a8bffa06d3.pdf,a59aaf158f773bea7c0c88f2db480cca93e9470eae82c003bdbce928e7470e5e,72,present,likely,p1,"2,17,25,40,72",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_3b90fa1d612493b3c1245cda,yes,cex1000_c22b1afeb74298f967b7d048,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
531,cex1000_c22b1afeb74298f967b7d048,doc_6773d8ef51c896676a6f04f1,ttd_8c6cd6952ee77aba63f2c223,pr_4d9cb4a72d7adf811a1c06be,sr_a64b99b4caae3133f959d942,NSCQ-CA-20260720-0345,TRI-5391d38b8a06582ba85d,VER-18b7b2cee31735894246,CA,Encinitas,CITY OF ENCINITAS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0216_sr_a64b99b4caae3133f959d942.pdf,4b98f612b478486a5cf24051d99d8df1ed2b8e24ede1c7454dfaf2d92d5c55e6,100,present,likely,p1,"1,2,45,56",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_3b90fa1d612493b3c1245cda,yes,cex1000_c22b1afeb74298f967b7d048,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
532,cex1000_7a8a6ea7762114be04f550f8,doc_c92010d1f10e6539a4289e2d,ttd_1192e5e8b9b851b77369e1e1,pr_829d5016345d6359d2419932,sr_ded7b20dce43ab65ac227ef0,NSCQ-CA-20260720-0134,TRI-d1a1d0142b0ad0b4e7cf,VER-79b343cfa60ccbd2102e,CA,Fontana,CITY OF FONTANA,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0173_sr_ded7b20dce43ab65ac227ef0.pdf,4680b64b4cc660fd552f1c91813e9efb47624b52ded8ad335e9204b0627ddeab,26,present,likely,p1,"2,7,9,12,15,25,26",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_20d7539d0565c17c45ee46a6,yes,cex1000_7a8a6ea7762114be04f550f8,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
533,cex1000_5e1722f1b3525390fac093e2,doc_5130821b7bda32d28382fa34,ttd_9823f3954742f21d3c6e9c5b,pr_bd77b308e6bff1b1f32c3a77,sr_2448d8d2590a61ce242703b3,NSCQ-CA-20260720-0133,TRI-b4d53e52a77519c9aea5,VER-df3ec26662b4ec416666,CA,Fontana,CITY OF FONTANA,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0158_sr_2448d8d2590a61ce242703b3.pdf,194790ae2a2fef465cc936d244aef978e54d998ebda065bc3f44ef74b493b105,23,present,likely,p1,"2,6,8,11,12,22",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_20d7539d0565c17c45ee46a6,yes,cex1000_7a8a6ea7762114be04f550f8,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
534,cex1000_6769bc0ac381397f00fcf33c,doc_9b55dca7ae5eaf5fc34b878d,ttd_a12a01f1618a9c26c1bc6a2d,pr_3c6d3e18b13529adf49bfa34,sr_d73c54ed075d7d6437ae143f,NSCQ-CA-20260720-0016,TRI-209d1b99122cecd4b466,VER-11ca31d29d91238e6db0,CA,Fresno,CITY OF FRESNO,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0230_sr_d73c54ed075d7d6437ae143f.pdf,6c288ad233e5f64471f90c3823423c81b18e88d5161353460595e278e93dfb4d,119,present,likely,p1,"14,40,53,67,118,119",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|CUMULATIVE_MATCHED_MUNICIPALITY|TARGETED_QA_ROUTING_V1|ADDITIVE_500_NEW|LIKELY_P1_PRIORITY,match_24af2f0dc39e874015be8084,yes,cex1000_6769bc0ac381397f00fcf33c,mixed,,,0,frozen_new_requires_api,new_500_scale,yes,
