review_type,extraction_case_id,page_number,lane,observation_ids,observation_count,qa_reason,resolution_classification,resolution_status,unresolved_flag,structured_basis,canonical_observation_id,duplicate_observation_ids
possible_non_base_wage_quantitative,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_0e10b5a23bbbcaa59c0790d7,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_27bd58cdf06c8f1ddc1c06a0,31,quantitative,qobs_5418de360311f2c15ad2d0c1,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_59541bd12d5d66db6bc0eaaf,10,quantitative,qobs_3db9ea1d042f4de40405fbf7,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_59541bd12d5d66db6bc0eaaf,10,quantitative,qobs_4e4196bd09501afcd092cdf7,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_bce54a6ed6fbde3936a25b34,31,quantitative,qobs_48c8fd64e0e546212ff08832,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_bce54a6ed6fbde3936a25b34,31,quantitative,qobs_e6cf90cd584cb56fa4ea3151,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_e67383f41524bf520ba74c05,12,quantitative,qobs_56d44c20d2f175aba03feac1,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_4831ce5a78f76722a6968dee,8,quantitative,qobs_853169572fe89cd9d2df06e7,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_4831ce5a78f76722a6968dee,9,quantitative,qobs_d91f09d4058223a3f695244a,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_3ecfd7b90b64dd24f259e7e4,15,quantitative,qobs_145a17e863b6ebd82bf598db,1,POSSIBLE_NON_BASE_REIMBURSEMENTS,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected reimbursements terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_3ecfd7b90b64dd24f259e7e4,15,quantitative,qobs_5c4e74f12cd4d866368ae5f3,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_3ecfd7b90b64dd24f259e7e4,15,quantitative,qobs_525a9e0c544f52829cc6ce11,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2b8f6e75f95971d60c2db923,20,quantitative,qobs_8be58a08618b86ebb295b81b,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2b8f6e75f95971d60c2db923,20,quantitative,qobs_ece63ba532a9915334fb9988,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_5775ee63d1bc414feb3b4a19,25,quantitative,qobs_c4c5f6af5f2763b6d76cb424,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_5775ee63d1bc414feb3b4a19,25,quantitative,qobs_66320697122603b43b239e80,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_112d6094e8bec6dedcefc739,9,quantitative,qobs_b897ffc41ea7dd8fc3fc24fc,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2944b3b033eb563d9d0e9a12,25,quantitative,qobs_160e7c7831ef38c08751e151,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2944b3b033eb563d9d0e9a12,26,quantitative,qobs_e2dec3ca63704c322310e545,1,POSSIBLE_NON_BASE_LONGEVITY,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected longevity terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_d253fb67478332150a989f69,3,quantitative,qobs_852081cbe87722637296c5ae,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_d253fb67478332150a989f69,3,quantitative,qobs_2cf502aa50649abb4e95ae56,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_ac9879a35bff3da8ffd86929,12,quantitative,qobs_cd2c7d6da649b7673ac9069b,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_d995f50470cde9367e0dc3f1,1,quantitative,qobs_fde163592412cb387ac2f878,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_d995f50470cde9367e0dc3f1,1,quantitative,qobs_3695639f26c312996ff440ca,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8473e352fa58859a54458338,1,quantitative,qobs_df9072afa7961d1b9f1dc6a8,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_8473e352fa58859a54458338,1,quantitative,qobs_d0c0b50e8a87b9af116643fc,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_e6e8047c9762cc899cd8e0ce,19,quantitative,qobs_ea8dcfc3066604fe51122130,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_204d00e2bc2b39b20a26e079,11,quantitative,qobs_a50c2c0691f66f4a6463b774,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2dc1cda54cffacd6dad38d5f,9,quantitative,qobs_46063aaed2e7713cb45b39a9,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_b935f8a61941818cbad1effe,7,quantitative,qobs_b6d642c481b0f9d2821e55d0,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2e49b4235d31f3ffc68a25b9,8,quantitative,qobs_a9fb7dd6d9ac4aced7edcf45,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_173a987fa724983923252809,18,quantitative,qobs_e8c90fa1c7c50e1c7c1875a5,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_173a987fa724983923252809,19,quantitative,qobs_f2a613a23b4ea665ded45ac5,1,POSSIBLE_NON_BASE_LEAVE,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected leave terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_2ee94ea99bcda24d1a44ea76,9,quantitative,qobs_159897098ba020fbb4076ef1,1,POSSIBLE_NON_BASE_STIPEND,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected stipend terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_4303959ae15bc715fac3e898,12,quantitative,qobs_5bfefcf6057a29ac4aaabd86,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_4303959ae15bc715fac3e898,12,quantitative,qobs_8777923f43c3b68950c387d3,1,POSSIBLE_NON_BASE_OVERTIME,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected overtime terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_074437ede3a9ff0af857e714,2,quantitative,qobs_e60252737ee396ef6ac73bef,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
possible_non_base_wage_quantitative,cex_074437ede3a9ff0af857e714,2,quantitative,qobs_d43e2afa592f1c91a66bc7af,1,POSSIBLE_NON_BASE_EDUCATION_OR_CERTIFICATION,insufficient_evidence_needs_review,unresolved,true,Cumulative strict scan detected education_or_certification terminology in an active seed quantitative record.,,
