extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status,cumulative_cohort
cex_1ba623735fe223a15795538e,doc_9f5d7e29607c61ac6fcd6773,ttd_82317ec1b0dd0dac389efe64,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0388_sr_2813d08a5babb3bf27c93192.pdf#page=8,1493,9,13,0,0,4,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_1ba623735fe223a15795538e,doc_9f5d7e29607c61ac6fcd6773,ttd_82317ec1b0dd0dac389efe64,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0388_sr_2813d08a5babb3bf27c93192.pdf#page=10,354,4,6,3,1,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,16,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=16,1483,4,15,2,5,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,15,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=15,1486,1,12,0,11,2,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=17,1493,3,11,2,11,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,21,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=21,1499,17,32,2,2,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=20,36,0,3,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,22,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=22,2,0,1,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=2,1489,5,26,0,2,9,yes,no,,6,5998,bounded_valid,corrected_500_seed
cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=1,139,0,5,0,0,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=3,1486,0,15,0,2,1,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=6,1479,4,29,0,1,1,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=5,1405,6,22,0,3,4,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=7,0,0,0,0,0,0,no,no,,6,5998,bounded_valid,corrected_500_seed
cex_5375a006bf6bce9ccb03f33f,doc_3d8d7d23ccfedea575654937,ttd_40e203b38a5b29ea2a353d70,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0498_sr_c1dde330194f919bf89fef96.pdf#page=1,1498,12,131,6,0,0,no,no,,4,4964,bounded_valid,corrected_500_seed
cex_5375a006bf6bce9ccb03f33f,doc_3d8d7d23ccfedea575654937,ttd_40e203b38a5b29ea2a353d70,2,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0498_sr_c1dde330194f919bf89fef96.pdf#page=2,1477,11,117,5,0,0,no,no,,4,4964,bounded_valid,corrected_500_seed
cex_5375a006bf6bce9ccb03f33f,doc_3d8d7d23ccfedea575654937,ttd_40e203b38a5b29ea2a353d70,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0498_sr_c1dde330194f919bf89fef96.pdf#page=3,495,8,40,2,0,0,no,no,,4,4964,bounded_valid,corrected_500_seed
cex_5375a006bf6bce9ccb03f33f,doc_3d8d7d23ccfedea575654937,ttd_40e203b38a5b29ea2a353d70,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0498_sr_c1dde330194f919bf89fef96.pdf#page=4,1494,11,120,5,0,0,no,no,,4,4964,bounded_valid,corrected_500_seed
cex_c4f99fb00dea730ecd78803b,doc_40df397713174c03674c78b1,ttd_7bad34d83cb6b401e0515e11,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_7a30cb8faba8b610ac10d5ae.pdf#page=2,1497,4,30,0,2,7,yes,no,,6,5996,bounded_valid,corrected_500_seed
cex_c4f99fb00dea730ecd78803b,doc_40df397713174c03674c78b1,ttd_7bad34d83cb6b401e0515e11,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_7a30cb8faba8b610ac10d5ae.pdf#page=1,237,0,9,0,1,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_c4f99fb00dea730ecd78803b,doc_40df397713174c03674c78b1,ttd_7bad34d83cb6b401e0515e11,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_7a30cb8faba8b610ac10d5ae.pdf#page=3,837,0,15,0,1,0,yes,no,,6,5996,bounded_valid,corrected_500_seed
cex_c4f99fb00dea730ecd78803b,doc_40df397713174c03674c78b1,ttd_7bad34d83cb6b401e0515e11,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_7a30cb8faba8b610ac10d5ae.pdf#page=7,1492,2,17,0,5,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_c4f99fb00dea730ecd78803b,doc_40df397713174c03674c78b1,ttd_7bad34d83cb6b401e0515e11,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_7a30cb8faba8b610ac10d5ae.pdf#page=6,1489,1,13,0,3,8,yes,no,,6,5996,bounded_valid,corrected_500_seed
cex_c4f99fb00dea730ecd78803b,doc_40df397713174c03674c78b1,ttd_7bad34d83cb6b401e0515e11,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0113_sr_7a30cb8faba8b610ac10d5ae.pdf#page=8,444,2,7,0,2,2,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_39c647f48c9ce29b5fba4239,doc_05846987cebc241be3b400d0,ttd_45873d3d17895009e207a8ef,1,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0483_sr_aee1d12b03cb5aa6880b6dba.pdf#page=1,1025,4,54,0,0,0,no,no,,1,1025,bounded_valid,corrected_500_seed
cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,8,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=8,1496,3,8,0,1,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=7,1485,0,10,0,3,1,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=9,1469,0,11,0,1,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,1499,11,19,0,1,12,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=14,44,0,3,0,1,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=16,2,0,1,0,0,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_43782acc3c84a0bd7c77b2ea,doc_78f672ad32f81d779df33c3b,ttd_cb6c8114b01d7b3f1affcce9,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf#page=2,1491,2,32,0,1,6,yes,no,,6,5993,bounded_valid,corrected_500_seed
cex_43782acc3c84a0bd7c77b2ea,doc_78f672ad32f81d779df33c3b,ttd_cb6c8114b01d7b3f1affcce9,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf#page=1,239,0,5,0,0,0,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_43782acc3c84a0bd7c77b2ea,doc_78f672ad32f81d779df33c3b,ttd_cb6c8114b01d7b3f1affcce9,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf#page=3,1497,0,15,0,2,0,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_43782acc3c84a0bd7c77b2ea,doc_78f672ad32f81d779df33c3b,ttd_cb6c8114b01d7b3f1affcce9,4,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf#page=4,1499,1,18,1,5,2,yes,no,,6,5993,bounded_valid,corrected_500_seed
cex_43782acc3c84a0bd7c77b2ea,doc_78f672ad32f81d779df33c3b,ttd_cb6c8114b01d7b3f1affcce9,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf#page=5,1267,0,10,0,3,0,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_43782acc3c84a0bd7c77b2ea,doc_78f672ad32f81d779df33c3b,ttd_cb6c8114b01d7b3f1affcce9,11,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0141_sr_cce036c472225b516a902d46.pdf#page=11,0,0,0,0,0,0,no,no,,6,5993,bounded_valid,corrected_500_seed
cex_70dd78d6845ff0ce3a1f1dda,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=2,1499,1,32,1,2,9,yes,no,,6,5994,bounded_valid,corrected_500_seed
cex_70dd78d6845ff0ce3a1f1dda,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=1,148,0,5,0,1,0,no,no,,6,5994,bounded_valid,corrected_500_seed
cex_70dd78d6845ff0ce3a1f1dda,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=3,1478,1,14,0,7,0,no,no,,6,5994,bounded_valid,corrected_500_seed
cex_70dd78d6845ff0ce3a1f1dda,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=5,1485,12,19,3,8,1,yes,no,,6,5994,bounded_valid,corrected_500_seed
cex_70dd78d6845ff0ce3a1f1dda,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=4,1384,6,11,0,0,2,no,no,,6,5994,bounded_valid,corrected_500_seed
cex_70dd78d6845ff0ce3a1f1dda,doc_950232dab5d5cc13b5034292,ttd_28ee3ce1548c735bbc720eef,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0010_sr_1321379ac6e2a9ff189ac57d.pdf#page=6,0,0,0,0,0,0,no,no,,6,5994,bounded_valid,corrected_500_seed
cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=2,1477,3,34,1,2,10,yes,no,,6,5999,bounded_valid,corrected_500_seed
cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=1,133,0,4,0,1,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=3,1482,0,12,0,6,1,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=7,1492,1,12,0,10,5,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=6,1415,4,16,0,8,3,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=8,0,0,0,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,15,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=15,1499,22,19,2,2,14,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=14,1497,17,8,1,5,3,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,16,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=16,1499,19,20,0,5,6,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,33,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=33,1499,11,18,1,4,11,yes,no,,6,5999,bounded_valid,corrected_500_seed
cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,32,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=32,5,0,2,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,34,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=34,0,0,0,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,20,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=20,1426,9,15,3,1,6,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=19,1437,4,14,2,0,13,yes,no,,6,5999,bounded_valid,corrected_500_seed
cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,21,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=21,1482,3,16,0,0,5,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,39,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=39,805,7,55,1,0,3,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,38,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=38,805,2,10,0,0,1,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,40,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=40,44,0,9,0,0,0,no,no,,6,5999,bounded_valid,corrected_500_seed
cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,13,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=13,1480,3,31,0,1,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,12,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=12,1489,1,21,0,2,4,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,14,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=14,1499,5,16,2,8,2,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,25,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=25,1498,9,20,1,2,8,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,24,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=24,29,0,1,0,0,1,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,26,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=26,0,0,0,0,0,0,no,no,,6,5995,bounded_valid,corrected_500_seed
cex_ec452c444ac3cf85c50cdf84,doc_1c2dd7a104a6904ca00cb374,ttd_c8dfd76e43e93d6add1fc113,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0156_sr_2613b16c8aa7b1fc23887352.pdf#page=2,1476,3,32,1,5,4,yes,no,,6,5996,bounded_valid,corrected_500_seed
cex_ec452c444ac3cf85c50cdf84,doc_1c2dd7a104a6904ca00cb374,ttd_c8dfd76e43e93d6add1fc113,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0156_sr_2613b16c8aa7b1fc23887352.pdf#page=1,102,0,2,0,0,0,no,no,,6,5996,bounded_valid,corrected_500_seed
cex_ec452c444ac3cf85c50cdf84,doc_1c2dd7a104a6904ca00cb374,ttd_c8dfd76e43e93d6add1fc113,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0156_sr_2613b16c8aa7b1fc23887352.pdf#page=3,1455,7,36,1,2,8,no,no,,6,5996,bounded_valid,corrected_500_seed
