non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status
nobs_9863039f8d765a40eec58fef,cexrem_f00c689acaa657b8b02339b3,doc_dfab6cd843c0e2a6e61c8f11,ttd_da56e38a4ba8bc096c6042b7,sr_16863b05cf84ae11399f869d,NSCQ-MI-20260720-0160,MI,Grosse Pointe Woods,CITY OF GROSSE POINTE WOODS,police,memorandum_or_settlement,,,1,overtime,Special rates will apply for overtime on holidays,,Holiday overtime special rates referenced; specific details stated as in the Memorandum.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf#page=1,low,K9_HANDLER_HOLIDAY_SPECIAL_OVERTIME_REF,needs_review
nobs_79577c75b4ec391c6e541874,cexrem_f00c689acaa657b8b02339b3,doc_dfab6cd843c0e2a6e61c8f11,ttd_da56e38a4ba8bc096c6042b7,sr_16863b05cf84ae11399f869d,NSCQ-MI-20260720-0160,MI,Grosse Pointe Woods,CITY OF GROSSE POINTE WOODS,police,memorandum_or_settlement,,,2,overtime,"On holidays, K-9 Handlers' overtime of 0.5 hours will be paid double time; 0.5 hours compensatory time",,Applies when K-9 Handler position is assigned (special assignment/on-call 24 hours/day) during the pay period; holiday overtime handling described in MOA terms.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf#page=2,high,K9_HANDLER_HOLIDAY_DOUBLE_TIME_COMP_TIME,provisional_unverified
nobs_2207a2171219dd2914c07e26,cexrem_f00c689acaa657b8b02339b3,doc_dfab6cd843c0e2a6e61c8f11,ttd_da56e38a4ba8bc096c6042b7,sr_16863b05cf84ae11399f869d,NSCQ-MI-20260720-0160,MI,Grosse Pointe Woods,CITY OF GROSSE POINTE WOODS,police,memorandum_or_settlement,,,2,stipend,"lump sum payment of $1,000 paid in the first payroll in January and the first payroll in June; payments prorated if not ",,Departmental K-9 Handlers receive lump sum as special assignment benefit; payments prorated if not assigned for full six-month preceding that payment.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0469_sr_16863b05cf84ae11399f869d.pdf#page=2,high,K9_HANDLER_ANNUAL_LUMP_SUM_1000_PRO_RATA,provisional_unverified
nobs_02cf16b14ae780a5964de0af,cexrem_1301e6955416ea4378194e19,doc_06603920ebc913f3f6afe1c8,ttd_5152ab99181d22d564ae4964,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,,,1,uniform_or_equipment,"clothing allowance increased from $750.00 per year to $1,500.00 per year per bargaining unit member",,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf#page=1,high,NON_BASE_CLOTHING_ALLOWANCE_AMOUNT,provisional_unverified
nobs_c46cc6b991eacd85d1e1a665,cexrem_1301e6955416ea4378194e19,doc_06603920ebc913f3f6afe1c8,ttd_5152ab99181d22d564ae4964,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,,,1,benefits,100% dental coverage,,each bargaining unit member will receive 100% dental coverage,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf#page=1,high,NON_BASE_DENTAL_COVERAGE_TOKEN,provisional_unverified
nobs_d89732344e9dd9836824d44b,cexrem_1301e6955416ea4378194e19,doc_06603920ebc913f3f6afe1c8,ttd_5152ab99181d22d564ae4964,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,,,1,leave,Eid Al-Fitr and Eid Al-Adha added as recognized holidays; total holidays raised to 16,,for each bargaining unit member,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf#page=1,high,NON_BASE_HOLIDAY_RECOGNITION,provisional_unverified
nobs_8eb810058766b5de7bcc80de,cexrem_1301e6955416ea4378194e19,doc_06603920ebc913f3f6afe1c8,ttd_5152ab99181d22d564ae4964,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,,,1,leave,furlough days increased from 10 to 11 days,,for each bargaining unit member,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf#page=1,medium,NON_BASE_FURLOUGH_DAYS_TOKEN,provisional_unverified
nobs_4f436a7467a1c04f8f7c2b01,cexrem_1301e6955416ea4378194e19,doc_06603920ebc913f3f6afe1c8,ttd_5152ab99181d22d564ae4964,sr_272eba05d55d401649848e75,NSCQ-MI-20260720-0107,MI,Hamtramck,CITY OF HAMTRAMCK,fire,memorandum_or_settlement,,,1,pension,"City contributes $2,000.00 annually to all Tier 1 employees’ MERS or HAS health savings account (and up to $4,000.00 for",,Tier 1 employees; match basis referenced,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0485_sr_272eba05d55d401649848e75.pdf#page=1,medium,NON_BASE_EMPLOYER_HSA_CONTRIBUTION_TOKEN,provisional_unverified
nobs_c4c4a987774b2f41b9fd82d8,cexrem_652222042fe191bb93f85dfa,doc_0b7b3444e23c9366c0396158,ttd_dfa2d794b92a3706abde1880,sr_4c3d1ddf05183c15a0d7aae3,NSCQ-MI-20260720-0155,MI,Hazel Park,CITY OF HAZEL PARK,police,cba,,,10,leave,75% of his base salary for a maximum of six (6) calendar months calculated from the date when the Employee had exhausted,,Extended duty related disability coverage for an eligible employee; calculated from exhaustion of prior benefits.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0423_sr_4c3d1ddf05183c15a0d7aae3.pdf#page=10,medium,WAGE_REPLACEMENT_DURING_EXTENDED_DISAB_C,provisional_unverified
nobs_2ce4d72866c2e76330629e3a,cexrem_652222042fe191bb93f85dfa,doc_0b7b3444e23c9366c0396158,ttd_dfa2d794b92a3706abde1880,sr_4c3d1ddf05183c15a0d7aae3,NSCQ-MI-20260720-0155,MI,Hazel Park,CITY OF HAZEL PARK,police,cba,,,10,leave,first seven (7) days... regular pay; difference between Workers's Compensation and his regular pay shall be charged,,"For duty-related absences: first seven days paid by the City; later, WS compensation vs regular pay difference charged to accrued sick time; full pay terminates upon expiration.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0423_sr_4c3d1ddf05183c15a0d7aae3.pdf#page=10,medium,WORKERS_COMP_PAY_TIMING_AND_SICK_TIME_CH,provisional_unverified
nobs_aeb9ceb27775ce43cc90a835,cexrem_652222042fe191bb93f85dfa,doc_0b7b3444e23c9366c0396158,ttd_dfa2d794b92a3706abde1880,sr_4c3d1ddf05183c15a0d7aae3,NSCQ-MI-20260720-0155,MI,Hazel Park,CITY OF HAZEL PARK,police,cba,,,9,healthcare_contributions,City will assume 100% of the cost of Optical Care Coverage under the Co-Op Optical No Co-Payment Plan,as soon as possible after the execution of this contract,"For all full-time employees and their families while employee remains on payroll; optical plan IV for each full-time employee, spouse, and children up to nineteen (19) plus dependent students up to twenty-five (25).",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0423_sr_4c3d1ddf05183c15a0d7aae3.pdf#page=9,medium,OPTICAL_PLAN_CONTRIBUTION_PERCENT,provisional_unverified
nobs_76ea9264ff4da8c2871d4b86,cexrem_652222042fe191bb93f85dfa,doc_0b7b3444e23c9366c0396158,ttd_dfa2d794b92a3706abde1880,sr_4c3d1ddf05183c15a0d7aae3,NSCQ-MI-20260720-0155,MI,Hazel Park,CITY OF HAZEL PARK,police,cba,,,9,other,Frames included up to $30.00; $50.00 allowance toward hard or soft contact lenses,,Benefit details listed under optical coverage plan.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0423_sr_4c3d1ddf05183c15a0d7aae3.pdf#page=9,low,DOLLAR_CAPS_IN_OPTICAL_BENEFIT,needs_review
nobs_12329b4a4a82ebee36f032e1,cexrem_401ada8ef6223f4d6140712e,doc_b790d77060840f3b646aa8a7,ttd_ba94d625aa9ce6d6d81a1a4f,sr_0010ed25d6d09871ae65059d,NSCQ-MI-20260720-0065,MI,Kentwood,CITY OF KENTWOOD,police,cba,,,4,healthcare_contributions,Section 12.2 Payment of Health Insurance Costs,,Payment of Health Insurance Costs (as stated in Section 12.2 title),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0140_sr_0010ed25d6d09871ae65059d.pdf#page=4,low,ONLY_SECTION_TITLE_NO_AMOUNT,needs_review
nobs_76fd919dcd2d63888c1d7b87,cexrem_401ada8ef6223f4d6140712e,doc_b790d77060840f3b646aa8a7,ttd_ba94d625aa9ce6d6d81a1a4f,sr_0010ed25d6d09871ae65059d,NSCQ-MI-20260720-0065,MI,Kentwood,CITY OF KENTWOOD,police,cba,,,4,benefits,Section 12.3 Term Life Insurance,,Term life insurance provision (as stated in Section 12.3 title),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0140_sr_0010ed25d6d09871ae65059d.pdf#page=4,low,ONLY_SECTION_TITLE_NO_AMOUNT,needs_review
nobs_eeb46ab56e97760bb52fa42c,cexrem_401ada8ef6223f4d6140712e,doc_b790d77060840f3b646aa8a7,ttd_ba94d625aa9ce6d6d81a1a4f,sr_0010ed25d6d09871ae65059d,NSCQ-MI-20260720-0065,MI,Kentwood,CITY OF KENTWOOD,police,cba,,,4,benefits,Section 12.4 Insurance During Layoff,,Insurance coverage during layoff (as stated in Section 12.4 title),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0140_sr_0010ed25d6d09871ae65059d.pdf#page=4,low,ONLY_SECTION_TITLE_NO_AMOUNT,needs_review
nobs_a88bfb14496863e549ab02b3,cexrem_401ada8ef6223f4d6140712e,doc_b790d77060840f3b646aa8a7,ttd_ba94d625aa9ce6d6d81a1a4f,sr_0010ed25d6d09871ae65059d,NSCQ-MI-20260720-0065,MI,Kentwood,CITY OF KENTWOOD,police,cba,,,4,benefits,Section 12.5 Insurance Carrier,,Insurance carrier selection (as stated in Section 12.5 title),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0140_sr_0010ed25d6d09871ae65059d.pdf#page=4,low,ONLY_SECTION_TITLE_NO_AMOUNT,needs_review
nobs_ef98e1ee1efea7f3be63d31b,cexrem_401ada8ef6223f4d6140712e,doc_b790d77060840f3b646aa8a7,ttd_ba94d625aa9ce6d6d81a1a4f,sr_0010ed25d6d09871ae65059d,NSCQ-MI-20260720-0065,MI,Kentwood,CITY OF KENTWOOD,police,cba,,,4,healthcare_contributions,Section 12.7 Payment of Dental Insurance Costs,,Payment of Dental Insurance Costs (as stated in Section 12.7 title),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0140_sr_0010ed25d6d09871ae65059d.pdf#page=4,low,ONLY_SECTION_TITLE_NO_AMOUNT,needs_review
nobs_f8ebda48c431910b0f93cab1,cexrem_16295c657bf5ed1a0c1927bf,doc_320aa0c10cd7bb6e97a873fd,ttd_e8c68a3837289ed3151c4521,sr_9a4ae3fe47b40c460a877a2b,NSCQ-MI-20260720-0161,MI,Mount Clemens,CITY OF MT CLEMENS,non_safety,cba,,,18,benefits,life insurance in an amount equal to base yearly income (rounded to Group Life Insurance).,,"City maintains the life insurance amount equal to base yearly income, rounded to the group life insurance level.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0443_sr_9a4ae3fe47b40c460a877a2b.pdf#page=18,low,LIFE_INSURANCE_BASE_YEARLY_INCOME_FORMAL,needs_review
nobs_511698e32c82c2294366ce72,cexrem_16295c657bf5ed1a0c1927bf,doc_320aa0c10cd7bb6e97a873fd,ttd_e8c68a3837289ed3151c4521,sr_9a4ae3fe47b40c460a877a2b,NSCQ-MI-20260720-0161,MI,Mount Clemens,CITY OF MT CLEMENS,non_safety,cba,,,18,benefits,"$1,500 annual sum (paid at the end of each calendar year) for employees who elect not to take a health insurance plan.",,"Employees covered by the agreement who elect not to take a health insurance plan receive the $1,500 annual sum at the end of each calendar year.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0443_sr_9a4ae3fe47b40c460a877a2b.pdf#page=18,high,HEALTH_INSURANCE_OPT_OUT_CASH_IN_LIEU_1_,provisional_unverified
nobs_7e5ed06d88e21ad6d3f3a132,cexrem_27499a12222c66202814fbf3,doc_3ed27a2e5f3442681ee150db,ttd_17746db3de6b086f2712df10,sr_89adec28ccdf108e1173aca0,NSCQ-MI-20260720-0124,MI,Mount Pleasant,CITY OF MT PLEASANT,non_safety,cba,,,16,overtime,negatively impacts bargaining unit overtime,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0245_sr_89adec28ccdf108e1173aca0.pdf#page=16,low,T1,needs_review
nobs_942a1a4f20a58856788584fa,cexrem_5c5498186f0997ec399caba0,doc_104068239fa3cf3e8b6ff782,ttd_e7ee058bba5bc4b63f3213f2,sr_1119832bca7a8cab4553f224,NSCQ-MI-20260720-0097,MI,Norton Shores,CITY OF NORTON SHORES,police,cba,,,10,leave,Union representative may leave work without loss of pay to investigate the grievance (approval not unreasonably withheld,,Upon approval of the Chief of Police or designee for grievances involving immediate employee safety and lost time discipline,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0013_sr_1119832bca7a8cab4553f224.pdf#page=10,low,LEAVE_WITHOUT_LOSS_OF_PAY_APPROVAL_RULE,needs_review
nobs_b539ca5e12434222c9b7df90,cexrem_5c5498186f0997ec399caba0,doc_104068239fa3cf3e8b6ff782,ttd_e7ee058bba5bc4b63f3213f2,sr_1119832bca7a8cab4553f224,NSCQ-MI-20260720-0097,MI,Norton Shores,CITY OF NORTON SHORES,police,cba,,,21,leave,Sick leave pay shall be at the employee's straight-time hourly rate for each full day of absence; holiday during sick L.,,Sick leave pay calculation rule; holiday not counted as part of sick leave time if eligible for holiday pay,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0013_sr_1119832bca7a8cab4553f224.pdf#page=21,medium,SICK_LEAVE_PAY_CALCULATION_STRGHT_TIME_H,provisional_unverified
nobs_2e41dc25d6eaee14d3e9972f,cexrem_5c5498186f0997ec399caba0,doc_104068239fa3cf3e8b6ff782,ttd_e7ee058bba5bc4b63f3213f2,sr_1119832bca7a8cab4553f224,NSCQ-MI-20260720-0097,MI,Norton Shores,CITY OF NORTON SHORES,police,cba,,,21,leave,Advance of Sick Leave: extension of sick leave with compensation for a maximum of twenty (20) working days (loan basis) ,,After employee qualified for sick leave and exhausted all vacation and sick leave accumulations; days repaid at regular rate of accumulation upon return to work,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0013_sr_1119832bca7a8cab4553f224.pdf#page=21,medium,ADVANCE_SICK_LEAVE_LOANBASIS_20_WORKINGD,provisional_unverified
nobs_a4829872e4109fd85fea5a71,cexrem_7d13d1bfdd5b59ce53b1643a,doc_cd820d29340d4064159cc009,ttd_fdca25f1716fbe9c62d33291,sr_4cb2882e8594d13844c4fc55,NSCQ-MI-20260720-0068,MI,Portage,CITY OF PORTAGE,fire,cba,,,20,leave,eligible to receive fifty (50%) percent pay for only the first six hundred sick leave accumulated at the time he ceases,,only when employee has used all accumulated sick leave and may voluntarily work in place without compensation; applies to first 600 sick leave credits,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0079_sr_4cb2882e8594d13844c4fc55.pdf#page=20,medium,SICK_LEAVE_PERCENT_PAY_FOR_LIMITED_CREDT,provisional_unverified
nobs_d2dad731ac3a136f83fc9a73,cexrem_7d13d1bfdd5b59ce53b1643a,doc_cd820d29340d4064159cc009,ttd_fdca25f1716fbe9c62d33291,sr_4cb2882e8594d13844c4fc55,NSCQ-MI-20260720-0068,MI,Portage,CITY OF PORTAGE,fire,cba,,,20,leave,"Employees shall be paid the difference, if any, between what they received in the form of pay ... and what they would ha",,military leave under USERRA annual field training obligations; city compensation paid to match difference between govt pay and what regular pay would have been,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0079_sr_4cb2882e8594d13844c4fc55.pdf#page=20,medium,MILITARY_LEAVE_DIFFERENCE_PAYMENT,provisional_unverified
nobs_d9a916097b4cfec3660d82fb,cexrem_7d13d1bfdd5b59ce53b1643a,doc_cd820d29340d4064159cc009,ttd_fdca25f1716fbe9c62d33291,sr_4cb2882e8594d13844c4fc55,NSCQ-MI-20260720-0068,MI,Portage,CITY OF PORTAGE,fire,cba,,,20,leave,shall not exceed the difference in pay for a period of two (2) weeks in any one calendar year,,limit on city-paid difference for USERRA annual field training,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0079_sr_4cb2882e8594d13844c4fc55.pdf#page=20,medium,MILITARY_LEAVE_2_WEEK_CAP,provisional_unverified
nobs_d157c720f69bf65b159821df,cexrem_7d13d1bfdd5b59ce53b1643a,doc_cd820d29340d4064159cc009,ttd_fdca25f1716fbe9c62d33291,sr_4cb2882e8594d13844c4fc55,NSCQ-MI-20260720-0068,MI,Portage,CITY OF PORTAGE,fire,cba,,,20,leave,straight time pay for three (3) working days of leave,,funeral leave,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0079_sr_4cb2882e8594d13844c4fc55.pdf#page=20,medium,FUNERAL_LEAVE_STRAIGHT_TIME_3_DAYS,provisional_unverified
nobs_4318637dcf2ca59252843095,cexrem_7d13d1bfdd5b59ce53b1643a,doc_cd820d29340d4064159cc009,ttd_fdca25f1716fbe9c62d33291,sr_4cb2882e8594d13844c4fc55,NSCQ-MI-20260720-0068,MI,Portage,CITY OF PORTAGE,fire,cba,,,19,leave,employee’s sick leave accrual will be frozen during the time period in which the employee will be entitled to utilize hi,,workers’ compensation benefits/presumed coverage; sick leave accrual frozen while entitled to use unused paid sick leave credits,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0079_sr_4cb2882e8594d13844c4fc55.pdf#page=19,low,SICK_LEAVE_ACCRUAL_FROZEN_FOR_WC_PERIOD,needs_review
nobs_87c000728c3c1e775ac79bd1,cexrem_d76405a65b8857cb1dc1048c,doc_3a3e0840ff9add2201f62787,ttd_bdd39f4f461edd4bef9ef7ad,sr_8b99ea38a68989fd16652227,NSCQ-MI-20260720-0032,MI,Rochester Hills,CITY OF ROCHESTER HILLS,fire,cba,,,12,leave,Part-time employees allowed two (2) unpaid shift absences from January 1st through June 30th and two (2) unpaid shiftabs,,Unpaid shift absences are without penalty if two (2) or more hours’ notice is provided by the employee to the on-duty Battalion Chief; failures to provide at least two (2) hours’ notice are addressed by the succeeding text (not fully shown),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0400_sr_8b99ea38a68989fd16652227.pdf#page=12,medium,PTO_ANCE_6M_UNPAID_SHIFT_ABSENCES,provisional_unverified
nobs_1734ecaa6fe6803c910d2aff,cexrem_d76405a65b8857cb1dc1048c,doc_3a3e0840ff9add2201f62787,ttd_bdd39f4f461edd4bef9ef7ad,sr_8b99ea38a68989fd16652227,NSCQ-MI-20260720-0032,MI,Rochester Hills,CITY OF ROCHESTER HILLS,fire,cba,,,12,leave,"Paid Time Off (PTO) accrual: Part-Time Firefighters earn one-half (0.5) hour of PTO, up to a maximum accrual of two (2) ",,Applies to Part-Time Firefighters working a minimum of four (4) twelve-hour shifts per month,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0400_sr_8b99ea38a68989fd16652227.pdf#page=12,high,PTO_ACCRUAL_0_5_HOUR_MAX_2_HOURS_PER_PAY,provisional_unverified
nobs_894bad0b4c347441ce239e57,cexrem_c6b0047ec8b544704bcec610,doc_1ac8e5b4873e461e86652b0e,ttd_1469497e284405ca951fbd8a,sr_06fa7eeeaf62133e74ec828b,NSCQ-MI-20260720-0053,MI,Royal Oak,CITY OF ROYAL OAK,non_safety,cba,,,12,other,right to receive pay for time lost in investigating,,Referenced in context of steward being permitted to leave for grievance meetings and presence for reason.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0066_sr_06fa7eeeaf62133e74ec828b.pdf#page=12,low,PAY_FOR_TIME_LOST_WITHOUT_AMOUNT,needs_review
nobs_96ffb733217cb21d332fbc38,cexrem_e0363850997bc97a8fcd3ba7,doc_22e92f53194f71e25353cdca,ttd_1e1334f3ae6d7f69ebfd0e2d,sr_1d43880c4a30164b6e002e17,NSCQ-MI-20260720-0035,MI,Southfield,CITY OF SOUTHFIELD,police,cba,,,21,longevity,"Effective July 14, 2022, longevity pay will cease for all members at ten (10) years of service; new employees hired on/​","July 14, 2022","New employees hired after February 19, 2013 shall not be eligible for longevity pay; members on disability leave continue to accrue/are paid longevity.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0051_sr_1d43880c4a30164b6e002e17.pdf#page=21,medium,TEXT_CONTAINS_LONEVITY_ELIGIBILITY_AND_C,provisional_unverified
nobs_fcaad39a76874b08c33cdf01,cexrem_e0363850997bc97a8fcd3ba7,doc_22e92f53194f71e25353cdca,ttd_1e1334f3ae6d7f69ebfd0e2d,sr_1d43880c4a30164b6e002e17,NSCQ-MI-20260720-0035,MI,Southfield,CITY OF SOUTHFIELD,police,cba,,,21,other,Senior rank pay = 6% pay increase (requires completion of (10) years pensionable service and 3 years pensionable service,,Members that have completed 10 years of pensionable service receive senior rank pay with (6%) a pay increase; senior rank pay assigned within (90) days.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0051_sr_1d43880c4a30164b6e002e17.pdf#page=21,medium,SENIOR_RANK_PAY_DIFFERENTIAL_6PCT,provisional_unverified
nobs_83da7fd8b0eba168570e5e46,cexrem_e0363850997bc97a8fcd3ba7,doc_22e92f53194f71e25353cdca,ttd_1e1334f3ae6d7f69ebfd0e2d,sr_1d43880c4a30164b6e002e17,NSCQ-MI-20260720-0035,MI,Southfield,CITY OF SOUTHFIELD,police,cba,,,21,overtime,All hours worked in excess of 40 per week paid at time-and-a-half (1½) regular rate,,Overtime is limited to scheduled overtime assignments for the patrol division; preference to bidders with lowest number of scheduled overtime hours; scheduled overtime assignments posted 10 days in advance.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0051_sr_1d43880c4a30164b6e002e17.pdf#page=21,high,OVERTIME_TIME_AND_A_HALF_RATE_RULE,provisional_unverified
nobs_a01e10492443a9543b0369a5,cexrem_e0363850997bc97a8fcd3ba7,doc_22e92f53194f71e25353cdca,ttd_1e1334f3ae6d7f69ebfd0e2d,sr_1d43880c4a30164b6e002e17,NSCQ-MI-20260720-0035,MI,Southfield,CITY OF SOUTHFIELD,police,cba,,,20,other,Investigations/Staff Services Division officers receive additional base salary 6% above base salary as a police officer,,Additional base salary applies during assignment to Investigations/Staff Services Division; Section 18.4/18.5 context indicates this as additional compensation during the time of assignment.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0051_sr_1d43880c4a30164b6e002e17.pdf#page=20,medium,ADDITIONAL_BASE_SALARY_DIFFERENTIAL_6PCT,provisional_unverified
nobs_f67a9c2a3bf3b49624e26bfc,cexrem_e0363850997bc97a8fcd3ba7,doc_22e92f53194f71e25353cdca,ttd_1e1334f3ae6d7f69ebfd0e2d,sr_1d43880c4a30164b6e002e17,NSCQ-MI-20260720-0035,MI,Southfield,CITY OF SOUTHFIELD,police,cba,,,22,overtime,"Equalization provision does not apply to court time, call in, hold over, unscheduled overtime, detail or specialized",,Provision applies to overtime scheduled in advance for patrol division; subject to grievance procedure.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0051_sr_1d43880c4a30164b6e002e17.pdf#page=22,medium,OVERTIME_SCOPE_LIMITS_FOR_EQUALIZATION,provisional_unverified
nobs_15067fe514e0c804701b7c69,cexrem_3f726259e6a41d3caeca67ad,doc_efa26ced993426699c79cb81,ttd_596caf5b25128827a2341f25,sr_a25dbdb1f52158a0502cbc35,NSCQ-MI-20260720-0057,MI,Taylor,CITY OF TAYLOR,non_safety,cba,,,10,reimbursements,not to exceed five hundred dollars ($500.00),,"Those members terminated at-will are reimbursed for the use of a professional resume writing service, subject to the $500.00 cap",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0089_sr_a25dbdb1f52158a0502cbc35.pdf#page=10,high,RESUME_WRITING_SERVICE_REIMBURSEMENT_CAP,provisional_unverified
nobs_5b788795492d16d6ff597039,cexrem_847808e0cc30d0a0b72c78b4,doc_a8a003a925db79e05c57dc60,ttd_1b256f76e8efeafcbd3445b2,sr_8da3c178a5bf7a0c05de5742,NSCQ-MI-20260720-0095,MI,Traverse City,CITY OF TRAVERSE CITY,non_safety,cba,,,13,benefits,"health, life and optical/dental insurance coverage paid by the Employer for the first three (3) months following the lay",,"Applies to an employee laid off due to bumping; thereafter, employee may choose a COBRA extension for the period allowed under COBRA regulations.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0124_sr_8da3c178a5bf7a0c05de5742.pdf#page=13,medium,LAYOFF_HEALTH_LIFE_OPTICAL_DENTAL_INS_PA,provisional_unverified
