state,region,municipality,possible_cycle_or_year,unit_type,candidate_count,verification_status
NY,Northeast,Oyster Bay,unclear (filename suggests 2022-2028),non_safety,1,not_verified
NY,Northeast,Ramapo,"January 1, 2001 to December 31, 2002",police,1,not_verified
NY,Northeast,Ramapo,"January 1, 2007 through December 31, 2010",police,1,not_verified
NY,Northeast,Smithtown,unclear,non_safety,2,not_verified
NY,Northeast,Smithtown,unclear,unknown,1,not_verified
OH,Midwest,Anderson,"Jan 1, 2023 – Dec 31, 2025",fire,1,not_verified
OH,Midwest,Anderson,"Jan 1, 2024 – Dec 31, 2026",non_safety,1,not_verified
OH,Midwest,Anderson,unclear,unclear,1,not_verified
OH,Midwest,Beavercreek,2025-2027,police,1,not_verified
OH,Midwest,Beavercreek,unclear,non_safety,1,not_verified
OH,Midwest,Cincinnati,2023-2026,fire,1,not_verified
OH,Midwest,Cincinnati,2024-2027,police,1,not_verified
OH,Midwest,Cincinnati,2025-2028,non_safety,1,not_verified
OH,Midwest,Cincinnati,unclear_from_title_only,non_safety,1,not_verified
OH,Midwest,Cleveland,"2025-2028 (effective Apr 1, 2025 to Mar 31, 2028)",non_safety,1,not_verified
OH,Midwest,Cleveland,"2025-2028 (effective Apr 1, 2025 to Mar 31, 2028)",police,1,not_verified
OH,Midwest,Cleveland,2025-2028 (year range indicated by document title/landing listing; operative term not extracted from PDF text in this scout run),fire,1,not_verified
OH,Midwest,Columbus,2023-2026 (per document labeling/snippet; exact start/end dates require in-document confirmation),fire,1,not_verified
OH,Midwest,Columbus,2023-2026 (per title/body date range expected; exact start/end dates require in-document confirmation),police,1,not_verified
OH,Midwest,Columbus,2024-2027 (overlaps anchor cycle 2023-2026 from 2024-2026; exact start/end dates require in-document confirmation),non_safety,1,not_verified
OH,Midwest,Columbus,unclear,unclear,1,not_verified
OH,Midwest,Liberty,2021-2022 rate referenced; CBA contract period not stated in the captured item,fire,1,not_verified
OH,Midwest,Liberty,"June 1, 2016 through May 31, 2019 (explicit in the packet’s MOU WHEREAS clause)",fire,1,not_verified
OH,Midwest,Liberty,effective for remainder of the current collective bargaining agreement (operative dates not stated in the MOU text itself),fire,1,not_verified
OH,Midwest,Liberty,unclear from captured excerpt,police,1,not_verified
OH,Midwest,Miami,"January 1, 2020 through December 31, 2022",police,1,not_verified
OH,Midwest,Miami,"May 15, 2018 through May 14, 2021 (11:59 pm)",fire,1,not_verified
OH,Midwest,Toledo,2024–2027 (operative term appears in CBA; wage tables include first full pay periods of January 2025 and January 2026),non_safety,1,not_verified
OH,Midwest,Toledo,"April 1, 2024 – December 31, 2026 (operative via title/cover)",fire,1,not_verified
OH,Midwest,Toledo,"April 1, 2024 – December 31, 2026 (operative via title/cover)",police,2,not_verified
OH,Midwest,Toledo,Includes wage-rate disputes tied to 2024–2026; operative award period is indicated in report (confirm exact award period sections as needed),fire,1,not_verified
OH,Midwest,Washington,"March 1, 2022 through February 28, 2025",police,1,not_verified
OH,Midwest,Washington,"Operative while referencing an underlying CBA effective March 1, 2019 through February 28, 2022; MOU dated 07/26/2021",police,1,not_verified
OK,South,Ardmore,2024-2026,fire,1,not_verified
OK,South,Ardmore,2024-2026,police,1,not_verified
OK,South,Ardmore,unclear,non_safety,1,not_verified
OK,South,Bethany,FY 2025 and FY 2026 (operative pay-plan sections shown; full agreement term not confirmed in extracted text),fire,1,not_verified
OK,South,Bethany,unclear,non_safety,1,not_verified
OK,South,Claremore,2021-2022,fire,1,not_verified
OK,South,Claremore,2021-2022,police,1,not_verified
OK,South,Claremore,unclear,police,1,not_verified
OK,South,Del City,unclear,non_safety,1,not_verified
OK,South,Del City,unclear,police,3,not_verified
OK,South,Del City,unclear,unclear,1,not_verified
OK,South,Duncan,1986-07-01 to 1987-06-30 (as described in decision); merit pay arbitration award enforced (award period described by case timeline),fire,1,not_verified
OK,South,Jenks,unclear,fire,1,not_verified
OK,South,Jenks,unclear,police,1,not_verified
OK,South,Mustang,2004 CBA (referenced); operative contract term years unclear here,police,1,not_verified
OK,South,Mustang,2018-2020,fire,1,not_verified
OK,South,Mustang,2024-2025 through 2026-2027 (referenced),police,1,not_verified
OK,South,Mustang,2024-2027,fire,1,not_verified
OK,South,Mustang,unclear,non_safety,1,not_verified
OK,South,Ponca City,2010-2011 (CBA mentioned; operative contract text not provided in this source),fire,1,not_verified
OK,South,Ponca City,2010-2011 (CBA mentioned; operative contract text not provided in this source),police,1,not_verified
OK,South,Shawnee,2007-2008,police,1,not_verified
OK,South,Yukon,"Effective July 1, 2026 through midnight June 30, 2028",police,1,not_verified
OK,South,Yukon,unclear,unclear,1,not_verified
OR,West,Junction City,unclear,non_safety,1,not_verified
OR,West,Junction City,unclear,unclear,2,not_verified
OR,West,Junction City,unclear,unknown,1,not_verified
OR,West,Philomath,"Effective July 1, 2023 – June 30, 2026 (duration shown in search snippet; full document could not be fetched)",police,1,not_verified
OR,West,Philomath,"July 1, 2023 – June 30, 2026",non_safety,1,not_verified
OR,West,Philomath,"July 1, 2025 – June 30, 2026",non_safety,1,not_verified
OR,West,Sheridan,2025-2027 (operative term stated as 2025–2027; not a labor CBA),unclear,1,not_verified
OR,West,Sheridan,FY 2022-2023 (referenced in packet text; actual salary schedule pages require verification),non_safety,1,not_verified
OR,West,Talent,"July 1, 2023 through June 30, 2026",police,1,not_verified
OR,West,Talent,"July 1, 2023 through June 30, 2026 (from landing-page title only)",non_safety,1,not_verified
OR,West,Tillamook,unclear,unclear,2,not_verified
OR,West,Veneta,2025-26 (effective 22-Jun-25; operative schedule),non_safety,1,not_verified
OR,West,Veneta,unclear,non_safety,1,not_verified
OR,West,Warrenton,"July 1, 2021 - June 30, 2024",non_safety,1,not_verified
OR,West,Warrenton,unclear,non_safety,1,not_verified
OR,West,Winston,unclear,unclear,2,not_verified
OR,West,Winston,unclear,unknown,1,not_verified
PA,Northeast,Abington,unclear (MOU term stated: 2022-01-01 to 2031-12-31),non_safety,1,not_verified
PA,Northeast,Abington,unclear (effective period stated: 2020-01-01 to 2023-12-31),police,1,not_verified
PA,Northeast,Abington,unclear (page is not a CBA; includes 2026 salary reference),non_safety,1,not_verified
PA,Northeast,Bensalem,2010-2013 initially; extended/consolidated 2014-2017 (duration stated in PLRB decision record summary),police,1,not_verified
PA,Northeast,Bensalem,unclear,fire,1,not_verified
PA,Northeast,Bensalem,unclear,non_safety,1,not_verified
PA,Northeast,Bensalem,unclear,police,1,not_verified
PA,Northeast,Bensalem,unclear (signed MOA PDF text could not be extracted/verified via tool),police,1,not_verified
PA,Northeast,Bristol,"effective January 1, 2020 through December 31, 2025 (operative via cited CBA; exact text of CBA not provided in this document)",police,1,not_verified
PA,Northeast,Bristol,"unclear (arbitration occurred after March 27, 2000; decision filed Jan. 2, 2003; exact CBA term not stated as a full duration clause in the page snippet)",police,1,not_verified
PA,Northeast,Haverford,"January 1, 2024 through December 31, 2027",police,1,not_verified
PA,Northeast,Haverford,"January 1, 2026 through December 31, 2029",non_safety,1,not_verified
PA,Northeast,Haverford,unclear,non_safety,1,not_verified
PA,Northeast,Lower Merion,2017-2020,police,1,not_verified
PA,Northeast,Lower Merion,2020-2022,non_safety,1,not_verified
PA,Northeast,Lower Merion,2023-2026,non_safety,1,not_verified
PA,Northeast,Lower Merion,2023-2026,police,1,not_verified
PA,Northeast,Lower Paxton,"January 1, 2023 through December 31, 2026",police,1,not_verified
PA,Northeast,Lower Paxton,unclear,non_safety,1,not_verified
PA,Northeast,Manheim,2023–2027 (referenced as the governing CBA for police discipline consistency),police,1,not_verified
PA,Northeast,Manheim,"January 1, 2023 - December 31, 2027 (operative replacement period stated in packet text for the referenced current agreement)",police,1,not_verified
PA,Northeast,Middletown,unclear,non_safety,1,not_verified
PA,Northeast,Millcreek,2026-2028,fire,1,not_verified
PA,Northeast,Millcreek,unclear,non_safety,1,not_verified
PA,Northeast,Upper Darby,"December 31, 2024 (extension referenced; full operative period not shown in this resolution text)",non_safety,1,not_verified
PA,Northeast,Upper Darby,"January 1, 2021 through December 31, 2025 (from resolution title/whereas clause; wage operative details not visible in retrieved resolution text)",fire,1,not_verified
PA,Northeast,Upper Darby,"January 1, 2023 through December 31, 2024",non_safety,1,not_verified
PA,Northeast,Upper Darby,"unclear (resolution states CBA expires Dec 31, 2024; does not show MOA effective period or full operative compensation schedule)",police,1,not_verified
RI,Northeast,Coventry,"Effective January 1, 2024; expires December 31, 2026",non_safety,1,not_verified
RI,Northeast,Coventry,"Effective July 1, 2022; expires June 30, 2027",police,1,not_verified
RI,Northeast,Cumberland,"July 1, 2024 to June 30, 2027",police,1,not_verified
RI,Northeast,Cumberland,"unclear (ordinance sets pay plan ranges; fiscal-year coverage appears in document, but exact operative period not extracted in scout text excerpt)",non_safety,1,not_verified
RI,Northeast,Cumberland,unclear (title suggests July 2023 to June 2026; operative duration text not accessible in extracted text output),non_safety,1,not_verified
RI,Northeast,Johnston,"July 1, 2016 to June 30, 2019",non_safety,1,not_verified
RI,Northeast,Johnston,"July 1, 2017 to June 30, 2022",fire,1,not_verified
RI,Northeast,Johnston,"July 1, 2017 to June 30, 2022",police,1,not_verified
RI,Northeast,Johnston,unclear,non_safety,1,not_verified
RI,Northeast,Lincoln,"July 1, 2024 - June 30, 2027",police,1,not_verified
RI,Northeast,Lincoln,unclear,non_safety,1,not_verified
RI,Northeast,Lincoln,unclear (file indicates expiration 06/30/2022; start/end operative term not confirmed from extracted text),non_safety,1,not_verified
RI,Northeast,Lincoln,unclear (file indicates expiration 06/30/2022; start/end operative term not confirmed from extracted text),police,1,not_verified
RI,Northeast,North Kingstown,unclear (PDF text not extractable in scout; filename indicates Exp-6-30-2027),police,1,not_verified
RI,Northeast,North Kingstown,unclear (PDF text not extractable in scout; filename indicates Exp-6-30-2028),fire,1,not_verified
RI,Northeast,North Kingstown,unclear (operative duration clause not located in extracted text; filename indicates Exp-6-30-27),non_safety,1,not_verified
RI,Northeast,North Providence,07.01.2024 – 06.30.2027,police,1,not_verified
RI,Northeast,North Providence,07.01.2025 – 06.30.2028,fire,1,not_verified
RI,Northeast,North Providence,07.01.2025 – 06.30.2028,non_safety,1,not_verified
RI,Northeast,North Providence,unclear,unclear,1,not_verified
RI,Northeast,Smithfield,2020-07-01 to 2023-06-30,fire,1,not_verified
RI,Northeast,Smithfield,Ends 2026-06-30; start year unclear (not extracted from PDF body),police,1,not_verified
RI,Northeast,Smithfield,Ends 2027-06-30; start year unclear (not extracted from PDF body),non_safety,1,not_verified
RI,Northeast,Smithfield,unclear,non_safety,1,not_verified
RI,Northeast,South Kingstown,FY 2025-2026,non_safety,1,not_verified
RI,Northeast,South Kingstown,"July 1, 2022 - June 30, 2025",police,1,not_verified
RI,Northeast,South Kingstown,"July 1, 2024 - June 30, 2027",fire,1,not_verified
RI,Northeast,South Kingstown,"July 1, 2024 - June 30, 2027",non_safety,1,not_verified
RI,Northeast,West Warwick,"JULY 1, 2014 THROUGH JUNE 30, 2019",non_safety,1,not_verified
RI,Northeast,West Warwick,"JULY 1, 2014 THROUGH JUNE 30, 2019",police,1,not_verified
RI,Northeast,West Warwick,"JULY 1, 2021 THROUGH JUNE 30, 2024",police,1,not_verified
RI,Northeast,West Warwick,"JULY 1, 2024 THROUGH JUNE 30, 2027",fire,1,not_verified
RI,Northeast,Westerly,2013-2016,non_safety,1,not_verified
RI,Northeast,Westerly,unclear,police,2,not_verified
SC,South,Aiken,unclear,non_safety,1,not_verified
SC,South,Aiken,unclear,unclear,2,not_verified
SC,South,Bluffton,"policy updated 01/2023; applicable operational duration tied to declared emergencies (operational clauses, not a multi-year CBA)",non_safety,1,not_verified
SC,South,Bluffton,unclear,non_safety,2,not_verified
SC,South,Florence,unclear,non_safety,2,not_verified
SC,South,Fort Mill,unclear,non_safety,2,not_verified
SC,South,Fort Mill,unclear,unclear,1,not_verified
SC,South,Hilton Head Island,"Fiscal year ending June 30, 2025",non_safety,1,not_verified
SC,South,Hilton Head Island,unclear,fire,1,not_verified
SC,South,Hilton Head Island,unclear,police,1,not_verified
SC,South,Hilton Head Island,unclear (FY2024),non_safety,1,not_verified
SC,South,Myrtle Beach,unclear,non_safety,1,not_verified
SC,South,Myrtle Beach,unclear,unclear,2,not_verified
SC,South,Spartanburg,unclear,fire,1,not_verified
SC,South,Spartanburg,unclear,non_safety,1,not_verified
SC,South,Spartanburg,unclear,police,1,not_verified
SC,South,Spartanburg,unclear,unclear,3,not_verified
SC,South,Sumter,unclear,non_safety,1,not_verified
SC,South,Sumter,unclear,police,1,not_verified
SC,South,Sumter,unclear,unclear,1,not_verified
SD,Midwest,Canton,unclear,police,2,not_verified
SD,Midwest,Canton,unclear,unclear,1,not_verified
SD,Midwest,Dell Rapids,2024 (calendar year),non_safety,1,not_verified
SD,Midwest,Dell Rapids,unclear,non_safety,2,not_verified
SD,Midwest,Hartford,unclear,non_safety,2,not_verified
SD,Midwest,Hot Springs,unclear,non_safety,1,not_verified
SD,Midwest,Hot Springs,unclear,police,1,not_verified
SD,Midwest,Lead,"for the year of 2025 (resolution adopted Jan 5, 2026; repeals prior salary/wage resolutions)",police,1,not_verified
SD,Midwest,Milbank,Jan 2024 (second pay period) through first pay period of 2025 (police certification raises mentioned; no CBA shown),non_safety,1,not_verified
SD,Midwest,Milbank,Second pay period of January 2025 through first pay period of 2026 (police certification raises mentioned; no CBA shown),non_safety,1,not_verified
SD,Midwest,Mobridge,unclear,unclear,2,not_verified
SD,Midwest,North Sioux City,unclear,non_safety,1,not_verified
SD,Midwest,Summerset,unclear,non_safety,2,not_verified
TN,South,Brentwood,unclear,non_safety,2,not_verified
TN,South,Bristol,unclear,non_safety,1,not_verified
TN,South,Bristol,unclear,police,1,not_verified
TN,South,Columbia,unclear,unclear,2,not_verified
TN,South,Dickson,unclear,unclear,1,not_verified
TN,South,East Ridge,2025 (salary supplement amount referenced); municipal contract term unclear,unclear,1,not_verified
TN,South,East Ridge,unclear,non_safety,2,not_verified
TN,South,Goodlettsville,2012 (operative date reference: March 4; full agreement duration not provided),non_safety,1,not_verified
TN,South,Goodlettsville,unclear,non_safety,2,not_verified
TN,South,La Vergne,unclear,unclear,2,not_verified
TN,South,Sevierville,"July 1, 2026–June 30, 2027 (fiscal period stated); operative pay-plan/rate/cycle text not retrieved",unclear,2,not_verified
TN,South,Shelbyville,unclear,non_safety,1,not_verified
TN,South,Shelbyville,unclear,unclear,1,not_verified
TX,South,Converse,FY2024-2025 and FY2025-2026 (operative scope stated; 3-year plan referenced but full 3-year duration not fully evidenced in this single-page ordinance text),non_safety,1,not_verified
TX,South,Deer Park,unclear,non_safety,1,not_verified
TX,South,Del Rio,"Period: October 1, 2025 to September 30, 2026 (one-year CBA term with effective date October 1, 2025).",police,1,not_verified
TX,South,Forney,unclear,fire,1,not_verified
TX,South,Forney,unclear,non_safety,1,not_verified
TX,South,Forney,unclear,police,2,not_verified
TX,South,Forney,unclear,unclear,1,not_verified
TX,South,Greenville,unclear,police,1,not_verified
TX,South,Greenville,unclear,unclear,1,not_verified
TX,South,Lufkin,"October 1, 2022 to September 30, 2024 (duration clause states effective October 1, 2022 and expiration at midnight September 30, 2024)",police,1,not_verified
TX,South,Lufkin,unclear,fire,1,not_verified
TX,South,Lufkin,unclear,police,1,not_verified
TX,South,Sachse,unclear,non_safety,1,not_verified
TX,South,Sachse,unclear,police,1,not_verified
TX,South,Sachse,unclear,unclear,1,not_verified
TX,South,Southlake,"unclear (framework approved Aug 6, 2013; addenda show later effective dates/updates but term length not stated as a contract)",unclear,1,not_verified
TX,South,Southlake,unclear (shows FY 2026 pay structure; duration beyond effective date not stated in snippet/index),non_safety,1,not_verified
TX,South,Southlake,unclear (shows FY 2026 pay structure; duration beyond effective date not stated in snippet/index),unclear,1,not_verified
UT,West,Brigham City,unclear,police,1,not_verified
UT,West,Brigham City,unclear,unclear,1,not_verified
UT,West,Clinton,"July 1, 2022 through June 30, 2024 (appointment term stated for City Manager); other compensation terms reference personnel policies",unclear,1,not_verified
UT,West,Clinton,unclear,non_safety,1,not_verified
UT,West,Cottonwood Heights,unclear (contains FY 25-26 pay step plan; operative year coverage not otherwise confirmed from page text alone),police,1,not_verified
UT,West,Cottonwood Heights,unclear (landing page references FY 26-27; attached document link/contents not retrievable for inspection in scout session),police,1,not_verified
UT,West,Highland,FY2025-2026 (operative context referenced; exact wage exhibits not confirmed from inspected excerpt),non_safety,1,not_verified
UT,West,Highland,unclear,non_safety,1,not_verified
UT,West,Highland,unclear,unknown,1,not_verified
UT,West,Holladay,Fiscal Year 2025 (duration not stated as a multi-year contract),non_safety,1,not_verified
UT,West,Holladay,Fiscal Year 2026 (duration not stated as a multi-year contract),non_safety,1,not_verified
UT,West,Holladay,Unclear (code section; operative timeline not provided in snippet),unclear,1,not_verified
UT,West,Magna metro,unclear,police,1,not_verified
UT,West,North Ogden,"Term described in slides (e.g., 12-month initial term with renewal/automatic renewal up to 15 consecutive 12-month terms), but this is an interlocal policing services agreement—not an employment CBA",police,1,not_verified
UT,West,North Ogden,"duration/contract years not applicable (municipal officers compensation increases; operative date June 30, 2024; for FY 2025 budget inclusion per ordinance text)",unclear,1,not_verified
UT,West,North Ogden,unclear,unknown,1,not_verified
UT,West,North Salt Lake,"Fiscal Year 2023-2024 (operates beginning July 1, 2023)",non_safety,1,not_verified
UT,West,North Salt Lake,unclear,non_safety,1,not_verified
UT,West,North Salt Lake,unclear,unclear,1,not_verified
UT,West,Payson,unclear,non_safety,1,not_verified
UT,West,Payson,unclear (document provides an effective date and wage change date but not the full pay plan term/expiration),police,1,not_verified
UT,West,South Salt Lake,unclear,unclear,2,not_verified
VA,South,Bristol,unclear,non_safety,1,not_verified
VA,South,Bristol,unclear,unclear,1,not_verified
VA,South,Christiansburg,"cover/title or operative date present: pay plan effective July 1, 2026 (duration clause not found in visible excerpt)",non_safety,1,not_verified
VA,South,Christiansburg,unclear,non_safety,1,not_verified
VA,South,Christiansburg,"unclear (handbook effective date found: December 10, 2024; duration of provisions not specified)",non_safety,1,not_verified
VA,South,Christiansburg,"unclear (project timeline described, but binding wage duration/award period not established from visible excerpt)",unclear,1,not_verified
VA,South,Colonial Heights,unclear,non_safety,1,not_verified
VA,South,Colonial Heights,unclear,police,1,not_verified
VA,South,Culpeper,unclear (document labeled FY2027 pay scales; no explicit contract term language located from index snippet),police,1,not_verified
VA,South,Culpeper,unclear (personnel policies; operative text exists but duration/term not identified from retrieved excerpt),non_safety,1,not_verified
VA,South,Hopewell,FY-25 (title indicates FY-25; operative pay language requires verification within document),non_safety,1,not_verified
VA,South,Hopewell,unclear,non_safety,2,not_verified
VA,South,Hopewell,unclear,unclear,1,not_verified
VA,South,Manassas Park,unclear (code is updated over time; no single operative pay/salary year provided on landing/index),unclear,1,not_verified
VA,South,Manassas Park,unclear (no contract term; policy/handbook governance; year appears only as publication/update date),non_safety,1,not_verified
VA,South,Radford,unclear,police,1,not_verified
VA,South,Radford,unclear,unclear,1,not_verified
VA,South,Vienna,FY 25-26 (fiscal-year pay plan; operative period not stated beyond title),non_safety,1,not_verified
VA,South,Vienna,FY 25-26 (fiscal-year pay plan; operative period not stated beyond title),police,1,not_verified
VA,South,Vienna,unclear,unclear,1,not_verified
VA,South,Waynesboro,unclear,non_safety,2,not_verified
VA,South,Williamsburg,unclear,unclear,1,not_verified
VT,Northeast,Brattleboro,"July 1, 2022 through June 30, 2023",fire,1,not_verified
VT,Northeast,Brattleboro,"July 1, 2023 through June 30, 2026",police,1,not_verified
VT,Northeast,Brattleboro,"June 30, 2026 through July 1, 2029",non_safety,1,not_verified
VT,Northeast,Brattleboro,unclear,unknown,1,not_verified
VT,Northeast,Colchester,unclear,police,1,not_verified
VT,Northeast,Colchester,unclear,unclear,1,not_verified
VT,Northeast,Essex,2022-2025,police,1,not_verified
VT,Northeast,Essex,2024-2027,non_safety,1,not_verified
VT,Northeast,Essex,2025-2028,police,1,not_verified
VT,Northeast,Hartford,2022-2027 (from title),non_safety,1,not_verified
VT,Northeast,Hartford,2023-2028 (from title),police,2,not_verified
VT,Northeast,Hartford,2023-2028 (from title; duration months/day not confirmed),fire,1,not_verified
VT,Northeast,Hartford,unclear (policy revision dated 2013-12-06; no wage term extracted in this run),unclear,1,not_verified
VT,Northeast,Hartford,unclear (study date May 2023; operative implementation cycle not confirmed in this run),unclear,1,not_verified
VT,Northeast,Middlebury,"effective July 1, 2015 through June 30, 2018 (stated in order)",police,1,not_verified
VT,Northeast,Middlebury,"extension to June 30, 2022 (MOA extension term stated in minutes)",unclear,1,not_verified
VT,Northeast,Middlebury,unclear,non_safety,1,not_verified
VT,Northeast,Milton,07/01/21 - 06/30/24 (exact dates in document title),non_safety,1,not_verified
VT,Northeast,Milton,7/1/24 - 6/30/28 (exact dates in document title),non_safety,1,not_verified
VT,Northeast,Milton,"Effective July 1, 2014; continues thereafter from year-to-year unless either party gives notice 180 days prior to June 30",police,1,not_verified
VT,Northeast,Milton,unclear (administrative code; operative procedures rather than a time-bounded CBA term),non_safety,1,not_verified
VT,Northeast,Milton,unclear from retrieved evidence (filename suggests 7.1.24 effective date; end date not confirmed),unclear,1,not_verified
VT,Northeast,Springfield,unclear,fire,1,not_verified
VT,Northeast,Springfield,unclear,non_safety,1,not_verified
VT,Northeast,Springfield,unclear,police,1,not_verified
VT,Northeast,Springfield,unclear,unclear,1,not_verified
VT,Northeast,Williston,"July 1, 2017 through June 30, 2020",police,1,not_verified
VT,Northeast,Williston,"July 1, 2023 to June 30, 2026",fire,1,not_verified
VT,Northeast,Williston,Pay bands shown for 7/1/25-6/30/26 (document title/branding indicates FY 2027 pay bands),non_safety,1,not_verified
VT,Northeast,Williston,"Report dated February 1, 2022 (no labor-contract duration stated)",non_safety,1,not_verified
WA,West,Airway Heights,unclear,non_safety,1,not_verified
WA,West,Airway Heights,unclear,unclear,1,not_verified
WA,West,DuPont,2022-2024,police,1,not_verified
WA,West,DuPont,2024-2026 (from filename/title),non_safety,1,not_verified
WA,West,DuPont,"January 1, 2023 - December 31, 2025",fire,1,not_verified
WA,West,DuPont,unclear,unknown,1,not_verified
WA,West,Ephrata,"January 1, 2025 through December 31, 2029",non_safety,1,not_verified
WA,West,Hoquiam,"Effective January 1, 2025 through December 31, 2027 (with language indicating retroactive articles effective January 1, 2025)",fire,1,not_verified
WA,West,Hoquiam,"Effective January 1, 2026 through December 31, 2028",police,1,not_verified
WA,West,Orting,"January 1, 2014 through December 31, 2016",police,1,not_verified
WA,West,Orting,"January 1, 2026 through December 31, 2028",non_safety,1,not_verified
WA,West,Othello,CBA expiration date referenced as 12.31.19 (operative field entry on the petition form; actual CBA not provided),unclear,1,not_verified
WA,West,Othello,"contracts expire December 31, 2025 (operative labor-relations statement)",unclear,2,not_verified
WA,West,Othello,"contracts expire December 31, 2028 (operative labor-relations statement; unit mapping not fully specified in the snippet)",unclear,1,not_verified
WA,West,Othello,unclear,unknown,1,not_verified
WA,West,Othello,unclear (no operative term dates for the MOU text visible in snippet),non_safety,1,not_verified
WA,West,Selah,unclear,non_safety,1,not_verified
WA,West,Selah,unclear,police,3,not_verified
WA,West,Snohomish,"December 26, 2022 through December 31, 2025",non_safety,1,not_verified
WA,West,Snohomish,"January 1, 2026 through December 31, 2028",non_safety,1,not_verified
WA,West,Snohomish,"January 1, 2026 through December 31, 2028 (staff report describes execution and compensation implementation; binding terms likely in attached/signed CBAs)",unclear,1,not_verified
WA,West,Stanwood,2019 (schedule effective date in title: 2019-11-25),non_safety,1,not_verified
WA,West,Stanwood,2020-2025,non_safety,1,not_verified
WA,West,Stanwood,2020-2026,non_safety,1,not_verified
WA,West,Stanwood,unclear,non_safety,1,not_verified
WA,West,Stanwood,unclear,unclear,1,not_verified
WA,West,Stanwood,unclear,unknown,1,not_verified
WA,West,Toppenish,"January 1, 2023 through December 31, 2025",police,1,not_verified
WA,West,Toppenish,"January 1, 2024 through December 31, 2027",non_safety,1,not_verified
WA,West,Toppenish,"Through 2028 (COLA noted for 2026, 2027, 2028)",police,1,not_verified
WI,Midwest,Delafield,2018-2020 (stated; no CBA text included),police,1,not_verified
WI,Midwest,Delafield,2024-2026 (approved/ratified in minutes; full agreement not shown in this minutes PDF),police,1,not_verified
WI,Midwest,Delafield,2024-2026 (stated for collective bargaining agreement; contract document not included in this agenda PDF),police,1,not_verified
WI,Midwest,Delafield,unclear,non_safety,1,not_verified
WI,Midwest,Delafield,unclear (agreement term described as until services completed; not presented as a multi-year pay plan cycle in this agreement excerpt),non_safety,1,not_verified
WI,Midwest,Grand Chute,unclear,fire,1,not_verified
WI,Midwest,Grand Chute,unclear,non_safety,1,not_verified
WI,Midwest,Grand Chute,unclear,police,2,not_verified
WI,Midwest,Hudson,2017 and 2018 (approval referenced; agreement text not provided in the PDF),police,1,not_verified
WI,Midwest,Hudson,unclear,non_safety,1,not_verified
WI,Midwest,Hudson,unclear,unknown,1,not_verified
WI,Midwest,Hudson,unclear (year not shown in the cited excerpt of the opened PDF),police,1,not_verified
WI,Midwest,Ledgeview,unclear,fire,1,not_verified
WI,Midwest,Ledgeview,unclear,non_safety,2,not_verified
WI,Midwest,Merton,unclear,fire,1,not_verified
WI,Midwest,Merton,unclear,non_safety,1,not_verified
WI,Midwest,Merton,unclear,police,1,not_verified
WI,Midwest,Oconomowoc,1980-1981,non_safety,1,not_verified
WI,Midwest,Oconomowoc,unclear,fire,1,not_verified
WI,Midwest,Oconomowoc,unclear,non_safety,1,not_verified
WI,Midwest,Oconomowoc,unclear,police,2,not_verified
WI,Midwest,Pewaukee,2024-2025 (operative CBA referenced as '2024-2025'); end date not visible in this excerpt,police,1,not_verified
WI,Midwest,Pewaukee,2026 (effective date language implied by title; operative duration clause not available due to 404),non_safety,1,not_verified
WI,Midwest,Pewaukee,unclear,fire,1,not_verified
WI,Midwest,Sheboygan,unclear (grievance arbitration award; contract term not stated),non_safety,1,not_verified
WI,Midwest,Sheboygan,unclear (grievance award; operative arbitration period not stated as contract term),fire,1,not_verified
WI,Midwest,St. Francis,"January 1, 2022 - December 31, 2024",police,1,not_verified
WI,Midwest,St. Francis,unclear,non_safety,2,not_verified
WV,South,Bluefield,unclear,unclear,1,not_verified
WV,South,Bridgeport,unclear,non_safety,1,not_verified
WV,South,Charles Town,unclear,police,1,not_verified
WV,South,Charles Town,unclear,unclear,1,not_verified
WV,South,Dunbar,"effective Oct 16, 1995 to Oct 16, 1998 (operative CBA termination clause as quoted in decision)",police,1,not_verified
WV,South,Dunbar,unclear,fire,1,not_verified
WV,South,Dunbar,unclear,non_safety,1,not_verified
WV,South,Elkins,unclear,non_safety,1,not_verified
WV,South,Elkins,unclear,unclear,2,not_verified
WV,South,Hurricane,unclear,police,1,not_verified
WV,South,Moundsville,unclear,non_safety,2,not_verified
WV,South,Oak Hill,"July 1, 2023 (operative effective date stated); duration clause for compensation system unclear",unclear,1,not_verified
WV,South,Oak Hill,unclear,police,1,not_verified
WV,South,St. Albans,unclear,non_safety,2,not_verified
WV,South,Vienna,"fiscal year ending June 30, 2027",unclear,1,not_verified
WV,South,Vienna,unclear,unknown,1,not_verified
WY,West,Bar Nunn,July 2024 (operative effective date stated; overall multi-year CBA/contract not indicated),non_safety,1,not_verified
WY,West,Bar Nunn,July 2025 (operative effective date stated; overall multi-year CBA/contract not indicated),non_safety,1,not_verified
WY,West,Bar Nunn,unclear,unknown,3,not_verified
WY,West,Buffalo,unclear,fire,3,not_verified
WY,West,Douglas,unclear,police,1,not_verified
WY,West,Douglas,unclear,unclear,1,not_verified
WY,West,Evansville,unclear,fire,1,not_verified
WY,West,Evansville,unclear,police,1,not_verified
WY,West,Mills,"Adopted June 1, 2022 (no collective bargaining duration specified)",non_safety,1,not_verified
