scout_target_id,state,region,municipality,municipality_id,census_gov_id,population,government_name,expected_units_to_search,scout_purpose,anchor_cycle,selection_reason,broad_geographic_target_reason,source_family_diversification_reason,matched_non_safety_opportunity_flag,search_query_family,search_hint_1,search_hint_2,search_hint_3,search_hint_4,search_hint_5,verification_status,download_status,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
BSSS-20260727-0204,MI,Midwest,Clinton charter,cog_2025_106522,106522,99377,Clinton charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Clinton charter"" MI municipal labor agreements police fire general employees","""Clinton charter"" MI human resources pay plan wage salary schedule civil service","""Clinton charter"" MI labor arbitration award factfinding report","""Clinton charter"" MI salary ordinance compensation classification study budget pay plan","""Clinton charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0205,MI,Midwest,Georgetown charter,cog_2025_167249,167249,55145,Georgetown charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Georgetown charter"" MI municipal labor agreements police fire general employees","""Georgetown charter"" MI human resources pay plan wage salary schedule civil service","""Georgetown charter"" MI labor arbitration award factfinding report","""Georgetown charter"" MI salary ordinance compensation classification study budget pay plan","""Georgetown charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0206,MI,Midwest,Macomb,cog_2025_167127,167127,92747,Macomb municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Macomb"" MI municipal labor agreements police fire general employees","""Macomb"" MI human resources pay plan wage salary schedule civil service","""Macomb"" MI labor arbitration award factfinding report","""Macomb"" MI salary ordinance compensation classification study budget pay plan","""Macomb"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0207,MI,Midwest,Redford charter,cog_2025_106601,106601,47627,Redford charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Redford charter"" MI municipal labor agreements police fire general employees","""Redford charter"" MI human resources pay plan wage salary schedule civil service","""Redford charter"" MI labor arbitration award factfinding report","""Redford charter"" MI salary ordinance compensation classification study budget pay plan","""Redford charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0208,MI,Midwest,Shelby charter,cog_2025_212654,212654,79878,Shelby charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Shelby charter"" MI municipal labor agreements police fire general employees","""Shelby charter"" MI human resources pay plan wage salary schedule civil service","""Shelby charter"" MI labor arbitration award factfinding report","""Shelby charter"" MI salary ordinance compensation classification study budget pay plan","""Shelby charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0209,MI,Midwest,Waterford charter,cog_2025_167216,167216,69394,Waterford charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Waterford charter"" MI municipal labor agreements police fire general employees","""Waterford charter"" MI human resources pay plan wage salary schedule civil service","""Waterford charter"" MI labor arbitration award factfinding report","""Waterford charter"" MI salary ordinance compensation classification study budget pay plan","""Waterford charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0210,MI,Midwest,West Bloomfield charter,cog_2025_167217,167217,65123,West Bloomfield charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""West Bloomfield charter"" MI municipal labor agreements police fire general employees","""West Bloomfield charter"" MI human resources pay plan wage salary schedule civil service","""West Bloomfield charter"" MI labor arbitration award factfinding report","""West Bloomfield charter"" MI salary ordinance compensation classification study budget pay plan","""West Bloomfield charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0211,MI,Midwest,Ypsilanti charter,cog_2025_193537,193537,54585,Ypsilanti charter municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Ypsilanti charter"" MI municipal labor agreements police fire general employees","""Ypsilanti charter"" MI human resources pay plan wage salary schedule civil service","""Ypsilanti charter"" MI labor arbitration award factfinding report","""Ypsilanti charter"" MI salary ordinance compensation classification study budget pay plan","""Ypsilanti charter"" MI memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0212,MN,Midwest,Big Lake,cog_2025_128769,128769,12610,Big Lake municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Big Lake"" MN municipal labor agreements police fire general employees","""Big Lake"" MN human resources pay plan wage salary schedule civil service","""Big Lake"" MN labor arbitration award factfinding report","""Big Lake"" MN salary ordinance compensation classification study budget pay plan","""Big Lake"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0213,MN,Midwest,Cloquet,cog_2025_167413,167413,12570,Cloquet municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Cloquet"" MN municipal labor agreements police fire general employees","""Cloquet"" MN human resources pay plan wage salary schedule civil service","""Cloquet"" MN labor arbitration award factfinding report","""Cloquet"" MN salary ordinance compensation classification study budget pay plan","""Cloquet"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0214,MN,Midwest,Lake Elmo,cog_2025_204765,204765,13756,Lake Elmo municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Lake Elmo"" MN municipal labor agreements police fire general employees","""Lake Elmo"" MN human resources pay plan wage salary schedule civil service","""Lake Elmo"" MN labor arbitration award factfinding report","""Lake Elmo"" MN salary ordinance compensation classification study budget pay plan","""Lake Elmo"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0215,MN,Midwest,Mounds View,cog_2025_106882,106882,12782,Mounds View municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Mounds View"" MN municipal labor agreements police fire general employees","""Mounds View"" MN human resources pay plan wage salary schedule civil service","""Mounds View"" MN labor arbitration award factfinding report","""Mounds View"" MN salary ordinance compensation classification study budget pay plan","""Mounds View"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0216,MN,Midwest,North St. Paul,cog_2025_106877,106877,12574,North St. Paul municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""North St. Paul"" MN municipal labor agreements police fire general employees","""North St. Paul"" MN human resources pay plan wage salary schedule civil service","""North St. Paul"" MN labor arbitration award factfinding report","""North St. Paul"" MN salary ordinance compensation classification study budget pay plan","""North St. Paul"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0217,MN,Midwest,Robbinsdale,cog_2025_194663,194663,13968,Robbinsdale municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Robbinsdale"" MN municipal labor agreements police fire general employees","""Robbinsdale"" MN human resources pay plan wage salary schedule civil service","""Robbinsdale"" MN labor arbitration award factfinding report","""Robbinsdale"" MN salary ordinance compensation classification study budget pay plan","""Robbinsdale"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0218,MN,Midwest,Rogers,cog_2025_194664,194664,13617,Rogers municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Rogers"" MN municipal labor agreements police fire general employees","""Rogers"" MN human resources pay plan wage salary schedule civil service","""Rogers"" MN labor arbitration award factfinding report","""Rogers"" MN salary ordinance compensation classification study budget pay plan","""Rogers"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0219,MN,Midwest,Sauk Rapids,cog_2025_167404,167404,13775,Sauk Rapids municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Sauk Rapids"" MN municipal labor agreements police fire general employees","""Sauk Rapids"" MN human resources pay plan wage salary schedule civil service","""Sauk Rapids"" MN labor arbitration award factfinding report","""Sauk Rapids"" MN salary ordinance compensation classification study budget pay plan","""Sauk Rapids"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0220,MN,Midwest,Vadnais Heights,cog_2025_167608,167608,12632,Vadnais Heights municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Vadnais Heights"" MN municipal labor agreements police fire general employees","""Vadnais Heights"" MN human resources pay plan wage salary schedule civil service","""Vadnais Heights"" MN labor arbitration award factfinding report","""Vadnais Heights"" MN salary ordinance compensation classification study budget pay plan","""Vadnais Heights"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0221,MN,Midwest,Waconia,cog_2025_128663,128663,13742,Waconia municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Waconia"" MN municipal labor agreements police fire general employees","""Waconia"" MN human resources pay plan wage salary schedule civil service","""Waconia"" MN labor arbitration award factfinding report","""Waconia"" MN salary ordinance compensation classification study budget pay plan","""Waconia"" MN memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0222,MO,Midwest,Carthage,cog_2025_107643,107643,15556,Carthage municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Carthage"" MO municipal labor agreements police fire general employees","""Carthage"" MO human resources pay plan wage salary schedule civil service","""Carthage"" MO labor arbitration award factfinding report","""Carthage"" MO salary ordinance compensation classification study budget pay plan","""Carthage"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0223,MO,Midwest,Grain Valley,cog_2025_168924,168924,16609,Grain Valley municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Grain Valley"" MO municipal labor agreements police fire general employees","""Grain Valley"" MO human resources pay plan wage salary schedule civil service","""Grain Valley"" MO labor arbitration award factfinding report","""Grain Valley"" MO salary ordinance compensation classification study budget pay plan","""Grain Valley"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0224,MO,Midwest,Jackson,cog_2025_168822,168822,15742,Jackson municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Jackson"" MO municipal labor agreements police fire general employees","""Jackson"" MO human resources pay plan wage salary schedule civil service","""Jackson"" MO labor arbitration award factfinding report","""Jackson"" MO salary ordinance compensation classification study budget pay plan","""Jackson"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0225,MO,Midwest,Lebanon,cog_2025_168952,168952,15429,Lebanon municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Lebanon"" MO municipal labor agreements police fire general employees","""Lebanon"" MO human resources pay plan wage salary schedule civil service","""Lebanon"" MO labor arbitration award factfinding report","""Lebanon"" MO salary ordinance compensation classification study budget pay plan","""Lebanon"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0226,MO,Midwest,Liberty,cog_2025_169368,169368,14814,Liberty municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Liberty"" MO municipal labor agreements police fire general employees","""Liberty"" MO human resources pay plan wage salary schedule civil service","""Liberty"" MO labor arbitration award factfinding report","""Liberty"" MO salary ordinance compensation classification study budget pay plan","""Liberty"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0227,MO,Midwest,Overland,cog_2025_190687,190687,15496,Overland municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Overland"" MO municipal labor agreements police fire general employees","""Overland"" MO human resources pay plan wage salary schedule civil service","""Overland"" MO labor arbitration award factfinding report","""Overland"" MO salary ordinance compensation classification study budget pay plan","""Overland"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0228,MO,Midwest,Polk,cog_2025_129676,129676,14013,Polk municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Polk"" MO municipal labor agreements police fire general employees","""Polk"" MO human resources pay plan wage salary schedule civil service","""Polk"" MO labor arbitration award factfinding report","""Polk"" MO salary ordinance compensation classification study budget pay plan","""Polk"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0229,MO,Midwest,Poplar Bluff,cog_2025_129460,129460,16132,Poplar Bluff municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Poplar Bluff"" MO municipal labor agreements police fire general employees","""Poplar Bluff"" MO human resources pay plan wage salary schedule civil service","""Poplar Bluff"" MO labor arbitration award factfinding report","""Poplar Bluff"" MO salary ordinance compensation classification study budget pay plan","""Poplar Bluff"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0230,MO,Midwest,Troy,cog_2025_129533,129533,14591,Troy municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Troy"" MO municipal labor agreements police fire general employees","""Troy"" MO human resources pay plan wage salary schedule civil service","""Troy"" MO labor arbitration award factfinding report","""Troy"" MO salary ordinance compensation classification study budget pay plan","""Troy"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0231,MO,Midwest,Washington,cog_2025_168890,168890,15450,Washington municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Washington"" MO municipal labor agreements police fire general employees","""Washington"" MO human resources pay plan wage salary schedule civil service","""Washington"" MO labor arbitration award factfinding report","""Washington"" MO salary ordinance compensation classification study budget pay plan","""Washington"" MO memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0232,MS,South,Bay St. Louis,cog_2025_184182,184182,10511,Bay St. Louis municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Bay St. Louis"" MS municipal labor agreements police fire general employees","""Bay St. Louis"" MS human resources pay plan wage salary schedule civil service","""Bay St. Louis"" MS labor arbitration award factfinding report","""Bay St. Louis"" MS salary ordinance compensation classification study budget pay plan","""Bay St. Louis"" MS memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0233,MS,South,Byram,cog_2025_223814,223814,12651,Byram municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Byram"" MS municipal labor agreements police fire general employees","""Byram"" MS human resources pay plan wage salary schedule civil service","""Byram"" MS labor arbitration award factfinding report","""Byram"" MS salary ordinance compensation classification study budget pay plan","""Byram"" MS memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0234,MS,South,Canton,cog_2025_190641,190641,10742,Canton municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Canton"" MS municipal labor agreements police fire general employees","""Canton"" MS human resources pay plan wage salary schedule civil service","""Canton"" MS labor arbitration award factfinding report","""Canton"" MS salary ordinance compensation classification study budget pay plan","""Canton"" MS memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0235,MS,South,Cleveland,cog_2025_168609,168609,10401,Cleveland municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Cleveland"" MS municipal labor agreements police fire general employees","""Cleveland"" MS human resources pay plan wage salary schedule civil service","""Cleveland"" MS labor arbitration award factfinding report","""Cleveland"" MS salary ordinance compensation classification study budget pay plan","""Cleveland"" MS memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0236,MS,South,D'Iberville,cog_2025_168636,168636,13286,D'Iberville municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""D'Iberville"" MS municipal labor agreements police fire general employees","""D'Iberville"" MS human resources pay plan wage salary schedule civil service","""D'Iberville"" MS labor arbitration award factfinding report","""D'Iberville"" MS salary ordinance compensation classification study budget pay plan","""D'Iberville"" MS memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
BSSS-20260727-0237,MS,South,Diamondhead,cog_2025_239972,239972,9236,Diamondhead municipal government,police; fire; non_safety/general municipal; CBAs/MOUs/settlements; arbitration/factfinding; salary/wage/pay plans; ordinances/personnel policy; compensation/classification studies,broad_geographic_source_family_diverse_discovery,,new_municipality_coverage; geographic_gap_fill; source_family_diversification,new_municipality_coverage; geographic_gap_fill,rotate_public_local_government_pay_document_families,false,broad_multi_source_family,"""Diamondhead"" MS municipal labor agreements police fire general employees","""Diamondhead"" MS human resources pay plan wage salary schedule civil service","""Diamondhead"" MS labor arbitration award factfinding report","""Diamondhead"" MS salary ordinance compensation classification study budget pay plan","""Diamondhead"" MS memorandum MOU settlement agreement collective bargaining",not_verified,not_downloaded,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
