scout_target_id,state,region,municipality,municipality_id,search_query_family,matched_non_safety_opportunity_flag,selection_reason
BSSS-20260727-0001,AK,West,Cordova,cog_2025_100228,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0378,RI,Northeast,West Warwick,cog_2025_174837,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0379,RI,Northeast,Westerly,cog_2025_174846,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0380,SC,South,Aiken,cog_2025_134420,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0381,SC,South,Anderson,cog_2025_174876,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0382,SC,South,Bluffton,cog_2025_174885,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0383,SC,South,Florence,cog_2025_174911,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0384,SC,South,Fort Mill,cog_2025_174977,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0385,SC,South,Goose Creek,cog_2025_209438,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0386,SC,South,Hilton Head Island,cog_2025_174887,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0387,SC,South,Myrtle Beach,cog_2025_174923,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0388,SC,South,Spartanburg,cog_2025_184064,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0389,SC,South,Sumter,cog_2025_174971,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0390,SD,Midwest,Big Sioux,cog_2025_134780,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0391,SD,Midwest,Canton,cog_2025_184195,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0392,SD,Midwest,Dell Rapids,cog_2025_134591,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0393,SD,Midwest,Hartford,cog_2025_175093,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0394,SD,Midwest,Hot Springs,cog_2025_134572,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0395,SD,Midwest,Lead,cog_2025_134584,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0396,SD,Midwest,Milbank,cog_2025_187483,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0397,SD,Midwest,Mobridge,cog_2025_209493,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0398,SD,Midwest,North Sioux City,cog_2025_209492,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0399,SD,Midwest,Split Rock,cog_2025_209496,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0400,SD,Midwest,Summerset,cog_2025_217917,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0401,TN,South,Brentwood,cog_2025_175847,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0402,TN,South,Bristol,cog_2025_175827,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0403,TN,South,Columbia,cog_2025_194104,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0404,TN,South,Dickson,cog_2025_175733,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0405,TN,South,East Ridge,cog_2025_175760,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0406,TN,South,Goodlettsville,cog_2025_113324,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0407,TN,South,La Vergne,cog_2025_134916,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0408,TN,South,Sevierville,cog_2025_175824,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0409,TN,South,Shelbyville,cog_2025_184267,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0410,TN,South,Springfield,cog_2025_175820,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0411,TX,South,Converse,cog_2025_175994,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0412,TX,South,Deer Park,cog_2025_176168,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0413,TX,South,Del Rio,cog_2025_194817,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0414,TX,South,Forney,cog_2025_187676,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0415,TX,South,Greenville,cog_2025_187672,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0416,TX,South,Harker Heights,cog_2025_194835,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0417,TX,South,Lufkin,cog_2025_135080,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0418,TX,South,Nacogdoches,cog_2025_205474,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0419,TX,South,Sachse,cog_2025_113584,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0420,TX,South,Southlake,cog_2025_194830,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0421,UT,West,Brigham City,cog_2025_176446,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0422,UT,West,Clinton,cog_2025_209649,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0423,UT,West,Cottonwood Heights,cog_2025_215764,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0424,UT,West,Highland,cog_2025_135844,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0425,UT,West,Holladay,cog_2025_184199,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0426,UT,West,Magna metro,cog_2025_248442,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0427,UT,West,North Ogden,cog_2025_209666,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0428,UT,West,North Salt Lake,cog_2025_209651,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0429,UT,West,Payson,cog_2025_176516,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0430,UT,West,South Salt Lake,cog_2025_135829,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0431,VA,South,Bristol,cog_2025_114559,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0432,VA,South,Christiansburg,cog_2025_176743,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0433,VA,South,Colonial Heights,cog_2025_176778,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0434,VA,South,Culpeper,cog_2025_176720,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0435,VA,South,Hopewell,cog_2025_212135,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0436,VA,South,Manassas Park,cog_2025_202753,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0437,VA,South,Radford,cog_2025_136058,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0438,VA,South,Vienna,cog_2025_136028,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0439,VA,South,Waynesboro,cog_2025_205578,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0440,VA,South,Williamsburg,cog_2025_176789,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0441,VT,Northeast,Barre,cog_2025_135964,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0442,VT,Northeast,Bennington,cog_2025_135944,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0443,VT,Northeast,Brattleboro,cog_2025_194169,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0444,VT,Northeast,Colchester,cog_2025_187832,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0445,VT,Northeast,Essex,cog_2025_176590,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0446,VT,Northeast,Hartford,cog_2025_176661,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0447,VT,Northeast,Middlebury,cog_2025_176573,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0448,VT,Northeast,Milton,cog_2025_114415,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0449,VT,Northeast,Springfield,cog_2025_176664,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0450,VT,Northeast,Williston,cog_2025_135947,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0451,WA,West,Airway Heights,cog_2025_176877,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0452,WA,West,DuPont,cog_2025_176864,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0453,WA,West,Ephrata,cog_2025_184248,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0454,WA,West,Hoquiam,cog_2025_184249,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0455,WA,West,Orting,cog_2025_205593,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0456,WA,West,Othello,cog_2025_136100,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0457,WA,West,Selah,cog_2025_209751,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0458,WA,West,Snohomish,cog_2025_184256,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0459,WA,West,Stanwood,cog_2025_136131,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0460,WA,West,Toppenish,cog_2025_176901,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0461,WI,Midwest,Delafield,cog_2025_140817,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0462,WI,Midwest,Grand Chute,cog_2025_177618,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0463,WI,Midwest,Hudson,cog_2025_177698,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0464,WI,Midwest,Ledgeview,cog_2025_191851,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0465,WI,Midwest,Merton,cog_2025_209926,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0466,WI,Midwest,Oconomowoc,cog_2025_115300,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0467,WI,Midwest,Pewaukee,cog_2025_177272,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0468,WI,Midwest,Sheboygan,cog_2025_177738,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0469,WI,Midwest,St. Francis,cog_2025_205664,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0470,WI,Midwest,Waukesha,cog_2025_194266,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0471,WV,South,Bluefield,cog_2025_177008,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0472,WV,South,Bridgeport,cog_2025_136387,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0473,WV,South,Charles Town,cog_2025_194201,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0474,WV,South,Dunbar,cog_2025_184057,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0475,WV,South,Elkins,cog_2025_205636,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0476,WV,South,Hurricane,cog_2025_114935,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0477,WV,South,Moundsville,cog_2025_177005,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0478,WV,South,Oak Hill,cog_2025_114903,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0479,WV,South,St. Albans,cog_2025_184056,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0480,WV,South,Vienna,cog_2025_209766,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0481,WY,West,Bar Nunn,cog_2025_115498,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0482,WY,West,Buffalo,cog_2025_177860,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0483,WY,West,Douglas,cog_2025_177852,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0484,WY,West,Evansville,cog_2025_115497,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0485,WY,West,Mills,cog_2025_177867,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0486,WY,West,Newcastle,cog_2025_209942,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0487,WY,West,Powell,cog_2025_191904,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0488,WY,West,Torrington,cog_2025_209938,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0489,WY,West,Wheatland,cog_2025_177873,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
BSSS-20260727-0490,WY,West,Worland,cog_2025_177879,broad_multi_source_family,false,new_municipality_coverage; geographic_gap_fill; source_family_diversification
