municipality_cycle_id,municipality,state,cycle_label,normalized_record_count,explicit_safety_record_count,explicit_non_safety_record_count,comparison_readiness_status,blockers
B4X2500RESCUEGROUP-90c39924f357641efc5ffdff,Golden Beach,FL,2020,14,5,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0d8e260f46ff7a4951105565,Golden Beach,FL,2022,12,4,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3407d4baa4cb47937af69d05,Gonzales,CA,2024,6,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ad3a39cc3ff80a98bcacf136,Good Hope,AL,2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8f04f9a02a390d4dbfce575a,Goodrich,MI,2023,4,0,3,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fe2095218a70e8264d8fe4ca,Goodrich,MI,2024,3,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6e7460fe2b4e8f36ebd926da,Goshen,AR,2024,6,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fb4acffdf891a5cf058d8f97,Goshen,KY,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d6a6e6f4602a4c8e2c75b8e9,Goshen,KY,2023-2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f11291d71ff390ab483a5bc5,Goshen,NH,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cf891aee031fbe799682014c,Gowrie,IA,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-71c66280125c047b631197e7,Grand Blanc charter,MI,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f7ef1a1d78d73334efba6a48,Grand Haven charter,MI,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9cd9237bfec980ea1d0b3d48,Grand Haven charter,MI,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c3d7c01679888228791b59d4,Grand Haven charter,MI,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1ed9fa00ef89a6e2ade30af3,Grand Marais,MN,2024,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4062932e829ab9413db55494,Grand Rapids charter,MI,2018,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-41289a4323df407367adb5a7,Grand View,ID,2018,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f8aa2e0b734e06b2eb56f6e8,Graysville,AL,2016,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b5d4e1735d912b7e27330def,Greece,NY,2019,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1d405e1b56bbba6cc0ca0a42,Green,IN,2018,5,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-27620def8a5547d103fead6c,Green,IN,2024,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-07037da4becf747c91ebf367,Green,NJ,2017,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-494aaaf0b2f8671a25b785d3,Green,NJ,2021,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-edd8fdfc3417f6e17c8c1079,Green,OH,2015,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-df7b853a315d2ad624e603a8,Green,OH,2016,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9e020d8709b6f6fc11cfc622,Green,OH,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-edf47e3969486c22c03413c6,Green,OH,2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fa80a700339e8cb72e44b63b,Green Tree,PA,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-636bce8fd6281e437eb83dee,Green Tree,PA,2024,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a1e2ac7503be628c3d6c56c5,Greenback,TN,2023-2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8f9c75f3edd3471c04bc52a2,Greenbush,MN,2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bce4bb6ae4c0ffb048720bb7,Greentown,IN,2022,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3156859908c148a39d52a1d8,Greentown,IN,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e82e74684e595560fd25e78a,Greenville,FL,2024,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7e4dce45e3bb8ead2a234eae,Greenville,OH,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b8fd2d9e28776514b9c514a3,Greenwich,NJ,2024,14,6,5,both_explicit_groups_present,[]
B4X2500RESCUEGROUP-73ce46823bcdc81c1c16f2a2,Greenwich,OH,2023,3,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-acee671586b46bbc463176c6,Grosse Tete,LA,2024,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-da8135249f09b5af07bb2a8d,Groton,MA,2018,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-45e89b91f120d43b5d97fb47,Groton,MA,2019,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2784990918e27e598ddb131c,Gueydan,LA,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b5105b3c501e7fbd27834b8e,Guilford,VT,2023,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ae5e7a6aa08fa4f04b155e9a,Gun Barrel City,TX,2019-2020,6,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0be732d2e5fa890206486f6c,Guttenberg,NJ,2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-988a6e5c8b6a1b0e6e047413,Guttenberg,NJ,2023-2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a668c5bfb38058b10a16c790,Haddon,NJ,2024,5,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-439b140122aa6404bbf59616,Hagerstown,IN,2014,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2bdc943d2c7ad59ccdee017f,Hagerstown,IN,2015,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ceacabb1e956efd0f935d97c,Hainesville,IL,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-986f9d35bed42d374a30fc4d,Hamburg,NJ,2022,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-426998be4fe6c249a0dba019,Hamburg,NY,2017,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-46c46526fc4a6a5c018fef5c,Hamilton,MA,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ee665bcbb03d0ffbc5bcb340,Hamilton,OH,2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bd4795ae37efbb9b72177eef,Hamilton,OH,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2947d94563c0c33d1c0d5402,Hamilton,OH,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-eccdabc149490d9bed115bd5,Hampshire,IL,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9c93cb16ea2fde52469e4c20,Hampshire,IL,2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5cfd9717f64603909bf5d9b8,Hancock,MA,2023,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6199129075dad17968a870b9,Hancock,MA,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1066a48ce5fc6cb19a302e77,Hanover,OH,2017,10,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-dd9caff8f79b5490024d4a9e,Harbor Beach,MI,2023,8,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ecf88e878feef4f3f60e18dc,Hardy,AR,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-bd36033f102950537d330c23,Harmony,MN,2018,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cc5497645d1ffdfa9aa83a8c,Harrington Park,NJ,2018,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ecbfea8605020e55ce8dfd64,Harrington Park,NJ,2019,5,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-510b755cec4beaccdcbbb7a0,Harrison,OH,2021,18,4,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d406195034e5235111318d04,Harrison,OH,2022,10,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f53af18e8769480e05f6377c,Hatfield,MA,2022,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3912b8a8491ad7252c7c06db,Hatfield,PA,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-db77ceece26f9793973e2c4d,Haubstadt,IN,2016,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f52b6672e5b689985700f984,Hawley,MA,2022,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b3d74b80cf5ef711b6bb6678,Hawley,MN,2023,1,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b299f3f7588758fbf4b7dc78,Hawley,MN,2024,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-09914fd7027cd6844f97311a,Heath,TX,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e370a88337ff181e317d373a,Hector,MN,2022,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-74f0811040703cd0750bd7f3,Helotes,TX,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b1c3d898174d451fed8e9f45,Hemingford,NE,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-394bf62056506b74c6b08199,Herreid,SD,2015,10,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7fbdb05c46da28bb844c95eb,Hideout,UT,2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f61daa64b04027a9aef858df,Highland charter,MI,2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2ed0a548ad8a241c76839fec,Highwood,IL,2023,8,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c0d35cfe92f71455155def69,Hildale,UT,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-de9acb9da413d2f85b598170,Hillsboro,IL,2024,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5c05a3a92c3a5641a1e7a708,Hinckley,MN,2022-2024,10,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5dbdf34540b37e12323910e0,Hinckley,MN,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-50c540ad2e3f9827b4367039,Hinckley,MN,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-62021a79d2ad649fc39e966b,Hinckley,OH,2018,4,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-aeec48427e70b4a8fd94d659,Hinckley,OH,2019,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d4a1c671864ce65dae991bc4,Hinckley,OH,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-cf43f2d2a9f73b9b67d13c7e,Hinton,IA,2022,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-755bda782a6223484554bbd5,Hinton,IA,2022-2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-18044d2178760d19c27fb629,Hiram,ME,2024,5,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0840fef7342863496ecf3bfd,Hitchcock,TX,2022-2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a2ec1b9d5bf508e0e3dddc9a,Hitchcock,TX,2023-2024,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-114ef73e8aa7345bc699755b,Hitchcock,TX,2024,11,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-c812052471d89ecbcd56032e,Holcomb,KS,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2a8a35e7e8843e0b3889ff1e,Holland,OH,2023,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6889a9a01da5d0b93b270b31,Holland,OH,2024,17,5,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8a3f94b5fac2e8652d61c543,Holtville,CA,2017-2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7a6f70b95932ea9add7e4919,Holtville,CA,2018-2019,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0b298ff741e4d3e033bb840d,Holtville,CA,2019-2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5908235ef44730997993d5c6,Holtville,CA,2023,12,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-069b440ab11c9106eb7a88bd,Homer,GA,2021,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-9ebc5140701d123c05951c55,Howland,OH,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-deaa1d7be187472817af2894,Howland,OH,2020,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5c79fb0b2c89a9a41dc369a5,Howland,OH,2021,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1ba4e5ab1eb9f585ec9e5844,Howland,OH,2022,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-332504f2160f265a9863e915,Howland,OH,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8a31f95b79e8513d12415852,Hubbard,OH,2016,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-437b832944cff336b968d483,Hubbard,OH,2017,4,3,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-13b288bcba282a67a16a6f88,Hubbard,OH,2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-19131afaf9f9c8af9b9eb6d0,Hubbard,OH,2020,5,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7873a8b1175f19bc6ce3649c,Hubbard,OH,2021,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d2420787b9382749a9490b8f,Hull,WI,2018,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-55c11067a1ff24313173119b,Huron charter,MI,2016,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-ff2fdd4f54924fc51b612f28,Hyde Park,NY,2024,4,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e09d9000358eb62464121817,Ida Grove,IA,2017,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6706c9cb6229b45dad73e5ac,Ida Grove,IA,2019,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7dbc1514f0c4c95886ccadad,Idaho City,ID,2022,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a57ca4fc8363131af9770e1b,Imlay City,MI,2018,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-1bfea3f875d2c6b4e9b00ab6,Indian Hills,KY,2024,3,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5c84295e362ada016b0e7ac0,Ingram,PA,2023,1,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f4e4887960354ed516a49ec8,Irvington,NJ,2014,4,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-22c99b34568565d4c36356a9,Island Heights,NJ,2024,4,0,3,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8ff269bd32b8abbb8937e3f5,Isle,MN,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-b6ab87590793a6f77db09b8d,Ithaca,MI,2023-2024,2,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-0b44850f2ed1d661aee23dc7,Ithaca,MI,2024,5,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-23aefde78bf252d0ace9230f,Ithaca,NY,2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-11ad76edcd635a1398e922b9,Jackson,MN,2023,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-24d52f43112a46a50b2b3d18,Jamesburg,NJ,2020,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6963a0783bf7eb391702f498,Jamesburg,NJ,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7c8f4c80cf55644c4408dd67,Jamestown,IN,2024,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fbb357a5908dac325ef7dc9c,Jamestown,NC,2023-2024,12,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-53dff222b6e00b60706b65c7,Jasper,GA,2021,7,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-7c41ea1e063ecf1e2b5c0be7,Jean Lafitte,LA,2022,1,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-f58f01f0709331ba7f2c2565,Jefferson,OH,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-69ae8bcb1d13ce719653b237,Jerome,OH,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2bd5fec206d9794dba3b3002,Jerome,OH,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a24a35716540491e7c8f727c,Jerome,OH,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-62c39961df348bfa72e2688f,Jim Thorpe,PA,2017,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8b17b43a2ee563f1c2cb5bdf,Kalamazoo charter,MI,2023,13,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-71c67c8e88c2cd5e9e28bbfc,Karlstad,MN,2023,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-a42bef696081762e4ec15ae5,Karlstad,MN,2024,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8d9142eef4d9a8ea903569df,Kenesaw,NE,2017,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3756d3790ac301e7e5cf3904,Kenesaw,NE,2023,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8b00fe5d888f11df652f33b0,Kennebec,SD,2021,11,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-50a1520d6a27ca0a4c301848,Keo,AR,2021,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-34cc4084f50fae795467d353,Keota,IA,2020,4,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5ca537af7589dec4ab540d8e,Keystone,SD,2024,4,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4916d4ed5b1950f14d2773cd,Kiefer,OK,2021,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-00ca0d0974fedf03981dd4f0,Kildeer,IL,2018,12,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6ed62185e042f9ec2281a119,Kimball,TN,2022-2023,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-73bbe155c0b3391104973f01,Kimball,TN,2023,2,2,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d50ecdc553a646d26cc4b657,Kingsville,TX,2024,9,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5209645bcd004af5f439bd0b,Kingwood,NJ,2022,6,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-5daae6fe5210a020d5a66597,Kittanning,PA,2022,3,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-296c2aec344982f55c785b8d,Kitty Hawk,NC,2023-2024,13,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-e01e5665e320eb6223127a55,Knox,IN,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-624c732ee73639c1324d3c1d,Knox,IN,2023,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-72ff78c30543e70f9df806c7,Kohler,WI,2024,3,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-954c3d59ec94334e4b2a0618,Krebs,OK,2023,3,0,3,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-59c7ffdcb52864936a72e3e4,Kulpmont,PA,2024,1,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-2506ad9b4a7f000ce24fdd47,La Cygne,KS,2024,2,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-4c0423f5dd5dcf1f42869102,La Grange,NC,2020-2021,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3d759e5f59ac0ab2d5fea9e9,La Grange,NC,2021,12,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-afa78fdc95ef64afb946b76a,Lagrange,IN,2023,2,0,1,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-fc940db60f3e1f729e886697,Laingsburg,MI,2022,1,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-6b11261dde5ae78cb71dc25f,Lake Benton,MN,2022,7,0,2,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-d3863c9bebd251c66067d92c,Lake City,IA,2024,4,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-89820d1390381770dfe7c402,Lake Isabella,MI,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-8a4893f1448773e1cd583ced,Lake Mills,IA,2018-2019,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-3fdbc538aeb5c3c21b7e77c0,Lake Mills,IA,2019,2,1,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
B4X2500RESCUEGROUP-dc5795eec824a504aaa4c4b3,Lake View,IA,2022,3,0,0,not_matched,"[""missing_explicit_safety_or_non_safety_group""]"
