rescue_id,normalized_record_id,municipality,state,reason
B4X2500RESCUE-df0e5e212cce3fe1a2a0ba8d,B4X2500NORM-7f5b516fd29c70464e5bb828,Mountain Village,CO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0b6e81386029a8a6cc8ddb83,B4X2500NORM-7f605a7f8b38cdd2926055ab,Pequot Lakes,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-df66894d282f5c6cf445cb3f,B4X2500NORM-7f998e4e80e9ad86f399867f,Jamesburg,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e1078e4db6e7c9fbff5a390d,B4X2500NORM-7fce075ffb702c39648c5f36,Kings Point,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f12c4c3b1a9f7dbaf301ce48,B4X2500NORM-7fd1fabaac9b9a8d2cbf0aa2,Harrison,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bce0de2401c8f2f961c3251b,B4X2500NORM-7fd4cf491fa939462b8cd5da,Borger,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4ba1703f16ee8f0d658ef258,B4X2500NORM-7fe1e7eb04499a0d6bf0eff6,Ithaca,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e0a774c807e7e73cc1ae5cd3,B4X2500NORM-7fea73ef74979553ca5849ce,Paynesville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e425b4d2f720fb2b71a01975,B4X2500NORM-8005b784cdbb5af6cdeb86c5,Waterford,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-85c1044b7b510fe2087d5634,B4X2500NORM-80060f251fd0740b0060a254,Ithaca,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d2503e7bfe2a3d203667e29b,B4X2500NORM-80236a1021946c20221d5239,Tonka Bay,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f6321287056bfcae0acca6a8,B4X2500NORM-80283a9093c2cccaa4c43ef3,Woodfin,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e98458d92e86595ed64c69e1,B4X2500NORM-80283e29bb238d9e86a4e070,Vershire,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1c3ee2c67e4453f6a3b30270,B4X2500NORM-80302b0c7ae9e6a270ed0dce,Independence charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3e8d42434f47c3bf6db16061,B4X2500NORM-803fbaf530a6ba2987ed1d50,Nutley,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ba560448140d32a6143185c5,B4X2500NORM-8049c59b2ba7081af4b382ea,Hart's Location,NH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bd2723549001169b530a545d,B4X2500NORM-805015d3a96f62487d1e9377,Old Tappan,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b08a4eb047e44f2760f2f07b,B4X2500NORM-805f3d1f83aeb5008da74a72,Harrington Park,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4873b22589f18dfbb7c16e99,B4X2500NORM-806d61084042decf89afc4bc,Moreau,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-818b931dd7ae3fc0f887dc86,B4X2500NORM-8072bedab2e6c86b2498d1f1,Hinton,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9f1cdbb8dfae014feae61661,B4X2500NORM-80749922a36480536ea23038,Mason,TN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-497fbffc2e4cb8bb26390993,B4X2500NORM-807ee0f1f74f3ebc9adc5ece,Stickney,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-caad3ea268973721a4846008,B4X2500NORM-809f16ace1e3c2b2ba860c54,Lansing charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-92b96e97544d31d065c8247f,B4X2500NORM-80ab897a8b2d6d0855b36fa0,Freeport,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5b0e8dda0ad19db6b7428308,B4X2500NORM-80cc345fb3398b72a4cd6328,Jamestown,IN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-30cdd7553191ba999f3ac6f3,B4X2500NORM-80d534374ba9cf99782996dd,Avoca,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-441388f192c8a0771e5da4d5,B4X2500NORM-80e6072be0bf1d46f7cd9b9d,Menomonie,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1f7b70ebc20d025de5a13b60,B4X2500NORM-80f50a19c0dc7ba97a2c9938,Putnam Valley,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-193164ec2d854d67630c8228,B4X2500NORM-8108c589d081bf5ab4be4110,Westmorland,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c9a40c59d7c8bbc0fc79d3e7,B4X2500NORM-8111a4dcc22c17eee50bc3fa,Canterbury,NH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9815ba0b166cb0e9c7bdf9a8,B4X2500NORM-81182917ebb1e5233ddb989e,Dickeyville,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7e86ea52731c6562c1dcda01,B4X2500NORM-8122307e7e3d58aa62bdaab2,Kalamazoo charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ba6cad2d5fcac0f47164fd81,B4X2500NORM-812f2d4f1c32268d61b4ed55,Pownal,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1aacecd0e4299bba096f1d8e,B4X2500NORM-813d563f6f125c5f07c1ae69,Marceline,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8c6647cb57534644f826332b,B4X2500NORM-813ecbda47780b12ace6a7f7,Duck,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5aaf773de1421af9bdba8114,B4X2500NORM-816552c3b3a53f6378c39947,Raynham,MA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fe3f5531ce503d6f6fbb1826,B4X2500NORM-816b687c6a54945c20697c74,Lansing charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6f2e837972cba474d17912fc,B4X2500NORM-81754e122e5b5753ebc03ae3,Solvang,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1067525bb028932ca8a68fba,B4X2500NORM-81924fc3ce67fab27724dbc3,Kenesaw,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c274d657c9fcc45aa6caaae1,B4X2500NORM-81a5bb10a9e41b07a0971cbb,Dandridge,TN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-84cc818186cf46116a4facb7,B4X2500NORM-81a76924a534f9cd176332f4,Union,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-65f76e5255c16fd8f3043afe,B4X2500NORM-81a831ea5809b4f5b0903885,Phippsburg,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-15e9f358b62bb7f91e7a47d9,B4X2500NORM-81ad8b514b158ba95a0aab04,Benton,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f9490a761d8d5d505ca7d00e,B4X2500NORM-81bbe5dcebb79700f6cdfdb8,Paynesville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f34a4d499cd5ee98bf860af4,B4X2500NORM-81c344df08c468f7abf6a548,Sealy,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7cd7d31509603bc4c4c6707d,B4X2500NORM-81cc27887177e7c9a7caa7ad,El Lago,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-17e1109add30b0cb811cbc9f,B4X2500NORM-81cf7f4be060d1822fcbbfa5,DeWitt charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0103cc3cb26b7a93d912819a,B4X2500NORM-81e0cc6859ea0536098ee2f4,Bernards,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0088e40504a5f80ac496df8e,B4X2500NORM-81e829f2d9d112fa5d4107e4,Clara City,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d8d918fb62ce7f5e200bc3d2,B4X2500NORM-81f44a3e34361c966b269d7a,Saddle Brook,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-76f71ce83bd9578e5830d386,B4X2500NORM-81f590818e182ce03a40ade9,Yoakum,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a272843d4245e258dfc1074d,B4X2500NORM-820bd589524970de20b678b0,Comanche,OK,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0bc6c01b94f15a1808b0ed9c,B4X2500NORM-8216c79505cd260ae739ca52,Hempfield,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9619c9509aa82977bcc31b17,B4X2500NORM-8228593d7debc63639c2c540,Wyckoff,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-72f63aad0f738825f8609ab5,B4X2500NORM-82498a4fa3c00e99dfb64868,Euharlee,GA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d23ac630377e369a4fe863a9,B4X2500NORM-824b18644d5752906942e1ec,Key Colony Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7b66edbf29f97ae128a41ad1,B4X2500NORM-82615f9cff45fbff9e63b6a9,Angola,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b58bfe36c1abfc40e7045855,B4X2500NORM-8265fa71d02eeb6d6cf49cfb,Elizabethtown,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-53a137570b41cb547471e003,B4X2500NORM-826a8e64add17042e86d99c4,Mer Rouge,LA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-07fdee067047e68255862622,B4X2500NORM-82727660a77035e5c172d8b1,Mantorville,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-938cba9534af52c1dafe94b0,B4X2500NORM-828a720666f84d0581113f59,Ithaca,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-13ef75daf6f4b7ebcc2990a1,B4X2500NORM-829106d50d32dbdffcd56a3d,Evans,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-300ac1d1495dd58ee113be90,B4X2500NORM-82948abd339e231ee107845d,Turtle Lake,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ab4887574251cf6b479231f5,B4X2500NORM-8299b7068a9452334d07700d,Greece,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4b1679559025cb0c83735bad,B4X2500NORM-82a21f7c49c2b6a2c32fabb0,Westfield,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-23a57e5e9ff83f8fb4ace9cd,B4X2500NORM-82a72b8c184ac486927e1553,Parker,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-83024b746aa714af6ddc70a6,B4X2500NORM-82ab4a7c74dd71877507c4d2,Eastchester,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4b03c8fd5f93033a6bbfa866,B4X2500NORM-82adbbdc8377e1ce4b72eb33,Egegik,AK,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6f7209e3edcc1a6db64ce9cb,B4X2500NORM-82b077b084c57ed8dd1a74a9,Ulster,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-afd53a73bb931c5461d95292,B4X2500NORM-82b113fbd317541095a67158,Bath,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7b1a118ad4cbe23415ba9005,B4X2500NORM-82b1284c25781c1d6e4ffdda,Eskridge,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cbde0f9bed812da22000a868,B4X2500NORM-82cc6d467649f47bf5b30e1a,Hillsboro,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a5dbaf4794267b78f37e0162,B4X2500NORM-82ec994d9fb7a749fd17a284,Abernathy,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-95e1647e200439087bff7f0a,B4X2500NORM-82fe80ceeccfa29f9705a757,Hempfield,PA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b93ebd360a75f78e8a92bf9b,B4X2500NORM-830cd529331b3507aa9dcc1e,Blendon,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c7b8582053410ed08ef3b5ca,B4X2500NORM-831da6250277311352db83c4,Isle,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ce129bc6e89a38c975d8dd0e,B4X2500NORM-8322a6d38d4ffc54480e1b41,Howland,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1e758ef48a836f2c8b45eff0,B4X2500NORM-8326785ac1a3542957c91ba4,Hinckley,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d0b4765cb4fa8614f1a2946e,B4X2500NORM-832ef59e607269507fc0d44c,Bedminster,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f2d6e032b4445d31c9659e60,B4X2500NORM-8338df4334214c8755e223da,Cortlandt,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ad6e50fba837b6d4ba7724c6,B4X2500NORM-8354fe15b0b9a1d6a27a93b8,Nutley,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5a110e5fdb294bfcbe803578,B4X2500NORM-83837a33046f2e8db5770ad8,Carlinville,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-bdd8dd8ffa3698165679c906,B4X2500NORM-83890d6dc63c43c2ff8a3ab9,Eufaula,OK,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-420235544c68ad6a302f5ac3,B4X2500NORM-8389a22cb656b4b9a3e63a25,Maury City,TN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ad69d8fcfbe8d5eb74fa1be6,B4X2500NORM-83a22c2326f2ebab13920121,Winhall,VT,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-62d9662f16c43ba3038dce6e,B4X2500NORM-83a63fe24f0d223f609d0b86,Ithaca,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-afb6f30e50cff3a0fce3814e,B4X2500NORM-83af699033d6541f98f2ad8d,La Cygne,KS,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9bf6e0317a9e704543d037ef,B4X2500NORM-83b3837e1c136c9f84cb6a37,Montgomery,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-b8f91c8e1183616cab85c55a,B4X2500NORM-83b5dc26b2ef40e82cb232bf,Buda,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f78a3c28d8291860800bd89c,B4X2500NORM-83c3fdfc4196854a69d72d10,Yoakum,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f832e8d683a153fd8a7e4653,B4X2500NORM-83c5d163453ec539106d4e0c,West Milwaukee,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-06c6b5ed6d344071c30e5499,B4X2500NORM-83d69a629730e83f56035d7d,Sealy,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-61be17cadc7b4b08c8f343cb,B4X2500NORM-83ed234c2ce448d76fca54c5,Menands,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ce6f6e1fd7f0c85802800490,B4X2500NORM-83eebb57bbcc0db693f0eefd,Miami,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-3f0d4cf81b0c9311412cba58,B4X2500NORM-83f6a22155d6903660e65ad0,Manzanita,OR,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5df27b595809d59f39cf59d7,B4X2500NORM-83ff26f09055ee2237cba8a1,Isle,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-25d1e7593dc1fc4850628aa6,B4X2500NORM-840ddbec2d7870d1f4ca0ae4,Kingwood,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c7b1f7870024c3f11577fdeb,B4X2500NORM-84221ace69d6ceaba79d2a52,Social Circle,GA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dc6646b72adc14f4968e6da6,B4X2500NORM-84222105199dd1620c1d2711,Valley Grande,AL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-808d6af868a1d098b1da77f8,B4X2500NORM-84250bb60caabdca837b1a0d,East Dundee,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-20148439ef3400cb6b3eef39,B4X2500NORM-8426155d7e3993c6cff19ca9,Miami,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5288b8b0ad1c0d510b93b18f,B4X2500NORM-84268b117ee2cb67ca9cef6d,Pennsville,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-97a9d8b739281ab397b11803,B4X2500NORM-844ae92e73a1527811b23045,Delta charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4ac936ebdebe772dbd5a25df,B4X2500NORM-844b4828853910c8e2da799c,Union,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-89fb5bc2853b24f6ad2d691e,B4X2500NORM-844db8f2548adc07a11f60a5,Lancaster,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-80088685f168a95ea924cfa7,B4X2500NORM-8456820c67fbfe4dc9d40600,Doyline,LA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-881e45bac6a5f1db5cfc19ff,B4X2500NORM-845d145da57f19677cf20164,Bainbridge,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-dc63b940e3aecbbc16a634a0,B4X2500NORM-84642cfd8e5ff6f63c1f17c8,Haigler,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9c58f34b43b8edeab26a64fa,B4X2500NORM-8479e0684befd1f2e1569e7b,Harrington Park,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-0c0b3b856b972ec95103e1ac,B4X2500NORM-847f3ade950b6b644351746a,Swansboro,NC,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4c7ef7b3758018bb1a7fdd6d,B4X2500NORM-8484c477045f00da535c24eb,Colma,CA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ccce4a734998140af68b5fd5,B4X2500NORM-8485e00725aa20c231be2762,Clayton,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-90f60d767991e6fd8b51c89b,B4X2500NORM-849421b42652b76e10631104,Wentworth,SD,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-24fa0c45130d65ac84c77245,B4X2500NORM-84b13ff70be6c7a027a27a6f,Arnold,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-22a4c780d45852b94eddeb64,B4X2500NORM-84c21c0148a849e8e0a68c70,Roseau,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a8686a7f05effe2bb9667bb2,B4X2500NORM-84cd9a3f4ba90fa9fecb9b98,Flossmoor,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-cf11c0c77e765c99e68105fe,B4X2500NORM-84d40607764d0f44287291e8,Alpena,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c9a98b64eefe375ba3b977be,B4X2500NORM-84d74eac74c850d0711f3902,Bronxville,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-97a5e9d601e7826e32c79d5d,B4X2500NORM-84dfeb3d4c4ea55f9a94e83c,Pike,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-fe87ead20d7bcd31de2b51a0,B4X2500NORM-84e8a0ee1d94a4e08a5421df,Middle,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7ede66419390e98965dffbb3,B4X2500NORM-85137e274a3dff053efa0452,Manzanita,OR,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c232e08eb00c8df646a07d78,B4X2500NORM-851c56a7208dcaa1a1529617,Greenville,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5690fb809dd5796c0cc587ac,B4X2500NORM-851d7e49c71c43d13624d5d2,Roseland,NE,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e319040030ccaae6cd9c8199,B4X2500NORM-852017fdac4896a572f02a9d,Haworth,NJ,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-8b0b9157733af6f929129627,B4X2500NORM-852efe0eddefda76a208115a,LaGrange,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f7f6b72d5ae3d484776e845e,B4X2500NORM-8559a38a399ece4921ed812c,Cleveland,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-d2bc7925e0fd8d9a9c770d0d,B4X2500NORM-855ef8f43060e4cbed683e16,Doyline,LA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-919d8a4148252587c4953662,B4X2500NORM-857639ae6e672e29fc920a53,Colo,IA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-7446d37d4c01193ff9ea8bbe,B4X2500NORM-857eba4928fbba83ff22a11b,Golden Beach,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-17ce0efaf0e1bca3764b297d,B4X2500NORM-858ac672a7053149ba5affff,Potterville,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-986a60545ea04ebd00c7a44a,B4X2500NORM-8590f3eedb5d60b1ac07a6c8,Bronxville,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-adbe9394c7bb8a7ffda64702,B4X2500NORM-8594251ff066debb92e92323,Rice Lake,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-1da4a373bfe52d645b3d7540,B4X2500NORM-85a1787090751bccd7b31549,Sugarcreek,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-ac719cab254413fc27540c3a,B4X2500NORM-85a31fe69e62b6bdb2c38e7c,Colonie,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-6e82dc667c4a74df047308bf,B4X2500NORM-85a899d53684339a9dbc93e2,Freeport,TX,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-e8aedef6f32bb4ffa2fca83c,B4X2500NORM-85a9bec28d60a795b0ad1ec7,Roosevelt Park,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-5665ab17383e89e0e4ef8abf,B4X2500NORM-85aad45c6ad659df78977d5b,Hamburg,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-de7a5125e078ae000e3bfd5d,B4X2500NORM-85adc8f7af492c88aca84ffc,Chisago Lake,MN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-f3ec2f74a89a6164cadbddde,B4X2500NORM-85b6a9ae838f192615311ade,Worthington,IN,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-80259d3b7970c4f258c859d8,B4X2500NORM-85c1030d29e8af35393bcd07,Marion,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-32db2a28d99bbc52434a84ba,B4X2500NORM-85cc7dd95aba5c3fb1c858a5,Union,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-4a40893ceb596706b0e99400,B4X2500NORM-85d405008a6540235f4a46a4,Dunnellon,FL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-624582dd1583fa7bcd1305e8,B4X2500NORM-85ebef27c0e7948a310c7639,Kildeer,IL,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-a4e4834917baa78f15accf17,B4X2500NORM-8600ca1869006ff84b7bae29,Union charter,MI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-77e3b6acd9f8cef1dbda9069,B4X2500NORM-861392d8e6059fc5a65f8f63,West Bridgewater,MA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-9c18116477183af48cf2c53b,B4X2500NORM-862d0f9e7d93c637ea705963,Liberty,OH,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-504d0de5303e29e9152defa7,B4X2500NORM-86418a155c7cb9991aea5e70,Carmel,NY,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-413ffc9eba6cf32fe2aa8fcc,B4X2500NORM-8656fdaf607927465f07cfed,Wardsville,MO,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-73f68d0f4b81482ab1a710ee,B4X2500NORM-86587c3e8c3f7064318b1d32,Neillsville,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-33456886b7d8d491bef633ac,B4X2500NORM-86755d9dee1cd6b0e1f8a5dd,Strong,ME,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c03b0ea02001776a165432d2,B4X2500NORM-86892fa059a4b805a6557139,Grosse Tete,LA,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
B4X2500RESCUE-c2da201c0b9282634909374a,B4X2500NORM-868ed88dc0b22ea8b3dcb8f9,Iola,WI,"not used in Tier 1, Tier 2, or Tier 3 current evidence"
