annualization_assumption,annualization_hours_used,base_or_non_base,candidate_id,cba_non_cba_hint,character_end_offset,character_start_offset,classification_evidence_basis,codified_record_id,comparison_cycle_candidate,direction_bucket,effective_period_end,effective_period_start,evidence_category,extraction_id,final_locator,grade,growth_mechanism_claim_caveat,growth_mechanism_claim_text,growth_mechanism_type,growth_value_type,lane_position,line_offset,mechanism_attributes,mechanism_claim_ready,municipality,municipality_cycle_id_candidate,non_base_component_type,normalization_blocker_tags,normalization_needed_for_gap_claim,normalization_notes,normalization_status,normalized_annual_equivalent,normalized_at,normalized_growth_type,normalized_hourly_equivalent,normalized_pay_basis,normalized_percentage_growth,normalized_record_id,normalized_value_confidence,occupation_or_classification,original_locator,original_normalization_status,page_number,paragraph_offset,parsed_annual_salary,parsed_biweekly_rate,parsed_cola_cpi_value,parsed_contract_year,parsed_currency_amount,parsed_cycle_label,parsed_daily_rate,parsed_effective_date,parsed_end_date,parsed_fiscal_year,parsed_growth_period,parsed_growth_unit,parsed_growth_value,parsed_hourly_rate,parsed_lump_sum,parsed_monthly_rate,parsed_percentage_value,parsed_premium_amount,parsed_premium_percentage,parsed_start_date,parsed_step_or_grade_value,parsed_stipend_or_allowance,parsed_weekly_rate,payband,primary_mechanism_cluster,prior_comparable_wage_candidate_link,priority_bucket,quant_span_types,quantitative_growth_value_present,rank,rating_id,raw_base_nonbase_text,raw_compensation_text,raw_context_notes,raw_effective_period_text,raw_paraphrase,raw_rank_step_grade_text,raw_span_text,raw_unit_or_group_text,raw_unit_text,raw_value_text,raw_values_preserved,readiness_id,region,report_usability_bucket,rescue_basket,rescue_completed_at,rescue_id,rescue_lane,rescue_status,retained_source_id,safety_category,scout_target_id,section_heading,source_family,source_id,source_review_download_id,source_title,span_id,span_sha256,state,step,unit_or_group,verification_row_id,why_not_gap_comparable,comparable_wage_candidate_link,fields_repaired,fields_still_missing,gap_claim_blockers,gap_claim_readiness,manual_review_reason,matched_cycle_link,repair_confidence,repair_evidence_basis
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-008489,non_cba_or_other_hint,64562,64464,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-a35c228945f314f06cbb0488,2023,neutral_or_general,,2023-01-01,quantitative_compensation,B4X2500TXT-20260730-de96307c843342cf83c8,https://valders.org/files/minutes/2023.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1309,1088,"[""implementation_or_retroactivity_advantage""]",False,Valders,B4X2500MC-455fcf0f6b46b3515e4a4310,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,unknown,,unknown,,B4X2500NORM-6ba49728a4c633a531504512,moderate,unknown,https://valders.org/files/minutes/2023.pdf,normalization_mechanism_only,,149,,,,2023,75.0,2023,,,,,2023,,,,,,,,,2023-01-01,,,,,timing_implementation,,high_priority_verification_ready,"[""effective_date""]",False,,B4X2500-RATING-20260730-bf7077e387ce5acc21c66abd,,effective 1/1/2025 to $75 for Residents and $125 Non-Residents due to the rising INCREASE FOR THE,"VALDERS VILLAGE BOARD MEETING MINUTES (Sept. 14, 2023) - Approved 2024 wage increases (effective first pay period of 2024); REPORTS",2023; 2024; 2025,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,effective 1/1/2025 to $75 for Residents and $125 Non-Residents due to the rising INCREASE FOR THE,,effective_date,$75.00; $125.00,True,B4X2500RDY-20260730-e0d2874c9f74a252e15a,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.873265Z,B4X2500RESCUE-78a02eca03780d08fdd91bc5,rescue_lane_004,mechanism_with_no_quant_value,B4X2500SRD-20260730-07be0a9564455236119e,unclear,B4X2500-20260729-08494,REPORTS,agenda_packet_or_minutes,B4X2500LIVE-20260729-008489,B4X2500SRD-20260730-07be0a9564455236119e,"VALDERS VILLAGE BOARD MEETING MINUTES (Sept. 14, 2023) - Approved 2024 wage increases (effective first pay period of 2024)",B4X2500SPAN-20260730-e733b8d5c513702fa5497bbe,bed6046ddf05232fa3f72a1a84cf49a8272d26a6ded0e935231cde4f355d0ecf,WI,,unresolved_unit,B4X2500V-20260730-05712,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_applicable,,unclear,B4X2500LIVE-20260729-003487,non_cba_or_other_hint,3857,3822,"[""unresolved"", ""unresolved"", ""prior_normalization_metadata""]",B4X2500COD-20260730-c582852101da89436ff3a7ce,2024,neutral_or_general,,2024-01-01,mixed_quantitative_qualitative,B4X2500TXT-20260730-bf69000b6727f093b616,https://websterwisconsin.com/wp-content/uploads/2024/01/December-13-2023-Regular-Board-Meeting-Minutes.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,COLA_CPI,COLA_CPI,1310,62,"[""automatic_raise_mechanism""]",False,Webster,B4X2500MC-7a9ae284f8500151d1c96a4d,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,percentage,6.2,B4X2500NORM-abc2f80e5e2b9d664afe6003,moderate,unknown,https://websterwisconsin.com/wp-content/uploads/2024/01/December-13-2023-Regular-Board-Meeting-Minutes.pdf,normalization_mechanism_only,,14,,,6.2,2024,,2024,,,,,2024,percent,6.2,,,,6.2,,,2024-01-01,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",True,,B4X2500-RATING-20260730-bc4c6dcdb2797b02d634e7a3,,The pay increase is the 6.2% CPI.,Village of Webster Regular Board Meeting Minutes (includes reference to 2024 IUOE Local 139 Collective Bargaining Agreement);,2024,The passage combines a raw compensation term with possible wage-setting context for later review.,,The pay increase is the 6.2% CPI.,,COLA_or_CPI_adjustment,6.2%,True,B4X2500RDY-20260730-e53ebda7ba663ccc3c37,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.922864Z,B4X2500RESCUE-34597a57804f0ebfcec1e700,rescue_lane_004,source_reported_cola_cpi_growth_supported,B4X2500SRD-20260730-758ab2c9e58202b1e711,unclear,B4X2500-20260729-03495,,agenda_packet_or_minutes,B4X2500LIVE-20260729-003487,B4X2500SRD-20260730-758ab2c9e58202b1e711,Village of Webster Regular Board Meeting Minutes (includes reference to 2024 IUOE Local 139 Collective Bargaining Agreement),B4X2500SPAN-20260730-5460d0a66f410e30375d59b7,6698d1e2a97f0b02ed952d699c21a17ae29241a8073150e1f3849fb1b05c9884,WI,,unresolved_unit,B4X2500V-20260730-04273,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-003491,non_cba_or_other_hint,11640,11585,"[""unit_specific_source_title"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-02cc3daaa848542d4622d4ef,undated-source-B4X2500LIVE-20260729-003491,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-944d5d1921b2b80a4ed6,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1311,260,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-2b5ebed838ea90fcc8698df4,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-128a15c1343e83bb0667a888,moderate,police,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,normalization_mechanism_only,,14,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-c96a63a097019fa5104b0e26,,The Consumer Price Index in the Milwaukee Metropolitan,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96);",,The passage combines a raw compensation term with possible wage-setting context for later review.,,The Consumer Price Index in the Milwaukee Metropolitan,police,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-ef2bb7c52a8a49283b07,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:25:57.805018Z,B4X2500RESCUE-d0177531170a8077740ed8f2,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,police,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003491,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96)",B4X2500SPAN-20260730-6d8fa595f2d1858a0bef9f9d,a2a4b4815fc5d9c17ca44c81e73e8d84ba37bebaff5214dc479cc34d05039fc7,WI,,police,B4X2500V-20260730-01404,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-003491,non_cba_or_other_hint,9966,9933,"[""unit_specific_source_title"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-93df1c6b48f5d571513da35c,undated-source-B4X2500LIVE-20260729-003491,gap_narrowing,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-944d5d1921b2b80a4ed6,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1312,227,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-2b5ebed838ea90fcc8698df4,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-657a6b9dfc17e96623c3946e,moderate,police,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,normalization_mechanism_only,,12,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-99e0a837403f4f1202013183,,are below the CPI increase level.,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96);",,The passage combines a raw compensation term with possible wage-setting context for later review.,,are below the CPI increase level.,police,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-ef2bb7c52a8a49283b07,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:25:57.868680Z,B4X2500RESCUE-b74292ebf63af849b8ef5d07,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,police,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003491,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96)",B4X2500SPAN-20260730-05e9e2df5696441344427609,a507f8e6cbb7733981e137728026574ae019a5ef6eead3e2d63cbfb58bdcd2a3,WI,,police,B4X2500V-20260730-01404,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_applicable,,unclear,B4X2500LIVE-20260729-003491,non_cba_or_other_hint,6672,6608,"[""unit_specific_source_title"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-62e358ac920e54c6002e2604,undated-source-B4X2500LIVE-20260729-003491,not_applicable,,,quantitative_compensation,B4X2500TXT-20260730-944d5d1921b2b80a4ed6,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,1313,165,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-2b5ebed838ea90fcc8698df4,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,2.0,B4X2500NORM-6a78bdf0759d74a303d391d3,moderate,police,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,normalization_mechanism_only,,9,,,,,,,,,,,,percent,2.0,,,,2.0,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-d0cbe3251679895f0b0c01b8,,"has an additional 2% increase on the last day of the Agreement,","West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96);",,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,"has an additional 2% increase on the last day of the Agreement,",police,percentage_raise,2%,True,B4X2500RDY-20260730-ef2bb7c52a8a49283b07,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.872575Z,B4X2500RESCUE-ebd7ecf35e0cfb73c9773a52,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,police,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003491,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96)",B4X2500SPAN-20260730-f19703cccbb8c00b789a8b4a,6fa9e8c38deb600dd91376704b109451f2395effad544b5740337f69d7514155,WI,,police,B4X2500V-20260730-01404,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-003490,non_cba_or_other_hint,14103,14045,"[""unresolved"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-0f671e9de04ab0eac1ff458b,undated-source-B4X2500LIVE-20260729-003490,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-4943ebd37d2553a126d2,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1314,304,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-bdc2788c978428397120d44b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-701525a42286a1323121ebfd,moderate,unknown,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,normalization_mechanism_only,,58,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-0028f7f3481a42bcfe8ffbb1,,"'73 and '74 Milwaukee CPI figures are used, as shown on p.","West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74);",,The passage combines a raw compensation term with possible wage-setting context for later review.,,"'73 and '74 Milwaukee CPI figures are used, as shown on p.",,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-1bca4258335101e95c24,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:25:57.877010Z,B4X2500RESCUE-0eb5611cfc55e3ba4d238f11,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-e0b835f32f43afb8ace5,unclear,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003490,B4X2500SRD-20260730-e0b835f32f43afb8ace5,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74)",B4X2500SPAN-20260730-ad52cb9a47d7939132a22fcf,9e3a5a1c7868d66a85181af5dea9f55430ef7148d125dd7d8e7b0dae0e722913,WI,,unresolved_unit,B4X2500V-20260730-05730,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-003490,non_cba_or_other_hint,13384,13317,"[""unresolved"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-97ec9a31709816a72ce34f61,undated-source-B4X2500LIVE-20260729-003490,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-4943ebd37d2553a126d2,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1315,295,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-bdc2788c978428397120d44b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-7393fb852660387c71c93d80,moderate,unknown,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,normalization_mechanism_only,,58,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-c5a61266c3e0cf05359b911d,,Based on the quarterly BLB consumer price index for the Milwaukee,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74);",,The passage combines a raw compensation term with possible wage-setting context for later review.,,Based on the quarterly BLB consumer price index for the Milwaukee,,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-1bca4258335101e95c24,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:25:57.879927Z,B4X2500RESCUE-6f3204e1062ae1588bf6de96,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-e0b835f32f43afb8ace5,unclear,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003490,B4X2500SRD-20260730-e0b835f32f43afb8ace5,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74)",B4X2500SPAN-20260730-4a1b6c3a01295bfa4b741632,94ff89173aa5beeba36d609ad4ef3b5bc0bbc5e39db8ed69317810ab79577e3b,WI,,unresolved_unit,B4X2500V-20260730-05730,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-003490,non_cba_or_other_hint,12672,12602,"[""unresolved"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-e2772d4ab4cdcc73c2030523,undated-source-B4X2500LIVE-20260729-003490,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-4943ebd37d2553a126d2,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1316,285,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-bdc2788c978428397120d44b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-ccb7ea921679268d8606f23c,moderate,unknown,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,normalization_mechanism_only,,57,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-2801fb6732e8ea21b268804b,,increased tomatch the percentage'increase in the Consumer Price Index.,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74);",,The passage combines a raw compensation term with possible wage-setting context for later review.,,increased tomatch the percentage'increase in the Consumer Price Index.,,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-1bca4258335101e95c24,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.953021Z,B4X2500RESCUE-d77a73ac3c3de02d8f10b5e4,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-e0b835f32f43afb8ace5,unclear,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003490,B4X2500SRD-20260730-e0b835f32f43afb8ace5,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74)",B4X2500SPAN-20260730-5affdd0dbbb2d16190b450d4,706c4e6b383750e7ddefa0dee646e4cda5204ac0f81b8ee5a42aabe91790ac19,WI,,unresolved_unit,B4X2500V-20260730-05730,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_applicable,,unclear,B4X2500LIVE-20260729-003490,non_cba_or_other_hint,13244,13229,"[""unresolved"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-8c29db8536977c17775e131f,undated-source-B4X2500LIVE-20260729-003490,neutral_or_general,,,quantitative_compensation,B4X2500TXT-20260730-4943ebd37d2553a126d2,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,percentage_raise,percentage_raise,1317,294,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-bdc2788c978428397120d44b,,"[""safety_category_unresolved"", ""occupation_or_unit_unresolved"", ""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,across_the_board_raise,,percentage,10.5,B4X2500NORM-d5e68b14fe002c86b1305957,moderate,unknown,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia12445.pdf,normalization_mechanism_only,,58,,,,,,,,,,,,percent,10.5,,,,10.5,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""percentage_raise""]",True,,B4X2500-RATING-20260730-a069742c480a3d9f09b9b602,,10.5% increase;,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74);",,"The passage records a raw compensation amount, schedule, percentage, or timing term for later review.",,10.5% increase;,,percentage_raise,10.5%,True,B4X2500RDY-20260730-1bca4258335101e95c24,Midwest,downstream_normalization_needed,mechanism_only_repair,2026-07-30T23:25:57.960481Z,B4X2500RESCUE-e3e1c5d5830fbea52cbe88b5,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-e0b835f32f43afb8ace5,unclear,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003490,B4X2500SRD-20260730-e0b835f32f43afb8ace5,"West Milwaukee, Village of (Fire), Dec. No. 12445-A (Stern, 5/14/74)",B4X2500SPAN-20260730-a5cf3df6f1a88ee5dc93f0b1,1500cda7b8592197a8fc4264906f885bf09d95f3fa7cba5523fcb4b005aed894,WI,,unresolved_unit,B4X2500V-20260730-05730,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
not_safe_to_annualize,,unclear,B4X2500LIVE-20260729-003491,non_cba_or_other_hint,9869,9814,"[""unit_specific_source_title"", ""unresolved"", ""unresolved""]",B4X2500COD-20260730-4276f71f636f1a7c8a6ccc4f,undated-source-B4X2500LIVE-20260729-003491,neutral_or_general,,,mixed_quantitative_qualitative,B4X2500TXT-20260730-944d5d1921b2b80a4ed6,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,,"Source-reported mechanism only; not an analyst-computed wage gap, national estimate, prevalence claim, or causal effect.",,,,1318,225,"[""automatic_raise_mechanism""]",False,West Milwaukee,B4X2500MC-2b5ebed838ea90fcc8698df4,,"[""base_nonbase_unresolved"", ""effective_period_or_cycle_unresolved"", ""pay_basis_unresolved"", ""base_nonbase_unresolved""]",True,"Raw values preserved. Equivalents are structural review fields, not wage-gap estimates.",normalization_mechanism_only,,2026-07-30T22:04:39Z,COLA_CPI,,unknown,,B4X2500NORM-fec69f9b2a2a38c38e9c4916,moderate,police,https://werc.wi.gov/interest_awards/mia_pre-99_vol_1_of_1/mia28606.pdf,normalization_mechanism_only,,12,,,,,,,,,,,,,,,,,,,,,,,,,automatic_wage_growth,,high_priority_verification_ready,"[""COLA_or_CPI_adjustment""]",False,,B4X2500-RATING-20260730-415c70f683b0039599e93b12,,The Consumer Price Index has consistently increased by,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96);",,The passage combines a raw compensation term with possible wage-setting context for later review.,,The Consumer Price Index has consistently increased by,police,COLA_or_CPI_adjustment,,True,B4X2500RDY-20260730-ef2bb7c52a8a49283b07,Midwest,pi_report_context_only,mechanism_only_repair,2026-07-30T23:25:57.993703Z,B4X2500RESCUE-093cc6e4712cf580d83fb532,rescue_lane_004,downgraded_unusable,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,police,B4X2500-20260729-03496,,arbitration_award,B4X2500LIVE-20260729-003491,B4X2500SRD-20260730-11188b2bdd8e6fa349ca,"West Milwaukee, Village of (Law Enforcement), Dec. No. 28606-A (Kessler, 5/6/96)",B4X2500SPAN-20260730-a0554535a5903d5aa29929fa,1ec5358a4d8cee87ef000e5843495512bf438864ae1bc4d57c6a2fd216fab4bf,WI,,police,B4X2500V-20260730-01404,"A growth-mechanism value is not a directly comparable wage level unless a separate matched record validates pay basis, unit, and period.",,,,,,,,,
