candidate_id,lane_id,priority_tier,quality_label,source_url_or_locator,source_title,municipality,state,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verification_timestamp,candidate_only_lineage_status
TS4L-db95eb3b8ab636148dbd,lane_2,tier_b,verification_ready_medium,https://www.georgia.gov,Georgia.gov (state portal entry point for Georgia public-sector labor relations search paths),Marietta,GA,safety_and_non_safety_bargaining_units,state-level labor/collective bargaining administrative records (entry point),,2014-2024 (target window; requires targeted navigation),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match_status=not applicable (state portal),overlaps_target_window=unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:03Z,verified_source_lead_not_downloaded
TS4L-dd9f3e0cae2f9809e211,lane_2,tier_b,verification_ready_high,https://www.easthartfordct.gov/sites/g/files/vyhlif9241/f/uploads/ehpoa_cba_2021.2025-searchable.pdf,Agreement Between Town of East Hartford and the East Hartford Police Officers' Association (EHPOA) — 2021–2025 (searchable PDF),East Hartford,CT,safety_and_non_safety_bargaining_units,Police (public safety),East Hartford Police Officers' Association (EHPOA),"Effective July 1, 2021 through June 30, 2025",2021-07-01,2025-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_east_hartford_ct,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-de07b6df35c5b7517903,lane_2,tier_b,verification_ready_medium,https://cms2.revize.com/revize/salinany/10-15-24%20TB%20MINUTES.pdf,"Town of Salina, NY — Board of Trustees/Meeting Minutes (Oct 15, 2024) referencing Teamsters Local 317 legal counsel and supervisory collective bargaining agreement",Salina,NY,safety_and_non_safety_bargaining_units,public works/supervisory bargaining context (Teamsters Local 317 mentioned; safety/non-safety not explicitly classified in snippet),Teamsters Local 317 (referenced in relation to supervisory collective bargaining agreement and legal counsel contact),Meeting minutes dated 2024-10-15 (bargaining agreement terms not specified in snippet),,,cba_or_arbitration_award_or_factfinding_or_impasse_record (lead via municipal CB context; not an arbitration/impasse record itself),strike_or_no_strike_constraint,"Town match: Town of Salina, NY","Potential overlap: document falls within the 2014–2024 target window, but strike/no-strike constraint or impasse/arbitration record dates are not shown in snippet",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded
TS4L-de9f5497bb7da92e0591,lane_2,tier_b,verification_ready_medium,https://www.northandoverma.gov/182/Documents-Records,"Documents & Records | North Andover, MA (Collective Bargaining Agreements section includes Fire Chief's Agreement; Police Chief's Contract; etc.)",North Andover,MA,safety_and_non_safety_bargaining_units,Fire (public safety management contract listings),Fire Chief's Agreement (listed contract document within the town CBA repository),Includes Fire Chief's Agreement 7-1-2024 – 6-30-2027 (also includes other North Andover labor agreements on the same page),2014-2024 target win,2027-06-30 (end date,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact municipality match (North Andover, MA).",Overlaps target window (includes a contract period starting 2024-07-01).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:13Z,verified_source_lead_not_downloaded
TS4L-df3fa512e0e25bc6bf1a,lane_2,tier_b,verification_ready_medium,https://www.waterfordmi.gov/333/Union-Management-Personnel-Information,"Union & Management Personnel Information (Waterford, MI) - links to police/dispatcher/fire contracts and TAs",Waterford charter,MI,safety_and_non_safety_bargaining_units,"Index/portal for multiple bargaining units (Police, Dispatcher, Firefighter)","Multiple: Waterford Township Dispatcher Association, MAP-represented units, Professional Firefighters Association (fire contracts referenced by the page)",Contains links indicating: MAP contract 2022-2025; 2016-2018 Dispatchers Contract; Fire Contract-2016-2018 with extensions and Fire Contract 2022-2025 (periods named on the page),2016-01-01,2025-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Matched (Charter Township of Waterford, MI)",Overlaps 2014-2024 target window (2016-2024 portions of linked contracts/agreements),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:33Z,verified_source_lead_not_downloaded
TS4L-dff4b26f58d93c025db6,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-18-345--346-arb-award.pdf,ILRB Arbitration Award: S-MA-18-345 & S-MA-18-346 (Village of Libertyville public safety interest arbitration),Libertyville,IL,safety_and_non_safety_bargaining_units,Public safety (police-related internal comparables discussed in award text excerpt),Not fully specified in search snippet (award references Village of Libertyville and public safety unit comparables; may involve FOP/IAFF depending on the specific consolidated docket),Arbitration award document S-MA-18-345--346 (within target window requested: 2014-2024),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Libertyville match indicated (award discusses Village of Libertyville and prior Libertyville-FOP arbitration framing),Overlaps requested window (case identifier indicates 2018 cycle; ILRB arbitration award document),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:59Z,verified_source_lead_not_downloaded
TS4L-e14130ff35581184a33d,lane_2,tier_b,verification_ready_medium,https://andoverma.gov/ArchiveCenter/ViewFile/Item/728,ArchiveCenter ViewFile Item 728 (Andover Firefighters Local 1658; arbitration-related recommended settlement),Andover,MA,safety_and_non_safety_bargaining_units,firefighters (safety),Andover Firefighters Local 1658,Fiscal 2015; Fiscal Year 2016; Fiscal Year 2017 (referencing contract expired in 2014 and arbitration process),2015,2017,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:28Z,verified_source_lead_not_downloaded
TS4L-e16b6fa15d23c831631b,lane_2,tier_b,verification_ready_high,https://englewoodgov.civicweb.net/document/72514/Englewood%20Employee%20Association%20Collective%20Barga.pdf?handle=F5A33E2F8D60466292613451201EBD63,"Englewood Employee Association Collective Bargaining Agreement — Jan 1, 2020–Dec 31, 2022 (Council Communication)",Englewood,CO,safety_and_non_safety_bargaining_units,General municipal employees (non-safety),Englewood Employees Association (EEA),"January 1, 2020 – December 31, 2022",2020,2022,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Exact municipality match (Englewood, CO)",Overlaps target window (2014–2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:17Z,verified_source_lead_not_downloaded
TS4L-e47ebd99040a813416e9,lane_2,tier_b,verification_ready_high,https://www.merrimacknh.gov/sites/g/files/vyhlif3456/f/uploads/iaff_signed_cba_2023_to_26_toc.pdf,"IAFF Local 2904 Collective Bargaining Agreement with the Town of Merrimack, NH (2023–2026) — TOC PDF",Merrimack,NH,safety_and_non_safety_bargaining_units,Firefighters / Firefighter-Paramedic,IAFF Local 2904,2023 to 2026 (expires June 2026 per related CBA set),2023-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"exact_city_match (Merrimack, NH)",overlaps_expected_window (overlaps 2023–2024 of 2014–2024 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:13Z,verified_source_lead_not_downloaded
TS4L-e7c8a018693abb7f88e2,lane_2,tier_b,verification_ready_medium,https://www.lowerpaxton-pa.gov/AgendaCenter/ViewFile/Agenda/_10082024-1053?packet=true,Lower Paxton Township Agenda packet file (includes wages line referencing Police Union Collective Bargaining Agreement),Lower Paxton,PA,safety_and_non_safety_bargaining_units,Police (sergeants listed under police union CBA context),Police Union (exact local/union name not confirmed from lead snippet),2024 budget cycle context (2023 actual; 2024 adopted/projected; CBA contractual increase noted),,,cba_or_arbitration_award_or_factfinding_or_impasse_record (budget document referencing active police CBA terms),strike_or_no_strike_constraint,Lower Paxton (explicit municipality match in source),Overlaps target window (2024 referenced),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-ebe871bdd8c0b550dff7,lane_2,tier_b,verification_ready_medium,https://cms3.revize.com/revize/dundee/Documents/Departments/Police/MAP-Union-Contract_2023-2026-Signed.pdf,MAP-Union-Contract_2023-2026-Signed.pdf — Negotiated Agreement (Police) (Village of Dundee-related hosted municipality site),Dundee,IL,safety_and_non_safety_bargaining_units,police (law enforcement / public safety),Metropolitan Alliance of Police (MAP) (exact chapter/unit naming not extracted here),2023-2026 (as named in filename),2023,2026,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,partial_match_name_only (target Dundee vs source site labeled Dundee/likely one of Dundee-area municipalities),partial_overlap (overlaps 2014-2024 only at the tail via 2023-2024 portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:58Z,verified_source_lead_not_downloaded
TS4L-ec0ee49bff59a4402ab2,lane_2,tier_b,verification_ready_medium,https://www.meridian.mi.us/media/2gwnvfre/march-21-2017-township-board-revised-minutes-as-amended.pdf,"Meridian Charter Township Board Minutes (Mar. 21, 2017, revised) — 2017-2019 TPOAM Non-Supervisory Professional contract approval",Meridian charter,MI,safety_and_non_safety_bargaining_units,Non-safety / administrative-professional,TPOAM Non-Supervisory Professional Employees,2017-2019 (as referenced in board minutes),2017-01-01,2019-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Meridian Charter Township (direct match to municipality name),Overlaps target window (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:58Z,verified_source_lead_not_downloaded
TS4L-ec36c07573a27b9ec2df,lane_2,tier_b,verification_ready_medium,https://www.northamptontownship.com/media/2295/june-22-2016.pdf,"Northampton Township Board of Supervisors Minutes — June 22, 2016 (ratification language referencing a Northampton Township Police Benevolent Association agreement)",Northampton,PA,safety_and_non_safety_bargaining_units,public safety (police),Northampton Township Police Benevolent Association,"Memorandum of Agreement dated April 28, 2016; ratification referenced in minutes dated June 22, 2016 (full term not confirmed from snippet alone)",2016-04-28,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Northampton Township, PA appears to match municipality=Northampton (township).",Falls within expected window 2014–2024.,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:37Z,verified_source_lead_not_downloaded
TS4L-ecacca213b9dc7054153,lane_2,tier_b,verification_ready_medium,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/l-ma-13-003.pdf,L-MA-13-003 Arbitration Award (ILRB; court service deputies bargaining unit referenced),Du Page,IL,safety_and_non_safety_bargaining_units,Law enforcement / court service deputies,Court service deputies bargaining unit (MAP referenced in lead snippet),"Award dated August 18, 2015 (interest in successor or contract administration timeline referenced in document snippet)",,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,DuPage mentioned in lead snippet (bargaining unit described as Employer's court service deputies); municipality match status not confirmed from snippet alone,Overlaps target window (2014-2024) via stated award date (2015),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:59Z,verified_source_lead_not_downloaded
TS4L-ee8390c21fe3041ccf24,lane_2,tier_b,verification_ready_medium,https://www.andoverma.gov/246/Collective-Bargaining-Agreements,"Collective Bargaining Agreements | Andover, MA",Andover,MA,safety_and_non_safety_bargaining_units,multiple bargaining groups (safety and non-safety),,2014-2024 (browse-linked agreement documents),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,unknown (requires checking linked documents for 2014-2024 overlap),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:03Z,verified_source_lead_not_downloaded
TS4L-f4e9996571c751b1f4c0,lane_2,tier_b,verification_ready_high,https://elrb.illinois.gov/content/dam/soi/en/web/elrb/documents/meeting-agendas/2024/agenda-9-18-24.pdf,"Illinois Educational Labor Relations Board — Public Meeting Agenda (Sept. 18, 2024) includes Bremen Dist. 228 case listing and Strike Report Update item",Bremen,IL,safety_and_non_safety_bargaining_units,educational employees (case listing associated with Bremen Dist. 228),Bremen Dist. 228 Joint Faculty Association / IEA-NEA (listed with Case No. 2023-CA-0011-C in agenda),2024-09-18 meeting agenda (references Bremen-related case(s) and includes 'Strike Report Update' agenda item),2023 (case number in,2024-09-18,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same municipality name match (Bremen Dist. 228 in Bremen, IL)",overlaps target window (2024-09-18 agenda),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-f650c6fd04d0862a546f,lane_2,tier_b,verification_ready_medium,https://www.merrimacknh.gov/sites/g/files/vyhlif3456/f/uploads/afscme_2986_signed_2023_-_26_cbatoc.pdf,"AFSCME Local #2986 Collective Bargaining Agreement with the Town of Merrimack, NH (2023–2026) — TOC/CBATOC PDF",Merrimack,NH,safety_and_non_safety_bargaining_units,DPW laborers (DPW/solid waste/wastewater-related classifications referenced in Town materials),AFSCME Local 2986,2023–2026,2023-07-01,2026-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"exact_city_match (Merrimack, NH)",overlaps_expected_window (overlaps 2023–2024 of 2014–2024 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:21Z,verified_source_lead_not_downloaded
TS4L-f686c4b4a7fb4fde3ac8,lane_2,tier_b,verification_ready_medium,https://perb.ny.gov/town-colonie-and-colonie-police-benevolent-association,PERB: Town of Colonie and Colonie Police Benevolent Association (Opinion and Award / Compulsory Interest Arbitration),Colonie,NY,safety_and_non_safety_bargaining_units,Police (police officers and sergeants),Colonie Police Benevolent Association (PBA),2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,cycle_window_unclear_from_search_snippet,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:34Z,verified_source_lead_not_downloaded
TS4L-f8bfd25f9865018517ba,lane_2,tier_b,verification_ready_high,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-05-0551.pdf,Collective Bargaining Agreement — City of Washington (OH) & International Association of Fire Fighters Local 699 (SERB Case No. 2019-MED-05-0551),Washington,OH,safety_and_non_safety_bargaining_units,Fire Fighters,International Association of Fire Fighters Local 699,"Effective July 1, 2019 through June 30, 2022",2019-07-01,2022-06-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,unclear_municipality_name_match,overlaps_expected_window_(2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:15Z,verified_source_lead_not_downloaded
TS4L-0206dacab0872e3b594a,lane_3,tier_b,verification_ready_medium,https://doylestownpa.org/media/1808/2014-final-budget.pdf,Doylestown Township 2014 Final Budget,Doylestown,PA,non_safety_municipal_units,Non-uniformed / non-police municipal employees (Township staff; compensation via budget salary/fringe lines),,2014 Final Budget,2014-01-01,2014-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,exact_match,overlaps_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:09Z,verified_source_lead_not_downloaded
TS4L-03535454b8fd51304c11,lane_3,tier_b,verification_ready_medium,https://alamotexas.org/wp-content/uploads/2018/12/CITY_OF_ALAMO_TEXAS_GFOA_FY_2016-2017_BUDGET.pdf,"CITY OF ALAMO, TEXAS GFOA FY 2016-2017 BUDGET (PDF)",Alamo,TX,non_safety_municipal_units,Municipal employees (non-safety/general city workforce; pay and compensation details may be included in budget documents),,FY 2016-2017 budget document,2016-10-01,2017-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_match_uncertain_but_city_of_alamo_domain,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-080697bedd7170aecb93,lane_3,tier_b,verification_ready_medium,https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-decatur-fy2018-budget-report_0.pdf,City of Decatur FY2018 Budget Report (Adopted) (PDF),Decatur,GA,non_safety_municipal_units,non_safety_municipal_units,,Adopted 2017-2018,2017-07-01,2018-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-0c3b9a4c35c94ddc46ea,lane_3,tier_b,verification_ready_medium,https://manorborough.com/wp-content/uploads/2024/06/COUNCIL-BUSINESS-MTG-05-15-2024.pdf,COUNCIL BUSINESS MTG 05-15-2024.pdf — Teamsters negotiating new public works contract,Manor,PA,non_safety_municipal_units,public works (non-safety),Teamsters (Local not stated in snippet),2014-2024 target window,,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,exact_municipality_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:00Z,verified_source_lead_not_downloaded
TS4L-183a5ce5f9604c622ea8,lane_3,tier_b,verification_ready_medium,https://www.genoa.org/contentfiledata/download/2358,FINAL Budget (Genoa Township),Genoa,MI,non_safety_municipal_units,Township employees / elected or appointed officials (wages & salaries line items),,2019-20 (fiscal year),2019,2020,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"matched_to_Genoa_Township,_MI",overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:09Z,verified_source_lead_not_downloaded
TS4L-18553362102cb656135e,lane_3,tier_b,verification_ready_medium,https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-decatur-fy2023-budget-report_0.pdf,City of Decatur FY2023-2024 Budget Report (Adopted) (PDF),Decatur,GA,non_safety_municipal_units,non_safety_municipal_units,,Adopted 2023-2024 (FY2023),2023-07-01,2024-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:23Z,verified_source_lead_not_downloaded
TS4L-2715aca0a278e66b3f71,lane_3,tier_b,verification_ready_medium,https://www.foxboroughma.gov/UserFiles/Servers/Server_15207780/File/Departments/Administration/Annual%20Reports/2022%20ATR%20Final%20Web%20Version%20condensed.pdf,Town of Foxborough Annual Report 2022 (includes Annual Town Meeting articles funding cost items for collective bargaining contracts),Foxborough,MA,non_safety_municipal_units,Highway/Water (DPW employees),"Foxborough Highway and Water Employees Union, AFSCME","Contract dated July 1, 2022 to June 30, 2023 (referenced in Annual Town Meeting articles)",2022-07-01,2023-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlapping_2014_2024_window_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:29Z,verified_source_lead_not_downloaded
TS4L-3270afcc5062555c26c7,lane_3,tier_b,verification_ready_medium,https://www.westmilford.org/FCpdf/TeamstersLocal%20560%20Contract%202015-2019.pdf,Township of West Milford — Teamsters Local 560 Contract 2015-2019,West Milford,NJ,non_safety_municipal_units,Municipal employees in Teamsters bargaining unit (exact job classifications to be identified in source),Teamsters Local 560,2015-2019,2015-01-01,2019-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:29Z,verified_source_lead_not_downloaded
TS4L-389cc3777c281929cf3c,lane_3,tier_b,verification_ready_medium,https://geneseetwpmi.gov/wp-content/uploads/2022/02/2022-Budget.pdf,Genesee Charter Township (MI) - 2022 Budget (PDF),Genesee charter,MI,non_safety_municipal_units,Municipal non-public-safety staff (inferred from budget categories and salary/wage expenditures),,Budget year 2022 (with prior-year comparison shown in document tables),2022-01-01,2022-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Exact municipality match: Genesee Charter Township, MI (Geneseetwpmi.gov)",Overlaps expected window (2014-2024); document is for 2022,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-45e605d32a0b49918c33,lane_3,tier_b,verification_ready_medium,https://bloominggrove-ny.gov/Portals/5/documents/budgets/2024%20Adopted%20Town%20Budget.pdf?ver=A6mjwhsevFREuptla_lM4w%3D%3D,Town of Blooming Grove (NY) — 2024 Adopted Town Budget PDF,Blooming Grove,NY,non_safety_municipal_units,non_safety_municipal_units,,2024 (adopted budget year),2024,2024,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:32:07Z,verified_source_lead_not_downloaded
TS4L-4e44b97514440076b554,lane_3,tier_b,verification_ready_medium,https://lakeway-tx.civicweb.net/document/4256,"Expanded Study for the City of Lakeway FINAL REPORT (Evergreen Solutions, LLC) [civicweb document/4256]",Lakeway,TX,non_safety_municipal_units,City employees (includes non-safety/non-exempt and salary schedule/merit/COLAs mechanisms as part of the compensation & classification framework),Not specified as a bargaining unit in locator/snippet (appears to cover citywide pay practices),Evergreen compensation/classification study report supporting later pay-plan adoption; covers placement on salary schedule and movement after time-in-position/promotion and other compensation policies,2019-01-01,2020-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:00Z,verified_source_lead_not_downloaded
TS4L-599474a83d00e7da8727,lane_3,tier_b,verification_ready_medium,https://ted.cviog.uga.edu/FINANCIAL-DOCUMENTS/sites/default/files/budgetdoc/budget-report/city-winder-fy2014-budget-report.pdf,"TED CVIOG — City of Winder Annual Budget (Fiscal Year Ending June 30, 2014) — Budget Report",Winder,GA,non_safety_municipal_units,Municipal workforce compensation (budgeted personnel costs/salary components),,"Fiscal Year Ending June 30, 2014 (Annual Budget)",2013-07-01,2014-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_confirmed_by_document_title,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:04Z,verified_source_lead_not_downloaded
TS4L-64d859ae4b491811e187,lane_3,tier_b,verification_ready_medium,https://ted.cviog.uga.edu/FINANCIAL-DOCUMENTS/sites/default/files/budgetdoc/budget-report/city-winder-fy2024-budget-report.pdf,"TED CVIOG — City of Winder Annual Budget (Fiscal Year Ending June 30, 2024) — Budget Report",Winder,GA,non_safety_municipal_units,Municipal workforce compensation (budgeted personnel costs/salary components),,"Fiscal Year Ending June 30, 2024 (Annual Budget)",2023-07-01,2024-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_confirmed_by_document_title,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:05Z,verified_source_lead_not_downloaded
TS4L-65203e774a76590d9aaf,lane_3,tier_b,verification_ready_medium,https://opendoc.cstx.gov/WeblinkPublic/edoc/1116677/FY%202016-2017%20--%20Approved%20Annual%20Budget.pdf?dbid=0&repo=DOCUMENT-SERVER,"FY 2016-2017 — Approved Annual Budget (PDF; Fate, TX)",Fate,TX,non_safety_municipal_units,"municipal employee compensation/pay plan (non-safety), retirement/benefits and salary pool mechanics",,FY 2016-2017,2016,2017,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Fate, TX (municipality match)",Overlaps expected period (2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:12Z,verified_source_lead_not_downloaded
TS4L-674cad3731f920125c14,lane_3,tier_b,verification_ready_medium,https://www.genoa.org/dbfiles/download/newsbulletinfiles/attachment/132,02/10/2023 BUDGET REPORT FOR GENOA TOWNSHIP (2022-23 / 2023-24 columns),Genoa,MI,non_safety_municipal_units,Township employees / elected or appointed officials (wages & salaries line items; includes multiple departments),,2022-23 (with proposed/recommended context into 2023-24),2022,2023,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"matched_to_Genoa_Township,_MI",overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:12Z,verified_source_lead_not_downloaded
TS4L-701973e36f83f82d0442,lane_3,tier_b,verification_ready_medium,https://www.pinole.gov/wp-content/uploads/2024/06/Budget-for-FY2023_2024.pdf,City of Pinole Budget for FY2023-2024,Pinole,CA,non_safety_municipal_units,Citywide workforce cost assumptions (includes represented non-safety units via labor cost/budget lines),,FY 2023/2024 (budget cycle),2014-07-01,2024-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:05Z,verified_source_lead_not_downloaded
TS4L-74207c6075e6a896e216,lane_3,tier_b,verification_ready_medium,https://www.roundlakeil.gov/files/documents/CommitteeoftheWholePacket02-18-20040232021320PM1327.pdf,"AGENDA — Committee of the Whole Packet (contains: Village of Round Lake Amended Compensation Plan For the Fiscal Year Ended April 30, 2020; Exhibit 1)",Round Lake,IL,non_safety_municipal_units,Municipal non-safety employees (grade-based salary ranges and part-time/hourly rates),,"Fiscal Year Ended April 30, 2020",2019-05-01,2020-04-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,exact_city_match,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:05Z,verified_source_lead_not_downloaded
TS4L-74a131ec80077425474a,lane_3,tier_b,verification_ready_medium,https://alamotexas.org/wp-content/uploads/2019/02/CITY-OF-ALAMO-GFOA-BUDGET-FY-2018-2019.pdf,CITY OF ALAMO GFOA BUDGET FY 2018-2019 (PDF),Alamo,TX,non_safety_municipal_units,Municipal employees (non-safety/general city workforce; pay and compensation details may be included in budget documents),,FY 2018-2019 budget document,2018-10-01,2019-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_match_uncertain_but_city_of_alamo_domain,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:31:25Z,verified_source_lead_not_downloaded
TS4L-7b47749d8c17d9fcb5c8,lane_3,tier_b,verification_ready_medium,https://www.townofnewhartfordny.gov/media/Town%20board%20Minutes/2021/TB01-03-2021.pdf,"Town of New Hartford (NY) — January 3, 2021 Organizational/Regular Meeting Minutes (includes 2021 Salary Schedule resolution)",New Hartford,NY,non_safety_municipal_units,Town employees / officials (non-safety; salary schedule set by Town Board),,Calendar year 2021 (2021 Salary Schedule),2021-01-01,2021-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,2026-07-27T01:33:05Z,verified_source_lead_not_downloaded
