retained_source_id,candidate_id,lane_id,source_title,municipality,state,source_family,target_mechanism_family,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
RS429-01c3ae70d6ef2763871c,TS4L-bec27c7aa0576452ebcd,lane_2,"Village of West Dundee — Board Meeting Agenda Packet (Aug. 5, 2024)",Dundee,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,11389648,5327675eaa3eaec8e5f46801c528beabb37637234d226f64345ece3878beb2ca,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-01c3ae70d6ef2763871c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-b97c953d7ec595318425,TS4L-c0e93d74e425f8a0cad1,lane_2,"Police union contract/collective bargaining agreement (Police Department) — referenced file (Lafayette, CO)",Lafayette,CO,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,3035675,161b7ed3a45a7bbf4ffde202f83a9313f87cd33f86bde39be411eb940a376a98,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b97c953d7ec595318425.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-a0ca14c54da898599b64,TS4L-c1a7b71f39f65eef3392,lane_2,Collective Bargaining Agreement (SERB) — includes Batavia Local School District (term includes 2022–2026 per document title page text not reproduced here),Batavia,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1980851,46d9a0d334db91cee343d07456c069b5146b32f1e07abd3bd8e7bb3fad947b1b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a0ca14c54da898599b64.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-cbbb9661e3f9b8d34853,TS4L-c4d96d4f150ee82e68ca,lane_2,"Washington Township (Warren County, NJ) Council minutes (Dec. 15, 2020) — resolution approving PBA collective bargaining agreement (Local 280)",Washington,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,423878,56200e197531b1f1df8db070b31fb1cd6bd4b83627fb81b5b87e68a740a3960d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-cbbb9661e3f9b8d34853.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-545076f2f39cd0ced7f9,TS4L-c56896186b3e34951ba4,lane_2,FireFighterNation: “Elgin and Firefighters Agree on Contract” (mentions impasse/mediation/arbitration context),Elgin,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,191313,d03a5a4af4c405bc90b7d7bcf907c1f1c3472bceb07459dd46fd1b64f5163932,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-545076f2f39cd0ced7f9.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0ac8a7b9bfc6ace2defa,TS4L-c6c4bcbb5860ad040f45,lane_2,Local 42 FMBA Contract 2020-2023 (Teaneck Township),Teaneck,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1806658,4d89aa8ad49830992c74fbaf2ca52e387cfac813cdfc8376ca5ca8d9788b90ed,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0ac8a7b9bfc6ace2defa.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-27133b970795bfafcbc5,TS4L-c84e3f49a00a59d530a7,lane_2,Archived Documents — Magna Water District (includes board agendas/minutes & other posted materials),Magna metro,UT,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,23878,e77605bd7e0195d1a785050cded256c9e873467a68d2b06e8ec3543e9383d6fa,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-27133b970795bfafcbc5.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-002f1731c29c5ed88107,TS4L-c8cf8b7243d046c0b5ca,lane_2,Conciliation Award — Jackson Township (SERB conciliation/mediation award 23-MED-10-0899),Jackson,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,162410,71cdfc90f1cf55a2b0d3b622bc55ba788a9b383ac4ff07153a6b215301e1db3d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-002f1731c29c5ed88107.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-fd0ccc73ac6b6427a279,TS4L-cb18b94e3ad10c1d57b4,lane_2,"Collective Bargaining Agreement Based on the Interest Arbitration Award — Town of Greenwich and Local 1042, International Association of Fire Fighters (IAFF, AFL-CIO) (redlined proposal)",Greenwich,CT,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,530917,44b525bdae1aa2bedff5c27bb4fdd1d5a4c3c1ac9875e7f33bb90aee99626ce3,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fd0ccc73ac6b6427a279.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-789d77c97b66329716a1,TS4L-cb6da7be5f0f4c76d347,lane_2,PBA Contract 2022-2026 (Teaneck Township),Teaneck,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,3256454,9d019e0fea08730800195fe3961c82bcec3e19228dabba988ff72d6c19f77830,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-789d77c97b66329716a1.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-b7a07fe3854afe81c95d,TS4L-ccb33b98b346b9682920,lane_2,"International Association of Fire Fighters Local #473, May 1, 2022- April 30, 2026 (PDF) — Waukegan, IL (Collective Bargaining Agreements)",Waukegan,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,5346715,6944ad586f7aa9599c6fafef1a2698c7162a26b779b246c49777af1becb16d9a,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b7a07fe3854afe81c95d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-9742dcd0457668d7c5e0,TS4L-d42c88a8a55d50db9039,lane_2,"Firefighters’ union agrees not to sue the township (Bloomfield, NJ) — May 27, 2018 (compulsory interest arbitration referenced)",Bloomfield,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,239276,29cf37afd8207c907a18cc4578cbd3be58c834af89a0aaae816a4fb62cf47de8,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-9742dcd0457668d7c5e0.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-51761c5c61c0a7ae550d,TS4L-d4a73fd883b96ecde879,lane_2,"Approval of Englewood Police Benefit Association — Collective Bargaining Agreement (Jan 1, 2021–Dec 31, 2022)",Englewood,CO,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,803438,f134e47b117ced2c130f348a0287fff22518634f14b1e7533b7269d42c262e8a,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-51761c5c61c0a7ae550d.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-044a060b73ec93c592d2,TS4L-d54bf5ef55c5786ce557,lane_2,NJ PERC 2022 Interest Arbitration Biennial Report (contains discussion referencing Tp. of West Windsor and P.B.A. Local 271; IA-2019-014 and other IA awards),West Windsor,NJ,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,2005542,126499f1867e9bec77c56032d576cb25b4e9a61c96f8a7ca2d144b0487a733fd,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-044a060b73ec93c592d2.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-6e8a479c3002532653bc,TS4L-d64b7a5e3cd3fd608979,lane_2,COLLECTIVE BARGAINING (Bloomfield Township) — Police Command Unit Contract 2020-2026,Bloomfield charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,570225,00e460774862dfce8e3897fbf41bbe1cd580b4ee90e6cf3e7506e31f6788ef7f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-6e8a479c3002532653bc.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d01210de0252cf2ac72c,TS4L-d8fb994ed93e3130a5b3,lane_2,Greenwich Police Contract Redline — Silver Shield/Town of Greenwich (2021-2024 to 2024-2027 formatting shown in file),Greenwich,CT,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,633325,dd9a97ce58f8bd70d7fc32d786bf9eed674991b495ec3f86bac4da1387f34b40,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d01210de0252cf2ac72c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-f81328e39eaeadd78a56,TS4L-da00298d7335ea245d8a,lane_2,"2019-Ohio-2302 (Ohio Supreme Court website PDF): Bd. of Trs. of Anderson Twp. v. Anderson Twp. Prof'l Firefighters Ass'n, Laff Local",Anderson,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,50816,0992fc0e30c7796c05910d749bf3b1b77c64ced9859394f0c464ec68d10a2365,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-f81328e39eaeadd78a56.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-c6efc413e5e46c6a83e8,TS4L-da463ba821637f9552e7,lane_2,Johnston_GE.pdf (Rhode Island Division of Municipal Finance: Contracts),Johnston,RI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1317962,6bddf764ac41a9ecc0b1a68e7d85bd5ccb97a85587110bda897148d301845a12,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c6efc413e5e46c6a83e8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-af8a9133ba3232e0ec8f,TS4L-db95eb3b8ab636148dbd,lane_2,Georgia.gov (state portal entry point for Georgia public-sector labor relations search paths),Marietta,GA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,103981,e4422ddebb135c12ad4025b40f1faa5720a736d376613b0ce32068f20722dfed,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-af8a9133ba3232e0ec8f.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-2678f4bf1a37d2de5984,TS4L-dd9f3e0cae2f9809e211,lane_2,Agreement Between Town of East Hartford and the East Hartford Police Officers' Association (EHPOA) — 2021–2025 (searchable PDF),East Hartford,CT,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1237593,54b12189d99be1d572591e8315d6736656d01f3385366aba9767c2cb9a82af68,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-2678f4bf1a37d2de5984.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-c4856d292a3c29ec0152,TS4L-de07b6df35c5b7517903,lane_2,"Town of Salina, NY — Board of Trustees/Meeting Minutes (Oct 15, 2024) referencing Teamsters Local 317 legal counsel and supervisory collective bargaining agreement",Salina,NY,cba_or_arbitration_award_or_factfinding_or_impasse_record (lead via municipal CB context; not an arbitration/impasse record itself),strike_or_no_strike_constraint,application/pdf,.pdf,327152,29f239cd372f174af0eabb72b3386e24a567599c3de586c6019e4be803e43db0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-c4856d292a3c29ec0152.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-b7b21a3e8b3125efe40a,TS4L-de9f5497bb7da92e0591,lane_2,"Documents & Records | North Andover, MA (Collective Bargaining Agreements section includes Fire Chief's Agreement; Police Chief's Contract; etc.)",North Andover,MA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,123979,4975793441cf6831f195011fb097fec7ffc95e652e694248f51fde2c3fbe046d,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b7b21a3e8b3125efe40a.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-960c8d3409236a312742,TS4L-df3fa512e0e25bc6bf1a,lane_2,"Union & Management Personnel Information (Waterford, MI) - links to police/dispatcher/fire contracts and TAs",Waterford charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,114170,1dcbd2658a1e6d7686363d07fa1926e0d31184e546797589521fbdd0d7cbfc06,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-960c8d3409236a312742.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d19dbf83fd200219f6c2,TS4L-dff4b26f58d93c025db6,lane_2,ILRB Arbitration Award: S-MA-18-345 & S-MA-18-346 (Village of Libertyville public safety interest arbitration),Libertyville,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,3925029,ca4901b806a930a712d580519143e97728b3293c3bf7afe8fca9ddfb66d49759,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d19dbf83fd200219f6c2.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-a463800998ac670329ea,TS4L-e14130ff35581184a33d,lane_2,ArchiveCenter ViewFile Item 728 (Andover Firefighters Local 1658; arbitration-related recommended settlement),Andover,MA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,872426,97de9238640acf98e11a0a7671380aff5a2d068d54b48a5c7c1f2d837834c13a,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-a463800998ac670329ea.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-62e0c5e22d8765ae0249,TS4L-e16b6fa15d23c831631b,lane_2,"Englewood Employee Association Collective Bargaining Agreement — Jan 1, 2020–Dec 31, 2022 (Council Communication)",Englewood,CO,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,7334784,7cf971fe868bea54c897d050725749f8d3210cc6c1e7c8c15f32a67c8d7318b1,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-62e0c5e22d8765ae0249.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-d3ac7b498679fa511642,TS4L-e47ebd99040a813416e9,lane_2,"IAFF Local 2904 Collective Bargaining Agreement with the Town of Merrimack, NH (2023–2026) — TOC PDF",Merrimack,NH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,1289182,41a7ec69197c27249b8287c75ed13d8f1e369e99d82c18ea06300b6a809eb5cc,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-d3ac7b498679fa511642.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-38915ee02e523e6494b8,TS4L-e7c8a018693abb7f88e2,lane_2,Lower Paxton Township Agenda packet file (includes wages line referencing Police Union Collective Bargaining Agreement),Lower Paxton,PA,cba_or_arbitration_award_or_factfinding_or_impasse_record (budget document referencing active police CBA terms),strike_or_no_strike_constraint,application/pdf,.pdf,313816,b0d8ab3299e31c4e342032d0117b548d762236d21126112f83e69020672d0eb0,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-38915ee02e523e6494b8.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-43069126527fe98d3b6c,TS4L-ebe871bdd8c0b550dff7,lane_2,MAP-Union-Contract_2023-2026-Signed.pdf — Negotiated Agreement (Police) (Village of Dundee-related hosted municipality site),Dundee,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,6176011,b45a75423132799f86c7200ce02f453e4356eb5b5e04724b52273ab0d927aaea,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-43069126527fe98d3b6c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-8941a232e1d79e3edb8c,TS4L-ec0ee49bff59a4402ab2,lane_2,"Meridian Charter Township Board Minutes (Mar. 21, 2017, revised) — 2017-2019 TPOAM Non-Supervisory Professional contract approval",Meridian charter,MI,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,193549,0d46c71946a3f15cb96caece8d51cd0b0312bee95850c79a12faecfe0c5a4562,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-8941a232e1d79e3edb8c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-fbb7d36481ee012e327c,TS4L-ec36c07573a27b9ec2df,lane_2,"Northampton Township Board of Supervisors Minutes — June 22, 2016 (ratification language referencing a Northampton Township Police Benevolent Association agreement)",Northampton,PA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,150062,097e8b33e61a13de7c4004c2aca6bf4135ef33bc8891912ad4f9c9ab2adc7250,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-fbb7d36481ee012e327c.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-eec25b8e240340054389,TS4L-ecacca213b9dc7054153,lane_2,L-MA-13-003 Arbitration Award (ILRB; court service deputies bargaining unit referenced),Du Page,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,174413,e477e47e805ed6b26ac8bfe899b5a383ea1b9fc7d21a6ecff5d1e913c2f807ff,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-eec25b8e240340054389.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-ba802cd3f87d7031530c,TS4L-ee8390c21fe3041ccf24,lane_2,"Collective Bargaining Agreements | Andover, MA",Andover,MA,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,text/html,.html,94485,9b2a1b1a19285da5578601122d046054e5840395a2cc44882ae4ea20db80d700,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ba802cd3f87d7031530c.html,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-51cded369adfc9504e83,TS4L-f4e9996571c751b1f4c0,lane_2,"Illinois Educational Labor Relations Board — Public Meeting Agenda (Sept. 18, 2024) includes Bremen Dist. 228 case listing and Strike Report Update item",Bremen,IL,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,115504,92c4ea9adc64c1cc0f0d103392fcd74fb14f3494fdea870e5e656ce8587a076f,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-51cded369adfc9504e83.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-79f4d52337952b6594c7,TS4L-f650c6fd04d0862a546f,lane_2,"AFSCME Local #2986 Collective Bargaining Agreement with the Town of Merrimack, NH (2023–2026) — TOC/CBATOC PDF",Merrimack,NH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,490968,250ab63b2ac39c3a099f1ca3251acddd995651a5977ede19b6ea95d11ac1143e,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-79f4d52337952b6594c7.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-bdd561e3099a7165fd64,TS4L-f8bfd25f9865018517ba,lane_2,Collective Bargaining Agreement — City of Washington (OH) & International Association of Fire Fighters Local 699 (SERB Case No. 2019-MED-05-0551),Washington,OH,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,application/pdf,.pdf,3670775,3103b30b5c05e8714889100b843e0ca9fbe075863694d9f5915deaeb8f0c50be,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-bdd561e3099a7165fd64.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-1a33c209107a0824f14f,TS4L-0206dacab0872e3b594a,lane_3,Doylestown Township 2014 Final Budget,Doylestown,PA,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,1874768,c5c43443c238ae1453bcdd3ede401849e48371ee257e0e432733a11038c95e47,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-1a33c209107a0824f14f.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-ed6df7effb853071ecf2,TS4L-03535454b8fd51304c11,lane_3,"CITY OF ALAMO, TEXAS GFOA FY 2016-2017 BUDGET (PDF)",Alamo,TX,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,4894246,f323f497636e56d327ec997d712048e98e1418d14047f324eeb5ec19561ea836,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-ed6df7effb853071ecf2.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-3105b68bf974730d3742,TS4L-080697bedd7170aecb93,lane_3,City of Decatur FY2018 Budget Report (Adopted) (PDF),Decatur,GA,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,12266848,d89420441e0e9511b6d7c18bf755ec01be2dce052ffd2eaaa64ff864f4f29a1c,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-3105b68bf974730d3742.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-e72db08a2afea851b0c2,TS4L-0c3b9a4c35c94ddc46ea,lane_3,COUNCIL BUSINESS MTG 05-15-2024.pdf — Teamsters negotiating new public works contract,Manor,PA,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,26974,7b7b5bccdc8a1a5521a2826865f397c611aa60ba045e88c4cf3b65d866420ff2,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-e72db08a2afea851b0c2.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-0ba632159901d9147c56,TS4L-183a5ce5f9604c622ea8,lane_3,FINAL Budget (Genoa Township),Genoa,MI,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,841535,70ed2a869794b8bd209e6f883aa7aebb0b1ff38fb4a55bc4bf307ff2f5cf5dab,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-0ba632159901d9147c56.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-3a73d36a383a411d2809,TS4L-18553362102cb656135e,lane_3,City of Decatur FY2023-2024 Budget Report (Adopted) (PDF),Decatur,GA,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,9961876,2055527cf52a3c1e6b4f2d4c3e86248ab8c9ae2728832ad9085bdd5b7c0f8673,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-3a73d36a383a411d2809.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
RS429-b5155ded6f8047ca96a1,TS4L-3270afcc5062555c26c7,lane_3,Township of West Milford — Teamsters Local 560 Contract 2015-2019,West Milford,NJ,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,application/pdf,.pdf,7826778,942788353e798586fd52a17f0ce61f8cc4a6ba7366a8d86ae9437117f898622b,docs/analysis/compensation_extraction/TARGETED-SOURCE-REVIEW-DOWNLOAD-429-VERIFIED-LEADS-2026-07-26/retained_sources/RS429-b5155ded6f8047ca96a1.pdf,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false
