comparison_candidate_id,matched_cycle_id,safety_normalized_record_id,non_safety_normalized_record_id,comparison_type,pay_basis_comparable,effective_period_comparable,unit_rank_step_comparable,base_nonbase_comparable,normalization_quality,comparison_readiness,comparison_blocker_tags,allowed_output
B4X2500PAIR-1096ce39b73c577683f673b3,B4X2500MATCH-595cfac392b7b676b3eea950,B4X2500NORM-2dc7138233771199f84e3d85,B4X2500NORM-45a016c7f7e0e56b5f4d5bca,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-39109ef383f3a458c8f1594e,B4X2500MATCH-595cfac392b7b676b3eea950,B4X2500NORM-7a1123c0f51e1d78c9b971c5,B4X2500NORM-45a016c7f7e0e56b5f4d5bca,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-60c8902bab9144e362acc99f,B4X2500MATCH-f61d246169f67d873ae7cfd5,B4X2500NORM-d233f67bccd026795d8925f4,B4X2500NORM-054b563bc7ff88a050f9ad9c,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-75627ffab50e8c7ac64fa548,B4X2500MATCH-146e564cd90d33edc6703909,B4X2500NORM-2b0c18035b18455615d4afef,B4X2500NORM-5319978a690bcd197415193a,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-06e1b8962858480c2d51c78a,B4X2500MATCH-146e564cd90d33edc6703909,B4X2500NORM-494abc27cef4d06b228e259b,B4X2500NORM-5319978a690bcd197415193a,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-439e3db3119844ed80e15256,B4X2500MATCH-146e564cd90d33edc6703909,B4X2500NORM-7f1820cd12b9367491311ce9,B4X2500NORM-5319978a690bcd197415193a,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-4fa4d1fc2156dfe3a5f9eb00,B4X2500MATCH-39f79cc4ce0946e4fa45f29b,B4X2500NORM-2b8a7c1cd19ef22cce0b9651,B4X2500NORM-713b10e59cc3d7c0916f4779,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-b98162508dd55809af3c621f,B4X2500MATCH-39f79cc4ce0946e4fa45f29b,B4X2500NORM-5d9f8494cbab8d70c0f23810,B4X2500NORM-713b10e59cc3d7c0916f4779,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-6629be2546dbf3dac3b54ed6,B4X2500MATCH-39f79cc4ce0946e4fa45f29b,B4X2500NORM-68671e85cbd99ff2edc6cb5a,B4X2500NORM-713b10e59cc3d7c0916f4779,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-e7451fee177da8693edcb49e,B4X2500MATCH-39f79cc4ce0946e4fa45f29b,B4X2500NORM-6da9aaf1c68f50dfeaa4658e,B4X2500NORM-713b10e59cc3d7c0916f4779,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-571ab5566d31f9ad6d067311,B4X2500MATCH-39f79cc4ce0946e4fa45f29b,B4X2500NORM-8b45d2da46b5787e4a7aa4e4,B4X2500NORM-713b10e59cc3d7c0916f4779,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-c7a949288a58a73dea98f731,B4X2500MATCH-39f79cc4ce0946e4fa45f29b,B4X2500NORM-99457d79d60865c0aea5a5cd,B4X2500NORM-713b10e59cc3d7c0916f4779,base_wage_level_candidate,true,true,true,true,high,ready_for_bounded_review,[],bounded_exploratory_review_possible
B4X2500PAIR-ffab93b8757f423f051f2410,B4X2500MATCH-209eff54371a44adbd26ef8e,B4X2500NORM-4d0a37d23af46a113397877a,B4X2500NORM-07dd9c95415014e9b57d2b95,mechanism_context_pair,false,true,false,false,low,not_ready,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-ec9e32b8d977e266362d2f7a,B4X2500MATCH-209eff54371a44adbd26ef8e,B4X2500NORM-62c7f12c62b07589c17d3518,B4X2500NORM-a5e787ec546d53f9976286f5,non_base_component_candidate,false,true,false,true,moderate,needs_manual_review,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-8bad7952e27ab6cd51bde1e5,B4X2500MATCH-25c3a09f6b9b5afa6216a3ce,B4X2500NORM-5f3787e8b9bad3c78c4a91fc,B4X2500NORM-7fce075ffb702c39648c5f36,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-a8e56f13a44e19f43b093953,B4X2500MATCH-25c3a09f6b9b5afa6216a3ce,B4X2500NORM-8b27a56b8ea75158059785b0,B4X2500NORM-7fce075ffb702c39648c5f36,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-6184c4ac9fcfd94dd5931124,B4X2500MATCH-25c3a09f6b9b5afa6216a3ce,B4X2500NORM-bf1f418f73e21fd7ff133f14,B4X2500NORM-7fce075ffb702c39648c5f36,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-f4f8b0917dc6a60ec6a3b38a,B4X2500MATCH-5032cac4ddcf3da0be63abf8,B4X2500NORM-f2d9fab77dd3f16eb7e14b16,B4X2500NORM-181fd8fc275e83921095533f,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-4042c274364652c902d99275,B4X2500MATCH-014464226c222b56796c3abc,B4X2500NORM-ff1684d33ebad422f0d303cd,B4X2500NORM-7163fe63cf1934150471820f,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-8ab8ed8879f96cbeb39901c3,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-07ef5330cf62013b3e8bdd3f,B4X2500NORM-39f07d33df08d56ed085016d,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-9896656fa54396db3b551a18,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-0c577b7751bbd616a44bca9e,B4X2500NORM-39f07d33df08d56ed085016d,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-b9709cb53a994e3771a81a75,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-0cc3c6a963c6369219f5f7d7,B4X2500NORM-39f07d33df08d56ed085016d,percentage_growth_candidate,true,false,true,false,low,not_ready,"[""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d798365cb472bf93fb64aa23,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-523c459a50bd203afa7336e8,B4X2500NORM-39f07d33df08d56ed085016d,percentage_growth_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-bfbfec63618e0af328333e67,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-52d5a6909c71c7536d3f47df,B4X2500NORM-39f07d33df08d56ed085016d,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-e2c25b658dbf922a2bdcb2cf,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-8b64779fa1f8f358d467fdad,B4X2500NORM-39f07d33df08d56ed085016d,percentage_growth_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-21a1da96025383b85602a7c8,B4X2500MATCH-dfb71f441aa9b2cd82bcd47d,B4X2500NORM-b91756a59cc5172bd20a54be,B4X2500NORM-39f07d33df08d56ed085016d,percentage_growth_candidate,true,false,true,false,low,not_ready,"[""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-aa92de221bc3f6c63ea49bfe,B4X2500MATCH-0522029e739331b1a978af68,B4X2500NORM-6be983d39d0174a7d008ab4f,B4X2500NORM-bb344b4109a69b943763041b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-9adb97d66b7c9b627083d93c,B4X2500MATCH-0522029e739331b1a978af68,B4X2500NORM-a953a760b73b6a1f4adc3390,B4X2500NORM-bb344b4109a69b943763041b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-93ec7ef45dc39fccb2717aa6,B4X2500MATCH-0522029e739331b1a978af68,B4X2500NORM-df47386de414cc6e5045f2d3,B4X2500NORM-bb344b4109a69b943763041b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-5f9d65a962d52d57c58e3630,B4X2500MATCH-0522029e739331b1a978af68,B4X2500NORM-e8f7020c8fe9fa14b29d0186,B4X2500NORM-bb344b4109a69b943763041b,percentage_growth_candidate,true,true,true,false,moderate,needs_manual_review,"[""base_nonbase_not_comparable""]",descriptive_structure_only
B4X2500PAIR-0e4a1641e3d2467c04d05019,B4X2500MATCH-0522029e739331b1a978af68,B4X2500NORM-f1431621de86e0d8faa67067,B4X2500NORM-bb344b4109a69b943763041b,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-024ba335e7306674a15c0d29,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-1ac98b3fcbd9020d0984417d,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-8e5263780f3b58fb5b5c1844,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-2435c43180a2c2e2a1e9c0b5,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-b2bca2cf98fd5802aafcca76,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-4057750d23cab19f79f05a94,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-cb5fac02242d8626fb2233ba,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-4da3c48b134601a7dc19bf75,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d804d5d4b1550cb8dc4372eb,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-8127c3dd9dc04799a04b546a,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-1115892df1f9945d19ec9cbc,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-87575fb6593852b86347b8d6,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-27d449afe8e77e7d25094547,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-b098ca0c5b2e26ce6a289d25,B4X2500NORM-efb170065bb2ad7e70920746,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-c7bb18a86212d71fdd1f3614,B4X2500MATCH-ba2c67a4c58cebf35770e866,B4X2500NORM-e5d270d260199323455003a8,B4X2500NORM-efb170065bb2ad7e70920746,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-97aa4b6dd5a543114365e9b9,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-11a0d48563ee34494b6f61c0,B4X2500NORM-5c6c38cf348a6e2661b3b147,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-a5ca5caf9d55c7c01a92cecf,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-356eb61a9b9cf540a017144d,B4X2500NORM-5c6c38cf348a6e2661b3b147,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-e71214479e3a6e44d99dda08,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-3c933b28ee7bbb4be062b92a,B4X2500NORM-5c6c38cf348a6e2661b3b147,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-c0e778e2984b794758ce0602,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-43e912f386dbf2cb870adf70,B4X2500NORM-5c6c38cf348a6e2661b3b147,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-872ce5c25e92710276e33f1d,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-70daaba08b46dec5487c36bb,B4X2500NORM-5c6c38cf348a6e2661b3b147,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-2598ef2d30c796df638909b0,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-a267e606e9e0d9be8dc7ef15,B4X2500NORM-5c6c38cf348a6e2661b3b147,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-0331ff91d3ba810dbaacf153,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-bbbde086ddd36aa6e7edbdd7,B4X2500NORM-5c6c38cf348a6e2661b3b147,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-1514f59008036d1a1f3c4c6c,B4X2500MATCH-f07cdcd1e36025286b7d9bf7,B4X2500NORM-e9825b7d0019d1137075641c,B4X2500NORM-5c6c38cf348a6e2661b3b147,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-51dcf96d9d605126279d25f7,B4X2500MATCH-bf7270e3f7855a91c94d8596,B4X2500NORM-0074ef68d79dd74920185c67,B4X2500NORM-5df9ffbb703ddc575fba2370,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d100bf32ed99cc13a46aebb0,B4X2500MATCH-bf7270e3f7855a91c94d8596,B4X2500NORM-16f82d851b6da99bb19ce1f2,B4X2500NORM-1da3c8aaca5140909262b4b3,percentage_growth_candidate,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-6a1a9a1601ed166b9533edb4,B4X2500MATCH-bf7270e3f7855a91c94d8596,B4X2500NORM-7b9d188492659a6b48f2e2d7,B4X2500NORM-1da3c8aaca5140909262b4b3,percentage_growth_candidate,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-cd6ba83d0d8510ef8c0bd4d6,B4X2500MATCH-bf7270e3f7855a91c94d8596,B4X2500NORM-9f0efab8e2d8d2fd4e3494e6,B4X2500NORM-1da3c8aaca5140909262b4b3,percentage_growth_candidate,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-e3498efd8e9ac341ffbae730,B4X2500MATCH-bf7270e3f7855a91c94d8596,B4X2500NORM-af38bacdc061a38e1e0c5ad9,B4X2500NORM-5df9ffbb703ddc575fba2370,non_base_component_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-df0da4ed1c0226c6abdcc47a,B4X2500MATCH-072c154b6003a2b8c7f4964c,B4X2500NORM-ccd6c972f9b316ad62c2161c,B4X2500NORM-33d85a8bb7508d2187a947a6,base_wage_level_candidate,false,true,false,true,moderate,needs_manual_review,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-af2198f16d94afe1e535483f,B4X2500MATCH-d36ee49d304e46a0718b39f1,B4X2500NORM-3d6d46eb8692c5d7033e974e,B4X2500NORM-1312bac1743ed00cc44d5347,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-0825e3d88830bc8eb6d54855,B4X2500MATCH-d36ee49d304e46a0718b39f1,B4X2500NORM-564b39e31b1520a31cf13c8a,B4X2500NORM-1312bac1743ed00cc44d5347,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-d19caa1f6a046c65d173625d,B4X2500MATCH-d36ee49d304e46a0718b39f1,B4X2500NORM-9a34f4282ec54246019825c7,B4X2500NORM-1312bac1743ed00cc44d5347,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-9d94731de8f38fefb9b2e8ac,B4X2500MATCH-d36ee49d304e46a0718b39f1,B4X2500NORM-ab02d4e7d09f96bcee7b1126,B4X2500NORM-1312bac1743ed00cc44d5347,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-ddb274622b4c40e362531899,B4X2500MATCH-d36ee49d304e46a0718b39f1,B4X2500NORM-cf9e9fdb2ecad86ba97d93ae,B4X2500NORM-1312bac1743ed00cc44d5347,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-1a3573444c8979144a09e776,B4X2500MATCH-d36ee49d304e46a0718b39f1,B4X2500NORM-fd313347986610d487f00314,B4X2500NORM-1312bac1743ed00cc44d5347,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-10001546cf0b585cb0ea2448,B4X2500MATCH-411ecb4e950ad62f1d5a56ca,B4X2500NORM-1611df2a514f700f6b22da13,B4X2500NORM-57037dfed75f18095218568c,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-7f5540d3800edc0d2ce1fb19,B4X2500MATCH-411ecb4e950ad62f1d5a56ca,B4X2500NORM-42b934c946dee752131d3812,B4X2500NORM-57037dfed75f18095218568c,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-89e6de8ed1580752d2fc2681,B4X2500MATCH-411ecb4e950ad62f1d5a56ca,B4X2500NORM-434358ebf3a3ff07fe73b735,B4X2500NORM-57037dfed75f18095218568c,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-734d81a1320cdc279ae90d0d,B4X2500MATCH-411ecb4e950ad62f1d5a56ca,B4X2500NORM-738d066ce2b077e2e1b281bb,B4X2500NORM-57037dfed75f18095218568c,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-bfb3ce896ef1438cfe95baa1,B4X2500MATCH-411ecb4e950ad62f1d5a56ca,B4X2500NORM-8253b8e36c465b51d65e0f88,B4X2500NORM-57037dfed75f18095218568c,mechanism_context_pair,false,false,false,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""unit_rank_step_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-bd416064116ddaf91325f1fc,B4X2500MATCH-411ecb4e950ad62f1d5a56ca,B4X2500NORM-c20887d7149e7f2934fa22f5,B4X2500NORM-57037dfed75f18095218568c,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-7c0bd10a812d65eec29cc5d6,B4X2500MATCH-9fde838749a73647eee66089,B4X2500NORM-3ebfbe36d7d5aac9eafefd25,B4X2500NORM-b6ca42cda1ce5bcecdc2cd52,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d40bd2d3387976b531e11992,B4X2500MATCH-9fde838749a73647eee66089,B4X2500NORM-91f950b463eef89123414ae8,B4X2500NORM-b6ca42cda1ce5bcecdc2cd52,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-d7f28f44a57186daec21eb5e,B4X2500MATCH-7acc85a4c24ebadc9952ca90,B4X2500NORM-89394c330076f3f28e6f28ec,B4X2500NORM-15a3ebe05960eff5e3b76653,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-a48538d87e2bc5eb673eb40c,B4X2500MATCH-7acc85a4c24ebadc9952ca90,B4X2500NORM-8afb001f2d9cd2cba3cf4eb9,B4X2500NORM-15a3ebe05960eff5e3b76653,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-555cb392764cd8403f46f133,B4X2500MATCH-7acc85a4c24ebadc9952ca90,B4X2500NORM-b10f7da9a10896b901c92293,B4X2500NORM-15a3ebe05960eff5e3b76653,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-9156ac90f493ced5c1dac0df,B4X2500MATCH-7acc85a4c24ebadc9952ca90,B4X2500NORM-da16b1669323c69921bfa919,B4X2500NORM-15a3ebe05960eff5e3b76653,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-e3b72dfbba35ad45876235f6,B4X2500MATCH-7acc85a4c24ebadc9952ca90,B4X2500NORM-f89af6abc6499c7b5458f783,B4X2500NORM-15a3ebe05960eff5e3b76653,base_wage_level_candidate,true,false,true,true,moderate,needs_manual_review,"[""effective_period_not_comparable""]",descriptive_structure_only
B4X2500PAIR-5dd9f53de5beda958012197c,B4X2500MATCH-7acc85a4c24ebadc9952ca90,B4X2500NORM-f9cd132cb763c65e0acb0bf2,B4X2500NORM-15a3ebe05960eff5e3b76653,base_wage_level_candidate,false,false,true,true,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-0e73644cf81dd1dbb9f8f4e9,B4X2500MATCH-ca46fa916a820f1457154198,B4X2500NORM-62f42ad98e43d5af2905a450,B4X2500NORM-0c76059d1197cb131a6fb01a,mechanism_context_pair,false,false,true,false,low,not_ready,"[""pay_basis_not_comparable"",""effective_period_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-135c2af830ae72a07f682eac,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-0255830e4fd389b4fe44cda9,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,mechanism_context_pair,false,true,true,false,low,not_ready,"[""pay_basis_not_comparable"",""base_nonbase_not_comparable""]",prohibited_until_more_normalization
B4X2500PAIR-cdaba0f56a7d2026fd4a25d7,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-0b87342b62cc04e8cb192ab0,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-462955db7f321e8927213e4a,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-213b43914c87485e7781112a,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,true,true,moderate,needs_manual_review,"[""pay_basis_not_comparable""]",descriptive_structure_only
B4X2500PAIR-736506fecfc06dfca3d91ecc,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-23d0eee6437998931de562d8,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,false,true,moderate,needs_manual_review,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
B4X2500PAIR-6b8c7b5e66189cd7f9678005,B4X2500MATCH-cb47df2dba5b4dae5aea680b,B4X2500NORM-63c79806c819b08036bc9c9e,B4X2500NORM-0abaf4baf7a4c0d8b9d67f4d,base_wage_level_candidate,false,true,false,true,moderate,needs_manual_review,"[""pay_basis_not_comparable"",""unit_rank_step_not_comparable""]",descriptive_structure_only
