municipality_cycle_id,municipality,state,region,cycle_start,cycle_end,contract_year,fiscal_year,cycle_label,source_count,span_count,normalized_record_count,safety_record_count,non_safety_record_count,unclear_record_count,base_record_count,non_base_record_count,mechanism_clusters_present,comparison_readiness_status,cycle_confidence,blockers
B4X2500MC-6218590a7b265ce82356fdb4,Rowe,MA,Northeast,2023,2023,2023,,2023,1,8,8,0,0,8,1,6,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-624c732ee73639c1324d3c1d,Knox,IN,Midwest,2023,2023,2023,,2023,1,2,2,2,0,0,1,1,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-624eb14f1cfb828ec55ca760,Williamsville,NY,Northeast,2025,2026,2025,,2025-2026,1,3,3,2,0,1,1,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved""]"
B4X2500MC-62663e5b6f0900ed2ec8c463,Springfield,OH,Midwest,2019,2019,2019,,2019,3,3,3,3,0,0,0,1,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-62785057e55ab65b17543757,Drummond,OK,South,2021,2021,2021,,2021,1,1,1,0,1,0,0,0,"[""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-627f6c314b23c3a1d59a1cd9,Southampton,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-009005,1,15,15,15,0,0,4,5,"[""automatic_wage_growth"",""fiscal_governance_constraints"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-62abdc86ca4445e6ba8e4f18,Elk Horn,IA,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002517,1,3,3,0,3,0,2,1,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle""]"
B4X2500MC-62b470b0f93e6034a0829aee,Schofield,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005963,1,4,4,0,0,4,1,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-62c39961df348bfa72e2688f,Jim Thorpe,PA,Northeast,2017,2017,2017,,2017,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-6328f3fcb3a6d5dbeadb97aa,Farmington,NY,Northeast,2026,2026,2026,2026,2026,1,2,2,0,0,2,0,0,"[""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""non_compensation_numeric_context"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-632e915e867984b36d24b1e8,Laurel Park,NC,South,1998,1998,1998,,1998,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6358e5caf8204c551b53b198,Pennington,NJ,Northeast,2025,2025,2025,,2025,1,7,7,7,0,0,1,4,"[""automatic_wage_growth"",""non_base_compensation"",""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-635b4a768373d141043cc90d,Blair,WI,Midwest,2025,2025,2025,,2025,1,2,2,0,0,2,0,2,"[""non_base_compensation""]",unit_classification_incomplete,moderate,"[""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-636709da6e89af3e7257715f,Tiptonville,TN,South,,,,,undated-source-B4X2500LIVE-20260729-002156,1,4,4,0,0,4,0,4,"[""non_base_compensation""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6368299560e6342b38593491,Ramseur,NC,South,2021,2022,2021,2021,2021-2022,1,7,7,0,1,6,3,0,"[""automatic_wage_growth"",""weak_context_exclusion""]",missing_safety_evidence,high,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""non_compensation_numeric_context"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-636bce8fd6281e437eb83dee,Green Tree,PA,Northeast,2024,2024,2024,,2024,1,5,5,0,0,5,2,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63a4228d1ccb5ef38b069b9a,Hyde Park,NY,Northeast,2025,2025,2025,,2025,1,13,13,0,0,13,7,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63ace4c84030d9994e271e25,Crab Orchard,TN,South,,,,,undated-source-B4X2500LIVE-20260729-004605,1,2,2,0,0,2,0,2,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63ae6cb3c9b0e09f19a905a7,Dunnellon,FL,South,2024,2024,2024,,2024,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63d9be8902f0a46d68b5d698,Painesville,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-008318,1,3,3,3,0,0,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-63e56d156f78ecc4a3dadeba,Hilbert,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000944,1,9,9,0,0,9,3,4,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63e78f55b08987edd6babaa9,Union,CT,Northeast,2026,2027,2026,,2026-2027,1,1,1,0,0,1,0,0,"[""non_base_compensation""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63f3dea17d4e4941b37f80e5,Fennimore,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-008422,1,4,4,0,0,4,0,4,"[""non_base_compensation""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-63ff0a5426e29d783e747e09,Edgecomb,ME,Northeast,2022,2023,2022,2022,2022-2023,1,1,1,0,0,1,0,0,"[""weak_context_exclusion""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""pay_basis_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-640a222f2b7a3ca6dc193ee1,Elberton,GA,South,2025,2025,2025,2025,2025,1,10,10,0,0,10,3,4,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-640c6ae8fea38efe97f38524,Painted Post,NY,Northeast,1998,1998,1998,,1998,1,2,2,2,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-641f3d70f990c11c9545f860,Plymouth charter,MI,Midwest,2020,2020,2020,,2020,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-64337add9b9ad1f730018297,Rockport,TX,South,2008,2008,2008,,2008,1,3,3,1,2,0,0,0,"[""timing_implementation""]",safety_non_safety_evidence_present,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""pay_basis_unresolved""]"
B4X2500MC-64548744d5b69f02c98c0336,Fox Chase,KY,South,2024,2024,2024,,2024,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6465562a68350ecc514b53ca,Morris,NJ,Northeast,2012,2012,2012,,2012,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-64661616d75016b98203ad00,Robersonville,NC,South,2024,2024,2024,,2024,1,2,2,0,0,2,2,0,"[""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-646e82a07c415cb8b297993e,Altamont,NY,Northeast,2022,2022,2022,,2022,1,3,3,0,1,2,0,1,"[""automatic_wage_growth"",""non_base_compensation"",""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved""]"
B4X2500MC-6479bf2a19096a1a3f4e7748,De Graff,OH,Midwest,2025,2025,2025,,2025,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6480cfd6ae45b08681ed4829,Gilbert,LA,South,2022,2022,2022,,2022,1,1,1,0,0,1,1,0,"[""non_base_compensation""]",unit_classification_incomplete,moderate,"[""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-64b9a7b7c0d8e875a7607be9,Westmorland,CA,West,2024,2025,2024,2024,2024-2025,1,12,12,0,0,12,3,2,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-64cdfdeb030ce63b18294dcb,Ellenville,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-006420,1,1,1,1,0,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-64d1ba33a06a0d3e09417b25,Lambertville,NJ,Northeast,2005,2005,2005,,2005,1,2,2,0,0,2,1,0,"[""automatic_wage_growth"",""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-64d3083c01615a7b643f44b8,Dover,WI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005895,1,1,1,0,0,1,1,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-64d48a162e0e65f106b864fb,Middle,NJ,Northeast,,,,,undated-source-B4X2500LIVE-20260729-003814,1,3,3,2,1,0,1,2,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",safety_non_safety_evidence_present,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""pay_basis_unresolved""]"
B4X2500MC-64e8bc6c60a61b2eafa4c3aa,Walton,NY,Northeast,1991,1991,1991,,1991,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-64f3bf3945346923df15851e,Highland charter,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005404,1,4,4,0,0,4,0,4,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-64fc2a594e790f669a6f8a4b,Oriental,NC,South,,,,,undated-source-B4X2500LIVE-20260729-007019,1,9,9,9,0,0,3,4,"[""non_base_compensation"",""rank_step_specialization_classification"",""timing_implementation""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-650d41f88becc026557dcaae,Kingsville,TX,South,2025,2026,2025,2025,2025-2026,1,3,3,0,0,3,2,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6513c7387858ba2b675f5d3d,Evesham,NJ,Northeast,2023,2027,2023,,2023-2027,1,9,9,9,0,0,3,3,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",missing_non_safety_evidence,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_partially_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-654b6a8535b790fbb0e867e7,Bemidji,MN,Midwest,2025,2027,2025,,2025-2027,2,21,21,14,7,0,4,13,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification"",""timing_implementation"",""weak_context_exclusion""]",safety_non_safety_evidence_present,high,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""pay_basis_unresolved""]"
B4X2500MC-655eba5692bd3bc2ebc3b9c1,St. Augusta,MN,Midwest,2026,2026,2026,,2026,1,1,1,1,0,0,1,0,"[""quantitative_base_wage_needs_normalization""]",missing_non_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-65616a423cb6a42d5352bce0,Miami,OH,Midwest,2021,2021,2021,,2021,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-65724bbada4cfb13fd8ae6b5,Mulberry,AR,South,2004,2004,2004,,2004,1,2,2,0,2,0,2,0,"[""rank_step_specialization_classification""]",missing_safety_evidence,moderate,"[""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-657ddee731be2f794355453f,Marysvale,UT,West,1996,1996,1996,,1996,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6586aa7e72854b20305a00ce,Lathrup Village,MI,Midwest,2004,2004,2004,,2004,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-658ac646e8f8a2ebd95cf160,Green,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-008265,1,11,11,11,0,0,0,8,"[""automatic_wage_growth"",""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-658b422935227072087e9172,Madison,GA,South,2024,2024,2024,,2024,1,7,7,0,0,7,3,1,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-65944978e712d027de1f2c04,St. Clair,MI,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005461,1,1,1,0,1,0,0,0,"[""timing_implementation""]",missing_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-65c501b19d068c09665eb750,Avon,NY,Northeast,,,,,undated-source-B4X2500LIVE-20260729-001409,1,8,8,8,0,0,0,6,"[""non_base_compensation"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-65da886c97e9fe4b2bd50273,Andover,ME,Northeast,2011,2011,2011,,2011,1,1,1,0,0,1,0,0,"[""timing_implementation""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-65e3404224e1239b0c99dbcf,Audubon Park,NJ,Northeast,2025,2025,2025,,2025,1,4,4,0,2,2,4,0,"[""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""cycle_outside_2014_2024_observation_window"",""missing_safety_unit_in_cycle"",""occupation_or_unit_unresolved"",""safety_category_unresolved""]"
B4X2500MC-65fe0b84c8a3c7719a2cdf49,Sandersville,GA,South,2025,2025,2025,2025,2025,1,14,14,13,1,0,8,0,"[""automatic_wage_growth"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",safety_non_safety_evidence_present,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""non_compensation_numeric_context"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-664b3567d508bfaf27e06d60,Perry,OH,Midwest,,,,,undated-source-B4X2500LIVE-20260729-000847,1,4,4,4,0,0,4,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",missing_non_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-666a5f53881e1a5162d781eb,Petersburg,MI,Midwest,2022,2022,2022,,2022,1,1,1,0,1,0,0,0,"[""timing_implementation""]",missing_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-667d8e3aac687487fae67509,East Greenbush,NY,Northeast,2016,2016,2016,,2016,1,3,3,3,0,0,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-6692c37398e206931b7996b1,LaGrange,NY,Northeast,2006,2008,2006,,2006-2008,1,1,1,0,0,1,0,0,"[""automatic_wage_growth""]",unit_classification_incomplete,high,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-66b1c889a765c46dab1bac08,Pleasant Hill,TN,South,,,,,undated-source-B4X2500LIVE-20260729-007164,1,3,3,0,0,3,0,3,"[""non_base_compensation"",""weak_context_exclusion""]",unit_classification_incomplete,low,"[""effective_period_or_cycle_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-66cde20cdae2a0c6bb071549,Beecher,IL,Midwest,,,,,undated-source-B4X2500LIVE-20260729-002583,1,5,5,5,0,0,0,5,"[""non_base_compensation""]",missing_non_safety_evidence,low,"[""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-66ceab923821c1d29e03519b,Keystone,CO,West,2025,2025,2025,2025,2025,1,2,2,2,0,0,0,0,"[""weak_context_exclusion""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""cycle_outside_2014_2024_observation_window"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-6706c9cb6229b45dad73e5ac,Ida Grove,IA,Midwest,2019,2019,2019,,2019,1,2,2,0,0,2,2,0,"[""quantitative_base_wage_needs_normalization"",""rank_step_specialization_classification""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""occupation_or_unit_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-6712cf7da998c155a1fdb8d6,Perkins,OH,Midwest,2019,2019,2019,,2019,1,1,1,1,0,0,0,0,"[""timing_implementation""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved""]"
B4X2500MC-6714b23113d54a38710d6463,Bainbridge,OH,Midwest,2024,2024,2024,,2024,1,1,1,1,0,0,0,0,"[""automatic_wage_growth""]",missing_non_safety_evidence,moderate,"[""base_nonbase_unresolved"",""missing_non_safety_unit_in_cycle""]"
B4X2500MC-676d8d10898958aee95ba3a6,Oak Park Heights,MN,Midwest,,,,,undated-source-B4X2500LIVE-20260729-005543,1,12,12,12,0,0,3,7,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",missing_non_safety_evidence,low,"[""base_nonbase_unresolved"",""effective_period_or_cycle_unresolved"",""missing_non_safety_unit_in_cycle"",""pay_basis_unresolved"",""rank_step_grade_unresolved""]"
B4X2500MC-67806a10ac6816c12f02f253,Shreve,OH,Midwest,2024,2024,2024,,2024,1,8,8,2,1,5,5,0,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]",safety_non_safety_evidence_present,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved""]"
B4X2500MC-6794ce63fa39dbe216a0a76a,Leverett,MA,Northeast,2016,2016,2016,,2016,1,9,9,0,0,9,3,3,"[""automatic_wage_growth"",""non_base_compensation"",""quantitative_base_wage_needs_normalization"",""timing_implementation"",""weak_context_exclusion""]",unit_classification_incomplete,moderate,"[""base_nonbase_unresolved"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-679551aba13943cb40074935,Bradley,ME,Northeast,2024,2024,2024,,2024,1,4,4,0,0,4,4,0,"[""quantitative_base_wage_needs_normalization""]",unit_classification_incomplete,moderate,"[""annual_equivalent_uses_standard_2080_assumption"",""occupation_or_unit_unresolved"",""pay_basis_unresolved"",""rank_step_grade_unresolved"",""safety_category_unresolved"",""safety_non_safety_classification_incomplete""]"
B4X2500MC-67b287b279c33095526c2a2a,Riverton,IL,Midwest,,,,,undated-source-B4X2500LIVE-20260729-007655,1,12,12,0,12,0,3,9,"[""non_base_compensation"",""quantitative_base_wage_needs_normalization""]",missing_safety_evidence,low,"[""annual_equivalent_uses_standard_2080_assumption"",""effective_period_or_cycle_unresolved"",""missing_safety_unit_in_cycle"",""pay_basis_unresolved""]"
